"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"R16"	"R17"	"R18"	"R19"	"R20"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"C11"
"R1"	1.03669831973713	0.00628860856320705	0.0068219831327346	0.036698319737133	0.0304097111739259	0.0068219831327346	0.000533374569527553	0.00628860856320705	0.00628860856320705	0.00628860856320705	0.0304097111739259	0.0304097111739259	0.000533374569527553	0.00737834797308419	0.00737834797308419	0.0304097111739259	0.0315935319454086	0.0378821405086156	0.00791172254261174	0.00628860856320705	0.00746724397338574	0.0810925631304691	0.00650446201955104	0.0810925631304691	0.0810925631304691	0.0810925631304691	0.0810925631304691	0.0810925631304691	0.0817519113216916	0.0817519113216916	0.00263575924753222
"R2"	0.0251544342528282	1.02311604499849	0.0240619927717789	0.0251544342528282	0.00203838925433513	0.0240619927717789	0.000945947773285866	0.0231160449984931	0.0231160449984931	0.0231160449984931	0.00203838925433513	0.00203838925433513	0.000945947773285866	0.0257012470628293	0.0257012470628293	0.00203838925433513	0.00405453388373739	0.0271705788822304	0.0266471948361151	0.0231160449984931	0.0132432688260021	0.00543570467822701	0.0107019685611639	0.00543570467822701	0.00543570467822701	0.00543570467822701	0.00543570467822701	0.00543570467822701	0.30050858498041	0.30050858498041	0.00909003124931883
"R3"	0.0181919550206256	0.0160413285145193	1.03009428126374	0.0181919550206256	0.00215062650610632	0.0300942812637398	0.0140529527492205	0.0160413285145193	0.0160413285145193	0.0160413285145193	0.00215062650610632	0.00215062650610632	0.0140529527492205	0.0184086257369472	0.0184086257369472	0.00215062650610632	0.0172628240972792	0.0333041526117984	0.0324615784861677	0.0160413285145193	0.196741338489087	0.00573500401628351	0.0105924484195234	0.00573500401628351	0.00573500401628351	0.00573500401628351	0.00573500401628351	0.00573500401628351	0.208537270688751	0.208537270688751	0.00784831428285358
"R4"	0.036698319737133	0.00628860856320705	0.0068219831327346	1.03669831973713	0.0304097111739259	0.0068219831327346	0.000533374569527553	0.00628860856320705	0.00628860856320705	0.00628860856320705	0.0304097111739259	0.0304097111739259	0.000533374569527553	0.00737834797308419	0.00737834797308419	0.0304097111739259	0.0315935319454086	0.0378821405086156	0.00791172254261174	0.00628860856320705	0.00746724397338574	0.0810925631304691	0.00650446201955104	0.0810925631304691	0.0810925631304691	0.0810925631304691	0.0810925631304691	0.0810925631304691	0.0817519113216916	0.0817519113216916	0.00263575924753222
"R5"	0.0405462815652346	0.000679463084778376	0.00107531325305316	0.0405462815652346	1.03986681848046	0.00107531325305316	0.000395850168274782	0.000679463084778376	0.000679463084778376	0.000679463084778376	0.0398668184804562	0.0398668184804562	0.000395850168274782	0.00127071494316916	0.00127071494316916	0.0398668184804562	0.0407731979659656	0.041452661050744	0.00166656511144395	0.000679463084778376	0.00554190235584695	0.106311515947883	0.00510529317234674	0.106311515947883	0.106311515947883	0.106311515947883	0.106311515947883	0.106311515947883	0.00883302010211889	0.00883302010211889	0.000484335246936686
"R6"	0.0181919550206256	0.0160413285145193	0.0300942812637398	0.0181919550206256	0.00215062650610632	1.03009428126374	0.0140529527492205	0.0160413285145193	0.0160413285145193	0.0160413285145193	0.00215062650610632	0.00215062650610632	0.0140529527492205	0.0184086257369472	0.0184086257369472	0.00215062650610632	0.0172628240972792	0.0333041526117984	0.0324615784861677	0.0160413285145193	0.196741338489087	0.00573500401628351	0.0105924484195234	0.00573500401628351	0.00573500401628351	0.00573500401628351	0.00573500401628351	0.00573500401628351	0.208537270688751	0.208537270688751	0.00784831428285358
"R7"	0.00426699655622042	0.00189189554657173	0.0421588582476615	0.00426699655622042	0.00237510100964869	0.0421588582476615	1.04026696270109	0.00189189554657173	0.00189189554657173	0.00189189554657173	0.00237510100964869	0.00237510100964869	0.0402669627010898	0.00382338308518316	0.00382338308518316	0.00237510100964869	0.0436794045243627	0.0455713000709345	0.0440903457862729	0.00189189554657173	0.563737477815257	0.00633360269239651	0.0103734081362425	0.00633360269239651	0.00633360269239651	0.00633360269239651	0.00633360269239651	0.00633360269239651	0.0245946421054325	0.0245946421054325	0.00536488034992309
"R8"	0.0251544342528282	0.0231160449984931	0.0240619927717789	0.0251544342528282	0.00203838925433513	0.0240619927717789	0.000945947773285866	1.02311604499849	0.0231160449984931	0.0231160449984931	0.00203838925433513	0.00203838925433513	0.000945947773285866	0.0257012470628293	0.0257012470628293	0.00203838925433513	0.00405453388373739	0.0271705788822304	0.0266471948361151	0.0231160449984931	0.0132432688260021	0.00543570467822701	0.0107019685611639	0.00543570467822701	0.00543570467822701	0.00543570467822701	0.00543570467822701	0.00543570467822701	0.30050858498041	0.30050858498041	0.00909003124931883
"R9"	0.0251544342528282	0.0231160449984931	0.0240619927717789	0.0251544342528282	0.00203838925433513	0.0240619927717789	0.000945947773285866	0.0231160449984931	1.02311604499849	0.0231160449984931	0.00203838925433513	0.00203838925433513	0.000945947773285866	0.0257012470628293	0.0257012470628293	0.00203838925433513	0.00405453388373739	0.0271705788822304	0.0266471948361151	0.0231160449984931	0.0132432688260021	0.00543570467822701	0.0107019685611639	0.00543570467822701	0.00543570467822701	0.00543570467822701	0.00543570467822701	0.00543570467822701	0.30050858498041	0.30050858498041	0.00909003124931883
"R10"	0.0251544342528282	0.0231160449984931	0.0240619927717789	0.0251544342528282	0.00203838925433513	0.0240619927717789	0.000945947773285866	0.0231160449984931	0.0231160449984931	1.02311604499849	0.00203838925433513	0.00203838925433513	0.000945947773285866	0.0257012470628293	0.0257012470628293	0.00203838925433513	0.00405453388373739	0.0271705788822304	0.0266471948361151	0.0231160449984931	0.0132432688260021	0.00543570467822701	0.0107019685611639	0.00543570467822701	0.00543570467822701	0.00543570467822701	0.00543570467822701	0.00543570467822701	0.30050858498041	0.30050858498041	0.00909003124931883
"R11"	0.0405462815652346	0.000679463084778376	0.00107531325305316	0.0405462815652346	0.0398668184804562	0.00107531325305316	0.000395850168274782	0.000679463084778376	0.000679463084778376	0.000679463084778376	1.03986681848046	0.0398668184804562	0.000395850168274782	0.00127071494316916	0.00127071494316916	0.0398668184804562	0.0407731979659656	0.041452661050744	0.00166656511144395	0.000679463084778376	0.00554190235584695	0.106311515947883	0.00510529317234674	0.106311515947883	0.106311515947883	0.106311515947883	0.106311515947883	0.106311515947883	0.00883302010211889	0.00883302010211889	0.000484335246936686
"R12"	0.0405462815652346	0.000679463084778376	0.00107531325305316	0.0405462815652346	0.0398668184804562	0.00107531325305316	0.000395850168274782	0.000679463084778376	0.000679463084778376	0.000679463084778376	0.0398668184804562	1.03986681848046	0.000395850168274782	0.00127071494316916	0.00127071494316916	0.0398668184804562	0.0407731979659656	0.041452661050744	0.00166656511144395	0.000679463084778376	0.00554190235584695	0.106311515947883	0.00510529317234674	0.106311515947883	0.106311515947883	0.106311515947883	0.106311515947883	0.106311515947883	0.00883302010211889	0.00883302010211889	0.000484335246936686
"R13"	0.00426699655622042	0.00189189554657173	0.0421588582476615	0.00426699655622042	0.00237510100964869	0.0421588582476615	0.0402669627010898	0.00189189554657173	0.00189189554657173	0.00189189554657173	0.00237510100964869	0.00237510100964869	1.04026696270109	0.00382338308518316	0.00382338308518316	0.00237510100964869	0.0436794045243627	0.0455713000709345	0.0440903457862729	0.00189189554657173	0.563737477815257	0.00633360269239651	0.0103734081362425	0.00633360269239651	0.00633360269239651	0.00633360269239651	0.00633360269239651	0.00633360269239651	0.0245946421054325	0.0245946421054325	0.00536488034992309
"R14"	0.0147566959461684	0.0128506235314146	0.0138064693027104	0.0147566959461684	0.00190607241475375	0.0138064693027104	0.00095584577129579	0.0128506235314146	0.0128506235314146	0.0128506235314146	0.00190607241475375	0.00190607241475375	0.00095584577129579	1.05125338707658	0.0512533870765786	0.00190607241475375	0.0174256367222249	0.0302762602536395	0.0522092328478744	0.0128506235314146	0.0133818407981411	0.00508285977267666	0.145637185361753	0.00508285977267666	0.00508285977267666	0.00508285977267666	0.00508285977267666	0.00508285977267666	0.16705810590839	0.16705810590839	0.143034270053932
"R15"	0.0147566959461684	0.0128506235314146	0.0138064693027104	0.0147566959461684	0.00190607241475375	0.0138064693027104	0.00095584577129579	0.0128506235314146	0.0128506235314146	0.0128506235314146	0.00190607241475375	0.00190607241475375	0.00095584577129579	0.0512533870765786	1.05125338707658	0.00190607241475375	0.0174256367222249	0.0302762602536395	0.0522092328478744	0.0128506235314146	0.0133818407981411	0.00508285977267666	0.145637185361753	0.00508285977267666	0.00508285977267666	0.00508285977267666	0.00508285977267666	0.00508285977267666	0.16705810590839	0.16705810590839	0.143034270053932
"R16"	0.0405462815652346	0.000679463084778376	0.00107531325305316	0.0405462815652346	0.0398668184804562	0.00107531325305316	0.000395850168274782	0.000679463084778376	0.000679463084778376	0.000679463084778376	0.0398668184804562	0.0398668184804562	0.000395850168274782	0.00127071494316916	0.00127071494316916	1.03986681848046	0.0407731979659656	0.041452661050744	0.00166656511144395	0.000679463084778376	0.00554190235584695	0.106311515947883	0.00510529317234674	0.106311515947883	0.106311515947883	0.106311515947883	0.106311515947883	0.106311515947883	0.00883302010211889	0.00883302010211889	0.000484335246936686
"R17"	0.0315935319454086	0.00101363347093435	0.00647355903647969	0.0315935319454086	0.0305798984744742	0.00647355903647969	0.00545992556554534	0.00101363347093435	0.00101363347093435	0.00101363347093435	0.0305798984744742	0.0305798984744742	0.00545992556554534	0.00871281836111243	0.00871281836111243	0.0305798984744742	1.04313976243304	0.0441533959039747	0.0141727439266578	0.00101363347093435	0.0764389579176348	0.0815463959319313	0.0709993839302076	0.0815463959319312	0.0815463959319312	0.0815463959319312	0.0815463959319312	0.0815463959319312	0.0131772351221465	0.0131772351221465	0.00359547898294388
"R18"	0.0303057124068925	0.00543411577644609	0.00999124578353953	0.0303057124068925	0.0248715966304464	0.00999124578353953	0.00455713000709345	0.00543411577644609	0.00543411577644609	0.00543411577644609	0.0248715966304464	0.0248715966304464	0.00455713000709345	0.0121105041014558	0.0121105041014558	0.0248715966304464	0.0353227167231797	1.04075683249963	0.0166676341085492	0.00543411577644609	0.0637998200993082	0.0663242576811904	0.0589399008563989	0.0663242576811904	0.0663242576811904	0.0663242576811904	0.0663242576811904	0.0663242576811904	0.0706435050937992	0.0706435050937992	0.00469438943621887
"R19"	0.0126587560681788	0.010658877934446	0.0194769470917006	0.0126587560681788	0.00199987813373274	0.0194769470917006	0.00881806915725459	0.010658877934446	0.010658877934446	0.010658877934446	0.00199987813373274	0.00199987813373274	0.00881806915725459	0.0417673862782995	0.0417673862782995	0.00199987813373274	0.0226763902826524	0.0333352682170985	1.05058545543555	0.010658877934446	0.123452968201564	0.00533300835662063	0.118584429916651	0.00533300835662063	0.00533300835662063	0.00533300835662063	0.00533300835662063	0.00533300835662063	0.138565413147799	0.138565413147799	0.11550039211313
