"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"R16"	"R17"	"R18"	"R19"	"R20"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"C11"
"R20"	0.0251544342528282	0.0231160449984931	0.0240619927717789	0.0251544342528282	0.00203838925433513	0.0240619927717789	0.000945947773285866	0.0231160449984931	0.0231160449984931	0.0231160449984931	0.00203838925433513	0.00203838925433513	0.000945947773285866	0.0257012470628293	0.0257012470628293	0.00203838925433513	0.00405453388373739	0.0271705788822304	0.0266471948361151	1.02311604499849	0.0132432688260021	0.00543570467822701	0.0107019685611639	0.00543570467822701	0.00543570467822701	0.00543570467822701	0.00543570467822701	0.00543570467822701	0.30050858498041	0.30050858498041	0.00909003124931883
"C1"	0.00853399311244084	0.00378379109314346	0.084317716495323	0.00853399311244084	0.00475020201929738	0.084317716495323	0.0805339254021796	0.00378379109314346	0.00378379109314346	0.00378379109314346	0.00475020201929738	0.00475020201929738	0.0805339254021796	0.00764676617036632	0.00764676617036632	0.00475020201929738	0.0873588090487254	0.0911426001418689	0.0881806915725459	0.00378379109314346	1.12747495563051	0.012667205384793	0.020746816272485	0.012667205384793	0.012667205384793	0.012667205384793	0.012667205384793	0.012667205384793	0.0491892842108651	0.0491892842108651	0.0107297606998462
"C2"	0.0810925631304691	0.00135892616955675	0.00215062650610632	0.0810925631304691	0.0797336369609123	0.00215062650610632	0.000791700336549564	0.00135892616955675	0.00135892616955675	0.00135892616955675	0.0797336369609123	0.0797336369609123	0.000791700336549564	0.00254142988633833	0.00254142988633833	0.0797336369609123	0.0815463959319312	0.082905322101488	0.00333313022288789	0.00135892616955675	0.0110838047116939	1.0459563652291	0.0102105863446935	0.0459563652290995	0.0459563652290995	0.0459563652290995	0.0459563652290995	0.0459563652290995	0.0176660402042378	0.0176660402042378	0.000968670493873371
"C3"	0.0104071392312817	0.00428078742446558	0.00635546905171407	0.0104071392312817	0.00612635180681608	0.00635546905171407	0.00207468162724849	0.00428078742446558	0.00428078742446558	0.00428078742446558	0.00612635180681608	0.00612635180681608	0.00207468162724849	0.116509748289403	0.116509748289403	0.00612635180681608	0.113599014288332	0.117879801712798	0.118584429916651	0.00428078742446558	0.0290455427814789	0.0163369381515096	1.05397980854268	0.0163369381515096	0.0163369381515096	0.0163369381515096	0.0163369381515096	0.0163369381515096	0.0556502365180525	0.0556502365180525	0.0409858800640157
"C4"	0.0810925631304691	0.00135892616955675	0.00215062650610632	0.0810925631304691	0.0797336369609124	0.00215062650610632	0.000791700336549564	0.00135892616955675	0.00135892616955675	0.00135892616955675	0.0797336369609124	0.0797336369609124	0.000791700336549564	0.00254142988633833	0.00254142988633833	0.0797336369609124	0.0815463959319313	0.082905322101488	0.00333313022288789	0.00135892616955675	0.0110838047116939	0.0459563652290995	0.0102105863446935	1.0459563652291	0.0459563652290995	0.0459563652290995	0.0459563652290995	0.0459563652290995	0.0176660402042378	0.0176660402042378	0.000968670493873371
"C5"	0.0810925631304691	0.00135892616955675	0.00215062650610632	0.0810925631304691	0.0797336369609124	0.00215062650610632	0.000791700336549564	0.00135892616955675	0.00135892616955675	0.00135892616955675	0.0797336369609124	0.0797336369609124	0.000791700336549564	0.00254142988633833	0.00254142988633833	0.0797336369609124	0.0815463959319313	0.082905322101488	0.00333313022288789	0.00135892616955675	0.0110838047116939	0.0459563652290995	0.0102105863446935	0.0459563652290995	1.0459563652291	0.0459563652290995	0.0459563652290995	0.0459563652290995	0.0176660402042378	0.0176660402042378	0.000968670493873371
"C6"	0.0810925631304691	0.00135892616955675	0.00215062650610632	0.0810925631304691	0.0797336369609123	0.00215062650610632	0.000791700336549564	0.00135892616955675	0.00135892616955675	0.00135892616955675	0.0797336369609123	0.0797336369609123	0.000791700336549564	0.00254142988633833	0.00254142988633833	0.0797336369609123	0.0815463959319313	0.082905322101488	0.00333313022288789	0.00135892616955675	0.0110838047116939	0.0459563652290995	0.0102105863446935	0.0459563652290995	0.0459563652290995	1.0459563652291	0.0459563652290995	0.0459563652290995	0.0176660402042378	0.0176660402042378	0.000968670493873371
"C7"	0.0810925631304691	0.00135892616955675	0.00215062650610632	0.0810925631304691	0.0797336369609123	0.00215062650610632	0.000791700336549564	0.00135892616955675	0.00135892616955675	0.00135892616955675	0.0797336369609123	0.0797336369609123	0.000791700336549564	0.00254142988633833	0.00254142988633833	0.0797336369609123	0.0815463959319312	0.082905322101488	0.00333313022288789	0.00135892616955675	0.0110838047116939	0.0459563652290995	0.0102105863446935	0.0459563652290995	0.0459563652290995	0.0459563652290995	1.0459563652291	0.0459563652290995	0.0176660402042378	0.0176660402042378	0.000968670493873371
"C8"	0.0810925631304691	0.00135892616955675	0.00215062650610632	0.0810925631304691	0.0797336369609123	0.00215062650610632	0.000791700336549564	0.00135892616955675	0.00135892616955675	0.00135892616955675	0.0797336369609123	0.0797336369609123	0.000791700336549564	0.00254142988633833	0.00254142988633833	0.0797336369609123	0.0815463959319312	0.082905322101488	0.00333313022288789	0.00135892616955675	0.0110838047116939	0.0459563652290995	0.0102105863446935	0.0459563652290995	0.0459563652290995	0.0459563652290995	0.0459563652290995	1.0459563652291	0.0176660402042378	0.0176660402042378	0.000968670493873371
"C9"	0.0503088685056564	0.0462320899969861	0.0481239855435579	0.0503088685056564	0.00407677850867026	0.0481239855435579	0.00189189554657173	0.0462320899969861	0.0462320899969861	0.0462320899969861	0.00407677850867026	0.00407677850867026	0.00189189554657173	0.0514024941256585	0.0514024941256585	0.00407677850867026	0.00810906776747478	0.0543411577644609	0.0532943896722303	0.0462320899969861	0.0264865376520043	0.010871409356454	0.0214039371223279	0.010871409356454	0.010871409356454	0.010871409356454	0.010871409356454	0.010871409356454	1.10101716996082	0.10101716996082	0.0181800624986377
"C10"	0.0503088685056564	0.0462320899969861	0.0481239855435579	0.0503088685056564	0.00407677850867026	0.0481239855435579	0.00189189554657173	0.0462320899969861	0.0462320899969861	0.0462320899969861	0.00407677850867026	0.00407677850867026	0.00189189554657173	0.0514024941256585	0.0514024941256585	0.00407677850867026	0.00810906776747478	0.0543411577644609	0.0532943896722303	0.0462320899969861	0.0264865376520043	0.010871409356454	0.0214039371223279	0.010871409356454	0.010871409356454	0.010871409356454	0.010871409356454	0.010871409356454	0.10101716996082	1.10101716996082	0.0181800624986377
"C11"	0.00702869132675259	0.00606002083287922	0.00784831428285358	0.00702869132675259	0.000968670493873371	0.00784831428285358	0.00178829344997436	0.00606002083287922	0.00606002083287922	0.00606002083287922	0.000968670493873371	0.000968670493873371	0.00178829344997436	0.190712360071909	0.190712360071909	0.000968670493873371	0.00958794395451702	0.0156479647873962	0.192500653521884	0.00606002083287922	0.0250361082996411	0.00258312131699566	0.0683098001066929	0.00258312131699566	0.00258312131699566	0.00258312131699566	0.00258312131699566	0.00258312131699566	0.0787802708274298	0.0787802708274298	1.06692815537017
