"Lagurus_lagurus"	"Allactaga_major"	"Allocricetulus_eversmanni"	"Alticola_strelzowi"	"Spermophilus_erythrogenys"	"Clethrionomys_rutilus"	"Cricetulus_barabensis"	"Microtus_oeconomus"	"Apodemus_uralensis"	"Microtus_arvalis"	"Apodemus_agrarius"	"Sicista_subtilis"	"Allactaga_sibirica"	"Microtus_gregalis"	"Ctenophthalmus_arvalis"	"Mesopsylla_hebes"	"Pectinoctenus_pavlovskii"	"Frontopsylla_elata"	"Citellophilus_tesquorum"	"Callopsylla_caspia"	"Neopsylla_pleskei"	"Amphipsylla_primaris"	"Pectinoctenus_nemorosa"	"Amphipsylla_rossica"	"Megabothris_walkeri"	"Leptopsylla_segnis"	"Ophthalmopsylla_volgensis"
"Lagurus_lagurus"	1.06196157149136	0	0.0642564445095593	0.00284288404501035	0.0661758799673005	0.0164335278544271	0.00229487301819855	0.0619615714913607	0	0.0188894634167836	0.000968690431629927	0.0367153005675009	0	0.000833126540201546	0.218405618399158	0	0.00917949207279418	0.00499875924120927	0.211148992532754	0.000473814007501726	0.201970167390879	0.00709140200423178	0	0.00976583189952731	0.00339041651070474	0.000242172607907482	0
"Allactaga_major"	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0
"Allocricetulus_eversmanni"	0.0481923333821695	0	1.08701427165558	0.00221113203500805	0.051470128863456	0.0127816327756655	0.0388219382734137	0.0481923333821695	0	0.0146918048797206	0.000753425891267721	0.0285563448858341	0	0.000647987309045647	0.169871036532678	0	0.155287753093655	0.00388792385427388	0.164226994192142	0.000368522005834675	0.157087907970683	0.00551553489218027	0	0.00759564703296569	0.00263699061943702	0.00018835647281693	0
"Alticola_strelzowi"	0.00284288404501035	0	0.0029481760466774	1.18758992262743	0.0552063085862992	0.0390159257705963	0.00010529200166705	0.00284288404501035	0	0.00288469605994424	0.000147933131279192	0.00198828643507685	0	0.0377610245843431	0.0175686166075437	0	0.0004211680066682	0.226566147506059	0.00733385248823726	0.197931653771238	0.00683678087946805	0.203452284629868	0	0.00600141353528729	0.000517765959477171	3.69832828197979e-05	0
"Spermophilus_erythrogenys"	0.0397055279803803	0	0.0411761030907648	0.0331237851517795	1.09769086310755	0.0118203660280835	0.00147057511038446	0.0397055279803803	0	0.0412952221712422	0.00211770370108934	0.0236866185815602	0	0.00154104043011833	0.143910558371512	0	0.00588230044153783	0.00924624258070995	0.134072929835951	0.00552063085862992	0.128151275190561	0.115289717169385	0	0.116651623339295	0.0074119629538127	0.000529425925272335	0
"Clethrionomys_rutilus"	0.0246502917816407	0	0.025563265551331	0.0585238886558944	0.0295509150702087	1.07131592756676	0.000912973769690395	0.0246502917816407	0	0.0236299721854876	0.00121179344540962	0.0228543838281218	0	0.0504696296971524	0.291848170174451	0	0.00365189507876158	0.302817778182914	0.0200808595851813	0.00975398144264907	0.0143672636281508	0.0127090729496699	0	0.00689342020460214	0.00424127705893368	0.000302948361352406	0
"Cricetulus_barabensis"	0.00688461905459564	0	0.155287753093655	0.00031587600500115	0.00735287555192228	0.00182594753938079	1.14840313403906	0.00688461905459564	0	0.00209882926853151	0.000107632270181103	0.00407947784083344	0	9.25696155779495e-05	0.0242672909332398	0	0.593612536156236	0.000555417693467697	0.023460999170306	5.26460008335251e-05	0.0224411297100976	0.000787933556025753	0	0.00108509243328081	0.00037671294563386	2.69080675452757e-05	0
"Microtus_oeconomus"	0.0619615714913607	0	0.0642564445095593	0.00284288404501035	0.0661758799673005	0.0164335278544271	0.00229487301819855	1.06196157149136	0	0.0188894634167836	0.000968690431629927	0.0367153005675009	0	0.000833126540201546	0.218405618399158	0	0.00917949207279418	0.00499875924120927	0.211148992532754	0.000473814007501726	0.201970167390879	0.00709140200423178	0	0.00976583189952731	0.00339041651070474	0.000242172607907482	0
"Apodemus_uralensis"	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0
"Microtus_arvalis"	0.0188894634167836	0	0.0195890731729607	0.00288469605994424	0.0688253702854036	0.0157533147903251	0.000699609756177169	0.0188894634167836	0	1.11298662444445	0.0570762371509976	0.0169360060441892	0	0.000803474795316117	0.209297759930126	0	0.00279843902470868	0.0048208487718967	0.0198616604918023	0.000480782676657373	0.015627658980755	0.00736331970519773	0	0.192380307769282	0.199766830028491	0.0142690592877494	0
"Apodemus_agrarius"	0.00145303564744489	0	0.00150685178253544	0.000221899696918787	0.00529425925272335	0.00121179344540962	5.38161350905515e-05	0.00145303564744489	0	0.0856143557264963	1.23515971055008	0.00130276969570686	0	6.18057534858552e-05	0.0160998276869327	0	0.000215264540362206	0.000370834520915131	0.00152782003783094	3.69832828197979e-05	0.00120212761390423	0.000566409208092133	0	0.0147984852130217	0.323058986925269	0.308789927637519	0
"Sicista_subtilis"	0.0550729508512514	0	0.0571126897716681	0.00298242965261527	0.0592165464539006	0.0228543838281218	0.00203973892041672	0.0550729508512514	0	0.0254040090662838	0.00130276969570686	1.05114565195743	0	0.00112921228469085	0.304152401608033	0	0.00815895568166687	0.00677527370814509	0.294204804139956	0.000497071608769212	0.031418391150599	0.00641872625415927	0	0.0101556561564374	0.00455969393497401	0.000325692423926715	0
"Allactaga_sibirica"	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667
"Microtus_gregalis"	0.00249937962060464	0	0.00259194923618259	0.113283073753029	0.00770520215059163	0.100939259394305	9.25696155779495e-05	0.00249937962060464	0	0.00241042438594835	0.00012361150697171	0.0022584245693817	0	1.09893005948014	0.0281287987983632	0	0.000370278462311798	0.593580356880816	0.00249224655212896	0.0188805122921716	0.00192764040978353	0.0196510325072307	0	0.00117225761271722	0.000432640274400986	3.09028767429276e-05	0
"Ctenophthalmus_arvalis"	0.0936024078853533	0	0.097069163732959	0.00752940711751873	0.102793255979651	0.0833851914784147	0.00346675584760568	0.0936024078853533	0	0.0896990399700538	0.00459995076769507	0.0869006861737238	0	0.0040183998283376	1.11113508310108	0	0.0138670233904227	0.0241103989700256	0.0753389452364671	0.00125490118625312	0.0536137736930361	0.0115342267842183	0	0.0252291655929741	0.0160998276869327	0.00114998769192377	0
"Mesopsylla_hebes"	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0
"Pectinoctenus_pavlovskii"	0.0137692381091913	0	0.31057550618731	0.000631752010002301	0.0147057511038446	0.00365189507876158	0.296806268078118	0.0137692381091913	0	0.00419765853706302	0.000215264540362206	0.00815895568166688	0	0.000185139231155899	0.0485345818664795	0	1.18722507231247	0.00111083538693539	0.046921998340612	0.00010529200166705	0.0448822594201952	0.00157586711205151	0	0.00217018486656163	0.000753425891267721	5.38161350905515e-05	0
"Frontopsylla_elata"	0.00499875924120927	0	0.00518389847236517	0.226566147506059	0.0154104043011833	0.20187851878861	0.000185139231155899	0.00499875924120927	0	0.0048208487718967	0.000247223013943421	0.00451684913876339	0	0.197860118960272	0.0562575975967264	0	0.000740556924623596	1.18716071376163	0.00498449310425791	0.0377610245843431	0.00385528081956706	0.0393020650144615	0	0.00234451522543444	0.000865280548801972	6.18057534858552e-05	0
