"Nephrosperma_vanhoutteanum"	"Canthium_bibracteatum"	"Erythroxylum_sechellarum"	"Paragenipa_wrightii"	"Premna_serratifolia"	"Ochna_kirkii"	"Lasioglossum_mahense"	"Apis_mellifera"	"Rhiparida_seychellensis"	"Megachile_seychellensis"	"Rhynchium_brunneum"	"Neophyllomyza_approximatonervis"	"Unidentified_sp1_M_PL_115"	"Unidentified_sp2_M_PL_115"	"Ceratina_tabescens"	"Hemipyrellia_sp1_M_PL_115"	"Lygistorrhina_sp1_M_PL_115"	"Tricimba_seychellensis"	"Unidentified_sp4_M_PL_115"	"Xylocopa_caffra"	"Hemipyrellia_germana"	"Ornidia_obesa"	"Phelsuma_sp1_M_PL_115"	"Unidentified_sp3_M_PL_115"
"Nephrosperma_vanhoutteanum"	1.24339152846566	0.0215659973452463	0.0379984475143833	0.0208444471950011	0.00953291281304454	0	0.0795619161596314	0.0779730973574573	0.069077307136981	0.0031292471839774	0.00158881880217409	0.069077307136981	0.00735536183867306	0.069077307136981	0.00154042838180331	0.0015404283818033	0.0738271130762789	0.069077307136981	0.069077307136981	0	0.0015404283818033	0.00154042838180331	0.069077307136981	0.00260555589937514
"Canthium_bibracteatum"	0.0277277108724595	1.21945152975203	0.0246605620366109	0.0250717998693503	0.0364217308028804	0	0.100930942783769	0.0948606543166221	0.00154042838180331	0.0931739691637205	0.00607028846714673	0.00154042838180331	0.00621654523824515	0.00154042838180331	0.0871036806965737	0.0871036806965737	0.00462299863637966	0.00154042838180331	0.0015404283818033	0	0.0871036806965737	0.0871036806965737	0.00154042838180331	0.00313397498366879
"Erythroxylum_sechellarum"	0.0854965069073624	0.043155983564069	1.10829722700598	0.077307186322366	0.0190764295335563	0	0.159212332782177	0.156032927859917	0.00474980593929791	0.00626197517683575	0.00317940492225939	0.00474980593929791	0.148200551666043	0.00474980593929791	0.00308257025457636	0.00308257025457636	0.143286959315045	0.00474980593929791	0.00474980593929791	0	0.00308257025457636	0.00308257025457636	0.00474980593929791	0.00966339829029575
"Paragenipa_wrightii"	0.0469000061887526	0.0438756497713631	0.077307186322366	1.14585594429328	0.0193945467575734	0	0.161867346669595	0.158634922209999	0.00260555589937514	0.00636639944326436	0.00323242445959556	0.00260555589937514	0.152895391326956	0.00260555589937514	0.00313397498366879	0.00313397498366879	0.0122689541896709	0.00260555589937514	0.00260555589937514	0	0.00313397498366879	0.00313397498366879	0.00260555589937514	0.14323199303666
"Premna_serratifolia"	0.0285987384391336	0.0849840385400542	0.0254352393780751	0.0258593956767645	1.16845592129931	0	0.20881359020106	0.0140709366511758	0.00158881880217409	0.200812942017031	0.194742653549884	0.00158881880217409	0.00641182938185495	0.00158881880217409	0.00607028846714673	0.00607028846714673	0.00476822372443348	0.00158881880217409	0.00158881880217409	0	0.00607028846714673	0.00607028846714673	0.00158881880217409	0.00323242445959556
"Ochna_kirkii"	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0
"Lasioglossum_mahense"	0.143211449087337	0.141303319897276	0.127369866225741	0.129493877335676	0.125288154120636	0	1.07103861285962	0.0501572538395172	0.00795619161596314	0.0309744532984829	0.020881359020106	0.00795619161596315	0.0321079679451772	0.00795619161596315	0.0100930942783769	0.0100930942783769	0.0238774248941808	0.00795619161596314	0.00795619161596314	0	0.0100930942783769	0.0100930942783769	0.00795619161596314	0.0161867346669595
"Apis_mellifera"	0.175439469054279	0.166006145054089	0.156032927859917	0.158634922209999	0.0105532024883818	0	0.0626965672993965	1.060937700218	0.00974663716968217	0.0136164488709748	0.00175886708139697	0.00974663716968217	0.0393334812587396	0.00974663716968217	0.0118575817895778	0.0118575817895778	0.0292507531521718	0.00974663716968217	0.00974663716968216	0	0.0118575817895778	0.0118575817895778	0.00974663716968217	0.0198293652762499
"Rhiparida_seychellensis"	0.621695764232829	0.0107829986726231	0.0189992237571917	0.0104222235975006	0.00476645640652227	0	0.0397809580798157	0.0389865486787287	1.03453865356849	0.0015646235919887	0.000794409401087045	0.0345386535684905	0.00367768091933653	0.0345386535684905	0.000770214190901653	0.000770214190901652	0.0369135565381395	0.0345386535684905	0.0345386535684905	0	0.000770214190901652	0.000770214190901652	0.0345386535684905	0.00130277794968757
"Megachile_seychellensis"	0.0140816123278983	0.326108892073022	0.0125239503536715	0.0127327988865287	0.301219413025546	0	0.0774361332462073	0.0272328977419495	0.000782311795994348	1.07349672779519	0.0502032355042578	0.000782311795994349	0.00315709365502503	0.000782311795994349	0.0232934922909301	0.0232934922909301	0.00234780559020328	0.000782311795994349	0.000782311795994348	0	0.0232934922909301	0.0232934922909301	0.000782311795994348	0.00159159986081609
