"Ficus_sp1_M_SD_018"	"Ficus_sp3_M_SD_018"	"Dysoxylum_sp2_M_SD_018"	"Elmerillia_tsiampaca"	"Piper_sp2_M_SD_018"	"Elaeocarpus_sp1_M_SD_018"	"Psychotriasp._sp1_M_SD_018"	"Rhus_sp1_M_SD_018"	"Aglaia_sp1_M_SD_018"	"Ficus_dammaropsis"	"Gynotroches_sp1_M_SD_018"	"Myristica_subaluata"	"Symplocos_sp1_M_SD_018"	"Dracantomelon_sp1_M_SD_018"	"Dysoxylum_sp1_M_SD_018"	"Eurya_sp1_M_SD_018"	"Ficus_sp2_M_SD_018"	"Ficus_sp4_M_SD_018"	"Ficus_sp5_M_SD_018"	"Heritiera_sp1_M_SD_018"	"Musa_sp1_M_SD_018"	"Myristica_fatua"	"Osmoxylum_sp1_M_SD_018"	"Pandanus_limbatus"	"Piper_sp1_M_SD_018"	"Poikilospermum_sp1_M_SD_018"	"Schefflera_sp1_M_SD_018"	"Sloanea_sp1_M_SD_018"	"Syzigium_sp1_M_SD_018"	"Manucodia_chalybata"	"Parasidea_raggiana"	"Meliphaga_sp1_M_SD_018"	"Rhyticeros_plicatus"	"Cicinnurus_magnificus"	"Oriolus_szalayi"	"Ailuroedus_buccoides"	"Coracina_boyeri"	"Coracina_schisticeps"	"Ducula_rufigaster"	"Ducula_zoeae"	"Melanocharis_nigra"	"Pitohui_kirhocephalus"	"Ptilinopus_pulchellus"	"Ptilinopus_rivoli"	"Cacatua_galerita"	"Coracina_melaena"	"Cracticus_cassicus"	"Cyclopsittaca_gulielmiterti"	"Dicrurus_hottentottus"	"Glycichaera_fallax"	"Gymnophaps_albertisii"	"Macropygia_amboinensis"	"Melilestes_megarhycus"	"Microdynamis_parva"	"Mino_dumonti"	"Parotia_lawesii"	"Philemon_buceroides"	"Ptilinopus_ornatus"	"Reinwardtoena_reinwardtii"	"Xanthotis_flaviventer"	"Xanthotis_polygramma"
"Gynotroches_sp1_M_SD_018"	0.0296860686943214	0.000919532058795408	0.00193029480999669	0.08174137421679	0.0276300261898174	0.000854154680330663	0.0280618772395378	2.07413246344829e-05	0.00284769541638481	0.0283291332132477	1.09492366598163	0.00041085224999583	0.0283291332132477	1.01047478988506e-05	0.000966769156677639	0.000789429319709067	1.01047478988506e-05	0	0.000359495718746351	0	0.000966769156677639	1.01047478988506e-05	0	0.000359495718746351	0.000359495718746351	0	0.000935395907984594	0.000935395907984594	0.00194622319563786	0.00575193149994162	0.0135347681934869	0.297455898739101	8.08379831908051e-05	0.00561237544790757	0.0023469722403414	0.00290536173237018	0.000226538762175587	0.000303217014221501	0.00778489278255142	0.0075237050388287	0.00315771727883627	6.91377487816096e-05	0.000208039974730973	0.280542697680139	3.45688743908048e-06	0.000160857900833057	0	0	3.45688743908048e-06	0	0.00681178118473249	0.00708228330331193	0.00708228330331193	6.56808613425292e-05	0.00212043347816581	0.000102713062498957	0.00467697953992297	0.00681178118473249	0	0.00212043347816581	0.00212043347816581
"Myristica_subaluata"	0.0251427280814419	0.0246745348730307	0.024643882339756	0.000640129418094398	0.022807963107417	0.00174197712829517	0.000420948628106555	0.000556568455782646	0.000532529828130197	0.000424957662659951	0.00041085224999583	1.16646374505308	0.000424957662659951	0.000271148734868469	0.000485910684328426	0.000651656088783344	0.000271148734868469	0	0.0206557769214467	0	0.000485910684328426	0.000271148734868469	0	0.0206557769214467	0.0206557769214467	0	1.40316209368852e-05	1.40316209368852e-05	1.52411766212952e-05	0.330492430743148	0.00680274958059797	0.00446205545792949	0.00216918987894775	8.4189725621311e-05	0.0056120327869658	0.00257112583212423	0.00381612363829139	0.00234398638302886	6.09647064851808e-05	0.000186476575207082	0.00260662435513338	0.00185522818594216	0.00205279629802758	0.000156057180673491	9.27614092971077e-05	0.00205365686164634	0	0	9.27614092971078e-05	0	5.33441181745332e-05	0.000106239415664988	0.000106239415664988	0.00176246677664505	0.00179590914867442	0.29161593626327	7.01581046844259e-05	5.33441181745332e-05	0	0.00179590914867442	0.00179590914867442
"Symplocos_sp1_M_SD_018"	0.0310278000277455	0.000930452509719442	0.00136645739484411	0.00262093691542018	0.0288880715565816	0.000876896999651398	0.03000448249247	2.09876505951754e-05	0.000514948567678302	0.0302902394685887	0.0283291332132477	0.000424957662659951	1.17314738232573	1.02247528540598e-05	0.000428161429793821	0.000825373473045189	1.02247528540598e-05	0	0.000371837954827457	0	0.000428161429793821	1.02247528540598e-05	0	0.000371837954827457	0.000371837954827457	0	0.00100014941641567	0.00100014941641567	6.24032598909566e-05	0.00594940727723931	0.0059942600171135	0.318047514420182	8.17980228324784e-05	0.006000896498494	0.00239660377367498	0.00303495665560006	0.000180332343121731	0.000260020949512242	0.000249613039563826	0.000347148551537923	0.00330149389218076	6.99588353172513e-05	0.000212610393493288	0.00730069471293028	3.49794176586256e-06	0.000113871449570342	0	0	3.49794176586256e-06	0	0.000218411409618348	0.293286845581433	0.00757255986714718	6.64608935513887e-05	0.00221627143055325	0.000106239415664988	0.00500074708207833	0.000218411409618348	0	0.00221627143055325	0.00221627143055325
"Dracantomelon_sp1_M_SD_018"	0.00184226784464203	0.0875225524102556	0.00356576769498066	5.05480711555344e-05	0.000644760251597053	0.00188949549129188	2.02565858429487e-05	0.00197419291150952	4.28160280857733e-05	2.04495057081196e-05	2.02094957977013e-05	0.000542297469736938	2.04495057081196e-05	1.0778848632133	3.90869415146722e-05	1.84217214742015e-05	0.0778848632132995	0	0.00047451028601982	0	3.90869415146722e-05	0.0778848632132995	0	0.00047451028601982	0.00047451028601982	0	6.75219528098289e-07	6.75219528098289e-07	1.2035255037032e-06	0.00759216457631713	0.000547217181205411	0.000214719809935256	0.623078905706396	4.05131716858973e-06	0.00668034875469345	0.000379391940375019	0.00654875819436189	0.000612063223130369	4.8141020148128e-06	1.49163462844045e-05	7.36868858968061e-05	0.00658064303836508	0.00656652680166214	9.26471321238652e-06	0.000329032151918254	0.000297147307915055	0	0	0.000329032151918254	0	4.21233926296119e-06	5.1123764270299e-06	5.1123764270299e-06	0.00625161088644683	0.000131590560331574	0.000135574367434234	3.37609764049144e-06	4.2123392629612e-06	0	0.000131590560331574	0.000131590560331574
"Dysoxylum_sp1_M_SD_018"	0.0486333714175209	0.00355691167783517	0.0467339183075284	0.0510436639983065	0.0446465771642158	0.00246091886530314	0.000848244342044363	8.0231090477485e-05	0.0443904441872718	0.000856322859587642	0.00193353831335528	0.000971821368656853	0.000856322859587642	3.90869415146722e-05	1.04055263175894	0.00127561649040616	3.90869415146722e-05	0	0.000850343697574746	0	0.040552631758936	3.90869415146722e-05	0	0.000850343697574746	0.000850343697574746	0	2.82748114014788e-05	2.82748114014788e-05	0.00121532533329301	0.0136054991611959	0.567736844625104	0.00899139002567024	0.000312695532117378	0.000169648868408873	0.00762237055624803	0.00487481086063877	0.00414855831213941	0.00430464633651122	0.00486130133317205	0.0153512497133435	0.00510246596162466	0.000267436968258283	0.000664218264062559	0.00473702324486436	1.33718484129142e-05	0.00389449319229403	0	0	1.33718484129142e-05	0	0.00425363866652554	0.000214080714896911	0.000214080714896911	0.000254065119845369	0.00347381224410863	0.000242955342164213	0.000141374057007394	0.00425363866652554	0	0.00347381224410863	0.00347381224410863
"Eurya_sp1_M_SD_018"	0.00445204327249063	0.00167637665415234	0.00299973833763606	0.00171726703802014	0.155222227332082	0.004540554890741	0.0016351738616933	3.78130072365189e-05	0.00139881907950036	0.00165074694609038	0.00157885863941813	0.00130331217756669	0.00165074694609038	1.84217214742015e-05	0.00127561649040616	1.14729206363806	1.84217214742015e-05	0	0.00114039815537085	0	0.00127561649040616	1.84217214742015e-05	0	0.00114039815537085	0.00114039815537085	0	5.45057953897766e-05	5.45057953897766e-05	4.08873104290509e-05	0.0182463704859336	0.0178586308656863	0.017332842933949	0.000147373771793612	0.00032703477233866	0.000687722475277502	0.016278981881665	0.000369719384385315	0.00100673734325984	0.000163549241716204	0.000492810356376767	0.589168254552238	0.000126043357455063	0.000876500338039143	0.000537820246356212	6.30216787275315e-06	0.000249978194803005	0	0	6.30216787275316e-06	0	0.000143105586501678	0.000412686736522595	0.000412686736522595	0.00011974118958231	0.000318003090892188	0.000325828044391672	0.000272528976948883	0.000143105586501678	0	0.000318003090892188	0.000318003090892188
"Ficus_sp2_M_SD_018"	0.00184226784464203	0.0875225524102556	0.00356576769498066	5.05480711555344e-05	0.000644760251597053	0.00188949549129188	2.02565858429487e-05	0.00197419291150952	4.28160280857733e-05	2.04495057081196e-05	2.02094957977013e-05	0.000542297469736938	2.04495057081196e-05	0.0778848632132995	3.90869415146722e-05	1.84217214742015e-05	1.0778848632133	0	0.00047451028601982	0	3.90869415146722e-05	0.0778848632132995	0	0.00047451028601982	0.00047451028601982	0	6.75219528098289e-07	6.75219528098289e-07	1.2035255037032e-06	0.00759216457631713	0.000547217181205411	0.000214719809935256	0.623078905706396	4.05131716858973e-06	0.00668034875469345	0.000379391940375019	0.00654875819436189	0.000612063223130369	4.8141020148128e-06	1.49163462844045e-05	7.36868858968061e-05	0.00658064303836508	0.00656652680166214	9.26471321238652e-06	0.000329032151918254	0.000297147307915055	0	0	0.000329032151918254	0	4.21233926296119e-06	5.1123764270299e-06	5.1123764270299e-06	0.00625161088644683	0.000131590560331574	0.000135574367434234	3.37609764049144e-06	4.2123392629612e-06	0	0.000131590560331574	0.000131590560331574
"Ficus_sp4_M_SD_018"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ficus_sp5_M_SD_018"	0.0439997741425233	0.0431804360278037	0.0431267940945731	0.0011202264816652	0.0399139354379798	0.00304845997451654	0.000736660099186472	0.000973994797619631	0.000931927199227845	0.000743675909654914	0.000718991437492702	0.0413115538428935	0.000743675909654914	0.00047451028601982	0.000850343697574746	0.00114039815537085	0.00047451028601982	0	1.03614760961253	0	0.000850343697574746	0.00047451028601982	0	0.0361476096125318	0.0361476096125318	0	2.45553366395491e-05	2.45553366395491e-05	2.66720590872666e-05	0.578361753800509	0.0119048117660465	0.0078085970513766	0.00379608228815856	0.000147332019837294	0.00982105737719016	0.00449947020621741	0.00667821636700993	0.00410197617030051	0.000106688236349066	0.000326334006612394	0.00456159262148341	0.00324664932539877	0.00359239352154826	0.000273100066178609	0.000162332466269939	0.00359389950788109	0	0	0.000162332466269939	0	9.3352206805433e-05	0.000185918977413728	0.000185918977413729	0.00308431685912883	0.00314284101018024	0.0103278884607234	0.000122776683197745	9.33522068054331e-05	0	0.00314284101018024	0.00314284101018024
"Heritiera_sp1_M_SD_018"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Musa_sp1_M_SD_018"	0.0486333714175209	0.00355691167783517	0.0467339183075284	0.0510436639983065	0.0446465771642158	0.00246091886530314	0.000848244342044363	8.0231090477485e-05	0.0443904441872718	0.000856322859587642	0.00193353831335528	0.000971821368656853	0.000856322859587642	3.90869415146722e-05	0.040552631758936	0.00127561649040616	3.90869415146722e-05	0	0.000850343697574746	0	1.04055263175894	3.90869415146722e-05	0	0.000850343697574746	0.000850343697574746	0	2.82748114014788e-05	2.82748114014788e-05	0.00121532533329301	0.0136054991611959	0.567736844625104	0.00899139002567024	0.000312695532117378	0.000169648868408873	0.00762237055624803	0.00487481086063877	0.00414855831213941	0.00430464633651122	0.00486130133317205	0.0153512497133435	0.00510246596162466	0.000267436968258283	0.000664218264062559	0.00473702324486436	1.33718484129142e-05	0.00389449319229403	0	0	1.33718484129142e-05	0	0.00425363866652554	0.000214080714896911	0.000214080714896911	0.000254065119845369	0.00347381224410863	0.000242955342164213	0.000141374057007394	0.00425363866652554	0	0.00347381224410863	0.00347381224410863
"Myristica_fatua"	0.00184226784464203	0.0875225524102556	0.00356576769498066	5.05480711555344e-05	0.000644760251597053	0.00188949549129188	2.02565858429487e-05	0.00197419291150952	4.28160280857733e-05	2.04495057081196e-05	2.02094957977013e-05	0.000542297469736938	2.04495057081196e-05	0.0778848632132995	3.90869415146722e-05	1.84217214742015e-05	0.0778848632132995	0	0.00047451028601982	0	3.90869415146722e-05	1.0778848632133	0	0.00047451028601982	0.00047451028601982	0	6.75219528098289e-07	6.75219528098289e-07	1.2035255037032e-06	0.00759216457631713	0.000547217181205411	0.000214719809935256	0.623078905706396	4.05131716858973e-06	0.00668034875469345	0.000379391940375019	0.00654875819436189	0.000612063223130369	4.8141020148128e-06	1.49163462844045e-05	7.36868858968061e-05	0.00658064303836508	0.00656652680166214	9.26471321238652e-06	0.000329032151918254	0.000297147307915055	0	0	0.000329032151918254	0	4.21233926296119e-06	5.1123764270299e-06	5.1123764270299e-06	0.00625161088644683	0.000131590560331574	0.000135574367434234	3.37609764049144e-06	4.2123392629612e-06	0	0.000131590560331574	0.000131590560331574
"Osmoxylum_sp1_M_SD_018"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0
"Pandanus_limbatus"	0.0439997741425233	0.0431804360278037	0.0431267940945731	0.0011202264816652	0.0399139354379798	0.00304845997451654	0.000736660099186472	0.000973994797619631	0.000931927199227845	0.000743675909654914	0.000718991437492702	0.0413115538428935	0.000743675909654914	0.00047451028601982	0.000850343697574746	0.00114039815537085	0.00047451028601982	0	0.0361476096125318	0	0.000850343697574746	0.00047451028601982	0	1.03614760961253	0.0361476096125318	0	2.45553366395491e-05	2.45553366395491e-05	2.66720590872666e-05	0.578361753800509	0.0119048117660465	0.0078085970513766	0.00379608228815856	0.000147332019837294	0.00982105737719016	0.00449947020621741	0.00667821636700993	0.00410197617030051	0.000106688236349066	0.000326334006612394	0.00456159262148341	0.00324664932539877	0.00359239352154826	0.000273100066178609	0.000162332466269939	0.00359389950788109	0	0	0.000162332466269939	0	9.3352206805433e-05	0.000185918977413728	0.000185918977413729	0.00308431685912883	0.00314284101018024	0.0103278884607234	0.000122776683197745	9.33522068054331e-05	0	0.00314284101018024	0.00314284101018024
