"Tripleurospermum_inodorum"	"Tanacetum_vulgare"	"Melilotus_albus"	"Trifolium_repens"	"Achillea_millefolium"	"Cirsium_vulgare"	"Senecio_jacobea"	"Silene_dioica"	"Verbascum_thapsus"	"Vicia_hirsuta"	"Cirsium_arvense"	"Chaerophyllum_temulentum"	"Myosotis_palustris"	"Echium_vulgare"	"Epilobium_montanum"	"Lapsana_communis"	"Ranunculus_repens"	"Aegopodium_podagraria"	"Daucus_carota"	"Trifolium_dubium"	"Chamomilla_recutita"	"Malva_sylvestris"	"Prunella_vulgaris"	"Stachys_sylvatica"	"Chrysanthemum_maximum"	"Cerastium_glomeratum"	"Geranium_robertianum"	"Hypericum_perforatum"	"Meligethes_sp1_M_PL_043"	"Apocrita_sp1_M_PL_043"	"Bombus_pascuorum"	"Unidentified_sp1_M_PL_043"	"Bombus_hortorum"	"Olibrus_aeneus"	"Unidentified_sp2_M_PL_043"	"Adscita_statices"	"Crambus_pratella"	"Episyrphus_balteatus"	"Maniola_jurtina"	"Polyommatus_icarus"	"Unidentified_sp3_M_PL_043"	"Unidentified_sp4_M_PL_043"	"Unidentified_sp5_M_PL_043"	"Eoseristalis_abusivus"	"Leptura_rubra"	"Unidentified_sp6_M_PL_043"	"Unidentified_sp7_M_PL_043"	"Bombus_lapidarius"	"Coccinella_septempunctata"	"Eumerus_tuberculatus"	"Meliscaeva_cinctella"	"Unidentified_sp8_M_PL_043"	"Unidentified_sp9_M_PL_043"	"Apion_hookeri"	"Bombus_pratorum"	"Bombus_terrestris"	"Ceuthorrhynchus_assimilis"	"Sphaerophoria_menthastri"	"Syrphus_ribesii"	"Unidentified_sp10_M_PL_043"	"Unidentified_sp11_M_PL_043"	"Apion_rufirostre"	"Bombus_soroeensis"	"Clytus_arietis"	"Nemophora_degeerella"	"Oulema_melanopus"	"Pieris_napi"	"Psithyrus_campestris"	"Sphaerophoria_scripta"	"Thymelicus_sylvestris"	"Unidentified_sp12_M_PL_043"	"Unidentified_sp13_M_PL_043"	"Unidentified_sp14_M_PL_043"	"Unidentified_sp15_M_PL_043"	"Unidentified_sp16_M_PL_043"	"Apion_aeneum"	"Apion_flavipes"	"Apion_meliloti"	"Bombus_lucorum"	"Bombus_ruderatus"	"Byturus_aestivus"	"Ceutorrhynchus_rugulosus"	"Cheilosia_albitarsis"	"Cheilosia_impressa"	"Cheilosia_velutina"	"Chrysogaster_cemiteriorum"	"Corticarina_gibbosa"	"Diptera_sp1_M_PL_043"	"Enicmus_transversus"	"Eoseristalis_arbustorum"	"Epuraea_depressa"	"Eristalinus_sepulchralis"	"Malachius_viridis"	"Melanostoma_scalare"	"Miarus_campanulae"	"Miccotrogus_picirostris"	"Parasyrphus_malinellus"	"Psithyrus_rupestris"	"Sitona_lineatus"	"Sphaerophoria_taeniata"	"Strangalia_maculata"	"Strophosomus_capitatus"	"Unidentified_sp17_M_PL_043"	"Unidentified_sp18_M_PL_043"	"Unidentified_sp19_M_PL_043"	"Unidentified_sp20_M_PL_043"	"Unidentified_sp21_M_PL_043"	"Unidentified_sp22_M_PL_043"	"Unidentified_sp23_M_PL_043"	"Zygaena_filipendulae"
"Tripleurospermum_inodorum"	1.1122435121791	0.0206470092147514	0.0175978170941964	0.0111485389759606	0.0175403499270533	0.0120289372349048	0.0172867789552189	0.0151244697746241	0.0155176053288557	0.015072898538833	0.010357282220151	0.00717865420952404	0.00534883210009945	0.00648688521596814	0.00501978779112024	0.00829154576701381	0.00489176680641529	0.00713443899511306	0.0054982226774931	0.00337232250766825	0.00446186688057545	0.00154511985831418	0.00191619708590343	0.00241487593085236	0.00140318988950983	0.00153471826502842	0.00153471826502842	0.00073499164405219	0.0264596991858788	0.0239176756856832	0.00428818604057039	0.0216498983846079	0.0205166497868031	0.0211559427343117	0.021486055710398	0.00326631521182421	0.0207969710444033	0.0205790743534884	0.020395489073874	0.0208164611532579	0.0028212170079686	0.0030486310255916	0.0206170998655913	0.0202178966587518	0.0200609076568586	0.0204550802584394	0.00286449295176111	0.00168951471965542	0.00205594864022521	0.019395860752434	0.00189050239282613	0.00160334205625293	0.0192865116727918	0.0190438695009072	0.0189864013506927	0.00155241515083864	0.00150907888450689	0.0191581058246555	0.0013152331624427	0.0189961612043902	0.00172184297683382	0.000854350950572453	0.000969764536054602	0.0185362424609465	0.000837316973702418	0.00130251671445152	0.0185567964494461	0.00104698986393299	0.0185466764636642	0.00129239672866959	0.00101619908543772	0.0186245432385249	0.0184795711215678	0.00108462629194776	0.0185339480696859	0.000257519976385696	0.000371617965865353	0.000586593903139882	0.000429604901246598	0.000429604901246598	0.000297157338894414	0.000540159634808005	0.000349411914743949	0.000458185223124425	0.000398814122751335	0.000398814122751335	0.000463348943997725	0.000607264976904452	0.000358556270794303	0.0179394114867597	0.00051786411100755	0.0179394114867597	0.000371617965865354	0.000594536582926088	0.0179394114867598	0.000349411914743949	0.000607264976904453	0.000429604901246598	0.000586593903139881	0.000371617965865353	0.0179394114867597	0.000297157338894414	0.0179394114867597	0.000371617965865354	0.000429604901246598	0.000685131751765135	0.000594536582926089	0.000626441068823333	0.000371617965865354	0.00051786411100755
"Tanacetum_vulgare"	0.0376504285680761	1.09227441180645	0.0199018716333245	0.0154685140935636	0.01689794862517	0.0154512532573836	0.0101324546373264	0.00994954307279339	0.0092815681632991	0.0170095198424083	0.00404206818401063	0.00676831046561891	0.00388659077806295	0.0037057792637436	0.0153311738416932	0.00779633691227807	0.0119578554742018	0.00320796943341414	0.00908722130385111	0.00671533707832317	0.00327711463700438	0.000338529186944752	0.00720414623866465	0.00403364134496157	0.000428867932057388	0.000202759515045696	0.000202759515045696	0.00112935852861651	0.0406569070301943	0.0377461984970656	0.00535636379516123	0.0037254094353473	0.0369105047722179	0.0344327416055586	0.00283863321063974	0.00348394127668069	0.00327829459810476	0.034686099793795	0.00258914021095955	0.0352886539867961	0.00358517240774463	0.00262666238373125	0.00276534350793384	0.0347571452994948	0.034645580051862	0.0344666245201293	0.00183318221204936	0.033752777027431	0.00220096810005381	0.00246732897639356	0.0343989073785567	0.00177520592963808	0.00175128092674648	0.0014727641072158	0.00152096883028695	0.0338841975612534	0.000845125875914746	0.00176764435010896	0.0340749343740141	0.00189604210619331	0.00122737251021586	0.000413404922053578	0.000907171297506322	0.000964248367800572	0.000571262533920721	0.00113503337274125	0.000969138356808967	0.000913703853382501	0.0327329829712118	0.0328988779871441	0.000737890627994454	0.00138042496974119	0.000962605800932788	0.00136076660717224	0.000874595763022299	5.64215311574587e-05	0.00051561713645212	0.000663395721110819	0.000551830473477986	0.000551830473477987	0.000215921709892386	0.000355340824028336	0.000854132533871557	0.000757268441987592	0.000376017248089939	0.000376017248089939	0.000264698518838828	0.0321257179943074	0.00109508384583523	0.000607264976904452	0.000202103409200531	0.000607264976904453	0.00051561713645212	0.000267330786117845	0.000607264976904453	0.000854132533871557	0.0321257179943074	0.000551830473477987	0.000663395721110818	0.00051561713645212	0.000607264976904453	0.000215921709892386	0.000607264976904453	0.00051561713645212	0.000551830473477987	0.00077315999283674	0.000267330786117845	0.000603498165184643	0.00051561713645212	0.000202103409200531
"Melilotus_albus"	0.0363688219946726	0.0225554545177678	1.08444585779218	0.0121962296385072	0.016978686718287	0.0104026704565194	0.0179954659981466	0.0105555267054725	0.0119193866299734	0.00868368193118505	0.0202580789591374	0.00753564403873904	0.00839697107521061	0.0105972606680896	0.0109571524766528	0.004118275869971	0.0039428437096393	0.00364762329295437	0.00616105967020276	0.00746518872553484	0.00400104534037628	0.000386227131399717	0.00251832193241057	0.00354699507823888	0.000450877950179477	0.00299816721844675	0.00299816721844675	0.00125165059498709	0.0450594214195352	0.0424797470931791	0.040618112049044	0.00402010655666552	0.0037021443311943	0.0036947349430152	0.0419743410582545	0.0388727823880599	0.0386371761274096	0.0388310509341264	0.00321298382785338	0.0388058203555045	0.00296180306220021	0.00260330390754908	0.00312117016271647	0.038517988191684	0.00274131687682021	0.00270952205512149	0.00278518276824787	0.00206355971439799	0.00238014073460318	0.00224636141564328	0.00178381959327027	0.00182030957625114	0.0379582347465244	0.0377476931108362	0.0016008130622351	0.0375942447291827	0.00141316221503298	0.00148713813379092	0.00172768116298882	0.00138784770614399	0.0378037944219159	0.000522809135873289	0.000748507041499712	0.00104503185044655	0.000843481489691274	0.00103740802927339	0.0012292891173594	0.00101421915909522	0.0012499896242507	0.00105810853616468	0.00106134210526058	0.000981306718193748	0.0009635769997639	0.00111980330769382	0.00089056251088608	6.43711885666196e-05	0.000406540987950238	0.0361481952597395	0.000371523944875693	0.000371523944875693	0.000466498393067256	0.000376983096624019	0.000281631693545664	0.000513421639183564	0.000418646891041058	0.000418646891041057	0.000756947190577828	0.000663395721110818	0.000782653748332342	0.000586593903139881	0.00101290394795687	0.000586593903139881	0.000406540987950238	0.000303968607746197	0.000586593903139881	0.000281631693545664	0.000663395721110818	0.000371523944875693	0.0361481952597395	0.000406540987950238	0.000586593903139881	0.000466498393067257	0.000586593903139881	0.000406540987950238	0.000371523944875693	0.000394712815053866	0.000303968607746197	0.000606381668510252	0.000406540987950238	0.00101290394795687
"Trifolium_repens"	0.0230403138836519	0.0175309826393721	0.0121962296385072	1.1309275339714	0.0103697326125108	0.0138805342307537	0.00681155451741668	0.0121852278890434	0.01510208957044	0.0221746092413914	0.0059138756410701	0.00583749705570115	0.00678380800629136	0.0044699268328694	0.00107784199164842	0.00718619436517699	0.00208289516232182	0.00185082786981893	0.00550751092328306	0.011219706917061	0.00396818447913237	0.000317566713593621	0.00739084083273311	0.00363371201327012	0.000270449591297185	0.0001830135311996	0.0001830135311996	0.0012376596811787	0.0445557485224332	0.00515853468789997	0.0430844548896231	0.00238785254421567	0.00338561422654363	0.00301944249816027	0.00256218943679441	0.00236593666402098	0.040307799606285	0.00235708465182862	0.0398766658882024	0.0403696449329846	0.0407941090547289	0.0405944588410623	0.00247970063559053	0.00212308292717859	0.00221227530461241	0.00284636907818412	0.00206829949294566	0.0396439105439712	0.00263254044148742	0.00137981644976905	0.0399583080051336	0.00110232893294829	0.00147431766444943	0.0010738527358691	0.00111062113544286	0.000999146838091532	0.00077438368258344	0.00125526515668195	0.000741384076021422	0.0390771392152783	0.000945504574197196	0.000633777384462015	0.000930920075707039	0.000952467564728433	0.000812064932894721	0.00125120658789306	0.000614887770058806	0.000739003169577512	0.000887235102317474	0.00152355392015173	0.00056757519617685	0.00137955474956496	0.000806804676188334	0.00082930683691088	0.000525853621683598	5.29277855989369e-05	0.0376975844657133	0.000406540987950239	0.000495733365384059	0.000495733365384059	0.000376878222571743	0.00043518671032298	0.00014877822588013	0.000458959243606922	0.000324305391983397	0.000324305391983397	0.0003192804880621	0.000515617136452119	7.69887136891729e-05	0.000371617965865354	0.000295693782053505	0.000371617965865354	0.0376975844657133	0.000154235655818244	0.000371617965865354	0.00014877822588013	0.00051561713645212	0.000495733365384059	0.000406540987950239	0.0376975844657133	0.000371617965865354	0.000376878222571743	0.000371617965865354	0.0376975844657133	0.000495733365384059	0.00100793678369961	0.000154235655818244	0.000370347593303958	0.0376975844657133	0.000295693782053506
"Achillea_millefolium"	0.0388393462670466	0.0205189376162778	0.0181914500553075	0.0111104277991187	1.07445842454499	0.00777998292892246	0.00627838370996045	0.00705619718083772	0.0144579732642613	0.0185055412739285	0.00853049912870828	0.0122783747646106	0.00133646402783661	0.0111374488261532	0.00461491599367251	0.0146967873689356	0.00472900173696445	0.00206723046510381	0.0244991543698781	0.0126899107302637	0.00401788400930963	0.00287922853413058	0.000668761307425751	0.00174516753580273	0.00258095596159641	0.00316079657053426	0.00316079657053426	0.00134329079122016	0.0483584684839257	0.00711191954530963	0.00439226282722621	0.0428455078860499	0.00255169044509766	0.00283873366331166	0.0442511519874797	0.0406198521256381	0.00322463518205502	0.00302053735670273	0.00250925308869057	0.04142134462514	0.0433662444123342	0.00259607499996295	0.0420834666426545	0.0422514322623292	0.0419229071269947	0.0410006912581052	0.00250860640938146	0.00230919485251971	0.0410677007491841	0.0017103204688507	0.00213507650274543	0.00160519974341576	0.002102602797891	0.001659347693769	0.00112852559164058	0.00153951669038579	0.00047074519661324	0.040049726757497	0.00127092086023014	0.00183794962912404	0.00125713461458711	0.00103594731713438	0.000529863575348578	0.00118251696360261	0.000326255043719254	0.0010653889566382	0.000850669058464777	0.000502084522817247	0.00122993923400798	0.00144465913218139	0.000906359921008701	0.00146760203582008	0.000878448110996109	0.040415111359811	0.000798710274248651	0.000479871422355098	0.000370347593303958	0.000606381668510252	0.000277856533175802	0.000277856533175802	7.42480015464786e-05	0.000252007042172776	0.000337785838354603	0.00204159619748984	0.000682131931367256	0.000682131931367255	0.00079553205901094	0.000603498165184642	0.000329636856690893	0.000626441068823333	0.000426524956435414	0.000626441068823333	0.000370347593303958	0.000172269205425317	0.000626441068823333	0.000337785838354603	0.000603498165184642	0.000277856533175802	0.000606381668510251	0.000370347593303958	0.000626441068823333	7.42480015464786e-05	0.000626441068823333	0.000370347593303959	0.000277856533175802	0.00084116096699675	0.000172269205425317	0.0383735151623211	0.000370347593303958	0.000426524956435414
"Cirsium_vulgare"	0.0266355038772891	0.0187622360982516	0.0111457183462708	0.0148720009615218	0.00777998292892246	1.13034880135649	0.0264127390612984	0.021391382709076	0.00895837794016892	0.00192863715216758	0.00824040365104949	0.0081187655888942	0.00359873100939476	0.00617422366118008	0.000994868459933462	0.0041709244729677	0.00397904579950432	0.00389532024970928	0.00648217151546466	0.00991829174185642	0.000732331687316113	0.000302398463484479	0.00269701806405276	0.00382295874807982	0.000263642294202177	0.000178271528743995	0.000178271528743995	0.00135031443729932	0.0486113197427755	0.0464672031887199	0.0448995209004642	0.00321228731023593	0.00318735572060209	0.00332474939708749	0.00249580140241593	0.00192051492341278	0.00267239264363577	0.0431169140100947	0.0428154894492236	0.00221421454325867	0.00267900302781816	0.00198340060351341	0.00224199611727668	0.00217099681239813	0.0421690729159685	0.00169151023069772	0.00276178642011949	0.0422436881991295	0.00163306214589427	0.00135618634890907	0.00179499002617805	0.00068145510462367	0.0014420743224428	0.00121314902867477	0.0417425170590247	0.000994416451206071	0.00146785163066312	0.00100538461106295	0.000907110063437828	0.00101300359172918	0.00172685623676025	0.000394952741612885	0.0411335780023416	0.000774157898945403	0.000963907454417502	0.00103097743443061	0.00137291701057868	0.0413129121577782	0.000981435374724585	0.000639495798576513	0.00139435464204843	0.000517270226345125	0.00119358285514217	0.000818037492797857	0.000754214922055706	5.039974391408e-05	0.000495733365384059	0.000371523944875694	0.040369600048446	0.0403696000484461	0.000199929500521931	0.000763977953895573	0.000284217557107452	0.000540180959622055	0.000451042532716344	0.000451042532716344	0.000441015975798577	0.000551830473477987	7.10620328523901e-05	0.000429604901246598	0.000412020182552475	0.000429604901246598	0.000495733365384059	0.000324610020809106	0.000429604901246598	0.000284217557107452	0.000551830473477987	0.0403696000484461	0.000371523944875693	0.000495733365384059	0.000429604901246598	0.000199929500521931	0.000429604901246598	0.00049573336538406	0.0403696000484461	8.76653250985263e-05	0.000324610020809106	0.000277856533175802	0.000495733365384059	0.000412020182552475
"Senecio_jacobea"	0.0382778676865561	0.0123036949167535	0.0192808564265857	0.00729809412580359	0.00627838370996045	0.0264127390612984	1.07904432043225	0.0126777261913948	0.0141904985874042	0.0156156253334771	0.0181292549313627	0.0206687216778966	0.0115649390577996	0.00424814205432461	0.00118549151306378	0.0104126961506415	0.00631980590129314	0.0111146919525011	0.00219656652681403	0.0028375018266679	0.00362751786478117	0.00293606602398849	0.000567965391395783	0.00172608048053714	0.00267533526971002	0.00020209456912855	0.00020209456912855	0.00133856110081936	0.048188199629497	0.0462713640729429	0.00439257626705927	0.0437869920453834	0.00235046792910741	0.04161105619092	0.0028293239677997	0.00240360524479227	0.0412962366981234	0.0422508251398757	0.00370899396539488	0.00279925250216701	0.00274506695691878	0.0030475716457498	0.00358286640390053	0.00202922875701971	0.00232984565213227	0.00245907589096189	0.0411860882582375	0.00178491377898571	0.00147392634488483	0.00160827859640983	0.00144356809342403	0.0019417968041764	0.00220601550939416	0.00216654292347405	0.0400979942303129	0.00108924655934288	0.0401060181019918	0.00158537696308794	0.000897966052358579	0.00157045591840153	0.0400864551190821	0.00103513274453927	0.00139608804473904	0.00116317336989424	0.00109527254972916	0.0392470983098162	0.0391546821209809	0.0394806092676266	0.000979258342590903	0.0010716745314262	0.0396855594737332	0.00132718611420807	0.00107016089809335	0.00040727520020928	0.00154360929206149	0.000489344337331416	0.000243269804193453	0.000642695214219524	0.000943312109332084	0.000943312109332085	0.000642496614322203	0.000452775935406959	0.000451414707235224	0.000183047210567836	0.0011482623154387	0.0011482623154387	0.000303438718166043	0.000361873379904514	8.46779652188415e-05	0.000617384962686389	0.000906462746568136	0.000617384962686389	0.000243269804193453	0.000926224329375094	0.000617384962686389	0.000451414707235224	0.000361873379904514	0.000943312109332085	0.000642695214219523	0.000243269804193453	0.000617384962686388	0.000642496614322203	0.000617384962686388	0.000243269804193453	0.000943312109332084	0.000709801151521686	0.000926224329375094	0.000224227989641445	0.000243269804193453	0.000906462746568136
"Silene_dioica"	0.0334898973580963	0.0120815880169634	0.0113094928987206	0.0130556013096894	0.00705619718083772	0.021391382709076	0.0126777261913948	1.08036640195449	0.023210402415244	0.00542400151386965	0.0120564898665847	0.00422163657688611	0.0211547555229041	0.00621696266346812	0.0133647654788621	0.00807130303009037	0.00707772174838043	0.00387500922848076	0.00202377816309856	0.00467287633594525	0.0155835089768169	0.000470223485331415	0.0056131769920535	0.00663845691812037	0.000584354440447498	0.000166260048327908	0.000166260048327908	0.00131310226082103	0.0472716813895571	0.0441495774161664	0.0451040482053129	0.00338883486056218	0.0429821314584717	0.0439487013527816	0.00232764067659071	0.0430087770072513	0.00294435868572136	0.00272377281014545	0.0418193709330752	0.00220622283131382	0.00172632918282301	0.043282157192219	0.00294000023424778	0.00169313877789135	0.0020801336351629	0.00228676080956852	0.041109344214462	0.00194391184957566	0.00133202768853555	0.0420272387180607	0.00230257867803335	0.00316868669666346	0.00253647568882521	0.00151996722476126	0.00175691352411053	0.00168695002628536	0.00195095756683058	0.00136868832198723	0.00181551848311709	0.00122189186848869	0.00143258352536021	0.00097107836609026	0.0393484923094132	0.0014328674200097	0.0397597785512345	0.00069932145876467	0.000992935570214963	0.00121675388930253	0.00089550045883634	0.000601886347386047	0.000687311300789521	0.000786705158165716	0.0391246739903257	0.000420655222430989	0.000863077070514736	7.83705808885693e-05	0.00043518671032298	0.000376983096624019	0.000763977953895571	0.000763977953895573	0.00117526419571689	0.0385845143555177	0.000505551553455745	0.000168648180258213	0.000234535365382562	0.000234535365382562	0.000444068761676294	0.000355340824028336	0.000954626105633005	0.000540159634808004	0.000602824493329233	0.000540159634808004	0.00043518671032298	0.00032291743570673	0.000540159634808004	0.000505551553455745	0.000355340824028336	0.000763977953895573	0.000376983096624019	0.00043518671032298	0.000540159634808004	0.00117526419571689	0.000540159634808004	0.00043518671032298	0.000763977953895572	0.000246545523357711	0.00032291743570673	0.000252007042172776	0.00043518671032298	0.000602824493329233
"Verbascum_thapsus"	0.037003520399579	0.0121374352904681	0.0137531384192001	0.0174254879658924	0.0155701250538199	0.00964748393556654	0.0152820754018199	0.0249958179856474	1.06054532185889	0.0139049833371627	0.0112872034429605	0.00668036177106555	0.0168108492761976	0.00843175295177239	0.0108496958521866	0.0105835692056673	0.00269526922686668	0.00227098633748525	0.0022908755774956	0.00339967830587312	0.0112185960249733	0.0121033751628533	0.00285427947847295	0.00395344900078024	0.00588933365150304	0.000189154731839243	0.000189154731839243	0.00137035895545074	0.0493329223962267	0.00615410479854655	0.0460208850935327	0.00707223772397692	0.00394864106914009	0.0455187758183944	0.0026481662457494	0.0448747290924461	0.0436041563115887	0.00267372492679985	0.043769506214979	0.00318122250317567	0.00261431422390382	0.0452320673421106	0.0436724800623103	0.00215923450529346	0.0020453495556856	0.0429321396438865	0.0435490302804144	0.00156569251294743	0.00207369518539621	0.0036668415376663	0.00216951546514759	0.0439714524458124	0.00259147306037703	0.00161962909364145	0.00148717237909341	0.00159039961335898	0.00166897333956482	0.00190887609794228	0.00132448089654278	0.0018097252701936	0.00156858652666255	0.0428074338806894	0.0012372607829005	0.0413870356610673	0.00182664385610155	0.00117783310435161	0.00114261938139461	0.000890341404906659	0.000953814365082877	0.00098902808803988	0.000916919616711496	0.00122887567133052	0.00148953875938845	0.000746982192903915	0.000786079835643863	0.00201722919380889	0.000580849598863079	0.00045843794730667	0.000344552997698805	0.000344552997698805	0.000933936070899866	0.000892707785201693	0.000192519230490477	0.000190906298124633	0.000371131209503642	0.000371131209503641	0.000602268067983742	0.000356983390896119	0.000774978275156185	0.000596830974186758	0.000564360172148025	0.000596830974186758	0.000580849598863079	0.000189248861457104	0.000596830974186758	0.000192519230490477	0.000356983390896119	0.000344552997698805	0.00045843794730667	0.000580849598863079	0.000596830974186758	0.000933936070899866	0.000596830974186758	0.000580849598863079	0.000344552997698805	0.00063204469714376	0.000189248861457104	0.000556075894779281	0.000580849598863079	0.000564360172148025
"Vicia_hirsuta"	0.0424781686094384	0.0262874397564492	0.011841384451616	0.0302381035109882	0.023552507075909	0.00245462910275874	0.0198744322426072	0.00690327465401591	0.0164331621257378	1.10143818651123	0.00168058594030149	0.00616543299442182	0.00597088315208176	0.00798249958974934	0.00113201627485265	0.00153124706889278	0.000932782861793874	0.000845529155654393	0.0058648640664456	0.0120514694807351	0.00514113267999542	0.00036957583356778	0.000619412251802889	0.000573174137454441	0.000305491635335294	0.00023148645801734	0.00023148645801734	0.000202975253460556	0.00730710912458	0.00514450047829133	0.00447385293875378	0.00297661824154561	0.00205108731878675	0.00402104043229567	0.00324081041224276	0.00283796389289813	0.053494999313331	0.00299299509152161	0.00274335337807982	0.053767474424499	0.0537500217156874	0.0529262564340187	0.00318041480391146	0.00318290419885629	0.00287585670890095	0.0529968695228894	0.00178179545967343	0.00287305122502946	0.0524810007466632	0.00165517716546889	0.00199370694247203	0.00112099164199541	0.00198173883961516	0.00116387386383408	0.00148259822838535	0.00124873111323722	0.00111197764516409	0.00163566750939708	0.000920645645454348	0.0517584406496117	0.00118854326359063	0.000693640669405056	0.000334210848456237	0.0013171764489089	0.000578261254028919	0.0507751732656687	0.00139493290328682	0.000797466476620212	0.00145829174460188	0.0508385321069837	0.00105232520676734	0.0507505038659121	0.000931677275122847	0.00132989963920055	0.000755592514736336	6.15959722612967e-05	0.00100793678369961	0.000394712815053867	8.76653250985262e-05	8.76653250985263e-05	0.000331715730671209	0.000246545523357711	6.6627347270991e-05	0.0004887386722038	0.000342524055245657	0.000342524055245656	0.000570178542124953	0.00077315999283674	8.08583053466178e-05	0.000685131751765135	8.40292970150744e-05	0.000685131751765135	0.00100793678369961	7.04607629711994e-05	0.000685131751765136	6.6627347270991e-05	0.00077315999283674	8.76653250985263e-05	0.000394712815053866	0.00100793678369961	0.000685131751765136	0.000331715730671209	0.000685131751765136	0.00100793678369961	8.76653250985263e-05	0.050065372114147	7.04607629711994e-05	0.000841160966996751	0.00100793678369961	8.40292970150744e-05
