"Heteractis_crispa"	"Entacmaea_quadricolor"	"Heteractis_magnifica"	"Stichodactyla_mertensii"	"Heteractis_aurora"	"Stichodactyla_gigantea"	"Stichodactyla_haddoni"	"Macrodactyla_doreensis"	"Heteractis_malu"	"Cryptodendrum_adhaesivum"	"Amphiprion_clarkii"	"Amphiprion_akindynos"	"Amphiprion_chrysopterus"	"Amphiprion_chrysogaster"	"Amphiprion_bicinctus"	"Amphiprion_tricinctus"	"Amphiprion_perideraion"	"Amphiprion_allardi"	"Amphiprion_melanopus"	"Amphiprion_ocellaris"	"Amphiprion_percula"	"Amphiprion_leucokranos"	"Amphiprion_polymnus"	"Amphiprion_omanensis"	"Amphiprion_rubrocinctus"	"Amphiprion_sandaracinos"	"Amphiprion_akallopisos"	"Amphiprion_ephippium"	"Amphiprion_frenatus"	"Amphiprion_fuscocaudatus"	"Amphiprion_latezonatus"	"Amphiprion_latifasciatus"	"Amphiprion_mccullochi"	"Amphiprion_nigripes"	"Amphiprion_sebae"	"Premnas_biaculeatus"
"Amphiprion_chrysogaster"	0.0236528748789215	0.0191295335130249	0.152467818557437	0.158677300565691	0.143298793986532	0.0126653016753011	0.145338303098868	0.00760563336731539	0.00191555351178843	0.00191555351178843	0.0383110702357686	0.0354448125530658	0.0356039353692738	1.03307273437801	0.0250635051888609	0.0179190980609281	0.00893985683023732	0.017074352529538	0.00872490394828539	0.0132473802266133	0.0079891526593229	0.013300544403297	0.0121767570665093	0.0119618041845574	0.00152733264366881	0.00694771863007049	0.012455798871907	0.00158049682035255	0.000735751288962497	0.00610297309868043	0.000844745531390052	0.00610297309868044	0.000735751288962497	0.00635282577322653	0.0103813073642048	0.000735751288962496
"Amphiprion_bicinctus"	0.111702214205754	0.111835571083413	0.109807560187258	0.112117110819885	0.0988189200367714	0.101887486700225	0.0106819663034254	0.00642937665919243	0.00169323033537153	0.00169323033537153	0.0338646067074307	0.0313677042896601	0.0258034084532951	0.0167090034592406	1.03060470669656	0.0196614237699918	0.0157363198020282	0.0156720589769292	0.0192340158382219	0.015255479496562	0.0149326477196291	0.0128768763708607	0.00555603446856352	0.00905373050475725	0.0106693360373568	0.00830156136305822	0.00888751157779799	0.00829073291165544	0.00430136811859279	0.00431219656999557	0.00398936479306265	0.00431219656999557	0.00430136811859279	0.00457531500780242	0.000762997593101814	0.00430136811859279
"Amphiprion_tricinctus"	0.154623014452241	0.158102335287592	0.0199838266924692	0.156845631652217	0.14286278847799	0.0131097193310866	0.0118920120173051	0.00597487304882872	0.00163623285346836	0.00163623285346836	0.0327246570693672	0.0303415650847952	0.0302690667577059	0.0179190980609281	0.0294921356549877	1.02784011875128	0.00792112655096752	0.0223178682351238	0.0132551264693867	0.00768454119802852	0.00717426741986392	0.0123874342559871	0.00711853907706256	0.0124525389954817	0.00690021650771569	0.0115547748104675	0.0068651837398356	0.0116031095656742	0.00608085904952278	0.00603252429431605	0.00552225051615146	0.00603252429431606	0.00608085904952278	0.000832659445519548	0.000849429429807508	0.00608085904952278
"Amphiprion_perideraion"	0.158789174867383	0.0187598379283784	0.1554599954502	0.019806902876313	0.0107344776927122	0.147293653466396	0.0130732651897226	0.138346039272559	0.0022016599615011	0.0022016599615011	0.044033199230022	0.024538284359451	0.0326256859268712	0.00893985683023732	0.0236044797030423	0.00792112655096751	1.03864765002069	0.00225008459141812	0.0220759273396387	0.016445157108856	0.0213543951116241	0.0129103457267557	0.0238981015250281	0.0073263788439727	0.0099273855696643	0.00643284591633066	0.00723930376720626	0.00639257418756394	0.000721532228014554	0.000761803956781269	0.00567104195954939	0.000761803956781269	0.000721532228014554	0.00647749981042499	0.000933804656408755	0.000721532228014553
"Amphiprion_allardi"	0.0229202825286406	0.202992396052579	0.0194984853854247	0.202173651352221	0.186973732573355	0.0123923746554757	0.0115106628263538	0.00475656770120704	0.00172425679570482	0.00172425679570482	0.0344851359140965	0.0321663081557408	0.0319863557024244	0.0227658033727174	0.0313441179538583	0.0297571576468317	0.0030001127885575	1.02893857612795	0.0102129416740827	0.00936286997441972	0.00240554182590662	0.00940692807733252	0.00223534268341331	0.00944817156893855	0.00858192326414335	0.00859449118627315	0.00858834655845248	0.00862598136705614	0.00780739984817612	0.00777590966739312	0.000818581518880021	0.00777590966739312	0.00780739984817613	0.000812436891059365	0.000822190201882411	0.00780739984817612
"Amphiprion_melanopus"	0.15667176598709	0.156788875442526	0.153270196873459	0.0207110714041901	0.0116589931219449	0.147354225358166	0.00992993193971258	0.00707687870294307	0.00160236391831776	0.00160236391831776	0.0320472783663551	0.0295603046101695	0.021235275363152	0.00872490394828539	0.0288510237573329	0.0132551264693867	0.0220759273396387	0.00765970625556205	1.02722165886494	0.0163924769573381	0.0211913175017708	0.0127782580862774	0.00718931090452914	0.0123350424298353	0.0152399804480594	0.00639199988321657	0.00718283787245271	0.0116257615769987	0.00603034136317406	0.000796579669391927	0.00559542021382464	0.000796579669391927	0.00603034136317406	0.00638625820306078	0.000709280852836613	0.00603034136317406
"Amphiprion_ocellaris"	0.0247291787759789	0.0184222200347405	0.201477920559844	0.201008757367593	0.0129250379636965	0.189919851292147	0.00859512120344612	0.00623029701149601	0.00167914122886203	0.00167914122886203	0.0335828245772407	0.0311248962219416	0.0200336926426194	0.0176631736354844	0.0305109589931241	0.0102460549307047	0.0219268761451414	0.00936286997441972	0.0218566359431174	1.02799601011502	0.0211480890187043	0.0170092043655449	0.00227590931153954	0.00220566910951564	0.0125785376301723	0.00861429100888469	0.0161260194092599	0.00159173188069806	0.000708546924413096	0.00773110605259973	0.000883184956284961	0.00773110605259973	0.000708546924413096	0.00839491335666017	0.00061393722881758	0.000708546924413096
"Amphiprion_percula"	0.200484145882868	0.0206787461142458	0.200116634989091	0.0220605702875483	0.0106641075001881	0.191382598744974	0.00985326978049704	0.00810218561717782	0.00166220387503825	0.00166220387503825	0.0332440775007649	0.0305691004235795	0.0196204612041658	0.0106522035457639	0.0298652954392582	0.00956568989315189	0.0284725268154988	0.00240554182590662	0.0282550900023611	0.0211480890187043	1.02745975361335	0.0163468246643888	0.00887672625371372	0.00865928944057595	0.0127567488105703	0.00800863153984329	0.00918667659714349	0.00795548445625473	0.000795336389009456	0.000848483472598012	0.00716014806724528	0.000848483472598012	0.000795336389009456	0.00833819312454548	0.000703804984321217	0.000795336389009456
"Amphiprion_leucokranos"	0.199070226058207	0.017962172383507	0.198080534224914	0.202072796426965	0.013216625261632	0.0157410902565408	0.0107047964567574	0.00693575710361678	0.00144133424726385	0.00144133424726385	0.028826684945277	0.0265183810600611	0.0264015325569794	0.017734059204396	0.0257537527417213	0.0165165790079828	0.0172137943023409	0.00940692807733251	0.0170376774483698	0.0170092043655448	0.0163468246643888	1.02313503715516	0.00874124888694216	0.0085651320329711	0.00167467092501483	0.0148816815624566	0.0160253862245111	0.00780050371463128	0.000690852783981038	0.00777203063180633	0.00710965093065025	0.00777203063180633	0.000690852783981038	0.00825335559270473	0.000764628318339815	0.000690852783981038
"Amphiprion_polymnus"	0.203169197074763	0.0184345620937868	0.0199195277706272	0.017035871072894	0.0121953335549583	0.0126512508362798	0.19431124580674	0.183899272903923	0.00252520277634731	0.00252520277634731	0.0505040555269462	0.0249914436376084	0.0471881495733314	0.0162356760886791	0.011112068937127	0.00949138543608342	0.0318641353667041	0.00223534268341331	0.00958574787270553	0.00227590931153954	0.00887672625371373	0.00874124888694216	1.04412282656614	0.0218444390721433	0.00149972479625929	0.00791126856316603	0.00148520613427205	0.0079650643716619	0.0007090216189918	0.000655225810495923	0.0072560427526701	0.000655225810495923	0.0007090216189918	0.000829980323776131	0.0138793747004814	0.000709021618991799
"Amphiprion_omanensis"	0.200345985234373	0.202473278779316	0.0169997963349724	0.0182414291100635	0.0134280207939352	0.0127320133586398	0.190120134806727	0.00887372547776782	0.00172614138543618	0.00172614138543618	0.0345228277087236	0.0316874706385664	0.0320009354883724	0.0159490722460765	0.0181074610095145	0.016603385327309	0.00976850512529693	0.00944817156893855	0.0164467232397804	0.00220566910951564	0.00865928944057595	0.0085651320329711	0.0218444390721433	1.02852265718663	0.00858318463411946	0.00785680718568058	0.00140991827460065	0.0149426475575749	0.00778743379920448	0.000701593427310134	0.00715521375837044	0.000701593427310134	0.00778743379920448	0.000708324847290517	0.0135800096290519	0.00778743379920447
"Amphiprion_rubrocinctus"	0.0259713473380577	0.294965779686848	0.0221814460724771	0.0171660150641034	0.0121494221426518	0.276533570831241	0.00843347612379226	0.00575718338778512	0.0017542130098549	0.0017542130098549	0.035084260197098	0.0326103992637699	0.0160466990102905	0.00305466528733763	0.0320080081120705	0.0138004330154314	0.0198547711393286	0.012872884896215	0.0304799608961189	0.0188678064452585	0.0191351232158555	0.00251200638752225	0.00224958719438893	0.0128747769511792	1.02862818585722	0.00158777946783571	0.00158445826830591	0.0122723857994797	0.0113448376802634	0.00066023134861936	0.000927548119216347	0.000660231348619361	0.0113448376802634	0.000924226919686547	0.000602391151699447	0.0113448376802634
"Amphiprion_sandaracinos"	0.286098759562709	0.0200473638733735	0.0234817789697309	0.289283853172273	0.0139213518871572	0.0130676321786799	0.0111488367245828	0.00682195618317103	0.00139756705749465	0.00139756705749465	0.027951341149893	0.025701029569502	0.0257370470812309	0.013895437260141	0.0249046840891747	0.023109549620935	0.0128656918326613	0.0128917367794097	0.0127839997664331	0.012921436513327	0.0120129473097649	0.0223225223436849	0.011866902844749	0.0117852107785209	0.00158777946783571	1.02134411488661	0.0121047095021595	0.0109888652981935	0.000771052456668211	0.0111263020450874	0.0102178128415253	0.0111263020450874	0.000771052456668211	0.000978407457072122	0.000796345480327343	0.000771052456668211
"Amphiprion_akallopisos"	0.0237397339757892	0.0152271820789447	0.286400876030569	0.292678408364344	0.0145599597965007	0.0159807587058516	0.00953916489005652	0.00558874110957829	0.00147592085751629	0.00147592085751629	0.0295184171503259	0.0273439036541123	0.0270436988736939	0.0249115977438139	0.026662534733394	0.0137303674796712	0.0144786075344125	0.0128825198376787	0.0143656757449054	0.0241890291138899	0.0137800148957152	0.0240380793367666	0.00222780920140808	0.00211487741190098	0.00158445826830591	0.0121047095021595	1.02319023169477	0.00143350849118265	0.000585660849190182	0.0112568618601671	0.000847847641992471	0.0112568618601671	0.000585660849190182	0.0119333698346071	0.000681368920718323	0.000585660849190181
"Amphiprion_ephippium"	0.2874829182614	0.294275708209998	0.0170853665700815	0.0187620736531607	0.012586803089555	0.0152654292778309	0.0115979890037592	0.00681537352596626	0.00139750253745763	0.00139750253745763	0.0279500507491525	0.0257006265209491	0.0255984588818305	0.0031609936407051	0.0248721987349663	0.0232062191313485	0.0127851483751279	0.0129389720505842	0.0232515231539974	0.00238759782104708	0.0119332266843821	0.0117007555719469	0.0119475965574929	0.0224139713363624	0.0122723857994797	0.0109888652981935	0.00143350849118265	1.02158554355038	0.0113182964696153	0.000721618217429257	0.0102672470807643	0.000721618217429257	0.0113182964696153	0.000711890273753395	0.000828427785982799	0.0113182964696153
"Amphiprion_frenatus"	0.025234626299757	0.565119263427365	0.0127308825265606	0.0166625747541155	0.0146436499872155	0.0152691051977428	0.0101599184173592	0.00400095796023878	0.00142284404815628	0.00142284404815628	0.0284568809631257	0.0265339171699395	0.0260797178401105	0.00294300515584999	0.0258082087115567	0.0243234361980911	0.00288612891205821	0.0234221995445284	0.0241213654526962	0.00212564077323929	0.00238600916702837	0.00207255835194311	0.0021270648569754	0.0233623013976134	0.0226896753605268	0.00154210491333642	0.00117132169838036	0.0226365929392306	1.02173535628567	0.000640868259773671	0.000901236653562751	0.000640868259773672	0.0217353562856679	0.000530453438606692	0.000725708458382801	0.0217353562856679
"Amphiprion_fuscocaudatus"	0.0224663089023756	0.0166625747541155	0.0255237073258595	0.55770613379234	0.0173127475824198	0.0108735109994408	0.00926161385900643	0.00401412327464831	0.00142297308823033	0.00142297308823033	0.0284594617646067	0.0265347232670453	0.0263568942389113	0.0244118923947218	0.0258731794199734	0.0241300971772642	0.00304721582712508	0.0233277290021794	0.00318631867756771	0.0231933181577992	0.00254545041779404	0.023316091895419	0.00196567743148777	0.0021047802819304	0.00132046269723872	0.0222526040901748	0.0225137237203341	0.00144323643485851	0.000640868259773672	1.02145023591509	0.000802368175084843	0.02145023591509	0.000640868259773672	0.00106348780524415	0.000661543847071887	0.000640868259773672
"Amphiprion_latezonatus"	0.549731210223042	0.0234321529926315	0.0214398506136024	0.0208615725522059	0.0105299561918946	0.0152617533579191	0.0130360595901592	0.00962978909169375	0.00137216102675897	0.00137216102675897	0.0274432205351794	0.0248673358719587	0.0251171999235505	0.00337898212556021	0.0239361887583759	0.0220890020646059	0.0226841678381975	0.00245574455664006	0.0223816808552986	0.00264955486885488	0.0214804442017358	0.0213289527919507	0.0217681282580103	0.0214656412751113	0.00185509623843269	0.0204356256830506	0.00169569528398494	0.0205344941615285	0.000901236653562751	0.000802368175084843	1.01963325750797	0.000802368175084843	0.000901236653562751	0.000893327108900099	0.000931147113582798	0.000901236653562751
"Amphiprion_latifasciatus"	0.0224663089023756	0.0166625747541155	0.0255237073258595	0.55770613379234	0.0173127475824198	0.0108735109994408	0.00926161385900643	0.00401412327464831	0.00142297308823033	0.00142297308823033	0.0284594617646067	0.0265347232670453	0.0263568942389113	0.0244118923947218	0.0258731794199734	0.0241300971772642	0.00304721582712508	0.0233277290021794	0.00318631867756771	0.0231933181577992	0.00254545041779404	0.023316091895419	0.00196567743148777	0.0021047802819304	0.00132046269723872	0.0222526040901748	0.0225137237203341	0.00144323643485851	0.000640868259773672	0.02145023591509	0.000802368175084843	1.02145023591509	0.000640868259773672	0.00106348780524415	0.000661543847071887	0.000640868259773672
"Amphiprion_mccullochi"	0.025234626299757	0.565119263427365	0.0127308825265606	0.0166625747541155	0.0146436499872155	0.0152691051977428	0.0101599184173592	0.00400095796023878	0.00142284404815628	0.00142284404815628	0.0284568809631257	0.0265339171699395	0.0260797178401105	0.00294300515584999	0.0258082087115567	0.0243234361980911	0.00288612891205821	0.0234221995445284	0.0241213654526962	0.00212564077323929	0.00238600916702837	0.00207255835194311	0.0021270648569754	0.0233623013976134	0.0226896753605268	0.00154210491333642	0.00117132169838036	0.0226365929392306	0.0217353562856679	0.000640868259773672	0.000901236653562751	0.000640868259773672	1.02173535628567	0.000530453438606692	0.000725708458382801	0.0217353562856679
"Amphiprion_nigripes"	0.0250131590492028	0.013791789403774	0.547278044735279	0.0276506829363478	0.0118071720105816	0.0210880064122624	0.00981671592110663	0.00716335894450828	0.00152886862680225	0.00152886862680225	0.0305773725360451	0.0281530840411793	0.0277305035084764	0.0254113030929061	0.0274518900468145	0.00333063778207819	0.0259099992417	0.00243731067317809	0.0255450328122431	0.0251847400699805	0.0250145793736364	0.0247600667781142	0.00248994097132839	0.00212497454187155	0.00184845383937309	0.00195681491414424	0.0238667396692141	0.00142378054750679	0.000530453438606692	0.00106348780524415	0.000893327108900099	0.00106348780524415	0.000530453438606692	1.02280325186397	0.000701193994364759	0.000530453438606692
"Amphiprion_sebae"	0.0260721191803183	0.0188684199179528	0.0168286558647542	0.0172001400238691	0.0151104562026956	0.00766518152025749	0.547164426412661	0.0129904293813709	0.00238341908139328	0.00238341908139328	0.0476683816278656	0.043661158873801	0.0448058887014562	0.0415252294568193	0.00457798555861088	0.00339771771923003	0.00373521862563502	0.00246657060564723	0.00283712341134645	0.00184181168645274	0.00211141495296365	0.00229388495501944	0.0416381241014442	0.0407400288871557	0.00120478230339889	0.00159269096065468	0.00136273784143665	0.0016568555719656	0.000725708458382801	0.000661543847071887	0.000931147113582798	0.000661543847071887	0.000725708458382801	0.000701193994364759	1.03908317331519	0.000725708458382801
"Premnas_biaculeatus"	0.025234626299757	0.565119263427365	0.0127308825265606	0.0166625747541155	0.0146436499872155	0.0152691051977428	0.0101599184173592	0.00400095796023878	0.00142284404815628	0.00142284404815628	0.0284568809631257	0.0265339171699395	0.0260797178401105	0.00294300515584999	0.0258082087115567	0.0243234361980911	0.00288612891205821	0.0234221995445284	0.0241213654526962	0.00212564077323929	0.00238600916702837	0.00207255835194311	0.0021270648569754	0.0233623013976134	0.0226896753605268	0.00154210491333642	0.00117132169838036	0.0226365929392306	0.0217353562856679	0.000640868259773672	0.000901236653562751	0.000640868259773672	0.0217353562856679	0.000530453438606692	0.000725708458382801	1.02173535628567
