"Gastonia_crassa"	"Craterispermum_microdon"	"Roscheria_melanochaetes"	"Nephrosperma_vanhoutteanum"	"Psychotria_pervillei"	"Erythroxylum_sechellarum"	"Glionnetia_sericea"	"Memecylon_eleagni"	"Dillenia_ferruginea"	"Aphloia_theiformis"	"Paragenipa_wrightii"	"Apis_mellifera"	"Lasioglossum_mahense"	"Nectarinia_dussumieri"	"Unidentified_sp2_M_PL_103"	"Phelsuma_sp1_M_PL_103"	"Agrius_convolvuli"	"Forcipomyia_sp1_M_PL_103"	"Lygistorrhina_sp1_M_PL_103"	"Hemipyrellia_germana"	"Ornidia_obesa"	"Pachycerina_seychellensis"	"Physiphoa_azurea"	"Unidentified_sp1_M_PL_103"	"Unidentified_sp3_M_PL_103"
"Unidentified_sp2_M_PL_103"	0.0185633492289441	0.000393793358652603	0.6456603050868	0.000393793358652603	0.000625887497469094	0.000200033086607606	0	0.000193760272044998	0	0.000441984505451051	0.000193760272044998	0.00200033086607606	0.00193760272044998	0.00170341764344595	1.06456603050868	0.0661129762777586	0	0.06456603050868	0.06456603050868	0.0017679380218042	0	0	0.00154694576907868	0.06456603050868	0
"Phelsuma_sp1_M_PL_103"	0.297013587663106	0.00630069373844165	0.330564881388793	0.00630069373844165	0.0100141999595055	0.00320052938572169	0	0.00310016435271996	0	0.00707175208721681	0.00310016435271996	0.0320052938572169	0.0310016435271996	0.0272546822951352	0.0330564881388793	1.05780762044414	0	0.0330564881388793	0.0330564881388793	0.0282870083488673	0	0	0.0247511323052589	0.0330564881388793	0
"Agrius_convolvuli"	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0
"Forcipomyia_sp1_M_PL_103"	0.0185633492289441	0.000393793358652603	0.6456603050868	0.000393793358652603	0.000625887497469094	0.000200033086607606	0	0.000193760272044998	0	0.000441984505451051	0.000193760272044998	0.00200033086607606	0.00193760272044998	0.00170341764344595	0.06456603050868	0.0661129762777586	0	1.06456603050868	0.06456603050868	0.0017679380218042	0	0	0.00154694576907868	0.06456603050868	0
"Lygistorrhina_sp1_M_PL_103"	0.0185633492289441	0.000393793358652603	0.6456603050868	0.000393793358652603	0.000625887497469094	0.000200033086607606	0	0.000193760272044998	0	0.000441984505451051	0.000193760272044998	0.00200033086607606	0.00193760272044998	0.00170341764344595	0.06456603050868	0.0661129762777586	0	0.06456603050868	1.06456603050868	0.0017679380218042	0	0	0.00154694576907868	0.06456603050868	0
"Hemipyrellia_germana"	0.328836472055582	0.0069757680675604	0.00883969010902101	0.0069757680675604	0.0110871499551668	0.00354344324847758	0	0.00343232481908282	0	0.293543725525133	0.00343232481908282	0.0354344324847759	0.0343232481908282	0.0301748268267569	0.000883969010902101	0.0282870083488672	0	0.000883969010902102	0.000883969010902102	1.17417490210053	0	0	0.0274030393379652	0.000883969010902102	0
"Ornidia_obesa"	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	1.11111111111111	0.111111111111111	0	0	0.111111111111111
"Pachycerina_seychellensis"	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0.111111111111111	1.11111111111111	0	0	0.111111111111111
"Physiphoa_azurea"	0.575463826097269	0.0122075941182307	0.0154694576907868	0.0122075941182307	0.0194025124215419	0.00620102568483578	0	0.00600656843339493	0	0.0137015196689826	0.00600656843339493	0.0620102568483578	0.0600656843339493	0.0528059469468245	0.00154694576907868	0.0495022646105177	0	0.00154694576907868	0.00154694576907868	0.0548060786759303	0	0	1.04795531884144	0.00154694576907868	0
"Unidentified_sp1_M_PL_103"	0.0185633492289441	0.000393793358652603	0.6456603050868	0.000393793358652603	0.000625887497469093	0.000200033086607606	0	0.000193760272044998	0	0.000441984505451051	0.000193760272044998	0.00200033086607606	0.00193760272044998	0.00170341764344595	0.06456603050868	0.0661129762777586	0	0.06456603050868	0.06456603050868	0.0017679380218042	0	0	0.00154694576907868	1.06456603050868	0
"Unidentified_sp3_M_PL_103"	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0.111111111111111	0.111111111111111	0	0	1.11111111111111
