"Spilanthes_urens"	"Stachytarpheta_jamaicensis"	"Cordia_globosa"	"Morinda_royoc"	"Piscidia_piscipula"	"Borreria_laevis"	"Cordia_gerascanthus"	"Eupatorium_odoratum"	"Blechum_pyramidatum"	"Bauhinia_divaricata"	"Cassia_occidentalis"	"Cassia_sp1_M_PL_035"	"Cordia_sebestena"	"Ehretia_tinifolia"	"Lantana_involucrata"	"Mikania_micrantha"	"Urechites_lutea"	"Waltheria_indica"	"Alternanthera_ficoidea"	"Bursera_simaruba"	"Capraria_biflora"	"Evolvulus_nummularius"	"Ipomoea_acuminata"	"Melochia_nodiflora"	"Ascleptas_curassavica"	"Bunchosia_media"	"Conocarpus_erectus"	"Cordia_brownei"	"Crotalaria_verrucosa"	"Guazuma_ulmifolia"	"Indigofera_tinctoria"	"Merremia_umbellata"	"Thunbergia_fragrans"	"Turnera_ulmifolia"	"Argythamnia_candicans"	"Avicennia_germinans"	"Bourreria_succulenta"	"Broughtonia_sanguinea"	"Byrsonia_coriacea"	"Capparis_ferruginea"	"Cissus_sicycoides"	"Euphorbia_heterophylla"	"Euphorbia_hyssopifolia"	"Ipomoea_tiliacea"	"Jacquinia_arborea"	"Lantana_camara"	"Lippia_nodiflora"	"Malpighia_glabra"	"Mimosa_pudica"	"Momordica_charantia"	"Philoxerus_vermicularis"	"Physalis_angulata"	"Rhabdadenia_biflora"	"Sarcostemma_clausum"	"Sesuvium_portulacastrum"	"Solanum_erianthum"	"Solanum_havanense"	"Solanum_torvum"	"Stylosanthes_hamata"	"Tribulus_cistoides"	"Vernonia_cinerea"	"Unidentified_sp1_M_PL_035"	"Apis_mellifera"	"Unidentified_sp2_M_PL_035"	"Dielis_dorsata"	"Unidentified_sp3_M_PL_035"	"Papilio_polydamas"	"Mellisuga_humilis"	"Trochilus_polytmus"	"Eristalis_vinatorum"	"Junonia_sp1_M_PL_035"	"Euglossa_cordata"	"Exomalopsis_sp1_M_PL_035"	"Oncopeltus_piltus"	"Polygonus_leo"	"Unidentified_sp4_M_PL_035"	"Agraulis_vanillae"	"Anartia_jatrophae"	"Coereba_flaveola"	"Danaus_gilippus"	"Eurema_sp1_M_PL_035"	"Leptotes_cassius"	"Microbembex_monadonta"	"Phoebis_sennae"	"Unidentified_sp5_M_PL_035"	"Urbanus_proteus"	"Ascia_josephina"	"Centris_dirrhoda"	"Centris_sp1_M_PL_035"	"Strymon_columella"	"Unidentified_sp6_M_PL_035"	"Culex_sp1_M_PL_035"	"Danaus_eresimus"	"Hylephila_phyleus"	"Unidentified_sp7_M_PL_035"	"Unidentified_sp8_M_PL_035"	"Xylocopa_sp1_M_PL_035"
"Spilanthes_urens"	1.08020674647405	0.0426590157038955	0.0160916662842368	0.00984784281317998	0.0102812840841149	0.0329910362685686	0.0163002549382231	0.00424296425334512	0.0121372069486532	0.00999350482170298	0.000104104000851712	0.000104104000851712	0.00105429381301908	0.00241410938772775	0.00491843041013283	0.00944996837285397	0.000652981948813236	0.000957220497677775	0.00192920848358476	0.00191374636588869	0.00188454782060135	0.0126255446261113	0.000522701630276514	0.0126399331695866	0.0080405700414687	0.000173624150644095	0.000346611866912712	0.00039127252989612	0.00024232859497733	0.00039127252989612	0.000346611866912712	0.000788926844866698	0.000305221300056851	0.000347760648756385	0.000216331548375991	0.00153793595368864	0.000216331548375991	0.000216331548375991	8.91475007293474e-05	0.00153793595368864	0.000216331548375991	4.73200003871418e-06	0.000130280318536721	0.00298922192654807	0.000216331548375991	0.00353275837539708	0.00017494098152013	0.000216331548375991	0.00627184513093384	0.00017494098152013	0.000216331548375991	0.000216331548375991	0.00017494098152013	0.00153793595368864	0.00627184513093384	3.71800003041828e-06	3.71800003041828e-06	0.00017494098152013	0.00017494098152013	0.00153793595368864	0.00798234834846125	0.0134125559993114	0.0584415662401683	0.0059479933716844	0.0478275508247691	0.00208448509658754	0.0494586172555591	0.00525416728738764	0.00157714920456473	0.0470647894424127	0.0485184698090198	2.97440002433463e-05	0.0501747610474707	0.00387920723314389	0.00384227162129357	0.000713180005834779	0.0445375930084525	0.0454305278418516	0.00213272156006982	0.0453340148239543	0.0478940900907675	0.0445454961717941	0.00120467229321137	0.00210647742550637	2.83920002322851e-05	0.0446822268917724	0.00232456136617231	0.000590508416171022	0.000103988186405356	0.04365067076361	2.6026000212928e-05	0.000547102378509999	0.00177745898766231	0.000353580354445426	0.000119652562209722	0.000731439376556219	0.000318957727648115
"Stachytarpheta_jamaicensis"	0.0462139336792201	1.09714862871998	0.019309041702694	0.0235516981616222	0.00754572787311405	0.00856599028002076	0.0190202967348616	0.00168170673876779	0.0191264588206953	0.006118599087323	7.64048979196241e-05	7.64048979196241e-05	0.00937205155176934	0.00242351834836287	0.00225846705785102	0.0025941627060033	0.00071505802932713	0.00715658703544621	0.00185231763503267	0.00191171328629342	0.00188018937403915	0.00217152407263799	0.000587272501056946	0.0136351275464555	0.00885551121118421	0.000392133378960749	0.000343424007273688	0.000315552268267211	0.000256156602867788	0.000315552268267211	0.000343424007273688	0.012775940941095	0.00022769931753389	0.00048735871179324	0.000215638479003505	0.00153676536676546	0.000215638479003505	0.000215638479003505	6.54278955399379e-05	0.00153676536676546	0.000215638479003505	3.47294990543746e-06	0.000127785528270184	0.000406149422818347	0.000215638479003505	0.00393058580413805	9.9913789263706e-05	0.000215638479003505	0.000341330776605032	9.9913789263706e-05	0.000215638479003505	0.000215638479003505	9.9913789263706e-05	0.00153676536676546	0.000341330776605032	2.72874635427229e-06	2.72874635427229e-06	9.9913789263706e-05	9.9913789263706e-05	0.00153676536676546	0.000434420988406404	0.0133695856982173	0.0583970839370875	0.003397068834966	0.00649839076509355	0.00204456845232294	0.0550282012579328	0.0531512555413187	0.00326064279347683	0.00435609437415983	0.0512540466044024	2.18299708341783e-05	0.00273064621284025	0.00456960570664159	0.0493994291719249	0.000523423164319503	0.0494046310663976	0.0497645064420706	0.00322813916394593	0.0497058629871241	0.00260652593043842	0.00286092342830485	0.00191239932142024	0.0500800178759107	2.08376994326248e-05	0.0490770099122332	0.0470229538723114	0.00140646102038586	0.000162072495457134	0.00213937966643531	1.9101224479906e-05	0.00130842767564568	0.0457145261966658	0.000140142228230649	0.000894573379430776	0.00087768371375882	0.000318618881048903
"Cordia_globosa"	0.0190174237904617	0.0210644091302117	1.06612931392805	0.0124031149991713	0.0126306096950376	0.0143606045929347	0.0107441046654449	0.0162731012011042	0.00891407211855548	0.00852321142694872	0.000127892293578525	0.000127892293578525	0.00219503342282549	0.00508945747562147	0.00823164615184603	0.0116655442574978	0.00685742272934903	0.0174948138919177	0.00470780697089757	0.00312827302877362	0.00640834187116201	0.0038697937615043	0.00331666446789618	0.00686494050084561	0.000678091498897119	0.000288313626928665	0.00472287272171453	0.00302233782145009	0.0012801429994077	0.00302233782145009	0.00472287272171453	0.00480142666339031	0.00538098162264127	0.00147644110670776	0.00118211446026167	0.00168546914944748	0.00118211446026167	0.00118211446026167	0.000109518157244597	0.00168546914944748	0.00118211446026167	5.81328607175115e-06	0.00354075826145285	0.00352383918094846	0.00118211446026167	0.000381506350399357	0.00184022336118842	0.00118211446026167	0.000251028121068589	0.00184022336118842	0.00118211446026167	0.00118211446026167	0.00184022336118842	0.00168546914944748	0.000251028121068589	4.56758191351876e-06	4.56758191351876e-06	0.00184022336118842	0.00184022336118842	0.00168546914944748	0.000319490335905477	0.0732910965362239	0.0640478276790042	0.0625675942804061	0.0563814268951754	0.0566521321832456	0.005341088905591	0.0529122808457645	0.00353191975735304	0.0527412146684021	0.052239460671746	3.65406553081501e-05	0.00200822496854871	0.0030532040377912	0.0524163660224702	0.00087614525795678	0.00250053030217059	0.00275327984045597	0.00195913433924678	0.00177864596503932	0.00191694201543286	0.00254660995341997	0.0520033668636145	0.00235241955745958	3.48797164305069e-05	0.00250446514576878	0.00156674565815722	0.000761140351130569	0.00039211415658409	0.0013764050034736	3.19730733946313e-05	0.000689061944398403	0.000877683713758821	0.00135609176675868	0.00218685173648972	0.0484604233603662	0.000521378838128937
"Morinda_royoc"	0.01422466184126	0.0314022642154962	0.0151593627767649	1.08505442847708	0.0144730600337458	0.00453567976609902	0.0176797850734367	0.00651709012437659	0.00717696938727906	0.00848051605048543	0.000146548178394165	0.000146548178394165	0.00800106522990801	0.00375020095855065	0.00774105014176765	0.0078617606657286	0.00729421897035614	0.00204658702440904	0.00351629378548444	0.00357459458791296	0.00353461373334703	0.00245610398037142	0.00703631694259599	0.00198357382369431	0.000566777929139643	0.0174049614544164	0.00155720509334948	0.00153888514548688	0.00254625403358971	0.00153888514548688	0.00155720509334948	0.00615762618095714	0.00049748410765771	0.00679673486269843	0.00129930306558933	0.00197740863999755	0.00129930306558933	0.00129930306558933	0.000125493772894354	0.00197740863999755	0.00129930306558933	6.6612808360984e-06	0.000257902027760153	0.00422475635628321	0.00129930306558933	0.00484351174104004	0.000239582079897557	0.00129930306558933	0.000124439929237133	0.000239582079897557	0.00129930306558933	0.00129930306558933	0.000239582079897557	0.00197740863999755	0.000124439929237133	5.23386351407731e-06	5.23386351407731e-06	0.000239582079897557	0.000239582079897557	0.00197740863999755	0.000158378091756351	0.0805567900665382	0.075141528319907	0.00814579071651693	0.0675961017005314	0.00412643244416245	0.0678091643745606	0.0661955794222387	0.0659691815653093	0.00360292603858508	0.00319916476198639	4.18709081126185e-05	0.000995519433897061	0.0018712573845297	0.00297100993682311	0.00100395018315483	0.00257322699288358	0.00218612569143806	0.00337801482863401	0.00199722453644058	0.000950268550538104	0.00177564575676904	0.00148797616614758	0.00384796737462346	3.99676850165904e-05	0.00332884547694207	0.0615892292577055	0.064632041945664	0.00498780387200152	0.000956453041905235	3.66370445985412e-05	0.0602808015820599	0.00130842767564568	0.000543090843698049	0.00025582337805113	0.000689061944398403	0.00059576576465216
"Piscidia_piscipula"	0.0167070866366866	0.0113185918096711	0.0173670883306767	0.016282192537964	1.05348349124156	0.0149153805738691	0.0208847160995804	0.00358717661694162	0.00117665391310721	0.00310727055377818	0.010667135094431	0.010667135094431	0.0188998287742773	0.00502417750419727	0.00523278620917725	0.00314117524870171	0.013677253105785	0.00075878730854802	0.00488293916475244	0.00268743803231532	0.00723072270593623	0.00491855145082397	0.00891001526280444	0.000850362939152155	0.000341151005912304	0.000284945138138662	0.00509721026450762	0.00274942672332384	0.000370966925504817	0.00274942672332384	0.00509721026450762	0.00670372193233095	0.00718669214477726	0.0064905609610077	0.0003299724215271	0.00213351244142861	0.0003299724215271	0.0003299724215271	0.00913460026349405	0.00213351244142861	0.0003299724215271	0.000484869777019589	0.00476723784298052	0.000349847044424807	0.0003299724215271	0.00031594234950128	0.00241945430179674	0.0003299724215271	0.000243994940280301	0.00241945430179674	0.0003299724215271	0.0003299724215271	0.00241945430179674	0.00213351244142861	0.000243994940280301	0.000380969110515392	0.000380969110515392	0.00241945430179674	0.00241945430179674	0.00213351244142861	0.000310539014902202	0.0204582901346802	0.081073472774287	0.082261446261089	0.00559755271079692	0.0762758054876884	0.00442319289301792	0.0714246290440973	0.0739270624737672	0.00327843341321195	0.00311071283649695	0.00304775288412313	0.00195195952224241	0.00112990671555859	0.0014735349028887	0.0730768021079524	0.00123185363863753	0.00125591540385217	0.0699455898076807	0.00119947599880488	0.00186323408941321	0.0675506827845597	0.00118319290425349	0.00451001707193703	0.00290921866211754	0.00285458125562518	0.00137617424417874	0.000975802536643778	0.00016397801591087	0.00146233883039451	0.00266678377360774	0.000904566252109112	0.000471607992069628	0.000298931384745135	9.48484135685025e-05	0.00078941310593985	0.000447906338719219
"Borreria_laevis"	0.0612690673559132	0.0146845547657499	0.0225666643603259	0.00583158827069874	0.0170461492272789	1.05884732282548	0.00441408597049551	0.002677555203593	0.00292468655912701	0.01262341126554	0.000172602207969028	0.000172602207969028	0.00222110118060288	0.00434996170543213	0.00461269752760451	0.0126300327418415	0.00223280651470109	0.00221032746341751	0.00419640407152661	0.00435998189070388	0.00426115639412438	0.00338435555978388	0.00196830018705526	0.0104646163551987	0.00067647040741183	0.000211070101240113	0.00180669530203256	0.0017419429794348	0.00165907291276186	0.0017419429794348	0.00180669530203256	0.000459893694416846	0.000464260332693888	0.0017685461820072	0.00154218897438674	0.00245446109209182	0.00154218897438674	0.00154218897438674	0.000147804650492959	0.00245446109209182	0.00154218897438674	7.84555490768311e-06	0.000264506327645825	0.000416293456077893	0.00154218897438674	0.000409671979776398	0.000199754005048062	0.00154218897438674	0.0111412077458577	0.000199754005048062	0.00154218897438674	0.00154218897438674	0.000199754005048062	0.00245446109209182	0.0111412077458577	6.16436457032244e-06	6.16436457032244e-06	0.000199754005048062	0.000199754005048062	0.00245446109209182	0.0141797189492734	0.0956157164119777	0.093269521499489	0.00679163617163412	0.00666069529724629	0.0042321012423332	0.00573540771686958	0.00350978929349718	0.00271628649144553	0.0821708921928502	0.0813701708663669	4.93149165625795e-05	0.0891296619668613	0.00122846107124409	0.00220637350833671	0.00118243720394367	0.00326082769509766	0.0047124617650514	0.00171086247182158	0.00313747664103791	0.0850783136956404	0.0790538385477086	0.00152517800415051	0.00100446751975248	4.70733294460987e-05	0.00333619953672625	0.000935833574722841	0.000376744651459958	0.000467535753500493	0.00292056185057603	4.31505519922571e-05	0.00032397712614993	0.000611856448572912	0.000223129600299416	0.000276290932927188	0.00102575747092391	0.000726663648450646
"Cordia_gerascanthus"	0.0353172190328168	0.0380405934697232	0.0196975252199824	0.0265196776101551	0.0278462881327739	0.0051497669655781	1.05432742761839	0.00738874289669506	0.00855806574129263	0.0105675517393756	0.000281959916657715	0.000281959916657715	0.0169965711016106	0.00352989734835884	0.00936836977136677	0.00967311862376884	0.00116434246475944	0.000999735312234486	0.00326620553596412	0.00333359159531876	0.00329299102232499	0.0035205472521025	0.000927143738143319	0.00119632583808399	0.000787048727036301	0.000440717261833073	0.000469135123861663	0.000442349637500798	0.000276779974517449	0.000442349637500798	0.000469135123861663	0.00897545657012049	0.000447611966871378	0.000716730497888063	0.000231936397245542	0.00282385589846332	0.000231936397245542	0.000231936397245542	0.00024145106499504	0.00282385589846332	0.000231936397245542	1.28163598480779e-05	0.000237198726616122	0.00610216423540264	0.000231936397245542	0.0069965973510094	0.000210413240255256	0.000231936397245542	0.000246599296532365	0.000210413240255256	0.000231936397245542	0.000231936397245542	0.000210413240255256	0.00282385589846332	0.000246599296532365	1.00699970234898e-05	1.00699970234898e-05	0.000210413240255256	0.000210413240255256	0.00282385589846332	0.000313853650132101	0.0143800566292236	0.107306524141606	0.0071540501686787	0.0976346277664422	0.00379517962585795	0.0979523629141317	0.0957985583251727	0.00581752920771025	0.00515162092657335	0.0044059494987661	8.05599761879185e-05	0.00197279437225892	0.00210953449915778	0.00346114027151745	0.00193160851996032	0.00379918588021966	0.00314276694577106	0.0917255833641987	0.00314014148784947	0.0018831219007926	0.00346658808402492	0.00163603754420764	0.00595346025813658	7.68981590884677e-05	0.0908039982742894	0.00305834015069153	0.00158349473824466	0.00017937430908763	0.00194511245353568	7.04899791644287e-05	0.00147331542278639	0.00158502472790513	0.000615728574724588	0.000124966914029311	0.000895342055453745	0.000555598599219793
"Eupatorium_odoratum"	0.00919308921558109	0.00336341347753558	0.0298340188686911	0.00977563518656489	0.00478290215592216	0.00312381440419183	0.00738874289669506	1.08436586642463	0.0153479121588992	0.00280719625436541	4.84296753246112e-05	4.84296753246112e-05	0.00247182827497029	0.0176172687798572	0.011634578845289	0.00872427724629402	0.00573526884403267	0.0194973003250841	0.00545540653863559	0.00240837965316224	0.00251645744219939	0.00379977613182029	0.00542649275056533	0.0022938812717497	0.0127765036573923	0.000301545658548276	0.00221112559438651	0.0051500746908227	0.00204927584488366	0.0051500746908227	0.00221112559438651	0.000342420117632087	0.00355650128337088	0.0021787675606618	0.00190234950091917	0.000305331847812886	0.00190234950091917	0.00190234950091917	4.14718404768383e-05	0.000305331847812886	0.00190234950091917	2.20134887839142e-06	0.00030877609346734	0.00617917230665337	0.00190234950091917	0.000262091314724764	0.00324772518990354	0.00190234950091917	8.23871363921204e-05	0.00324772518990354	0.00190234950091917	0.00190234950091917	0.00324772518990354	0.000305331847812886	8.23871363921204e-05	1.72963126159326e-06	1.72963126159326e-06	0.00324772518990354	0.00324772518990354	0.000305331847812886	0.000104856355408153	0.117945669056988	0.0116026102168897	0.11042265645672	0.098866756906454	0.00494041749547744	0.00366927840614669	0.00303958982756513	0.00331701671691156	0.00337423590908595	0.00245525749502579	1.38370500927461e-05	0.000659097091136963	0.0972948979297728	0.00546818775151476	0.000331774723814707	0.002028513798566	0.000876036127967691	0.00122363849384101	0.00368784849702415	0.000629138132448919	0.000875641339489977	0.0941570765094468	0.000534725792009957	1.32080932703485e-05	0.00110945115740066	0.000683233071928698	0.000618477258335118	0.000587705375857984	0.000986876376415475	1.21074188311528e-05	0.000543090843698049	0.000140142228230649	0.0903638222020526	0.00243716254063551	0.00135609176675868	0.000401396608860373
"Blechum_pyramidatum"	0.0315567380664982	0.0459035011696687	0.0196109586608221	0.0129185448971023	0.00188264626097154	0.00409456118277782	0.0102696788895512	0.0184174945906791	1.05648450908242	0.0111275405200051	1.90628919843262e-05	1.90628919843262e-05	0.00295527901980101	0.0168137721698423	0.00306227370638095	0.00323771423567535	0.00275841501293382	0.0178299295506296	0.00267511750455998	0.00265225384706729	0.00262819322904017	0.000911966237554275	0.00256145447703867	0.00319883585711817	0.0152970947075876	0.00036715357352598	0.00230154056984862	0.00234846484536843	0.00226936227445209	0.00234846484536843	0.00230154056984862	0.000805274090416203	0.000440845347310117	0.0023175696656237	0.00210458003395346	0.000326652659191553	0.00210458003395346	0.00210458003395346	1.63241485742404e-05	0.000326652659191553	0.00210458003395346	8.66495090196645e-07	0.000196960535895152	0.000387156201820967	0.00210458003395346	0.00827698248615068	0.000243884811414965	0.00210458003395346	0.000215169907254002	0.000243884811414965	0.00210458003395346	0.00210458003395346	0.000243884811414965	0.000326652659191553	0.000215169907254002	6.80817570868793e-07	6.80817570868793e-07	0.000243884811414965	0.000243884811414965	0.000326652659191553	0.000273852609232367	0.130483962105115	0.012412801049279	0.0082920835881088	0.00619449922913547	0.00315136857432244	0.115877754806109	0.00469654052069702	0.00255587558004285	0.00419325340709361	0.00484338175422279	5.44654056695034e-06	0.00172135925803202	0.113109237322259	0.110681245195995	0.000130593188593923	0.108774817485176	0.00365950588645454	0.00134288184291511	0.00695064025383175	0.0016431156553942	0.00162385474208874	0.00465493962157417	0.00248337428214871	5.19897054117987e-06	0.00398217315106411	0.00263034282079744	0.000809485332109401	0.000659128961994518	0.00136571506779103	4.76572299608155e-06	0.000717696938727906	0.00191264588206953	0.00153479121588992	0.0022287411938287	0.000891407211855548	0.000442042307844549
"Bauhinia_divaricata"	0.0324788906705347	0.018355797261969	0.023438831424109	0.0190811611135922	0.00621454110755636	0.022090969714695	0.0158513276090634	0.00421079438154812	0.0139094256500063	1.03007906809383	6.29258551228667e-05	6.29258551228667e-05	0.00344132239455232	0.00719776779338242	0.00739701129305931	0.0206645927616026	0.00341221331738842	0.00355525515897949	0.00684512754832108	0.00718817635881165	0.00688572557374971	0.00479236988876359	0.00311564940588272	0.00352270431407215	0.000718235558086307	0.000500668222974104	0.00286130067543989	0.00282070265001127	0.00276909709639474	0.00282070265001127	0.00286130067543989	0.000621299909129573	0.000552529797582774	0.00285968351980564	0.00256473676393419	0.00402442489830982	0.00256473676393419	0.00256473676393419	5.38853710670652e-05	0.00402442489830982	0.00256473676393419	2.86026614194849e-06	0.000296563911505699	0.000551883744738226	0.00256473676393419	0.00996635907696968	0.000255965886077075	0.00256473676393419	0.00040387350155791	0.000255965886077075	0.00256473676393419	0.00256473676393419	0.000255965886077075	0.00402442489830982	0.00040387350155791	2.24735196867381e-06	2.24735196867381e-06	0.000255965886077075	0.000255965886077075	0.00402442489830982	0.000514020820164613	0.15901367936392	0.152928146135773	0.00870284012662055	0.00883013991581162	0.00474502258409119	0.139529027077576	0.00475496858452126	0.00353936107045741	0.135235473546203	0.00524445821086803	1.79788157493905e-05	0.00323098801246328	0.00282112196049069	0.00366557577415703	0.000431082968536522	0.00340495555362888	0.00260113037430694	0.00213951808596326	0.00219357187814982	0.00308412492098768	0.00321552333012764	0.0018607078550367	0.00135031516251681	1.71615968516909e-05	0.0033349569560502	0.00182488939222605	0.0011852315620542	0.000817441329842212	0.00204791641750681	1.57314637807167e-05	0.00106006450631068	0.000764824885915376	0.000350899531795677	0.000444406894872436	0.00106540142836859	0.00119802939313527
