"Psiadia_terebinthina"	"Gaertnera_sp1_M_PL_079"	"Stillingia_lineata"	"Syzygium_coriaceum"	"Antidesma_madagascariense"	"Psathura_terniflora"	"Tabernaemontana_persicarifolia"	"Labourdonnaisia_callophylloides"	"Euodia_obtusifolia"	"Tristhema_mauritiana"	"Olea_lancea"	"Psidium_cattleianum"	"Villa_unifasciata"	"Nacoleia_sp1_M_PL_079"	"Chaetocnema_sp1_M_PL_079"	"Technomyrmex_albipes"	"Ahasverus_advena"	"Apis_mellifera"	"Dysauxes_florida"	"Brachymyrmex_sp1_M_PL_079"	"Allograpta_nasuta"	"Polistes_hebraeus"	"Syritta_nigrofemorata"	"Chrysomya_megacephala"	"Miridae_sp1_M_PL_079"	"Orthellia_albigena"	"Pachycerina_crinicornis"	"Phalanta_phalantha"	"Phorinia_sp1_M_PL_079"	"Stomorhina_lunata"
"Psiadia_terebinthina"	1.16566706973614	0.0334910837909793	0.0397652164157169	0.0120963427443634	0.01322627627634	0.0180700076866608	0.0107095511990804	0.0123833436420192	0.00915284049682857	0.00682603685280126	0.0059727822462011	0.0059727822462011	0.0836189514468155	0.00934026421351111	0.0732227239746286	0.00451620334352134	0.0714221580657488	0.0743000618521153	0.072583352642758	0.00120963427443634	0.0680730496866509	0.00334910837909793	0.0647592816520079	0.00120963427443634	0.0647592816520078	0.00331376803464308	0.00331376803464307	0.00170650921320032	0.00120963427443634	0.0647592816520078
"Gaertnera_sp1_M_PL_079"	0.0602839508237627	1.12787571160837	0.0571573319512965	0.00153058586125208	0.00116704653543098	0.0107767154786231	0.0216851199511633	0.0211157599163517	0.00118979292706853	0.0111095702836433	0.00972087399818788	0.00972087399818788	0.13609223597463	0.122971962144569	0.00951834341654823	0.000444820219982953	0.120899790535876	0.12669455949811	0.00633504888261146	0.000153058586125208	0.00811221937503931	0.112787571160837	0.00334910837909793	0.000153058586125208	0.00334910837909793	0.00476311099594138	0.00476311099594137	0.00277739257091082	0.000153058586125208	0.00334910837909793
"Stillingia_lineata"	0.0596478246235753	0.0476311099594137	1.16607569080186	0.00140344446373455	0.00109549240667172	0.00945594792662888	0.0188647522908545	0.00146852346010626	0.00108937340716402	0.00967315417939145	0.00846400990696751	0.00846400990696751	0.118496138697545	0.106652273302143	0.00871498725731218	0.000414217548041384	0.105249853264073	0.00881114076063758	0.00595162811796823	0.000140344446373455	0.100486742268131	0.00476311099594138	0.00331376803464308	0.000140344446373455	0.00331376803464308	0.0971729742334882	0.0971729742334881	0.00241828854484786	0.000140344446373455	0.00331376803464308
"Syzygium_coriaceum"	0.0217734169398541	0.00153058586125208	0.00168413335648146	1.23565172627064	0.0347960396958013	0.00188528059959638	0.0180384231628287	0.000247762338283918	0.0172379216922944	0.000177470333198571	0.000155286541548749	0.000155286541548749	0.00217401158168249	0.00480300882320584	0.137903373538355	0.132264182551015	0.00150303730693501	0.00148657402970351	0.0103799643482858	0.123565172627064	0.0013499787208098	0.000153058586125208	0.00120963427443634	0.123565172627065	0.00120963427443634	0.000140344446373455	0.000140344446373455	4.43675832996427e-05	0.123565172627065	0.00120963427443634
"Antidesma_madagascariense"	0.0595182432435301	0.00291761633857745	0.00328647722001515	0.0869900992395034	1.12168010140165	0.0507018443154693	0.00183245007746918	0.000654241945989591	0.00166182553498702	0.00148743055132386	0.00130150173240838	0.00130150173240838	0.0182210242537173	0.00102374725489297	0.0132946042798961	0.289119035274363	0.00387220380461068	0.00392545167593754	0.296402055498365	0.00869900992395033	0.00358044217075293	0.000291761633857745	0.003306569069085	0.00869900992395034	0.003306569069085	0.000273873101667929	0.000273873101667929	0.000371857637830966	0.00869900992395034	0.003306569069085
"Psathura_terniflora"	0.0813150345899735	0.0269417886965578	0.0283678437798866	0.00471320149899094	0.0507018443154693	1.06919172419653	0.00163049072226386	0.00131121468933109	0.000719525966950701	0.024887514500864	0.021776575188256	0.021776575188256	0.304872052635584	0.00546578853187897	0.0057562077356056	0.0131467812287664	0.00957566777297819	0.00786728813598651	0.284490894049666	0.000471320149899094	0.00688148890332241	0.00269417886965578	0.0045175019216652	0.000471320149899095	0.0045175019216652	0.00236398698165722	0.00236398698165722	0.00622187862521599	0.000471320149899095	0.0045175019216652
"Tabernaemontana_persicarifolia"	0.0481929803958619	0.0542127998779083	0.0565942568725636	0.0450960579070718	0.00183245007746918	0.00163049072226386	1.08394361494286	0.00147248505228381	0.0370897196434924	0.00118853739692949	0.0010399702223133	0.0010399702223133	0.0145595831123862	0.28112337179622	0.296717757147939	0.00496771831007447	0.0128148558602746	0.00883491031370283	0.00354312299970337	0.00450960579070717	0.00739357587248374	0.00542127998779083	0.00267738779977011	0.00450960579070718	0.00267738779977011	0.00471618807271364	0.00471618807271364	0.000297134349232372	0.00450960579070718	0.00267738779977011
"Labourdonnaisia_callophylloides"	0.111450092778173	0.105578799581759	0.00881114076063758	0.00123881169141959	0.00130848389197918	0.00262242937866217	0.00294497010456761	1.09395446395985	0.000940239402172464	0.00163050973967678	0.00142669602221718	0.00142669602221718	0.0199737443110405	0.0120283842143709	0.00752191521737971	0.000451002142136754	0.0174838135092386	0.563726783759111	0.00717440013866995	0.000123881169141959	0.00692593355106275	0.0105578799581759	0.00619167182100962	0.000123881169141959	0.00619167182100962	0.000734261730053132	0.000734261730053132	0.000407627434919194	0.000123881169141959	0.00619167182100962
"Euodia_obtusifolia"	0.0823755644714571	0.00594896463534264	0.00653624044298413	0.086189608461472	0.00332365106997403	0.0014390519339014	0.0741794392869848	0.000940239402172463	1.07089869878884	0.000546136305528621	0.000477869267337544	0.000477869267337544	0.00669016974272561	0.0196844429888625	0.567189590310728	0.00944987361364071	0.00571600341553056	0.00564143641303478	0.00576709599938314	0.0086189608461472	0.0051211069519963	0.000594896463534264	0.00457642024841429	0.0086189608461472	0.00457642024841429	0.000544686703582011	0.000544686703582011	0.000136534076382155	0.0086189608461472	0.00457642024841429
"Tristhema_mauritiana"	0.0307171658376057	0.0277739257091082	0.0290194625381743	0.000443675832996427	0.00148743055132386	0.024887514500864	0.00118853739692949	0.000815254869838388	0.000273068152764311	1.16971901743408	0.0235041402548227	0.0235041402548227	0.329057963567519	0.00549281546499106	0.00218454522211449	0.000416225221130609	0.006902190328959	0.00489152921903033	0.00830024547624727	4.43675832996427e-05	0.00412479775804818	0.00277739257091082	0.00170650921320032	4.43675832996427e-05	0.00170650921320032	0.00241828854484786	0.00241828854484786	0.292429754358521	4.43675832996427e-05	0.00170650921320032
