"Nephrosperma_vanhoutteanum"	"Erythroxylum_sechellarum"	"Memecylon_eleagni"	"Dillenia_ferruginea"	"Soulamea_terminaloides"	"Lasioglossum_mahense"	"Apis_mellifera"	"Unidentified_sp1_M_PL_093"	"Lygistorrhina_sp1_M_PL_093"	"Cratopus_aurostriatus"	"Ornidia_obesa"	"Pachycerina_seychellensis"	"Plagiostenopterina_cyanosoma"	"Unidentified_sp2_M_PL_093"	"Unidentified_sp4_M_PL_093"	"Unidentified_sp5_M_PL_093"	"Hemipyrellia_sp1_M_PL_093"	"Phelsuma_sp1_M_PL_093"	"Unidentified_sp3_M_PL_093"
"Nephrosperma_vanhoutteanum"	1.20806359092027	0.0461635117047721	0.032669562129531	0.019885820426671	0.0265508481520937	0.0990739981971646	0.0969433745800213	0.0929279685323281	0.0909066076647819	0.00248572755333388	0.00248572755333388	0.00461635117047721	0.00461635117047721	0.0862902564943046	0.00248572755333388	0.00461635117047721	0.00663771203802343	0.0862902564943047	0.0862902564943047
"Erythroxylum_sechellarum"	0.0646289163866809	1.24074496523894	0.0242888139307053	0.00225022203224285	0.00142041574476222	0.134763051177048	0.0109698324071839	0.00497145510666776	0.128690847694371	0.000281277754030356	0.000281277754030356	0.124074496523894	0.124074496523894	0.0046163511704772	0.000281277754030356	0.124074496523894	0.000355103936190554	0.0046163511704772	0.0046163511704772
"Memecylon_eleagni"	0.114343467453358	0.0607220348267632	1.09633357031538	0.0594212174971005	0.00251304324073315	0.288322986593904	0.289678435298365	0.00879565134256603	0.0142395940150591	0.00742765218713756	0.00742765218713756	0.00607220348267632	0.00607220348267632	0.00816739053238275	0.00742765218713756	0.00607220348267632	0.000628260810183288	0.00816739053238275	0.00816739053238275
"Dillenia_ferruginea"	0.0348001857466743	0.00281277754030356	0.0297106087485502	1.26524492205063	0.000764839247179655	0.0101946574945018	0.1680689949968	0.00267693736512879	0.00276700530736424	0.158155615256328	0.158155615256328	0.000281277754030356	0.000281277754030356	0.00248572755333388	0.158155615256328	0.000281277754030356	0.000191209811794914	0.00248572755333388	0.00248572755333388
"Soulamea_terminaloides"	0.0929279685323281	0.00355103936190554	0.00251304324073315	0.00152967849435931	1.23281160370401	0.00762107678439728	0.00745718266000164	0.314840612964025	0.00699281597421399	0.000191209811794914	0.000191209811794914	0.000355103936190554	0.000355103936190554	0.00663771203802343	0.000191209811794914	0.000355103936190554	0.308202900926002	0.00663771203802344	0.00663771203802344
"Lasioglossum_mahense"	0.231172662460051	0.22460508529508	0.192215324395936	0.0135928766593357	0.00508071785626485	1.08702667266135	0.0662652737142617	0.017782512496927	0.0389728415623687	0.00169910958241697	0.00169910958241697	0.022460508529508	0.022460508529508	0.0165123330328608	0.00169910958241697	0.022460508529508	0.00127017946406621	0.0165123330328608	0.0165123330328608
"Apis_mellifera"	0.226201207353383	0.0182830540119731	0.193118956865576	0.224091993329066	0.00497145510666776	0.0662652737142616	1.0924484674792	0.0174000928733372	0.0179855344978675	0.0280114991661333	0.0280114991661333	0.00182830540119731	0.00182830540119731	0.0161572290966702	0.0280114991661333	0.00182830540119731	0.00124286377666694	0.0161572290966702	0.0161572290966702
"Unidentified_sp1_M_PL_093"	0.325247889863148	0.0124286377666694	0.00879565134256603	0.00535387473025759	0.314840612964025	0.0266737687453905	0.0261001393100057	1.10194214537409	0.024474855909749	0.000669234341282198	0.000669234341282198	0.00124286377666694	0.00124286377666694	0.023231992133082	0.000669234341282198	0.00124286377666694	0.0787101532410063	0.023231992133082	0.023231992133082
"Lygistorrhina_sp1_M_PL_093"	0.318173126826737	0.321727119235929	0.0142395940150591	0.00553401061472847	0.00699281597421399	0.0584592623435531	0.0269783017468013	0.024474855909749	1.05489936383979	0.000691751326841059	0.000691751326841059	0.0321727119235929	0.0321727119235929	0.0227266519161955	0.000691751326841059	0.0321727119235929	0.0017482039935535	0.0227266519161955	0.0227266519161955
"Cratopus_aurostriatus"	0.0174000928733372	0.00140638877015178	0.0148553043742751	0.632622461025313	0.000382419623589828	0.0050973287472509	0.0840344974983998	0.0013384686825644	0.00138350265368212	1.07907780762816	0.0790778076281641	0.000140638877015178	0.000140638877015178	0.00124286377666694	0.0790778076281641	0.000140638877015178	9.56049058974569e-05	0.00124286377666694	0.00124286377666694
"Ornidia_obesa"	0.0174000928733372	0.00140638877015178	0.0148553043742751	0.632622461025313	0.000382419623589828	0.0050973287472509	0.0840344974983998	0.0013384686825644	0.00138350265368212	0.0790778076281641	1.07907780762816	0.000140638877015178	0.000140638877015178	0.00124286377666694	0.0790778076281641	0.000140638877015178	9.56049058974569e-05	0.00124286377666694	0.00124286377666694
"Pachycerina_seychellensis"	0.0323144581933404	0.620372482619471	0.0121444069653526	0.00112511101612142	0.000710207872381109	0.0673815255885239	0.00548491620359194	0.00248572755333388	0.0643454238471857	0.000140638877015178	0.000140638877015178	1.06203724826195	0.0620372482619471	0.0023081755852386	0.000140638877015178	0.0620372482619471	0.000177551968095277	0.0023081755852386	0.0023081755852386
