"Dillenia_ferruginea"	"Gastonia_crassa"	"Erythroxylum_sechellarum"	"Nephrosperma_vanhoutteanum"	"Psychotria_pervillei"	"Roscheria_melanochaetes"	"Memecylon_eleagni"	"Aphloia_theiformis"	"Campnosperma_seychellarum"	"Cinnamomum_verum"	"Paragenipa_wrightii"	"Lasioglossum_mahense"	"Apis_mellifera"	"Nectarinia_dussumieri"	"Lygistorrhina_sp1_M_PL_102"	"Phelsuma_sp1_M_PL_102"	"Ornidia_obesa"	"Unidentified_sp1_M_PL_102"	"Mabuya_sechellensis"	"Neavella_albipectus"	"Cratopus_aurostriatus"	"Pachycerina_seychellensis"	"Parasarcophaga_hirticeps"	"Polistes_olivaceus"	"Unidentified_sp2_M_PL_102"	"Dichaetomyia_fasciculifera"	"Foudia_madagascariensis"	"Plagiostenopterina_cyanosoma"	"Scaptodrosophila_sp1_M_PL_102"	"Unidentified_sp3_M_PL_102"	"Unidentified_sp4_M_PL_102"	"Unidentified_sp5_M_PL_102"
"Dillenia_ferruginea"	1.07736402115172	0.0294084350771195	0.0286129777736888	0.0623017928084373	0.0350647871036269	0.0029181789596643	0.0423984414738883	0.019365785102219	0.00126804985700641	0.0230326563716693	0.0115982076542912	0.160082282043294	0.162374907160077	0.00560708121587123	0.00548363396333621	0.00729241857287832	0.154926280817752	0.011095436248806	0.00210060250550854	0.00178831111085555	0.139862318711335	0.00178831111085555	0.000317012464251601	0.00210060250550854	0.00029181789596643	0.00178831111085555	0.00210060250550854	0.00178831111085555	0.00350647871036269	0.00029181789596643	0.00029181789596643	0.00178831111085555
"Gastonia_crassa"	0.0168048200440683	1.18537683135719	0.0180267474423777	0.0394155910273632	0.0326757779591114	0.00197817560707842	0.0154585112712878	0.00105927984621791	0.000926670547927197	0.0143992314250699	0.00721169680563879	0.100625484672035	0.100963755278943	0.087937351464282	0.00348245014632144	0.0879544062539846	0.00847423876974325	0.00810836729436298	0.0846697736683709	0.0011266717151486	0.00538523509112214	0.0011266717151486	0.000231667636981799	0.0846697736683709	0.000197817560707842	0.0011266717151486	0.0846697736683709	0.0011266717151486	0.00326757779591113	0.000197817560707842	0.000197817560707842	0.0011266717151486
"Erythroxylum_sechellarum"	0.0143064888868444	0.0157734040120805	1.20993235528256	0.0233327119835079	0.0168236302425022	0.0106098803352506	0.0133733129428074	0.000759941283409823	0.00944806069743851	0.0126133716593976	0.00636017600753878	0.0875447391260237	0.0890424641055429	0.00280903473939882	0.00300538069881739	0.00307106438044093	0.00607953026727858	0.082670531102587	0.0011266717151486	0.0756207722051597	0.00373270377614788	0.0756207722051597	0.00236201517435963	0.0011266717151486	0.00106098803352506	0.0756207722051597	0.0011266717151486	0.0756207722051597	0.00168236302425022	0.00106098803352506	0.00106098803352506	0.0756207722051597
"Nephrosperma_vanhoutteanum"	0.0415345285389582	0.0459848561985904	0.0311102826446771	1.09799732047054	0.0220347990209487	0.0401629918576316	0.0173616303456461	0.00137185347027631	0.0117251704069446	0.0159897768753698	0.00806012350374847	0.111015147202699	0.112841729052479	0.00548811248770847	0.0955160758916417	0.0947844092914921	0.0109748277622105	0.102595241060765	0.0032846325856136	0.00194439266529232	0.0966915927732483	0.00194439266529232	0.00293129260173614	0.0032846325856136	0.00401629918576317	0.00194439266529232	0.0032846325856136	0.00194439266529232	0.00220347990209487	0.00401629918576317	0.00401629918576317	0.00194439266529232
"Psychotria_pervillei"	0.0280518296829015	0.0457460891427559	0.0269178083880035	0.0264417588251385	1.12242051779998	0.0153493577848378	0.0266243400297871	0.0160247893993766	0.0138426859393913	0.0105995506304105	0.00131460571075452	0.129989228875184	0.0184044799505633	0.115509629575909	0.00373841568057865	0.00547105769800601	0.128198315195013	0.121123501969674	0.00326757779591113	0.00168236302425022	0.00570995861245757	0.00168236302425022	0.00346067148484784	0.00326757779591114	0.00153493577848378	0.00168236302425022	0.00326757779591113	0.00168236302425022	0.112242051779998	0.00153493577848378	0.00153493577848378	0.00168236302425022
"Roscheria_melanochaetes"	0.00233454316773144	0.00276944584990979	0.016975808536401	0.048195590229158	0.0153493577848378	1.22950474092315	0.00125751389729904	0.000271511909866673	0.0152426702458926	0.00098600198743237	0.000446148801657069	0.00755794460085421	0.00624608322319897	0.00173275333919162	0.126966773278078	0.00421411674647101	0.00217209527893338	0.13337336465156	0.000197817560707842	0.00106098803352506	0.0043081170817296	0.00106098803352506	0.00381066756147314	0.000197817560707842	0.122950474092315	0.00106098803352506	0.000197817560707842	0.00106098803352506	0.00153493577848378	0.122950474092315	0.122950474092315	0.00106098803352506
"Memecylon_eleagni"	0.0565312552985178	0.0360698596330048	0.0356621678474865	0.0347232606912923	0.0443739000496452	0.0020958564954984	1.05404125230604	0.0249569785291047	0.00114934896501058	0.0290842737769325	0.0146451797408033	0.202147316505809	0.205032516371246	0.00701380855017915	0.00310319070715753	0.00547002360282232	0.199655828232838	0.0100568034438426	0.00257641854521463	0.00222888549046791	0.00996001196992243	0.00222888549046791	0.000287337241252646	0.00257641854521463	0.00020958564954984	0.00222888549046791	0.00257641854521463	0.00222888549046791	0.00443739000496452	0.000209585649549841	0.000209585649549841	0.00222888549046791
"Aphloia_theiformis"	0.0774631404088761	0.00741495892352535	0.00607953026727859	0.00823112082165787	0.0801239469968832	0.00135755954933336	0.0748709355873142	1.07068983686871	0.00108400565076056	0.00418109871860082	0.00183719954038993	0.0328145884949524	0.0257207935654591	0.00854203462279728	0.000821682690071493	0.00121556665824711	0.565518694949707	0.00948504944415486	0.000529639923108953	0.000379970641704912	0.0103688192862477	0.000379970641704912	0.000271001412690139	0.000529639923108953	0.000135755954933336	0.000379970641704912	0.000529639923108953	0.000379970641704912	0.00801239469968832	0.000135755954933336	0.000135755954933336	0.000379970641704912
"Campnosperma_seychellarum"	0.00253609971401281	0.00324334691774519	0.037792242789754	0.0351755112208337	0.0346067148484784	0.0381066756147314	0.00172402344751588	0.000542002825380278	1.17794878197911	0.0011820206221356	0.000475913353638201	0.00988550175896356	0.00666278695093482	0.00369233912182964	0.00674196016320928	0.00316296023871794	0.00433602260304222	0.307051842317194	0.000231667636981799	0.00236201517435963	0.00324830506598775	0.00236201517435963	0.294487195494777	0.000231667636981799	0.00381066756147314	0.00236201517435963	0.000231667636981799	0.00236201517435963	0.00346067148484784	0.00381066756147314	0.00381066756147314	0.00236201517435963
"Cinnamomum_verum"	0.0460653127433386	0.0503973099877445	0.0504534866375905	0.0479693306261095	0.0264988765760262	0.00246500496858092	0.0436264106653987	0.00209054935930041	0.0011820206221356	1.0415358613061	0.0210491698410099	0.286813680511237	0.294688377774139	0.00624969551387009	0.00424394471570055	0.00759725207510993	0.0167243948744033	0.0103426804436865	0.00359980785626746	0.0031533429148494	0.0097556083117598	0.0031533429148494	0.000295505155533899	0.00359980785626746	0.000246500496858093	0.0031533429148494	0.00359980785626746	0.0031533429148494	0.00264988765760262	0.000246500496858093	0.000246500496858093	0.0031533429148494
