"Clethrionomys_rutilus"	"Clethrionomys_glareolus"	"Microtus_agrestis"	"Microtus_oeconomus"	"Clethrionomys_rufocanus"	"Myopus_schisticolor"	"Arvicola_terrestris"	"Neomys_fodiens"	"Sicista_betulina"	"Megabothris_rectangulatus"	"Peromyscopsylla_silvatica"	"Ctenophthalmus_uncinatus"	"Amalaraeus_penicilliger"	"Amphipsylla_sibirica"	"Corrodopsylla_birulai"	"Rhadinopsylla_integella"	"Palaeopsylla_soricis"
"Clethrionomys_rutilus"	1.10414119855459	0.0662552436543264	0.0453553071863101	0.0438076478524786	0.0342245364876348	0.0162839762357328	0.0150168991575428	0.00154765933383145	0.00670086487088896	0.107213837934223	0.09603818665046	0.09603818665046	0.0997924114398457	0.0958311136484388	0.00928595600298869	0.0788672284681848	0.0835997458720653
"Clethrionomys_glareolus"	0.0662552436543264	1.07878303176743	0.0583359197063242	0.0434418728912834	0.0339387763722356	0.0161480120589803	0.0148915145277832	0.0148940468150408	0.00664491553993247	0.10631864863892	0.0952363092222624	0.0952363092222624	0.0989591878542082	0.095030965190478	0.0893642808902446	0.00473251740388046	0.081788448244411
"Microtus_agrestis"	0.0529145250506951	0.0680585729907116	1.06589833909712	0.0488644866910023	0.0381751700830276	0.0181636809793371	0.0167503416639694	0.0170338524061127	0.00747436437136243	0.119589829941799	0.107124142095291	0.107124142095291	0.111311727511283	0.106893166079747	0.102203114436676	0.00377960893219251	0.00864093557438619
"Microtus_oeconomus"	0.0613307069934701	0.0608186220477968	0.0586373840292028	1.05695908658225	0.0444990414368102	0.0211725682108715	0.0195251035205496	0.00167829744695065	0.00871252306542956	0.139400369046873	0.124869689581303	0.124869689581303	0.12975096546144	0.12460045145442	0.0100697846817039	0.00438076478524786	0.00872495207437621
"Clethrionomys_rufocanus"	0.0598929388533608	0.0593928586514124	0.0572627551245414	0.0556238017960127	1.05342615843968	0.0124869720634678	0.023319566369195	0.00163895332852871	0.0102893287071348	0.164629259314157	0.150532960352423	0.150532960352423	0.156362851944722	0.0219764335633305	0.00983371997117226	0.00427806706095434	0.0085204141074838
"Myopus_schisticolor"	0.056993916825065	0.056518042206431	0.0544910429380114	0.0529314205271788	0.0249739441269357	1.0465308185248	0.0207611836495162	0.00155962241083261	0.0185733421245598	0.297173473992957	0.0210638023870974	0.0210638023870974	0.0262540982994764	0.279574764002431	0.00935773446499566	0.00407099405893321	0.00810799707367828
"Arvicola_terrestris"	0.0525591470513997	0.052120300847241	0.0502510249919082	0.048812758801374	0.0466391327383899	0.0207611836495162	1.04216396147644	0.00143826619053421	0.0185875575865322	0.297400921384515	0.02237585630976	0.02237585630976	0.282916846678869	0.0217362606298403	0.00862959714320524	0.00375422478938569	0.00747710342133148
"Neomys_fodiens"	0.0108336153368201	0.104258327705285	0.102203114436676	0.00839148723475325	0.00655581331411484	0.00311924482166522	0.00287653238106841	1.09381162720192	0.00128357090102681	0.0205371344164289	0.0183964046652321	0.0183964046652321	0.0191155377604992	0.0183567392063841	0.562869763211538	0.000773829666915724	0.0082208530744361
"Sicista_betulina"	0.0469060540962227	0.0465144087795273	0.0448461862281746	0.0435626153271478	0.0411573148285391	0.0371466842491196	0.0371751151730643	0.00128357090102681	1.03474138375051	0.555862140008176	0.0199109982773741	0.0199109982773741	0.0292047770706402	0.0240530049860866	0.00770142540616086	0.00335043243544448	0.00667289020541072
"Megabothris_rectangulatus"	0.0938121081924454	0.0930288175590546	0.0896923724563492	0.0871252306542956	0.0823146296570783	0.0742933684982393	0.0743502303461286	0.00256714180205362	0.0694827675010219	1.11172428001635	0.0398219965547482	0.0398219965547482	0.0584095541412804	0.0481060099721732	0.0154028508123217	0.00670086487088896	0.0133457804108214
"Peromyscopsylla_silvatica"	0.134453461310644	0.133330832911167	0.128548970514349	0.124869689581303	0.120426368281939	0.00842552095483896	0.00895034252390399	0.00367928093304643	0.00398219965547482	0.0637151944875971	1.05738012879017	0.057380128790174	0.05961771442115	0.0444332129936414	0.0220756855982786	0.009603818665046	0.0191274495872722
"Ctenophthalmus_uncinatus"	0.134453461310644	0.133330832911167	0.128548970514349	0.124869689581303	0.120426368281939	0.00842552095483896	0.00895034252390398	0.00367928093304643	0.00398219965547482	0.0637151944875971	0.057380128790174	1.05738012879017	0.05961771442115	0.0444332129936414	0.0220756855982786	0.009603818665046	0.0191274495872722
"Amalaraeus_penicilliger"	0.116424480013153	0.11545238582991	0.111311727511283	0.1081258045512	0.104241901296481	0.00875136609982548	0.0943056155596231	0.00318592296008321	0.0048674628451067	0.0778794055217071	0.0496814286842917	0.0496814286842917	1.0732578325742	0.0388390325471878	0.0191155377604992	0.0083160342866538	0.0165626332745045
"Amphipsylla_sibirica"	0.134163559107814	0.133043351266669	0.128271799295696	0.12460045145442	0.0175811468506644	0.111829905600972	0.00869450425193611	0.00367134784127682	0.00481060099721732	0.0769696159554772	0.0444332129936414	0.0444332129936414	0.0466068390566254	1.07019304603755	0.0220280870476609	0.00958311136484388	0.0190862078838917
"Corrodopsylla_birulai"	0.0216672306736403	0.208516655410571	0.204406228873353	0.0167829744695065	0.0131116266282297	0.00623848964333044	0.00575306476213683	0.187623254403846	0.00256714180205362	0.0410742688328579	0.0367928093304643	0.0367928093304643	0.0382310755209985	0.0367134784127682	1.12573952642308	0.00154765933383145	0.0164417061488722
"Rhadinopsylla_integella"	0.552070599277294	0.0331276218271632	0.0226776535931551	0.0219038239262393	0.0171122682438174	0.00814198811786642	0.00750844957877138	0.000773829666915724	0.00335043243544448	0.0536069189671117	0.04801909332523	0.04801909332523	0.0498962057199228	0.0479155568242194	0.00464297800149435	1.03943361423409	0.0417998729360326
"Palaeopsylla_soricis"	0.292599110552228	0.286259568855438	0.0259228067231586	0.0218123801859405	0.0170408282149676	0.00810799707367828	0.00747710342133148	0.00411042653721805	0.00333644510270536	0.0533831216432857	0.0478186239681806	0.0478186239681806	0.0496878998235135	0.0477155197097292	0.0246625592233083	0.0208999364680163	1.04134704852912
