"Microtus_maximowiczii"	"Clethrionomys_rutilus"	"Microtus_oeconomus"	"Spermophilus_undulatus"	"Clethrionomys_rufocanus"	"Cricetulus_barabensis"	"Micromys_minutus"	"Apodemus_peninsulae"	"Amalaraeus_penicilliger"	"Megabothris_calcarifer"	"Ctenophthalmus_assimilis"	"Frontopsylla_luculenta"	"Catallagia_dacenkoi"	"Oropsylla_alaskensis"	"Megabothris_rectangulatus"	"Neopsylla_bidentatiformis"	"Amphipsylla_vinogradovi"	"Peromyscopsylla_ostsibirica"	"Amphipsylla_sibirica"	"Leptopsylla_segnis"	"Rhadinopsylla_rothschildi"
"Microtus_maximowiczii"	1.08867903392891	0.096392565708828	0.0449924200705847	0.00147047295535476	0.0805035651043631	0.00141533021952895	0.019812548668647	6.73966771204264e-05	0.154344369665164	0.158500389349176	0.148720317156341	0.00736615046073024	0.148720317156341	0.000245078825892459	0.018259490424051	0.000480967195813952	0.000269586708481705	0.0113743071591347	0.00575025465031165	0.00575025465031165	0.00688518326491629
"Clethrionomys_rutilus"	0.0550814661193303	1.1246043722283	0.0419704960885617	0.0171558906298931	0.0648942013478916	0.0165125447312721	0.0123280505342106	0.000786311653870099	0.0970956791028576	0.0986244042736849	0.0918493670917874	0.0859402896241206	0.0918493670917874	0.00285931510498218	0.0902104958379413	0.00561140589352753	0.0031452466154804	0.00988161210734819	0.00463530009627797	0.00463530009627797	0.0803288837305931
"Microtus_oeconomus"	0.0449924200705847	0.0734483681549831	1.10009198713421	0.0011204581825645	0.092766056068683	0.00107844100071833	0.0197842483882226	5.13543333675394e-05	0.155008009773718	0.158273987105781	0.0174965113819421	0.00561279520828402	0.0174965113819421	0.000186743030427416	0.149383957264895	0.000366483197213804	0.000205417333470158	0.144137645253825	0.00662614686204879	0.00662614686204879	0.00524631201107022
"Spermophilus_undulatus"	0.00196063060713968	0.0400304114697505	0.00149394424341933	1.18859731757526	0.00230991595454119	0.0940249181661854	0.000438818261506941	0.00447737705553264	0.003456130958055	0.00351054609205553	0.00326938792762758	0.216629687728556	0.00326938792762758	0.19809955292921	0.00321105213216254	0.213770372623574	0.0179095082221306	0.000351737027180358	0.000164993996752942	0.000164993996752942	0.00285931510498218
"Clethrionomys_rufocanus"	0.0460020372024932	0.0648942013478915	0.0530091748963903	0.000989963980517653	1.16517151534453	0.000952840331248241	0.00226822688115179	4.53733491070591e-05	0.100238238418962	0.0181458150492143	0.0936120915569134	0.00495910081490562	0.0936120915569134	0.000164993996752942	0.0944879837686506	0.000323800718627649	0.000181493396428236	0.0898526836723726	0.0832265368103238	0.0832265368103238	0.00463530009627797
"Cricetulus_barabensis"	0.00188710695937194	0.0385292710396349	0.0014379213342911	0.0940249181661854	0.0022232941062459	1.14049898373495	0.00042236257670043	0.0543094754159502	0.00332652604712793	0.00337890061360344	0.00314678588034155	0.208506074438735	0.00314678588034155	0.0156708196943642	0.00309063767720644	0.20575398365019	0.217237901663801	0.000338546888661095	0.000158806721874707	0.000158806721874707	0.00275209078854535
"Micromys_minutus"	0.079250194674588	0.0862963537394743	0.0791369935528904	0.00131645478452082	0.0158775881680625	0.00126708773010129	1.07012832317274	6.03375109572043e-05	0.027096537236116	0.561026585381909	0.0172044130420047	0.00659461568620899	0.0172044130420047	0.00021940913075347	0.0171902629017925	0.000430590419103686	0.000241350043828817	0.0110262376346872	0.00113411344057589	0.00113411344057589	0.00616402526710531
"Apodemus_peninsulae"	0.000269586708481705	0.00550418157709069	0.000205417333470158	0.0134321311665979	0.000317613443749414	0.16292842624785	6.03375109572043e-05	1.15061563934514	0.000475218006732562	0.000482700087657635	0.000449540840048792	0.0297865820626764	0.000449540840048792	0.00223868852776632	0.000441519668172349	0.0293934262357414	0.602462557380543	4.83638412372992e-05	2.26866745535295e-05	2.26866745535295e-05	0.00039315582693505
"Amalaraeus_penicilliger"	0.154344369665164	0.169917438430001	0.155008009773718	0.00259209821854125	0.175416917233184	0.00249489453534595	0.006774134309029	0.000118804501683141	1.06333578712009	0.054193074472232	0.043959785898373	0.0129847920135051	0.043959785898373	0.000432016369756875	0.0440427409119423	0.000847832125647866	0.000475218006732562	0.031905781024085	0.0125297798023703	0.0125297798023703	0.0121369598878572
"Megabothris_calcarifer"	0.158500389349176	0.172592707478949	0.158273987105781	0.00263290956904164	0.031755176336125	0.00253417546020258	0.140256646345477	0.000120675021914409	0.054193074472232	1.12205317076382	0.0344088260840094	0.013189231372418	0.0344088260840094	0.000438818261506941	0.034380525803585	0.000861180838207371	0.000482700087657635	0.0220524752693744	0.00226822688115179	0.00226822688115179	0.0123280505342106
