"Eryngium_stenophyllum"	"Hysterionica_pinifolia"	"Eupatorium_subhastatum"	"Glandularia_dissecta"	"Stevia_satureiifolia"	"Achyrocline_satureoides"	"Baccharis_tandilensis"	"Senecio_selloi"	"Baccharis_articulata"	"Baccharis_coridifolia"	"Eryngium_horridum"	"Eupatorium_tenacetifolium"	"Vernonia_echioides"	"Solidago_chilensis"	"Senecio_grisebachii"	"Gelasine_azurea"	"Hypochaeris_rosengurtii"	"Senecio_bravensis"	"Habranthus_gracilifolius"	"Lathyrus_pubescens"	"Oxalis_articulata"	"Trixis_stricta"	"Alophia_lahue"	"Blumenbachia_insignis"	"Senecio_madagascariensis"	"Sommerfeltia_spinulosa"	"Carduus_acanthoides"	"Echium_plantagineum"	"Eryngium_nudicaule"	"Eupatorium_squarrulosum"	"Gomphrena_perennis"	"Gymnocalycium_reductum"	"Habranthus_andersoni"	"Oxalis_cordobensis"	"Rodophiala_bifidum"	"Senecio_arechavaletae"	"Sisyrinchium_iridifolium"	"Verbena_intermedia"	"Wigginsia_tephracantha"	"Augochlora_semiramis"	"Astylus_quadrilineatus"	"Camponotus_sp1_M_PL_072_01"	"Unidentified_sp1_M_PL_072_01"	"Toxomerus_sp1_M_PL_072_01"	"Unidentified_sp14_M_PL_072_01"	"Augochlorella_ephyra"	"Lerodea_eufala"	"Unidentified_sp3_M_PL_072_01"	"Chrysodina_sp1_M_PL_072_01"	"Apis_mellifera"	"Chilicola_sp1_M_PL_072_01"	"Palpada_sp1_M_PL_072_01"	"Unidentified_sp5_M_PL_072_01"	"Allograpta_sp1_M_PL_072_01"	"Bombus_bellicosus"	"Megachile_sp1_M_PL_072_01"	"Pampasatyrus_gyrtone"	"Unidentified_sp18_M_PL_072_01"	"Unidentified_sp19_M_PL_072_01"	"Vanessa_sp1_M_PL_072_01"	"Villa_sp1_M_PL_072_01"	"Xylocopa_ciliata"	"Cochliomyia_macellaria"	"Corticea_immocerina"	"Euptoieta_claudia_hortensia"	"Gaesischia_sp1_M_PL_072_01"	"Lucilia_sericata"	"Mischocyttarus_drewseni"	"Parachytas_sp1_M_PL_072_01"	"Platycheirus_sp1_M_PL_072_01"	"Unidentified_sp10_M_PL_072_01"	"Unidentified_sp12_M_PL_072_01"	"Unidentified_sp15_M_PL_072_01"	"Unidentified_sp17_M_PL_072_01"	"Agraulis_vanillae"	"Audre_epulus_signata"	"Augochloropsis_sp1_M_PL_072_01"	"Campsomeris_bistrimacula"	"Ceratina_montana"	"Chalepogenus_goeldianus"	"Chauliognathus_scriptus"	"Chauliognathus_sp1_M_PL_072_01"	"Chrysopa_sp1_M_PL_072_01"	"Coelioxys_sp1_M_PL_072_01"	"Colletes_cyaneus"	"Colletes_sp1_M_PL_072_01"	"Copestylum_sp1_M_PL_072_01"	"Dialictus_sp1_M_PL_072_01"	"Entypus_ferruginipennis"	"Entypus_sp1_M_PL_072_01"	"Leioproctus_indigoticus"	"Panurgillus_sp1_M_PL_072_01"	"Polistes_sp1_M_PL_072_01"	"Polybia_scutellaris"	"Stenodynerus_sp1_M_PL_072_01"	"Tachypompilus_sp1_M_PL_072_01"	"Thespieus_catochra"	"Unidentified_sp11_M_PL_072_01"	"Unidentified_sp13_M_PL_072_01"	"Unidentified_sp16_M_PL_072_01"	"Unidentified_sp2_M_PL_072_01"	"Unidentified_sp4_M_PL_072_01"	"Unidentified_sp6_M_PL_072_01"	"Unidentified_sp7_M_PL_072_01"	"Unidentified_sp8_M_PL_072_01"	"Unidentified_sp9_M_PL_072_01"
"Eryngium_stenophyllum"	1.12543878415813	0.0315763921538162	0.0107288644298098	0.0113878317577357	0.0100115122104121	0.0207276046524284	0.0168595307942833	0.00848726224351458	0.0125736711506433	0.0128626197902817	0.0160245059719764	0.00349279510365081	0.00591350254566866	0.00457589185189943	0.00478443583440746	0.00442622995181438	0.00265647429350873	0.00401857483675271	0.00105849790938395	0.000532363454849535	0.00390864413038462	0.000221515287324164	0.00275344157665878	0	0.00167421833453876	0.00265051107576	0.00245218812371047	0	0.00368645951115498	0.000868882361319119	0.00178162871444088	0.000868882361319119	0.000868882361319119	0.00143696621607517	0.000101407388949505	0	0.000868882361319119	0.000184596072770137	0.000868882361319119	0.036493059175403	0.0316132567536538	0.0320559110598066	0.0320693168599358	0.0301529474454347	0.0311454425869354	0.0294262574845257	0.00221515287324164	0.00282986590896501	0.0280429819588679	0.027677299405643	0.0294916760892399	0.00286564706074468	0.0280228446322793	0.027463035808122	0.00103808511497775	0.00111975674321519	0.00168328363726199	0.00117245401404342	0.00060844433369703	0.00186278410207255	0.0277164500320205	0.00103633887090427	0.0265147947850945	0.00101820432678132	0.00140915529378309	0.000922968649496938	0.026722761754839	0.00207029214825026	0.00153285791279319	0.00145426931594312	0.0265649164402189	0.000949008473854351	0.0265649164402189	0.00082836033890036	0.000249485364546487	0.000332059286688591	0.0255781541854121	0.000517628716260714	3.69192145540274e-05	0.000176416318230659	0.000381324320991619	0.0255781541854121	0.000936640599682404	0.000986762254806755	0.000530453890219662	0.0255781541854121	0.000986762254806755	0	0	3.69192145540274e-05	0	0	0.0255781541854121	0.000936640599682403	0.000986762254806755	0.000918758556448689	0.000447036017908741	0.000447036017908742	0.00114460756942688	0.00114460756942688	0.000381324320991619	0.000986762254806755	0.000447036017908741	0.0255781541854121	0.000986762254806755	0.000422393038976333
"Hysterionica_pinifolia"	0.0434175392114972	1.1519645150991	0.0157642716988036	0.00777846043025882	0.00688564640741671	0.0102489978125453	0.00400902426612052	0.00612065982561798	0.0145639483694822	0.00227161916064193	0.00222369123830741	0.0119635292691714	0.011910642054285	0.000598141832698985	0.00664960102325041	0.00184937960667207	0.00498912124041031	0.00558110485650536	0.0012553321198615	0.000560442417298108	0.00158502519046511	0.00401741261310081	0.00138761858387124	0	0.000342906283568702	0.00342850861074914	0.000273305981843455	0	0.000229121271152641	0.00110361798756361	0.00232489062318552	0.00110361798756361	0.00110361798756361	0.000225839331070377	4.71031223094239e-05	0	0.00110361798756361	0.00334784384425068	0.00110361798756361	0.0463519554776718	0.0049684652835483	0.00511135743662234	0.0418480312173394	0.00454400954092198	0.00349381660202053	0.00327967178212146	0.0401741261310082	0.00283106030076541	0.0383693215652425	0.00255727799665803	0.00183297016922113	0.0384017713326267	0.00135770100745662	0.0380259353780453	0.00144788983072967	0.000820230629021644	0.0375102735559046	0.00204958027204629	0.000282618733856543	0.00205069306370198	0.0375550421190174	0.00109453404403734	0.00120948582514678	0.000697848703564419	0.0368496512435816	0.00119504246710548	0.00114559734325729	0.000731647278838049	0.000619233920088542	0.000576289953533612	0.0369856533516537	0.000468267809993299	0.0369856533516537	0.000706689806841731	0.000854537804940816	0.00062364015505129	0.000986762254806755	0.000353566383193583	0.000669568768850135	0.000209222019976916	4.98451527249154e-05	0.000986762254806755	0.000222723570340029	0.035998891096847	0.000382541239101123	0.000986762254806755	0.035998891096847	0	0	0.000669568768850135	0	0	0.000986762254806756	0.000222723570340029	0.035998891096847	0.000162258511474423	0.000656844654116815	0.000656844654116816	0.000158835088450529	0.000158835088450529	4.98451527249154e-05	0.035998891096847	0.000656844654116816	0.000986762254806756	0.035998891096847	0.000850760146734642
"Eupatorium_subhastatum"	0.0196695847879846	0.0210190289317381	1.13161322708075	0.0134128366203569	0.0235904675445159	0.0109216512033451	0.00453546237339557	0.00823746863092823	0.0124397458315087	0.00256517544428265	0.00244081882293551	0.0109918191412676	0.00286929867006813	0.0142379102310543	0.00249063818556273	0.00211853031402261	0.00186831315492418	0.00945920980774928	0.00178961352609365	0.0178831621866513	0.0018152082812507	0.000242674845555261	0.00163948407557908	0	0.00032800272219175	0.00432437859126858	0.000207240043857988	0	0.000164936164739112	0.00137052244008219	0.00295385615118639	0.00137052244008219	0.00137052244008219	0.000178792104696512	0.000269956625503661	0	0.00137052244008219	0.000202229037962718	0.00137052244008219	0.057561942483452	0.00393342630332326	0.00531787472943997	0.053169410721355	0.00430338616795018	0.0031615632345505	0.00248688052629586	0.00242674845555261	0.00360304960496428	0.0499487969670488	0.0493838689236847	0.0013194893179129	0.00297686297232094	0.00199109955625028	0.00199243394570475	0.0513134793854416	0.00467489219776735	0.0485925257211432	0.00216960322089263	0.00161973975302196	0.048648778793878	0.0017106390722114	0.0513106015366988	0.000699006149764051	0.0017891977690602	0.000861794559121682	0.00138447328223066	0.000621380219546992	0.000789985217634598	0.00179325091944036	0.000861644523689714	0.00110388067202556	0.000596842469980951	0.00110388067202556	0.0483370436476189	0.000785129938661968	0.000233539144365523	0.000447036017908741	0.000609674391834405	4.04458075925435e-05	0.000298268921015609	0.00118649251925452	0.000447036017908741	0.00025197013185531	0.000656844654116815	0.000514841789433014	0.000447036017908741	0.000656844654116815	0	0	4.04458075925435e-05	0	0	0.000447036017908742	0.00025197013185531	0.000656844654116815	0.000183226817448761	0.0471505511283644	0.0471505511283644	0.00017434420163825	0.00017434420163825	0.00118649251925452	0.000656844654116815	0.0471505511283644	0.000447036017908741	0.000656844654116815	0.000204949905004867
"Glandularia_dissecta"	0.0227756635154714	0.0113141242621947	0.0146321854040257	1.08558744500555	0.0197963837875994	0.0132597397012879	0.0285848684745543	0.0135727568804686	0.022870440747871	0.00539096064562822	0.00530223742756997	0.0107736729200195	0.00630111795135839	0.000596707737575957	0.0116045757482729	0.0111391271064816	0.00808427570318988	0.00460769812598128	0.000333376453011525	0.000840590315128309	0.00337105514881784	0.00546674684343682	0.00386007633585153	0	0.00314560926893307	0.00346649055940261	0.00451282973430211	0	0.000218579938591026	0.000286451738842398	0.00318003882056021	0.000286451738842398	0.000286451738842398	0.00273693436336743	1.91433430848334e-05	0	0.000286451738842398	0.00455562236953068	0.000286451738842398	0.0120309730313807	0.0602125559940835	0.0069533809321602	0.0572406987700839	0.0571779935521461	0.0545846158072964	0.0541539568116254	0.0546674684343683	0.0545053968871512	0.00331898598569796	0.00285377450310219	0.0017486395087282	0.00372358913433075	0.00133115422343001	0.00250479801001651	0.00132573504343678	0.00197821488026398	0.00173278884074367	0.0022094471087641	0.000114860058509001	0.0515881611662854	0.0016078473050814	0.00173959196706909	0.00210567696484706	0.0503347030532688	0.000803646236862039	0.00143989904304843	0.00089635996108714	0.00112172082317198	0.000786377850425102	0.0509329321124751	0.000871195099454296	0.00163469962226256	0.000871195099454296	0.000659400036632401	0.000769548065715678	0.00101053446289874	0.000517628716260713	0.0493448838638888	0.000911124473906137	5.55627421685875e-05	4.97256447979964e-05	0.000517628716260713	0.00158804824858635	0.000353566383193583	0.000848297305029288	0.000517628716260713	0.000353566383193583	0	0	0.000911124473906136	0	0	0.000517628716260714	0.00158804824858635	0.000353566383193583	0.000385068617544873	0.000609674391834404	0.000609674391834404	0.000378731244826427	0.000378731244826427	4.97256447979964e-05	0.000353566383193583	0.000609674391834404	0.000517628716260713	0.000353566383193583	0.000450079853668456
"Stevia_satureiifolia"	0.0220253268629066	0.0110170342518667	0.028308561053419	0.0217760221663593	1.07946159504296	0.0120392797377832	0.00493734161684369	0.0241917735522243	0.00185587856196447	0.00584907066047179	0.00579987670861551	0.0208373856511882	0.0306234838706037	0.000807949383344167	0.00744609966270516	0.00722418282215369	0.00239582787825752	0.00443103746675517	0.00190160654767062	0.0204311039616557	0.0050356989704541	0.000331536072626929	0.00196007229259983	0	0.000719500586554301	0.00193461974108901	0.000509445324024261	0	0.000211628699507222	0.00167327323720283	0.000261346503886177	0.00167327323720283	0.00167327323720283	0.000296535338141153	6.98660981619e-05	0	0.00167327323720283	0.000276280060522441	0.00167327323720283	0.070277475962519	0.00652377743910536	0.0613178079022023	0.00470423706995118	0.00458878488635201	0.00339817085435973	0.00611334388829114	0.00331536072626929	0.0596109022969525	0.0575094469072794	0.0563220276142158	0.00169302959605778	0.00177533472441178	0.00139997239501981	0.000977420685317473	0.00513858705417947	0.0588902495927715	0.00301219038696722	0.0576488561465619	0.0004191965889714	0.00230190532103179	0.00151370680521273	0.0585577871229833	0.00077487236701192	0.0549628989415282	0.00253167402541396	0.0561604714571914	0.000914852518278855	0.00108663963578356	0.00073617798959997	0.00126411594587129	0.000844857930891439	0.00169186099365259	0.000844857930891439	0.00124685249250447	0.00148838468937059	0.00029947848478219	0.000500575610520604	0.000989819189379971	5.52560121044882e-05	0.000316934424611769	6.73291152786806e-05	0.000500575610520604	0.000274296756491316	0.000344282320370835	0.00151198584701402	0.000500575610520604	0.000344282320370835	0	0	5.52560121044882e-05	0	0	0.000500575610520604	0.000274296756491316	0.000344282320370835	0.000417790761462271	0.00117952337722579	0.00117952337722579	0.000414276907758251	0.000414276907758251	6.73291152786806e-05	0.000344282320370835	0.00117952337722579	0.000500575610520604	0.000344282320370835	0.00218739170504312
"Achyrocline_satureoides"	0.0506674780392694	0.0182204405556361	0.0145622016044601	0.0162063485237963	0.0133769774864258	1.07459469976697	0.0139761790037467	0.00703513268225633	0.00993945802307915	0.0343065268309636	0.0103121329715615	0.00470238248527351	0.0104422530980494	0.0184088187335134	0.00118272010429419	0.0009440394547839	0.000671563539855252	0.00409458504741187	0.000597227123452247	0.000636860631378502	0.00386290840290467	0.000183278323402456	0.000516172958079064	0	0.000358766849802706	0.00397873246898981	0.00545856194382336	0	0.00844022737821639	0.000250438908915803	0.003728293560074	0.000250438908915803	0.000250438908915803	0.000226419973529782	0.000297019287582089	0	0.000250438908915803	0.000152731936168713	0.000250438908915803	0.0105184341744637	0.0049812394176552	0.0677209904091817	0.0671092840813321	0.00425174478661218	0.0662613541452499	0.0655027433258804	0.00183278323402456	0.00241735827810065	0.00343622542631335	0.0621268464089183	0.0675218190257311	0.00190944519608232	0.00587264894834616	0.002430883646528	0.00122472496967541	0.00121468810552539	0.00151203163078329	0.00175060855884436	0.00178211572549254	0.00205337189317574	0.0614206279017749	0.00138175071307021	0.00192798798089862	0.0014055010799484	0.00131526398865287	0.00141472409561054	0.00188811451834169	0.0621501717448213	0.0612337737704024	0.00151310659472415	0.0017209223591652	0.000529387505091697	0.0017209223591652	0.00214082662797862	0.000335884463233822	8.39454424819065e-05	0.00115153359180158	0.000736652205627107	3.05463872337427e-05	9.95378539087078e-05	0.00153406822779278	0.00115153359180158	0.00077645438909704	0.000569388767363627	0.000439695792641021	0.00115153359180158	0.000569388767363627	0	0	3.05463872337427e-05	0	0	0.00115153359180158	0.00077645438909704	0.000569388767363627	0.00245046620221168	0.000606758400185838	0.000606758400185839	0.00073658092654011	0.00073658092654011	0.00153406822779278	0.000569388767363627	0.000606758400185838	0.00115153359180158	0.000569388767363627	0.000745875221289246
"Baccharis_tandilensis"	0.0412121863860257	0.00712715425088093	0.00604728316452743	0.0349370614688997	0.00548593512982632	0.0139761790037467	1.11315767914685	0.00500205852949088	0.0177049994808749	0.00984375026593426	0.00992000513041816	0.00471797518526463	0.00460851711626429	0.000658707867480089	0.00867572723762791	0.00824980206018682	0.00400877943760167	0.00841969844290684	0.00029301078090062	0.000439568134572688	0.00692955507264394	0.000281295661183592	0.00460815391144187	0	0.00357572390108828	0.0041306036190365	0.000342865364302422	0	0.0003221626677033	0.000249733679018276	0.00388086994001823	0.000249733679018276	0.000249733679018276	0.00327408399274696	1.88595368072929e-05	0	0.000249733679018276	0.000234413050986326	0.000249733679018276	0.0104888145187676	0.0720298478404332	0.068114748017574	0.0698556589203281	0.0697347237187775	0.0678195761573896	0.00411438437162906	0.00281295661183592	0.00441076987197589	0.00199825971646224	0.00223936187712607	0.0025773013416264	0.00340740141952867	0.00240322973599758	0.00242400699008493	0.00137769379298078	0.000660186770346611	0.000811691929714241	0.000940474778029096	0.000113157220843757	0.00310466120050415	0.00193581855911947	0.000599528244108741	0.0627787338856187	0.00186234500507767	0.000551903364358907	0.000603476550510195	0.00164521239471227	0.00147957940809234	0.000831346711387047	0.0634301415345226	0.00115936417002243	0.00120655963336525	0.00115936417002243	0.000306862454145317	0.000336998227518902	0.000501097429700209	0.000936640599682403	0.00158804824858635	4.68826101972653e-05	4.88351301501034e-05	5.48923222900074e-05	0.000936640599682402	0.0618420932859363	0.000222723570340029	0.00031262865809318	0.000936640599682403	0.000222723570340029	0	0	4.68826101972653e-05	0	0	0.000936640599682403	0.0618420932859363	0.000222723570340029	0.000703125018995304	0.000251970131855309	0.00025197013185531	0.000708571795029868	0.000708571795029868	5.48923222900074e-05	0.000222723570340029	0.00025197013185531	0.000936640599682403	0.000222723570340029	0.000329179794018878
"Senecio_selloi"	0.0233399711696651	0.012241319651236	0.0123562029463923	0.0186625407106444	0.0302397169402804	0.00791452426753837	0.00562731584567724	1.08956672050921	0.00530115199823735	0.00306027260962379	0.0030311594506994	0.00980013964214128	0.0101197706658202	0.000503827801932114	0.0125205367547831	0.0122470653736337	0.00637411409149191	0.00139617936364613	0.00226506877729746	0.0131501995863955	0.00602592835014731	0.000289657994336874	0.0023509934178343	0	0.0221427087608515	0.00222654070432775	0.00614253980709216	0	0.000158498744473079	0.00200004084348438	0.000226499860843374	0.00200004084348438	0.00200004084348438	0.00373430945534188	7.62722023716216e-05	0	0.00200004084348438	0.000241381661947395	0.00200004084348438	0.084001715426344	0.0821548080175215	0.00583156102642091	0.00407699749518073	0.0056152411895988	0.00294483165016605	0.073710477685106	0.00289657994336874	0.07394115000549	0.0710377427975933	0.00299697731930771	0.00126798995578464	0.00218777104919501	0.00100754183040376	0.0012916488434806	0.0028810641409547	0.0718016058099055	0.0015973930029728	0.00293483658329698	0.000457633214229729	0.00174179280862211	0.00135269092196181	0.00421852756751296	0.000843082548312842	0.00236028315204331	0.00110538200094542	0.00223482660885832	0.000746965279555333	0.000658286693328434	0.00048168144280203	0.00116092596312247	0.000912995129320785	0.0736335972220383	0.000912995129320785	0.000556827439594024	0.000700009974438663	0.000796764261436489	0.000530453890219662	0.00084829730502929	4.8276332389479e-05	0.000377511462882909	4.19856501610095e-05	0.000530453890219661	0.00031262865809318	0.000382541239101123	0.0680979200318255	0.000530453890219662	0.000382541239101123	0	0	4.8276332389479e-05	0	0	0.000530453890219662	0.00031262865809318	0.000382541239101123	0.000218590900687414	0.000514841789433014	0.000514841789433015	0.000216511389335672	0.000216511389335672	4.19856501610095e-05	0.000382541239101124	0.000514841789433015	0.000530453890219662	0.000382541239101124	0.000722840761844297
"Baccharis_articulata"	0.039517252187736	0.0332890248445307	0.0213252785683007	0.0359392640323688	0.00265125508852067	0.0127793031725303	0.0227635707611249	0.00605845942655697	1.05582274001536	0.00757434947325982	0.00760839372415576	0.00190262135061332	0.00144457157685781	0.000774988912080322	0.0201740738548695	0.0101101388506358	0.00488255326190842	0.0163030449671524	0.000357933585602052	0.000810684798411695	0.00463166334931642	0.000363197056963132	0.00567743513616581	0	0.00433480089512094	0.00505493450473829	0.000323784431656451	0	0.000286547415685545	0.000305517058267269	0.00474941744647102	0.000305517058267269	0.000305517058267269	0.00396921241063593	2.25887285346125e-05	0	0.000305517058267269	0.000302664214135943	0.000305517058267269	0.0128317164472253	0.0873226730339904	0.00713867760826454	0.0854895140364784	0.0859506892463767	0.0810067180439456	0.00388541317987742	0.00363197056963132	0.00556189564600829	0.00333817113655972	0.00262919668337111	0.00229237932548436	0.0805114800338694	0.00204718343420137	0.0773543113953916	0.00306154802764186	0.00064633060165446	0.00206473682511459	0.000371647963531114	0.000135532371207675	0.0779380661853383	0.00264836268165748	0.00115623016117385	0.00216276218796559	0.00176616566498825	0.00114346571045286	0.000235746438487306	0.00144157606248565	0.0012509862497385	0.000774543696702823	0.00289824573062471	0.00193840139429467	0.00146235393794004	0.00193840139429467	0.000953135683019222	0.000135901525043808	0.000610319157738552	0.000898119367903091	0.00163360291056222	6.05328428271887e-05	5.96555976003421e-05	6.45824093400268e-05	0.000898119367903091	0.0012646428200625	0.00104028202639158	0.000378653714159811	0.000898119367903091	0.00104028202639158	0	0	6.05328428271887e-05	0	0	0.000898119367903092	0.0012646428200625	0.00104028202639158	0.000541024962375701	0.000888553273679194	0.000888553273679195	0.000543456694582554	0.000543456694582554	6.45824093400268e-05	0.00104028202639158	0.000888553273679194	0.000898119367903091	0.00104028202639158	0.000103183684061272
"Baccharis_coridifolia"	0.0404253764837423	0.00519227236718155	0.00439744361877026	0.0084715095859872	0.00835581522924542	0.0441083916398103	0.0126562503419155	0.00349745441099862	0.00757434947325981	1.09286707001436	0.0253429703564933	0.00753888157091114	0.00791516922450448	0.0127602419328252	0.00309674137141114	0.0028921641340577	0.00272386036664806	0.00498928230269031	0.00269508404125979	0.000371688426608321	0.00678845860251244	0.00015146561581908	0.00247432583944445	0	0.000305661845604349	0.00253709911877403	0.000394630739757775	0	0.0108574877774819	0.00219548749213444	0.000341611626639597	0.00219548749213444	0.00219548749213444	0.000231910255082224	0.000275006212353708	0	0.00219548749213444	0.0001262213465159	0.00219548749213444	0.0922104746696463	0.00510202561180892	0.0872212171059157	0.00614900927951274	0.0044614135569603	0.084870589098351	0.0047355688770933	0.0015146561581908	0.00223113647437225	0.00190062554752156	0.0039702423375714	0.0868599022198552	0.00163661789882753	0.0818542577916257	0.00162204203029881	0.000868835176386437	0.000698329733251072	0.000883976869702552	0.00152165153256339	0.00165003727412225	0.00110932039736933	0.0035314832701348	0.00066296565001242	0.00162188357544399	0.000802859379007144	0.000727627741796171	0.00098315999178402	0.00272897072476964	0.0805123997746655	0.00351381969661378	0.00108819363654018	0.00108101706792311	0.000295006362088501	0.00108101706792311	0.00124658031185086	0.000538491540779368	0.000340482545831008	0.000918758556448689	0.000385068617544873	2.524426930318e-05	0.000449180673543299	0.0010633534944021	0.000918758556448689	0.000703125018995305	0.000162258511474423	0.000218590900687414	0.000918758556448689	0.000162258511474423	0	0	2.524426930318e-05	0	0	0.000918758556448689	0.000703125018995304	0.000162258511474423	0.0780619335724539	0.000183226817448761	0.000183226817448761	0.00181021216832095	0.00181021216832095	0.0010633534944021	0.000162258511474423	0.000183226817448761	0.000918758556448689	0.000162258511474423	0.000565369230321748
