"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"R16"	"R17"	"R18"	"R19"	"R20"	"R21"	"R22"	"R23"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"C11"	"C12"	"C13"
"R11"	0.0143472552921242	0.0230152692750899	0.0212089978509785	0.0230115715962637	0.0126319900210474	0.019135994813428	0.0210483273446609	0.000455846614332926	0.00861786745024545	0.0215793707289938	1.01801862128444	0.00195625106313391	0.0200248363288228	0.0230115715962637	0.0225411298858853	0.0211723658521471	0.0226082643982432	0.0096120128372956	0.00820081489120366	0.000910341984343788	0.0106576287345111	0.000455846614332926	0.00911115687554745	0.013022255005452	0.0163748652484329	0.275579497785213	0.269454516106067	0.0157685735324423	0.0106996808129072	0.0100667421499417	0.0133010445250962	0.00730588739547553	0.00522981126690854	0.00709848700852603	0.0136753984299878	0.00908990740021725
"R12"	0.0212211260952134	0.0285726289688542	0.0137380110841319	0.0286346536595821	0.0280361078099156	0.00665088543780122	0.00847357438356673	0.000408888026148971	0.00136056207677789	0.0198437712046086	0.000978125531566955	1.02461012987214	0.0183384006919166	0.0286346536595821	0.0281193479396546	0.0195536965179885	0.0282825542822341	0.00725875935727748	0.000942974097498897	0.000850120034921749	0.0166223804433781	0.000408888026148971	0.00179309413242065	0.142107295846278	0.0146796211333128	0.016331522149985	0.0136362756013073	0.142742378989248	0.14053115565687	0.0112009069660328	0.01379562718741	0.137857369282981	0.0057209436872848	0.0069722892060329	0.0122666407844691	0.00882464017545557
"R13"	0.017071079793969	0.0248110955708045	0.0160572458367473	0.0248195079478878	0.0210014641166975	0.0107606988419575	0.0156060742810586	0.00336648481290466	0.00673136381259755	0.0232957280479942	0.00667494544294094	0.0122256004612777	1.02174980965508	0.0248195079478878	0.0242888842356871	0.0199150092879144	0.0214303768107247	0.0110439982937946	0.00337992377797081	0.00387930020998871	0.00977952534658283	0.00336648481290466	0.00725922398795952	0.0984041319517128	0.0151564155331061	0.103489557367222	0.0988061234179153	0.0996201991201443	0.0960462984604055	0.00997162899817804	0.0126693394734175	0.00930997911676375	0.00507977387942199	0.00686236701955864	0.10099454438714	0.010256307941681
"R14"	0.0206651762047415	0.027427870027921	0.0196838142717818	0.0295648708733782	0.0231500459116891	0.00817644985778733	0.0155078054610345	0.00191211453542612	0.004098909105394	0.0192742957821682	0.00383526193271062	0.00954488455319402	0.0124097539739439	1.02956487087338	0.0226680399542096	0.0173687087719772	0.0255222830177299	0.0103286787957875	0.00361558346678144	0.00454729745506774	0.014391623049956	0.00191211453542612	0.00816288092184918	0.0563107447223964	0.0580049548869899	0.0605550589397441	0.0559826010162165	0.0572691709163557	0.0539275461811203	0.0528342088975341	0.0551006494163934	0.0518851268529638	0.0476635759894644	0.00706593439187216	0.0573634360627836	0.0527036583928324
"R15"	0.0197492213040963	0.0257329511198534	0.0164611000788154	0.0247287708591378	0.0257466644934171	0.00873449205819472	0.0175409907217475	0.00203091791939154	0.00768180148003728	0.0182459313371403	0.00409838725197914	0.0102252174326017	0.0132484823103748	0.0247287708591378	1.02755027256688	0.018566937539165	0.0260539573218781	0.0086755058901262	0.00385646251441389	0.00252119035198798	0.0187467371371618	0.00203091791939154	0.00637765286640187	0.0597441786168325	0.0615586730548935	0.064962242853028	0.0596408931576041	0.0610647514552035	0.0580896829642097	0.0568439310802532	0.0589252998161422	0.055908725284756	0.00534602674387276	0.0538492754061961	0.0609275375817463	0.00980544865192876
"R16"	0.0197764301453439	0.022847887698175	0.0211914015851743	0.0260530631579658	0.022991620227444	0.0113085069260801	0.0158412745035278	0.000420823032203975	0.00321390873112703	0.021230876878572	0.00529309146303677	0.00977684825899423	0.0149362569659358	0.0260530631579658	0.0255295391163518	1.02405314243095	0.0256701532505559	0.00879120977433253	0.0049284897280742	0.000883977772305725	0.0163084779966298	0.000420823032203975	0.00581246750037992	0.0774472991227678	0.079094156821409	0.0825126420249805	0.078027914354248	0.0789718211675651	0.0753099162681045	0.0741248664937317	0.0766798386836992	0.00998110418938484	0.00561437166408037	0.00701495010854153	0.0126246909661193	0.00926309480203499
"R17"	0.018220349990059	0.0288122893419757	0.0211865777850066	0.0278424905647963	0.0241964722784106	0.00878547767770142	0.0159368065284317	0.00042198970821214	0.00605651628820281	0.0166795727529274	0.00411059352695331	0.0102845651935397	0.0116892964422135	0.0278424905647963	0.0260539573218781	0.0186692023640406	1.03080191895309	0.00704113247362581	0.00385591200230032	0.000875484874840925	0.0188168501149788	0.00042198970821214	0.00473139687714124	0.0600531255085988	0.0616889605632985	0.0647860794068534	0.0600854854625031	0.0614432473789759	0.0583566702060574	0.0573022897190843	0.0595315790074038	0.05630133575685	0.0516995133942308	0.0536887856838709	0.0126596912463642	0.0090699033325757
"R18"	0.0204889107638612	0.0248064136506719	0.014057987370949	0.02478882910989	0.0243248767785835	0.00479944147979249	0.019023257478742	0.0040638288948991	0.0079128890771091	0.0233818578476272	0.00384480513491824	0.00580700748582198	0.0132527979525536	0.02478882910989	0.0190861129582776	0.0140659356389321	0.0154904914419768	1.0214618160421	0.00728735259506662	0.00979184252927395	0.00966502597315463	0.0040638288948991	0.0170791951243406	0.113948143861815	0.11795391822652	0.120799991550574	0.0127204951657932	0.0135908460349997	0.0104754242247879	0.00951840641157698	0.0112619756755536	0.00833118413554377	0.00468207378598239	0.00690906805905024	0.121914866846973	0.114560272687497
"R19"	0.0130760547556139	0.0217298001046415	0.0197316370168918	0.0216935008006886	0.0212161448979886	0.00919754215532036	0.0198378110651087	0.000494068355146156	0.00870856788217124	0.0202362430042866	0.00820081489120366	0.00188594819499779	0.0101397713339124	0.0216935008006886	0.0212105438292764	0.0197139589122968	0.0212075160126518	0.0182183814876665	1.01667769949542	0.00104744124243518	0.0191971780019172	0.000494068355146156	0.0177251407378592	0.0128242594949902	0.270739692683918	0.275509550614565	0.0142420672829983	0.0133919773072079	0.0104139735463818	0.0105031430089086	0.0124426166469082	0.00793908193383317	0.00491040538521493	0.0078603903615759	0.0148220506543847	0.0110674577457805
"R20"	0.026007202590832	0.0273649927831327	0.00353196108119385	0.0272837847304064	0.0269745312782556	0.0017187701971272	0.0257192385709342	0.00943672767895374	0.0104231637657916	0.0260857370607305	0.000910341984343788	0.0017002400698435	0.0116379006299661	0.0272837847304064	0.0138665469359339	0.0035359110892229	0.00481516681162508	0.0244796063231849	0.00104744124243518	1.02295311698336	0.00311988089089728	0.00943672767895374	0.0240005582257989	0.0124552505320359	0.0163651266053894	0.0180697328011992	0.0106185290142947	0.0118295885850417	0.00856454637882732	0.00806582023712171	0.00926262974819477	0.00736936385714823	0.00385347554644924	0.00678298690415303	0.283101830368612	0.270327786088199
"R21"	0.0177507558089732	0.0262776156268225	0.0153444103375433	0.0246713537999246	0.02940626146394	0.00713966789858022	0.0173935363871717	0.000435215780401026	0.00876055354267598	0.0153465402994328	0.00304503678128889	0.00949850311050178	0.008382450297071	0.0246713537999246	0.0294591583583971	0.0186382605675769	0.0295693358949667	0.00690358998082474	0.00548490800054778	0.000891394540256365	1.02745191273531	0.000435215780401026	0.00637630254080414	0.0137094734405355	0.0884684062071387	0.0912946005711536	0.0132359670121224	0.0149986689539738	0.0844633580340943	0.0836622961680105	0.0854151448544431	0.0827334967521726	0.00545393316970626	0.0810512728941785	0.0130564734120308	0.00912357519710677
"R22"	0.0217106581828018	0.0231470758696354	0.00330190831574786	0.0229453744251134	0.0227855071738525	0.00166981117483156	0.0216082559757802	0.0180276043383569	0.0191088243311453	0.0218717733369337	0.000911693228665851	0.00163555210459588	0.020198908877428	0.0229453744251134	0.022340097113307	0.0033665842576318	0.00464188679033354	0.0203191444744955	0.000988136710292311	0.0188734553579075	0.00304651046280718	1.01802760433836	0.0198615920681998	0.0118963625636883	0.0143065332189463	0.0184050817077876	0.0104114649341322	0.011423690511579	0.00866953905988271	0.00736532557211204	0.0084030959837664	0.00676693429543217	0.00329394015383457	0.00797954812378639	0.540828130150707	0.0169170203910115
"R23"	0.019541628673223	0.0245473964438871	0.0116317990490428	0.0244886427655475	0.0240953380881221	0.00545815617622378	0.0227785248180214	0.00496539801704995	0.00956586582398143	0.0231609900325085	0.00455557843777373	0.00179309413242065	0.0108888359819393	0.0244886427655475	0.0175385453826052	0.0116249350007599	0.0130113414121384	0.0213489939054257	0.00886257036892961	0.0120002791128994	0.0111585294464072	0.00496539801704995	1.02086284948183	0.0126397550135131	0.143552409644653	0.146789641707882	0.0124302981486465	0.0126107829461248	0.00948925996260456	0.00928448162301517	0.0108526231975515	0.0076542228954907	0.00438194046583209	0.00732168863286447	0.148961940511498	0.14069762191699
"C1"	0.0485560782528286	0.0516849649556221	0.0475254813171474	0.0519791489745198	0.0504860630808586	0.00432916538813466	0.00800437624324819	0.000915104812591408	0.00260196417923955	0.0485306582162033	0.00200342384699262	0.0437253217988546	0.0454172916700213	0.0519791489745198	0.0505527665219352	0.0476598763832417	0.0508141831226605	0.043826209177621	0.00197296299922927	0.00191619238954398	0.00738202416028834	0.000915104812591408	0.00388915538877325	1.03836339851004	0.0311199051079766	0.0336827818426817	0.0277625664687601	0.0350221967809987	0.0288401625470428	0.0209082111316483	0.0257987711751244	0.0220780581915121	0.0117652141331672	0.0105171715275866	0.0274531443777423	0.0200217515390515
"C2"	0.0431498553191798	0.0462550128457453	0.0422806825779017	0.0464039639095919	0.0454405742952951	0.00418245330300345	0.0423295133629068	0.000953768881263088	0.00322300768751749	0.0431999920707446	0.00218331536645772	0.00391456563555007	0.00606256621324245	0.0464039639095919	0.0451430269069218	0.0421835503047514	0.0452385710797522	0.0393179727421735	0.036098625691189	0.00218201688071859	0.0412852562299981	0.000953768881263088	0.0382806425719076	0.0269705844269131	1.0453803280744	0.0450941311935186	0.0241982158881373	0.0262071884007528	0.0209479771807493	0.0233115022945095	0.0255160061335951	0.0178035060605118	0.0104931305409342	0.0142327367123045	0.0286130664378926	0.02456495998911
"C3"	0.00915436370327581	0.0406641875728207	0.0366458654896657	0.0403700392931627	0.0394240052966591	0.032607715318278	0.0370217308975279	0.00102250453932153	0.0316112638411675	0.0377449799464016	0.0306199441983569	0.0036292271444411	0.0344965191224073	0.0403700392931627	0.0396991484101838	0.0366722853444358	0.0395914929708548	0.0335555532084927	0.0306121722905072	0.00200774808902213	0.0355034557776708	0.00102250453932153	0.0326199203795294	0.0243264535530479	0.0375784426612654	1.05694407126474	0.0327700532438557	0.0273607208280789	0.0207079170047779	0.018701069741125	0.0242544604540375	0.0139528216748209	0.00914849099992556	0.0172088247339991	0.030675136179646	0.0197048709940119
"C4"	0.048234657465221	0.0513968895275389	0.0481901259142484	0.0516762470918921	0.0111039547875305	0.043936263935434	0.0471715784811158	0.000800881918010169	0.00286020595981431	0.0485725029695735	0.0414545409393949	0.00419577710809454	0.045602826192884	0.0516762470918921	0.0504653711333573	0.0480171780641526	0.050841564622118	0.00489249814068969	0.00219108727430743	0.00163361984835303	0.00712705916037357	0.000800881918010169	0.00382470712266045	0.0277625664687601	0.0279210183324662	0.045373919876108	1.04504801118041	0.0357135733016902	0.0220908062468507	0.0215658988586418	0.0289497176463473	0.0152707279070813	0.0117707540677086	0.011185123300105	0.0240264575403051	0.0166547586068571
"C5"	0.0457602352808393	0.0488622996388273	0.0450030331454423	0.0490878607854478	0.0475779261439213	0.0405984230269289	0.0439998197821164	0.000815977893684212	0.00267206416201199	0.0457122173653834	0.00225265336177746	0.0407835368540708	0.0426943710514904	0.0490878607854478	0.0479794475719456	0.0451267549528943	0.0482768372263382	0.00485387358392847	0.00191313961531542	0.00168994122643453	0.00749933447698688	0.000815977893684212	0.00360308084174994	0.0325206112966417	0.028079130429378	0.0351780696361014	0.0331626037801408	1.039860015553	0.0272159658216349	0.0220895762789096	0.0289898872039214	0.0208403470447579	0.0111336754807682	0.0123048473425494	0.0244793368105263	0.0174792666550063
"C6"	0.00972630645985911	0.0588306534155739	0.00871862754296792	0.058830050379404	0.0578546057436958	0.00431719608505182	0.00785887401713427	0.000788139914534792	0.00281321894664677	0.0552448314045016	0.00194539651143767	0.0511022384206801	0.0523888900693121	0.058830050379404	0.0580896829642097	0.0547708481949851	0.0583566702060574	0.0047615564658127	0.00189344973570578	0.00155719025069588	0.05374940965806	0.000788139914534792	0.00345063998640166	0.034083828464687	0.0285654234282945	0.0338856823714548	0.0261073164735509	0.0346385019548081	1.03636165178479	0.0216641408235876	0.0272330452340471	0.0260439259921285	0.0105512715638252	0.0151733410828908	0.0236441974360438	0.0153810067232217
"C7"	0.0601420630888799	0.0130235255445123	0.0594574132137314	0.0634010506770409	0.0623266607355596	0.00438354328859333	0.0587633556613646	0.000736532557211204	0.00291621810564359	0.00929090004850494	0.00201334842998834	0.00448036278641311	0.00598297739890682	0.0634010506770409	0.0625283241882785	0.0592998931949854	0.0630325186909927	0.00475920320578849	0.00210062860178173	0.00161316404742434	0.0585636073176074	0.000736532557211204	0.00371379264920607	0.0271806744711428	0.0349672534417643	0.0336619255340251	0.0280356685162344	0.0309254067904734	0.0238305549059463	1.0324431438781	0.0303771850718282	0.022450794744705	0.0124072705992538	0.0174248488592658	0.0220959767163361	0.0175326298042628
"C8"	0.0516993227554195	0.0548486696701598	0.0512411961616845	0.0551006494163934	0.0536521335555845	0.046581350471858	0.00831114361103047	0.0007002579986472	0.00272459681599137	0.0513979480358391	0.0022168407541827	0.00459854239580332	0.00633466973670877	0.0551006494163934	0.0540148581647971	0.0511198924557995	0.0545706140901202	0.004692489864814	0.00207376944115136	0.00154377162469913	0.0498255011650918	0.0007002579986472	0.00361754106585049	0.0279486687730514	0.0318950076669939	0.0363816906810562	0.0313621941168763	0.0338215350712417	0.0249636247978766	0.0253143208931901	1.03575834602029	0.02125748541464	0.0125601392397032	0.0141923081779632	0.021007739959416	0.0168702725210386
"C9"	0.0657263887681805	0.0692031137408104	0.00865694666749784	0.069180169137285	0.0683702675108488	0.00396229900229445	0.00792552502603504	0.000751881588381352	0.00279724932632479	0.0092624626507803	0.0016235305323279	0.0612699419035471	0.00620665274450917	0.069180169137285	0.0683328864591462	0.00887209261278653	0.0688127437028166	0.00462843563085765	0.00176424042974071	0.00163763641269961	0.0643482752516898	0.000751881588381352	0.00340187684244031	0.0318905284988508	0.0296725101008531	0.0279056433496417	0.0220577180880063	0.032418317625179	0.0318314651014904	0.0249453274941166	0.0283433138861867	1.03389662303545	0.0123173883205178	0.0177829536952363	0.0225564476514406	0.0177150964863651
"C10"	0.009786147456785	0.114039592625962	0.110564326167701	0.114392582374715	0.011466785617562	0.00446130597881056	0.00792445969861152	0.000658788030766914	0.00246137444193226	0.00928365782118291	0.00209192450676342	0.00457675494982784	0.00609572865530639	0.114392582374715	0.0117612588365201	0.0089829946625286	0.113738929467308	0.00468207378598239	0.00196416215408597	0.0015413902185797	0.00763550643758877	0.000658788030766914	0.00350555237266567	0.0305895567462347	0.0314793916228025	0.032934567599732	0.0306039605760423	0.031174291346151	0.0232127974404155	0.0248145411985077	0.0301443341752877	0.022171298976932	1.02636458661555	0.012428322356419	0.0197636409230074	0.0176520437562557
"C11"	0.00891228123083021	0.0850614559858933	0.00782101307215661	0.0121130303860666	0.0846194133575177	0.00392079311104405	0.0812993668444054	0.0011399354462552	0.0765621948741722	0.00871045003528648	0.00202813914529315	0.00398416526059023	0.00588202887390741	0.0121130303860666	0.0846202899240223	0.00801708583833317	0.0843680917889399	0.00493504861360731	0.00224582581759311	0.00193799625832944	0.0810512728941785	0.0011399354462552	0.00418382207592255	0.0195318899798037	0.0304987215263667	0.0442512636017121	0.0207723718430521	0.0246096946850988	0.0238438217016856	0.0248926412275226	0.0243296711622226	0.022863797608161	0.00887737311172785	1.03870280725684	0.0341980633876559	0.0159612162414848
"C12"	0.0434213163656036	0.0462941517392708	0.00660381663149573	0.0458907488502268	0.045571014347705	0.00333962234966311	0.0432165119515604	0.0360552086767138	0.0382176486622905	0.0437435466738674	0.0018233864573317	0.00327110420919176	0.0403978177548559	0.0458907488502268	0.044680194226614	0.00673316851526361	0.00928377358066707	0.040638288948991	0.00197627342058462	0.037746910715815	0.00609302092561437	0.0360552086767138	0.0397231841363996	0.0237927251273766	0.0286130664378926	0.0368101634155752	0.0208229298682644	0.0228473810231579	0.0173390781197654	0.0147306511442241	0.0168061919675328	0.0135338685908643	0.00658788030766914	0.0159590962475728	1.08165626030141	0.0338340407820231
"C13"	0.0606074939977244	0.06316581939326	0.00752402769327969	0.0632443900713989	0.0623271107653175	0.00353545843884569	0.0596604423321765	0.00169170203910115	0.00347500640087599	0.0605994015690547	0.00181798148004345	0.00352985607018223	0.00615378476500858	0.0632443900713989	0.0107859935171216	0.00741047584162799	0.00997689366583327	0.0572801363437485	0.00221349154915609	0.0540655572176398	0.00638650263797474	0.00169170203910115	0.0562790487667959	0.0260282770007669	0.036847439983665	0.0354687677892214	0.0216511861889143	0.0244709733170088	0.0169191073955439	0.0175326298042628	0.0202443270252463	0.0159435868377286	0.00882602187812783	0.0111728513690394	0.0507510611730346	1.04747710357077
