"Microtus_arvalis"	"Clethrionomys_centralis"	"Spermophilus_undulatus"	"Apodemus_uralensis"	"Apodemus_agrarius"	"Sorex_araneus"	"Sicista_tianshanica"	"Dryomys_nitedula"	"Arvicola_terrestris"	"Neomys_fodiens"	"Cricetulus_migratorius"	"Cricetus_cricetus"	"Marmota_baibacina"	"Spermophilus_erythrogenys"	"Ctenophthalmus_assimilis"	"Neopsylla_mana"	"Megabothris_rectangulatus"	"Citellophilus_tesquorum"	"Amphipsylla_rossica"	"Hystrichopsylla_talpae"	"Nosopsyllus_consimilis"	"Pectinoctenus_nemorosa"	"Frontopsylla_elata"	"Frontopsylla_protera"	"Amalaraeus_penicilliger"	"Neopsylla_teratura"	"Palaeopsylla_soricis"	"Frontopsylla_elatoides"	"Ceratophyllus_sciurorum"	"Ctenophthalmus_arvalis"	"Amphipsylla_sibirica"	"Frontopsylla_ornata"	"Oropsylla_silantiewi"	"Amphipsylla_primaris"	"Corrodopsylla_birulai"	"Rhadinopsylla_angusta"
"Microtus_arvalis"	1.06848312778028	0.0536171997560616	0.0232831872540284	0.046129188971972	0.0282544463024053	0.0146821138886944	0.0282544463024053	0.0167762467214605	0.0188987050844339	0.0123897741697334	0.0124772350586301	0.00775506713309099	0	0.00233259491013462	0.0496750764901703	0.0513170880229616	0.0453656321412356	0.00166308480385917	0.0422262492187462	0.0470194943751657	0.0470134792370541	0.042592436713619	0.0441673288039885	0.0484707580148114	0.0442555215174782	0.0426757929773174	0.0386330374194289	0.0391940890544898	0.00119830333724718	0.0375381537998416	0.00191489999128791	0.0375310042506307	0	0.00119830333724718	0.00146821138886944	0.00154872177121668
"Clethrionomys_centralis"	0.0574469997386374	1.07515516138685	0.0247011953657801	0.0397575587060218	0.0298363088952559	0.00882514142306009	0.0298363088952559	0.0176560690438004	0.0199769028046532	0.00633291547141381	0.013230782886234	0.00813121261891028	0	0.00244677609745665	0.0512402293597525	0.0538290741440462	0.0482108986803681	0.00176437109755572	0.0448957532475619	0.0499588008554561	0.0499643757383153	0.0452850089911374	0.0469497508915252	0.0499846564537688	0.0470493800886932	0.0453880825166662	0.00358902856752065	0.0420776697098027	0.00126114778884289	0.00357146493737215	0.0383983986209591	0.040313298612247	0	0.00126114778884289	0.00088251414230601	0.000791614433926726
"Spermophilus_undulatus"	0.0498925441157752	0.0494023907315602	1.08222212173223	0.0349887391031941	0.0251080474394613	0.0107974449431216	0.0251080474394613	0.0132518056853722	0.00750871517472254	0.0064782472003782	0.0188803224460422	0.00551069137640571	0	0.00418421594561099	0.0120553608501528	0.0920527508034416	0.00924738689305904	0.0773015801237305	0.00645760384423001	0.0115793182125934	0.0882832810579846	0.00767510307954368	0.00830082934410389	0.0878127661465888	0.0849766832032742	0.0845469404602005	0.00355261019821861	0.0807290360251454	0.000946557548955155	0.00312094893315892	0.00176437109755572	0.00342745590141489	0	0.000946557548955154	0.00107974449431216	0.000809780900047275
"Apodemus_uralensis"	0.0576614862149651	0.0463838184903587	0.0204100978101965	1.05529463411687	0.0336493873806121	0.00988495384151192	0.0336493873806121	0.0199233906470929	0.0225953634069964	0.00708933854550619	0.0148676818351463	0.00917934240044508	0	0.00274445126302428	0.0579986444464524	0.0603779277865341	0.0545940913440387	0.00145786412929975	0.0508552705239707	0.056559342641571	0.0560274687521487	0.0512880450615205	0.0531709920121035	0.0560436712250949	0.0527459091908203	0.0508655486001455	0.0037967122428383	0.00503647861588283	0.0014230993319352	0.0458926592953682	0.00165656494608424	0.00357861448658308	0	0.0014230993319352	0.000988495384151193	0.000886167318188274
"Apodemus_agrarius"	0.0470907438373421	0.046412036059287	0.0195284813418032	0.0448658498408161	1.04235864480578	0.012229100952926	0.0423586448057806	0.0190084260591223	0.022824340953445	0.00874968363267779	0.0130102547286763	0.011482308816032	0	0.00341481749964431	0.0728488580494471	0.0751259849921748	0.0686185193640644	0.00139489152441452	0.00835644771897767	0.0708007746226455	0.0697376643167764	0.0653587462327685	0.0672607746455556	0.0704280030250692	0.0667536377571831	0.0081178479531809	0.00388631201062206	0.00462215570206236	0.00135774471850874	0.00343910187127874	0.00165757271640311	0.00322726417764785	0	0.00135774471850874	0.0012229100952926	0.00109371045408472
"Sorex_araneus"	0.0440463416660832	0.0247103959845683	0.0151164229203703	0.0237238892196286	0.0220123817152669	1.09230450748584	0.0220123817152669	0.0157569179856167	0.0141194782156948	0.0342359537521847	0.00730403567703575	0.012397551526894	0	0.00559307546887883	0.123663361987806	0.123047660315334	0.00808715843238285	0.00107974449431216	0.00564133824179765	0.00994092733799823	0.00890328420168325	0.00578504110591185	0.00696166429055309	0.121500224709661	0.00686478560022402	0.00533196986926827	0.114978156356477	0.00343047002548761	0.00112549414182977	0.00245670677302063	0.00088251414230601	0.00235072553117545	0	0.00112549414182977	0.109230450748584	0.00427949421902309
"Sicista_tianshanica"	0.0470907438373421	0.046412036059287	0.0195284813418032	0.0448658498408161	0.0423586448057806	0.012229100952926	1.04235864480578	0.0190084260591223	0.022824340953445	0.00874968363267779	0.0130102547286763	0.011482308816032	0	0.00341481749964431	0.0728488580494471	0.0751259849921748	0.0686185193640644	0.00139489152441452	0.00835644771897767	0.0708007746226455	0.0697376643167764	0.0653587462327685	0.0672607746455556	0.0704280030250692	0.0667536377571831	0.0081178479531809	0.00388631201062206	0.00462215570206236	0.00135774471850874	0.00343910187127874	0.00165757271640311	0.00322726417764785	0	0.00135774471850874	0.0012229100952926	0.00109371045408472
"Dryomys_nitedula"	0.0359491001174153	0.0353121380876008	0.0132518056853722	0.0341543839664449	0.0244394049331573	0.0112549414182977	0.0244394049331573	1.10893764744933	0.0212007093894019	0.0107945125005215	0.00726453961438233	0.00576240636010421	0	0.000572338878143859	0.091009806902572	0.0125914553191649	0.0875745976381596	0.000946557548955154	0.0848591082011422	0.0102332341893081	0.0876624968564624	0.00659803989504274	0.0083647656774929	0.0892292376090595	0.0075445974439979	0.00573717545877821	0.00367311154164213	0.00340600867504522	0.0792098319606667	0.00262140266918238	0.00126114778884289	0.00245945112609006	0	0.0792098319606667	0.00112549414182977	0.00134931406256519
"Arvicola_terrestris"	0.0472467627110847	0.0466127732108574	0.00876016770384296	0.0451907268139928	0.0342365114301674	0.0117662318464124	0.0342365114301674	0.0247341609543022	1.04035927917316	0.0068791109286961	0.012506685667345	0.0160756577048667	0	0.00472875375843915	0.102105758482001	0.104032582685661	0.0973899701471278	0.000625726264560212	0.0935859133215537	0.0998658563572403	0.0128824255223429	0.00892663776691445	0.0956232443646777	0.0133556018646531	0.00955236403147466	0.00731164291431862	0.00361140414109774	0.00386536025531746	0.00176672578245015	0.00345783904095252	0.00166474190038777	0.00323963399075726	0	0.00176672578245015	0.00117662318464124	0.000859888866087013
"Neomys_fodiens"	0.0464616531365003	0.0221652041499483	0.0113369326006618	0.0212680156365186	0.019686788173525	0.0427949421902309	0.019686788173525	0.0188903968759127	0.0103186663930442	1.10938390077396	0.00202448824848173	0.00870776887589295	0	0.000607788105133374	0.15202690398857	0.0133713383129342	0.00762312736015333	0.000809780900047275	0.00543570645198388	0.00797816914129718	0.00782608042517381	0.00541392443150112	0.00627381329758814	0.150525501209881	0.0062237053315484	0.00428934545443917	0.144501203586985	0.00315011710519068	0.00134931406256519	0.00243488908940495	0.000791614433926726	0.0023403362051434	0	0.00134931406256519	0.00427949421902309	0.138672987596745
"Cricetulus_migratorius"	0.0467896314698629	0.0463077401018189	0.0330405642805738	0.0446030455054389	0.0292730731395216	0.00913004459629469	0.0292730731395216	0.0127129443251691	0.0187600285010174	0.00202448824848173	1.03823254975116	0.0164105656409489	0	0.00677558463352833	0.0146970890790674	0.149062861937623	0.0107959293148863	0.00236004030575527	0.00754336563271721	0.142402024855474	0.141371702631118	0.00832452615467036	0.00988786186308849	0.0127586994029131	0.0106845664604256	0.137211071497151	0.00272571987301845	0.00557354254886328	0.000908067451797792	0.00341811461172205	0.00165384786077925	0.00321350224310801	0	0.000908067451797792	0.000913004459629469	0.000253061031060216
"Cricetus_cricetus"	0.038775335665455	0.037945658888248	0.01285827987828	0.0367173696017803	0.034446926448096	0.0206625858781567	0.034446926448096	0.0134456148402432	0.0321513154097334	0.0116103585011906	0.0218807541879318	1.02964746209674	0	0.00874474548938268	0.186770181058168	0.192384400766419	0.0116447173082469	0.000918448562734286	0.00781728103623621	0.185027320871178	0.0126189838603282	0.00800503996408506	0.0106843162482295	0.0134014429873012	0.00892348852681935	0.00783114652830015	0.00481006458931299	0.0035661618547345	0.000960401060017369	0.00282240158892268	0.00135520210315171	0.00264771329200021	0	0.000960401060017369	0.00206625858781567	0.00145129481264882
"Marmota_baibacina"	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0
"Spermophilus_erythrogenys"	0.0349889236520193	0.034254865364393	0.0292895116192769	0.0329334151562913	0.0307333574967988	0.0279653773443941	0.0307333574967988	0.00400637214700702	0.0283725225506349	0.0024311524205335	0.0271023385341133	0.026234236468148	0	1.02428790308292	0.017300079484941	0.534333867824334	0.00982727495324358	0.00209210797280549	0.00641245745359928	0.0173012705756272	0.0129427983635937	0.00717672863495208	0.00954110551417166	0.0126554378338356	0.00926883660775757	0.00924181142487743	0.00426672924207341	0.00448179347660112	0.00028616943907193	0.00253852308657945	0.00122338804872832	0.00238968550379563	0	0.00028616943907193	0.00279653773443942	0.000303894052566687
"Ctenophthalmus_assimilis"	0.0745126147352554	0.0717363211036535	0.00843875259510693	0.0695983733357429	0.0655639722445023	0.061831680993903	0.0655639722445023	0.0637068648318004	0.0612634550892003	0.060810761595428	0.00587883563162697	0.0560310543174504	0	0.0017300079484941	1.04800938394072	0.0380601748668702	0.0248863615889921	0.000602768042507638	0.0176014757840474	0.0304092347507253	0.0211186961613531	0.0152305833197635	0.0203358712438635	0.0341683550062185	0.0158333513622711	0.00928332001127977	0.0162682671233273	0.00564853333500377	0.0045504903451286	0.00538368604683113	0.00256201146798763	0.00504576529249614	0	0.0045504903451286	0.0061831680993903	0.0076013451994285
"Neopsylla_mana"	0.0699778473040387	0.0685097307287861	0.0585790232385538	0.0658668303125826	0.0614667149935976	0.0559307546887883	0.0614667149935976	0.00801274429401403	0.0567450451012698	0.00486230484106699	0.0542046770682266	0.0524684729362961	0	0.0485758061658486	0.034600158969882	1.06866773564867	0.0196545499064872	0.00418421594561099	0.0128249149071986	0.0346025411512543	0.0258855967271873	0.0143534572699042	0.0190822110283433	0.0253108756676712	0.0185376732155151	0.0184836228497549	0.00853345848414682	0.00896358695320225	0.00057233887814386	0.0050770461731589	0.00244677609745665	0.00477937100759127	0	0.00057233887814386	0.00559307546887883	0.000607788105133374
"Megabothris_rectangulatus"	0.0972120688740764	0.0964217973607361	0.00924738689305904	0.093589870875495	0.0882238106109399	0.00577654173741632	0.0882238106109399	0.0875745976381596	0.0834771172689667	0.00435607277723047	0.0061691024656493	0.00499059313210581	0	0.00140389642189194	0.0355519451271315	0.0308857212816227	1.03359801633422	0.000660527635218503	0.0237953707107807	0.0289455912617166	0.0280732553385626	0.0203862614924122	0.0273426879314928	0.0284242808012518	0.0210467891276307	0.0120152813123991	0.00436256556669799	0.00734456555104734	0.00625532840272569	0.00713998024894817	0.00344363562002629	0.00668403791582884	0	0.00625532840272569	0.000577654173741633	0.000544509097153809
"Citellophilus_tesquorum"	0.0249462720578876	0.0247011953657801	0.541111060866114	0.017494369551597	0.0125540237197306	0.00539872247156082	0.0125540237197306	0.00662590284268608	0.00375435758736127	0.0032391236001891	0.00944016122302108	0.00275534568820286	0	0.00209210797280549	0.00602768042507638	0.0460263754017208	0.00462369344652952	1.03865079006187	0.003228801922115	0.00578965910629672	0.0441416405289923	0.00383755153977184	0.00415041467205194	0.0439063830732944	0.0424883416016371	0.0422734702301002	0.0017763050991093	0.0403645180125727	0.000473278774477577	0.00156047446657946	0.00088218554877786	0.00171372795070745	0	0.000473278774477577	0.000539872247156082	0.000404890450023638
"Amphipsylla_rossica"	0.126678747656239	0.125708109093173	0.00904064538192201	0.12205264925753	0.0150416058941598	0.00564133824179765	0.0150416058941598	0.118802751481599	0.112303095985864	0.0043485651615871	0.00603469250617377	0.00469036862174173	0	0.00128249149071985	0.0352029515680948	0.0282148127958368	0.033313518995093	0.000645760384423001	1.0316422294513	0.0263636728418741	0.0253550246106323	0.0154690168428234	0.0248276081749788	0.0257083925167388	0.0161147772272464	0.0151978242467226	0.00533032939125277	0.0093579606310538	0.00848591082011422	0.00930815197427169	0.00448957532475619	0.00871220024663081	0	0.00848591082011422	0.000564133824179765	0.000543570645198388
"Hystrichopsylla_talpae"	0.0881615519534357	0.0874279014970483	0.0101319034360193	0.0848390139623565	0.0796508714504762	0.00621307958624889	0.0796508714504762	0.00895407991564455	0.0748993922679302	0.00398908457064859	0.0712010124277372	0.0693852453266916	0	0.00216265882195339	0.0380115434384066	0.0475784940829747	0.025327392354002	0.00072370738828709	0.0164772955261713	1.04515214932509	0.0287096102734287	0.0184461991948427	0.0246878152171703	0.0209294272499175	0.0191699065831298	0.0192199363087663	0.00405866192840382	0.00678485084020096	0.000639577136831754	0.00647367731354604	0.00312242505346601	0.00606114345191387	0	0.000639577136831754	0.000621307958624889	0.000498635571331074
