"Lathyrus_latifolius"	"Lathyrus_pratensis"	"Lathyrus_tuberosus"	"Lathyrus_niger"	"Lathyrus_pannonicus"	"Lathyrus_sylvestris"	"Lathyrus_vernus"	"Vicia_cassubica"	"Vicia_pisiformis"	"Vicia_sepium"	"Vicia_sparsifolia"	"Vicia_tenuifolia"	"Vicia_villosa"	"Vicia_cracca"	"Lathyrus_nissolia"	"Vicia_angustifolia"	"Vicia_grandiflora"	"Pisum_sativum"	"Vicia_pannonica_spp._pannonica"	"Vicia_pannonica_spp._striata"	"Lathyrus_hirsutus"	"Lathyrus_odoratus"	"Trifolium_pratense"	"Trifolium_striatum"	"Glycyrrhiza_echinata"	"Galega_officinalis"	"Cytisus_scoparius"	"Astragalus_glycyphyllos"	"Trifolium_fragiferum"	"Coronilla_coronata"	"Anthyllis_vulneraria_ssp._polyphylla"	"Onobrychis_arenaria"	"Coronilla_varia"	"Tetragonolobus_maritimus"	"Trifolium_rubens"	"Astragalus_asper"	"Astragalus_onobrychis"	"Astragalus_varius"	"Astragalus_vesicarius"	"Oxytropis_pilosa"	"Trifolium_alpestre"	"Trifolium_diffusum"	"Trifolium_medium"	"Chamaecytisus_hirsutus"	"Chamaecytisus_supinus"	"Cytisus_sessilifolius"	"Genista_pilosa"	"Genista_tinctoria"	"Laburnum_anagyroides"	"Petteria_ramentacea"	"Spartium_junceum"	"Brucchus_affinis"	"Brucchus_atomarius"	"Brucchus_brachialis"	"Brucchus_libanensis"	"Brucchus_loti"	"Brucchus_luteicornis"	"Brucchus_pisorum"	"Brucchus_rufimanus"	"Brucchus_occidentalis"	"Brucchus_tristiculus"	"Brucchus_venustus"	"Brucchus_viciae"	"Bruchidius_dispar"	"Bruchidius_glycyrhizae"	"Bruchidius_imbricornis"	"Bruchidius_lividimanus"	"Bruchidius_marginalis"	"Bruchidius_martinezi"	"Bruchidius_pauper"	"Bruchidius_picipis"	"Bruchidius_poupillieri"	"Bruchidius_pusillus"	"Bruchidius_seminarius"	"Bruchidius_sericatus"	"Bruchidius_varipes"	"Bruchidius_varius"	"Bruchidius_villosus"
"Lathyrus_latifolius"	1.05673174517882	0.0431309331900412	0.0380739148605887	0.0216609946862499	0.0216609946862499	0.0567317451788166	0.018657830318228	0.018657830318228	0.018657830318228	0.018657830318228	0.018657830318228	0	0	0	0.00205385396143053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30459131888471	0.335840945728103	0	0	0.00821541584572213	0	0	0	0	0	0	0.0180189862081318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lathyrus_pratensis"	0.0287539554600275	1.11363066451728	0.0266642784643859	0.03602603140486	0.03602603140486	0.0287539554600275	0.00208967699564153	0.00208967699564153	0.00208967699564153	0.00208967699564153	0.00208967699564153	0	0	0	0.0530300316436802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.213314227715087	0.0376141859215475	0	0	0.212120126574721	0	0	0	0	0	0	0.203618126455311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lathyrus_tuberosus"	0.0761478297211774	0.0799928353931578	1.07352080721237	0.00528986805182399	0.00528986805182399	0.0761478297211774	0.0026270225088065	0.0026270225088065	0.0026270225088065	0.0026270225088065	0.0026270225088065	0	0	0	0.00380918263776942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.588166457698967	0.0472864051585169	0	0	0.0152367305510777	0	0	0	0	0	0	0.015977073258105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lathyrus_niger"	0.0216609946862499	0.05403904710729	0.00264493402591199	1.06783688578423	0.0678368857842259	0.0216609946862499	0.0190160606603379	0.0190160606603379	0.0190160606603379	0.0190160606603379	0.0190160606603379	0	0	0	0.00257328795749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021159472207296	0.342289091886083	0	0	0.01029315182996	0	0	0	0	0	0	0.292924950743328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lathyrus_pannonicus"	0.0216609946862499	0.05403904710729	0.00264493402591199	0.0678368857842259	1.06783688578423	0.0216609946862499	0.0190160606603379	0.0190160606603379	0.0190160606603379	0.0190160606603379	0.0190160606603379	0	0	0	0.00257328795749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021159472207296	0.342289091886083	0	0	0.01029315182996	0	0	0	0	0	0	0.292924950743328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lathyrus_sylvestris"	0.0567317451788166	0.0431309331900412	0.0380739148605887	0.0216609946862499	0.0216609946862499	1.05673174517882	0.018657830318228	0.018657830318228	0.018657830318228	0.018657830318228	0.018657830318228	0	0	0	0.00205385396143053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30459131888471	0.335840945728103	0	0	0.00821541584572213	0	0	0	0	0	0	0.0180189862081318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lathyrus_vernus"	0.0373156606364559	0.00626903098692459	0.0026270225088065	0.0380321213206759	0.0380321213206759	0.0373156606364559	1.03468863812765	0.0346886381276494	0.0346886381276494	0.0346886381276494	0.0346886381276494	0	0	0	0.000298525285091647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021016180070452	0.624395486297689	0	0	0.00119410114036659	0	0	0	0	0	0	0.0200608991581587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Vicia_cassubica"	0.0373156606364559	0.00626903098692459	0.0026270225088065	0.0380321213206759	0.0380321213206759	0.0373156606364559	0.0346886381276494	1.03468863812765	0.0346886381276494	0.0346886381276494	0.0346886381276494	0	0	0	0.000298525285091647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021016180070452	0.624395486297689	0	0	0.00119410114036659	0	0	0	0	0	0	0.0200608991581587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Vicia_pisiformis"	0.0373156606364559	0.00626903098692459	0.0026270225088065	0.0380321213206759	0.0380321213206759	0.0373156606364559	0.0346886381276494	0.0346886381276494	1.03468863812765	0.0346886381276494	0.0346886381276494	0	0	0	0.000298525285091647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021016180070452	0.624395486297689	0	0	0.00119410114036659	0	0	0	0	0	0	0.0200608991581587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Vicia_sepium"	0.0373156606364559	0.00626903098692459	0.0026270225088065	0.0380321213206759	0.0380321213206759	0.0373156606364559	0.0346886381276494	0.0346886381276494	0.0346886381276494	1.03468863812765	0.0346886381276494	0	0	0	0.000298525285091647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021016180070452	0.624395486297689	0	0	0.00119410114036659	0	0	0	0	0	0	0.0200608991581587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
