"Entacmaea_quadricolor"	"Heteractis_crispa"	"Stichodactyla_mertensii"	"Heteractis_magnifica"	"Amphiprion_clarkii"	"Amphiprion_perideraion"	"Amphiprion_melanopus"	"Amphiprion_sandaracinos"	"Premnas_biaculeatus"
"Entacmaea_quadricolor"	1.24575738529227	0.0410643201340876	0.0435784621831133	0.0029331657238634	0.228786926461345	0.0117326628954536	0.207626230882045	0.0108946155457783	0.207626230882045
"Heteractis_crispa"	0.0615964802011314	1.13220196941127	0.058663314477268	0.0808715692436622	0.307982401005657	0.323486276974649	0.0102660800335219	0.014665828619317	0.0102660800335219
"Stichodactyla_mertensii"	0.06536769327467	0.058663314477268	1.20511208883302	0.00419023674837628	0.32683846637335	0.0167609469935051	0.0108946155457783	0.301278022208255	0.0108946155457783
"Heteractis_magnifica"	0.00879949717159019	0.161743138487324	0.00838047349675257	1.15441022417767	0.043997485857951	0.617640896710664	0.0014665828619317	0.00209511837418814	0.0014665828619317
"Amphiprion_clarkii"	0.228786926461345	0.205321600670438	0.217892310915567	0.014665828619317	1.14393463230673	0.0586633144772679	0.0381311544102242	0.0544730777288917	0.0381311544102242
"Amphiprion_perideraion"	0.0175989943431804	0.323486276974649	0.0167609469935051	0.308820448355332	0.0879949717159019	1.23528179342133	0.0029331657238634	0.00419023674837628	0.0029331657238634
"Amphiprion_melanopus"	0.622878692646134	0.0205321600670438	0.0217892310915567	0.0014665828619317	0.114393463230673	0.0058663314477268	1.10381311544102	0.00544730777288917	0.103813115441022
"Amphiprion_sandaracinos"	0.032683846637335	0.029331657238634	0.60255604441651	0.00209511837418814	0.163419233186675	0.00838047349675257	0.00544730777288917	1.15063901110413	0.00544730777288917
"Premnas_biaculeatus"	0.622878692646134	0.0205321600670438	0.0217892310915567	0.0014665828619317	0.114393463230673	0.0058663314477268	0.103813115441022	0.00544730777288917	1.10381311544102
