"Perca_flavescens"	"Sander_vitreus"	"Notropis_atherinoides"	"Micropterus_dolomieu"	"Esox_lucius"	"Ambloplites_rupestris"	"Amia_calva"	"Ameiurus_nebulosus"	"Coregonus_artedi"	"Osmerus_mordax"	"Percina_caprodes"	"Lepomis_gibbosus"	"Etheostoma_nigrum"	"Oncorhynchus_mykiss"	"Catostomus_commersonii"	"Percopsis_omiscomacush"	"Fundulus_diaphanus"	"Pimephales_notatus"	"Cottus_bairdii"	"Pomoxis_nigromaculatus"	"Prosopium_cylindraceum"	"Sander_canadensis"	"Cyprinella_spiloptera"	"Oncorhynchus_tschawytscha"	"Lepomis_macrochirus"	"Acipenser_fulvescens"	"Echinorhynchus_salmonis"	"Proteocephalus_sp."	"Centrovarium_lobotes"	"Camallanus_oxycephalus"	"Neoechinorhynchus_tenellus"	"Eubothrium_sp."	"Hysterothylacium_brachyurum"	"Spinitectus_carolini"	"Leptorhynchoides_thecatus"	"Pomphorhynchus_bulbocolli"	"Crepidostomum_cooperi"	"Cryptogonimus_chili"	"Azygia_sp."	"Bothriocephalus_claviceps"	"Dichelyne_cotylophora"	"Argulus_sp."	"Bunodera_luciopercae"	"Crepidostomum_cornutum"	"Homalometron_armatum"	"Glossidium_geminum"	"Centrovarium_sp."	"Neochasmus_sp"	"Diplostomum_spathaceum"	"Diplostomum_sp."	"Neascus_sp."	"Posthodiplostomum_sp."	"Gyrodactylus_sp."	"Haplobothrium_globuliforme"	"Corallobothrium_sp."	"Proteocephalus_exiguus"	"Proteocephalus_perplexus"	"Proteocephalus_pinguis"	"Triaenophorus_stizostedionis"	"Bothriocephalus_sp."	"Glaridacris_sp."	"Spinitectus_gracilis"	"Haplonema_immutatum"	"Raphidascaris_sp."	"Cucullanus_sp."	"Spinitectus_sp."	"Rhabdochona_sp."	"Echinorhynchus_sp."
"Perca_flavescens"	1.12166258852062	0.0463663114182785	0.000380745195074502	0.0438710214534301	0.0224870081235639	0.0202884531934553	0.00441292009403907	0.0153705615916581	0.0033762369555003	0.00599978304933891	0.00611350500989734	0.00480676842302191	0.00950867860951701	0.00309488387587527	0.000435568792997944	0.0032086058364337	0.00672434282430869	0.00290489917346364	0.00290489917346364	0.0028274831425605	0.0028274831425605	0.0028274831425605	0	0	0.000381122693873201	0.000551979897836649	0.0448107468749014	0.0464783867754182	0.043025970916881	0.045239730280968	0.0424743559051261	0.00235369756955146	0.0407836514723381	0.0420592237014417	0.0405424262626978	0.00381122693873201	0.0396226766163203	0.0391774366063693	0.00353814450839712	0.0403460569458521	0.0369732760902268	0.00220791959134659	0.0350519558912695	0.0350519558912695	0.00120169210575548	0.00192132019895727	1.73065997761137e-05	1.73065997761137e-05	1.73065997761137e-05	1.73065997761137e-05	1.73065997761137e-05	1.73065997761137e-05	1.73065997761137e-05	0.000551615011754883	0.00192132019895727	0.000562706159250049	0.000551615011754884	0.00160621486596885	0.0369838855336978	1.73065997761137e-05	0.000108892198249486	0.0350519558912695	0.000551615011754884	1.73065997761137e-05	0.00193192964242827	1.73065997761137e-05	0	0
"Sander_vitreus"	0.0618217485577047	1.10437318986397	0.000476941729045115	0.0376984093055064	0.0342182294832288	0.0152683525799484	0.00556352432718614	0.00121181050761373	0.00425265979339782	0.00746006028734124	0.00753586068808168	0.000616551663076589	0.00438044921183705	0.00389827147728133	0.000436819530647825	0.00397407187802176	0.00871772349456247	0.00356178881005991	0.00356178881005991	0.00359185478870492	0.00359185478870492	0.00359185478870492	0	0	0.000382217089316847	0.0131472998793329	0.0564756095319435	0.0569886209609586	0.054244362190065	0.0574696766192787	0.0535489216491666	0.00294836705227889	0.0522765589341709	0.00539482705192016	0.00753337207150135	0.00382217089316847	0.00491196241066285	0.0498323996853689	0.0484597088264673	0.0523063409673748	0.00208340595587999	0.0525891995173317	0.00193192964242827	0.00193192964242827	0.000154137915769147	0.000151476313451716	2.16791695020507e-05	2.16791695020507e-05	2.16791695020507e-05	2.16791695020507e-05	2.16791695020507e-05	2.16791695020507e-05	2.16791695020507e-05	0.000695440540898268	0.000151476313451716	0.000708776632232969	0.000695440540898268	0.00244415924880205	0.0479474792200936	2.16791695020507e-05	0.000109204882661956	0.00193192964242827	0.000695440540898268	2.16791695020507e-05	0.0460155495776654	2.16791695020507e-05	0	0
"Notropis_atherinoides"	0.000553811192835639	0.000520300068049217	1.30452193436938	0.000506242621835559	0.000395145866912703	0.00037045378377535	1.28201302646615e-05	1.43122363328282e-05	0.00912130769914098	0.0084626596327686	0.000113108426652832	8.85634224205189e-06	0.000113284205600702	0.00836119872421256	6.52830171960146e-06	1.16475180968088e-05	7.08832168693898e-06	0.000101460908556024	0.000101460908556024	5.93525409215747e-06	5.93525409215747e-06	5.93525409215747e-06	0	0	5.71226400465128e-06	6.19404842915733e-06	0.00514435465683543	0.00162337453689638	0.00012499627008045	9.49640654745195e-05	0.000123393753797367	0.0643174124652828	9.25226051494211e-05	7.7492994617954e-05	0.000101714584295316	5.71226400465127e-05	7.0939782268067e-05	6.42979003699424e-05	4.99038742815294e-05	4.25299301216338e-05	1.90956293177173e-05	2.47761937166293e-05	1.73065997761137e-05	1.73065997761137e-05	2.21408556051297e-06	1.78902954160353e-06	0.0592964515622448	0.0592964515622448	0.0592964515622448	0.0592964515622447	0.0592964515622447	0.0592964515622447	0.0592964515622448	1.60251628308269e-06	1.78902954160353e-06	0.00152021794985683	1.60251628308269e-06	2.82247047794788e-05	3.89857692781644e-05	0.0592964515622448	1.63207542990036e-06	1.73065997761137e-05	1.60251628308269e-06	0.0592964515622448	2.16791695020507e-05	0.0592964515622448	0	0
"Micropterus_dolomieu"	0.0701936343254881	0.0452380911666077	0.000556866884019115	1.06434902202613	0.0327583999524723	0.0296950271044892	0.00645302794204516	0.00783167225836364	0.00493721122476398	0.00877694952552569	0.00894399260864907	0.00692524079980165	0.014072702189727	0.00452577695603365	0.000637327880509131	0.00469282003915702	0.000741540279626695	0.00425117256949204	0.00425117256949204	0.00413515814371153	0.00413515814371153	0.00413515814371153	0	0	0.000557661895445489	0.000538548704364377	0.0655275316395748	0.0680187611118727	0.0629170224349404	0.0661625302993845	0.0621103939421847	0.0034424498284818	0.0596358083501439	0.0605958569982645	0.0602254734769094	0.00557661895445489	0.0589291777214095	0.0572959226392531	0.00422480617616619	0.00444924167776017	0.00317251010496696	0.00215419481745751	0.0021935510726715	0.0021935510726715	0.00173131019995041	0.000978959032295454	2.5312131091778e-05	2.5312131091778e-05	2.5312131091778e-05	2.53121310917779e-05	2.53121310917779e-05	2.5312131091778e-05	2.5312131091778e-05	0.000806628492755645	0.000978959032295455	0.000822868537460663	0.000806628492755645	0.00233988571089087	0.00407847153794682	2.5312131091778e-05	0.000159331970127283	0.0021935510726715	0.000806628492755645	2.5312131091778e-05	0.00188492046527532	2.5312131091778e-05	0	0
"Esox_lucius"	0.0513988757110031	0.0586598219712493	0.000620943505148533	0.0467977142178175	1.1030036409205	0.0337204300191449	0.00914143065060307	0.00132032933812371	0.0067822994220888	0.0067540497439169	0.00135931752738417	0.000814256185771051	0.00124656560328221	0.0062171078035814	0.000402131181757719	0.000822375587048669	0.000736431657231074	0.000536941940335501	0.000536941940335501	0.000470510803010665	0.000470510803010665	0.000470510803010665	0	0	0.000351864784038004	0.000698331213943444	0.0917966051572842	0.00859107104536801	0.08912894884338	0.00752817284817064	0.0879862700120545	0.00383855985000911	0.0851762341771257	0.0071247416254967	0.0855421107632525	0.00351864784038004	0.00425774197768028	0.00639025982566178	0.081230133600266	0.00441858994338644	0.00177125603323431	0.00279332485577378	0.00160621486596885	0.00160621486596885	0.000203564046442763	0.000165041167265464	2.82247047794788e-05	2.82247047794788e-05	2.82247047794788e-05	2.82247047794788e-05	2.82247047794788e-05	2.82247047794788e-05	2.82247047794788e-05	0.00114267883132538	0.000165041167265464	0.0011303832370148	0.00114267883132538	0.078785974351464	0.00405037411477091	2.82247047794788e-05	0.00010053279543943	0.00160621486596885	0.00114267883132538	2.82247047794788e-05	0.00244415924880206	2.82247047794788e-05	0	0
"Ambloplites_rupestris"	0.0541025418492141	0.0305367051598968	0.000679165270254809	0.0494917118408153	0.0393405016890024	1.05556369905565	0.00999598235456872	0.0119229114450795	0.00741653779516622	0.00739135314131635	0.0113255926023922	0.0110140347698158	0.00134303495640219	0.00679849297890237	0.0114771377941123	0.0107327324399783	0.000538739481415207	0.000592860162413981	0.000592860162413981	0.000690236870129955	0.000690236870129955	0.000690236870129955	0	0	0.0100424955698483	0.000363532204284486	0.100378935230197	0.0094857625986237	0.0974608279570451	0.0110437899220793	0.0962113301627239	0.00419847621612063	0.00824768857475315	0.0963728042358885	0.0949389674477283	0.100424955698483	0.00450104876392926	0.00543765273982441	0.00408239854992444	0.00323243688849124	0.00318106836342288	0.00145412881713794	0.00169070443278794	0.00169070443278794	0.00275350869245395	0.00149036393063494	3.08711486479459e-05	3.08711486479459e-05	3.08711486479459e-05	3.08711486479458e-05	3.08711486479458e-05	3.08711486479458e-05	3.08711486479459e-05	0.00124949779432109	0.00149036393063494	0.0012360896325277	0.00124949779432109	0.00281003583492874	0.00296306714778364	3.08711486479459e-05	0.00286928444852808	0.00169070443278794	0.00124949779432109	3.08711486479459e-05	0.0012723627149957	3.08711486479459e-05	0	0
"Amia_calva"	0.0176516803761563	0.0166905729815584	3.52553582278191e-05	0.0161325698551129	0.0159975036385554	0.0149939735318531	1.24721515435543	0.000489055651179723	0.000347596690791131	0.00047249604866804	0.000458159330342915	0.000313985088850481	0.000396771825594356	0.00031863029989187	0.000173882924415909	0.000304293581566746	0.000226737373209664	0.00015386574877617	0.00015386574877617	0.000152146022702826	0.000152146022702826	0.000152146022702826	0	0	0.00015214755886392	0.000198697297399505	0.00466220036927143	0.00246185198041872	0.160347754965485	0.00243433636324521	0.00444586067105527	0.000217942214499245	0.00319636287673418	0.00274736952744171	0.003750420130157	0.0015214755886392	0.00145743646090912	0.0020536840454088	0.00183811937222365	0.00136042423925798	0.000612746968152349	0.00079478918959802	0.000551615011754884	0.000551615011754883	7.84962722126201e-05	6.11319563974654e-05	1.60251628308269e-06	1.60251628308269e-06	1.60251628308269e-06	1.60251628308269e-06	1.60251628308269e-06	1.60251628308269e-06	1.60251628308269e-06	0.155901894294429	6.11319563974654e-05	5.79327817985219e-05	0.155901894294429	0.00114267883132538	0.00124705555265315	1.60251628308269e-06	4.34707311039771e-05	0.000551615011754884	0.155901894294429	1.60251628308269e-06	0.000695440540898269	1.60251628308269e-06	0	0
"Ameiurus_nebulosus"	0.0614822463666325	0.00363543152284118	3.93586499152777e-05	0.0195791806459091	0.0023105763417165	0.0178843671676192	0.000489055651179723	1.20466189284098	0.000370588340866192	0.000568966619141655	0.000638520390962003	0.0182321623255306	0.00074362488197193	0.000339705979127342	0.000210740952996241	0.00040925975094769	0.000376872093165269	0.000229260640014313	0.000229260640014313	0.000224861417075979	0.000224861417075979	0.000224861417075979	0	0	0.000184398333871711	4.32789467004903e-05	0.00494867963072131	0.00366817024022901	0.0047682925990023	0.00359778267321566	0.00470716064260484	0.00024330801765808	0.0032167967119699	0.159531420348393	0.00455568432915312	0.00184398333871711	0.0030861854517457	0.00305175554470444	0.00031651748071718	0.00226123255899162	0.15250405680408	0.000173115786801961	0.00192132019895727	0.00192132019895727	0.00455804058138266	0.150582736605123	1.78902954160353e-06	1.78902954160353e-06	1.78902954160353e-06	1.78902954160353e-06	1.78902954160353e-06	1.78902954160353e-06	1.78902954160353e-06	6.11319563974654e-05	0.150582736605123	6.17647234776986e-05	6.11319563974654e-05	0.000165041167265464	0.00207279651240898	1.78902954160353e-06	5.26852382490603e-05	0.00192132019895727	6.11319563974654e-05	1.78902954160353e-06	0.000151476313451716	1.78902954160353e-06	0	0
"Coregonus_artedi"	0.0180065970960016	0.0170106391735913	0.0334447948968503	0.0164573707492133	0.0158253653182072	0.0148330755903324	0.000463462254388175	0.000494117787821589	1.13339928612206	0.0395532348441393	0.000924015887319401	0.000315697535613661	0.000871114798298306	0.0389493456118885	0.000182340954317077	0.000320126655068643	0.000231178689360549	0.000603889232250758	0.000603889232250758	0.000160578320041201	0.000160578320041201	0.000160578320041201	0	0	0.000159548335027442	0.00020250760920942	0.209690247429158	0.00966222771601212	0.00451875698028471	0.00256925312065921	0.00446082419848618	0.206749641180529	0.00322473456595848	0.00276235343661953	0.00375204756625322	0.00159548335027442	0.00160335339628529	0.00209435132894368	0.00183915986924777	0.00138707213616329	0.000624470882727748	0.000810030436837678	0.000562706159250049	0.000562706159250049	7.89243839034151e-05	6.17647234776985e-05	0.00152021794985683	0.00152021794985683	0.00152021794985683	0.00152021794985683	0.00152021794985683	0.00152021794985683	0.00152021794985683	5.79327817985218e-05	6.17647234776986e-05	0.188899881020343	5.79327817985218e-05	0.0011303832370148	0.00127148279148302	0.00152021794985683	4.55852385792692e-05	0.000562706159250049	5.79327817985218e-05	0.00152021794985683	0.00070877663223297	0.00152021794985683	0	0
"Osmerus_mordax"	0.0319988429298075	0.029840241149365	0.0310297519868182	0.029256498418419	0.0157594494024728	0.0147827062826327	0.000629994731557387	0.00075862215885554	0.0395532348441393	1.04852011766893	0.0130750998657488	0.000445824555594561	0.0132244701101362	0.036257131940461	0.000448260965643139	0.000812114137281154	0.000407874040505459	0.0122629857284676	0.0122629857284676	0.000419885792343407	0.000419885792343407	0.000419885792343407	0	0	0.000392228344937747	0.000355240966063868	0.196473541028533	0.196207771655482	0.00614244863268452	0.00671817267749451	0.00606369929123985	0.191820285009421	0.00483180710102045	0.00390096486145241	0.00482035591001631	0.00392228344937747	0.00576890629001149	0.00370613214370097	0.00236901833854302	0.00244724424303275	0.00109479161141343	0.00142096386425547	0.000999963841556485	0.000999963841556484	0.00011145613889864	9.48277698569425e-05	0.0014104432721281	0.0014104432721281	0.0014104432721281	0.0014104432721281	0.0014104432721281	0.0014104432721281	0.0014104432721281	7.87493414446733e-05	9.48277698569426e-05	0.00659220580735654	7.87493414446733e-05	0.00112567495731948	0.00224330722278002	0.0014104432721281	0.000112065241410785	0.000999963841556485	7.87493414446733e-05	0.0014104432721281	0.00124334338122354	0.0014104432721281	0	0
