"Prunus_mahaleb"	"Crataegus_monogyna"	"Juniperus_phoenicea"	"Berberis_vulgaris"	"Hedera_helix"	"Rosa_canina"	"Lonicera_arborea"	"Juniperus_sabina"	"Taxus_baccata"	"Juniperus_communis"	"Daphne_laureola"	"Rhamnus_myrtifolius"	"Rubus_ulmifolius"	"Sorbus_aria"	"Amelanchier_ovalis"	"Arum_italicum"	"Prunus_prostrata"	"Rhamnus_saxatilis"	"Rubia_peregrina"	"Cotoneaster_granatensis"	"Juniperus_oxycedrus"	"Lonicera_splendida"	"Lonicera_etrusca"	"Paeonia_officinalis"	"Polygonatum_odoratum"	"Turdus_viscivorus"	"Phoenicurus_ochruros"	"Turdus_merula"	"Fringilla_coelebs"	"Turdus_torquatus"	"Parus_ater"	"Turdus_iliacus"	"Erithacus_rubecula"	"Sylvia_communis"	"Sylvia_atricapilla"	"Garrulus_glandarius"	"Phoenicurus_phoenicurus"	"Turdus_pilaris"	"Coccothraustes_coccothraustes"	"Parus_major"	"Columba_palumbus"	"Parus_caeruleus"	"Parus_cristatus"	"Corvus_corone"	"Sylvia_melanocephala"	"Sitta_europaea"	"Sylvia_cantillans"	"Dendrocopos_major"	"Serinus_serinus"	"Pica_pica"	"Sylvia_borin"	"Turdus_philomelos"	"Loxia_curvirostra"	"Serinus_citinella"	"Sylvia_conspicillata"	"Corvus_corax"	"Ficedula_hypoleuca"	"Emberiza_cia"
"Prunus_mahaleb"	1.12971973631998	0.0434295086157256	0.0150973867137425	0.0241064369757556	0.00856321799574267	0.00667725733256393	0.0134658693775272	0.00552096080456006	0.0110070813740682	0.00550348589629478	0.00793516846332817	0.00675019869367341	0.0231029168558869	0.000320728220131795	0.00523546516039253	0.00234482268780102	0.00234482268780102	0.00331881616623838	0.0067128435007703	0.00234482268780102	0.00122552539803846	0.0042746057114204	0.00228441407147956	0.00102362081130428	0.00102362081130428	0.0318636603489999	0.0293372858234922	0.0327558659617369	0.0278626829591717	0.00641456440263591	0.0274129688577547	0.00809083170115901	0.0317088450359217	0.0249966973574106	0.0280775269121992	0.0244201727194397	0.0245803720197174	0.00310405075403086	0.0255254438886042	0.0261823731030493	0.0256584638949484	0.0244423731908262	0.0235814290131207	0.0258332129776013	0.0225943947263996	0.0235814290131207	0.0225943947263996	0.0225943947263996	0.0225943947263996	0.00184797846442659	0.0225943947263996	0.00268785825088889	0.00140436287000628	0.0225943947263996	0.0238778901072822	0.000987034286721037	0.0238778901072822	0.000987034286721037
"Crataegus_monogyna"	0.0493517143360518	1.09366447560824	0.0226374333633069	0.0327777111829848	0.0105594446442882	0.0234089102927717	0.0159458827647352	0.00870672673574652	0.0133870363306316	0.00867299514265713	0.00866953300365539	0.00196665754338956	0.0125975815752504	0.00169036542625746	0.00426211144978783	0.0025567084103165	0.0025567084103165	0.00332931106752094	0.00313671254190485	0.0025567084103165	0.00137928671237105	0.00469607847828869	0.00248811295649461	0.00116756347302292	0.00116756347302292	0.0358614545216472	0.00692736400799336	0.0373620311367333	0.030911517305117	0.0338073085251491	0.0298573554779354	0.03421687663301	0.0333394784950459	0.00220968535344131	0.0304373633286143	0.0271006802828497	0.00248544308620209	0.0287473354316763	0.0294004269468124	0.0289832516395243	0.0288046695677799	0.0270136776382488	0.0258430450959993	0.0291419854986738	0.000987034286721037	0.0258430450959993	0.000987034286721037	0.000987034286721037	0.000987034286721037	0.0260266433515277	0.000987034286721037	0.027018933345646	0.0263190677025765	0.000987034286721037	0.0016868999297905	0.0248560108092783	0.0016868999297905	0.0248560108092783
"Juniperus_phoenicea"	0.0419371853159513	0.0553359482214169	1.04878992161745	0.0294233986706093	0.0130318455249515	0.0273453561156865	0.0137197798385559	0.0182008594564544	0.0253788113898301	0.0182549342084804	0.00154425484655858	0.00313319244904558	0.00869094010161478	0.00354915248952447	0.00103579124239248	0.00271091184110396	0.00271091184110396	0.00395585771357546	0.00347425356493948	0.00271091184110396	0.0027885917458241	0.000648795922665863	0.000277688672921638	0.00234201935078651	0.00234201935078651	0.0725033853914267	0.00700578142476106	0.0749446192251682	0.00519550149641916	0.0709830497904893	0.00333226407505966	0.0703506131703016	0.0088534197676189	0.00190061597278754	0.00551613252139796	0.0603624856496944	0.0024117781146341	0.0622836623674132	0.0636577461187892	0.00410245640682759	0.0637741547824068	0.00314721455997689	0.00209637889316941	0.0632334072621473	0.000838743706319026	0.00209637889316941	0.000838743706319026	0.000838743706319025	0.000838743706319026	0.00230847085365786	0.000838743706319026	0.00344954994972605	0.00296671994408079	0.000838743706319026	0.00132157371196429	0.00125763518685038	0.00132157371196429	0.00125763518685038
"Berberis_vulgaris"	0.0430472088852778	0.0515078318589762	0.0189150420025346	1.05572255327788	0.0170731601723322	0.0147157330998849	0.0217589542587681	0.012329990892809	0.013686708740308	0.00860787396285826	0.012635316222713	0.0109770844903355	0.0135303982788423	0.0023704167407924	0.00502645246943517	0.00368236017433495	0.00368236017433495	0.00677965819871958	0.00430791826473005	0.00368236017433495	0.00190406846250515	0.00362261447810114	0.000433374192162894	0.00166694693018165	0.00166694693018165	0.0495057800251339	0.0463979705961416	0.0533423017658127	0.0446493640031355	0.047408334815848	0.00520049030595472	0.0481047582718407	0.0483699178596791	0.00233061934842958	0.0444953991768792	0.00308241238676249	0.0403948351622096	0.0408455784305811	0.00485756500177454	0.0425241989427293	0.00479861907931757	0.0397359536227364	0.00203157671995501	0.0420197883788248	0.000860944177705556	0.00203157671995502	0.000860944177705556	0.000860944177705556	0.000860944177705556	0.0388750094450308	0.000860944177705556	0.00284205465426128	0.00209036586099226	0.000860944177705556	0.00161263297097458	0.00117063254224946	0.00161263297097458	0.00117063254224946
"Hedera_helix"	0.0305829214133667	0.0331868260249056	0.0167552299606519	0.0341463203446645	1.03060101835653	0.0162875297208833	0.0316838564649979	0.0149152141152082	0.0205231331993359	0.0149215963762262	0.0126569622202	0.00799883878470692	0.0199375415911352	0.00428530891177317	0.00563185818593167	0.00334905843151717	0.00334905843151717	0.00905911409097254	0.00428780479851156	0.00334905843151717	0.00337244931531125	0.00628385394882262	0.000490063064394576	0.00283935857512688	0.00283935857512688	0.0876836821980926	0.0833777147726426	0.0908594744040601	0.0811130723819926	0.0857061782354635	0.00588075677273491	0.0861810173275799	0.012232796553367	0.00243393376086011	0.0806497500942945	0.00229675058321302	0.00316430966659936	0.00392257420338177	0.00459741701572672	0.00592775044074923	0.00507160604579413	0.00258541591516879	0.00136590447428792	0.00500778343561472	0.000611658428267333	0.00136590447428792	0.000611658428267334	0.000611658428267333	0.000611658428267334	0.00197375748690146	0.000611658428267333	0.0028798578530833	0.00177221665357579	0.000611658428267334	0.00171929962777484	0.000754246046020583	0.00171929962777484	0.000754246046020583
"Rosa_canina"	0.0208664291642623	0.0643745033051222	0.0307635256301473	0.0257525329247985	0.0142515885057729	1.05727869486342	0.0148978225328455	0.0136610663712704	0.0215847871483734	0.0137044316114755	0.00154941367828307	0.00326530089143328	0.0204049979393178	0.00390271896452402	0.00104260054676618	0.00294096973211843	0.00294096973211843	0.00432201019811859	0.0038186384739174	0.00294096973211843	0.00307021173073668	0.000620848440841756	0.000264088795823355	0.00255710620986553	0.00255710620986553	0.0798255049991537	0.00710366811641867	0.0818273987156969	0.00499463503025761	0.0780543792904804	0.00316906554988026	0.077956965837867	0.00921272453406961	0.00218737932556691	0.00597303391667594	0.00358947023381388	0.00188127871726693	0.070171793398235	0.0710184378595508	0.00382145231249197	0.00630896259173477	0.00280011879532628	0.00188038547658348	0.00587531018968373	0.000417328583285246	0.00188038547658348	0.000417328583285246	0.000417328583285246	0.000417328583285246	0.00238279021204104	0.000417328583285246	0.0686765863188906	0.0675429753222618	0.000417328583285246	0.00155093957991401	0.00146305689329823	0.00155093957991401	0.00146305689329823
"Lonicera_arborea"	0.0374051927153532	0.0389788245360194	0.0137197798385559	0.0338472621803059	0.0246429994727761	0.0132425089180848	1.03640117907968	0.011970469681287	0.0166266704396463	0.0119533319146531	0.0161794454228279	0.0065094832252032	0.0163509285286172	0.00340790690044695	0.00976090704056392	0.00278490760727639	0.00278490760727639	0.00736476518375225	0.00358481443114922	0.00278490760727639	0.00269443695698577	0.010283453989222	0.00551387050867215	0.0022701897738499	0.0022701897738499	0.0700553608816301	0.0671817365723752	0.0726460727631969	0.0667741687276985	0.0681581380089389	0.0661664461040658	0.0685900303409307	0.0123532280022355	0.00225395784442178	0.0651116901486495	0.00239619622115657	0.00304184851732805	0.00368457996638359	0.00426301993101477	0.0624430909823375	0.00463069631509977	0.00284281702227947	0.00163398623012569	0.00480207398143905	0.000748103854307064	0.00163398623012569	0.000748103854307064	0.000748103854307064	0.000748103854307064	0.0020947131679724	0.000748103854307064	0.00262192410145543	0.00171353918319893	0.000748103854307064	0.00165648877256357	0.000885882375818623	0.00165648877256357	0.000885882375818623
"Juniperus_sabina"	0.0276048040228003	0.0383095976372847	0.032761547021618	0.0345239744998651	0.0208812997612915	0.0218577061940326	0.0215468454263166	1.03030114443388	0.0217108506710351	0.0202126524215263	0.00168895886257331	0.00474042084903569	0.0126732827174033	0.0058659866962953	0.00116076149723342	0.00426303987550027	0.00426303987550027	0.00617982670629595	0.00535483275386156	0.00426303987550027	0.00457001490376219	0.000667897225757654	0.000259152198098928	0.0038363286034305	0.0038363286034305	0.118820387497817	0.00854816448716493	0.122762515309776	0.00572243038722216	0.117319733925906	0.00310982637718714	0.116120782957552	0.0102410705296746	0.00214863946817756	0.00625952734286071	0.0032428546996761	0.00257516531124285	0.00528986434562803	0.00596588950374283	0.00406393466926192	0.00662104810876842	0.00265576784331156	0.00142276875403066	0.107505968232345	0.000552096080456006	0.00142276875403066	0.000552096080456006	0.000552096080456006	0.000552096080456006	0.00210367176285555	0.000552096080456006	0.00294085057277965	0.00223677931070169	0.000552096080456006	0.00125616734253397	0.000870672673574653	0.00125616734253397	0.000870672673574653
"Taxus_baccata"	0.034397129293963	0.0368143499092368	0.0285511628135589	0.023951740295539	0.0179577415494189	0.0215847871483734	0.0187050042446021	0.0135692816693969	1.03422473042814	0.0200120722103554	0.00443506204697468	0.00716866516637025	0.0160692577630554	0.00384340398680726	0.00765267049015334	0.00582923508073211	0.00582923508073211	0.0108320614652993	0.00670440799504039	0.00582923508073211	0.00304488071386351	0.000738540584222395	0.000349902564066909	0.00261938787635156	0.00261938787635156	0.0791668985604513	0.0736725729907059	0.0838204120432498	0.00544093228217681	0.0768680797361452	0.00419883076880291	0.0776444578626834	0.0770363329051331	0.00269808046077796	0.00614903367851318	0.00311080806840812	0.00273813940987689	0.00462733397557144	0.0690989029169399	0.00397360131116271	0.0697510609412021	0.00238005165281298	0.00152463235654373	0.00532315553161706	0.000687942585879261	0.00152463235654374	0.000687942585879261	0.000687942585879261	0.000687942585879261	0.00169210906693372	0.000687942585879261	0.00307847550982978	0.00218573896743781	0.000687942585879261	0.00158067912827123	0.000836689770664474	0.00158067912827123	0.000836689770664474
"Juniperus_communis"	0.0275174294814739	0.0381611786276914	0.0328588815752647	0.0241020470960031	0.0208902349267166	0.0219270905783608	0.0215159974463756	0.0202126524215263	0.0320193155365687	1.03042885644423	0.00160612801231333	0.00470195196697543	0.0126989277626984	0.00588086535534595	0.00118728895198815	0.0042847254806154	0.0042847254806154	0.00622076007262504	0.00537903972083439	0.0042847254806154	0.00458153825983651	0.000638765166223526	0.000258309050340383	0.00384594921904837	0.00384594921904837	0.119119994755749	0.00882366552145345	0.123070375009548	0.00532638562236399	0.117617307106919	0.0030997086040846	0.1164191637615	0.0105306302776084	0.00215235119658512	0.00587219031762468	0.00324314152474323	0.00219479464707788	0.00492402349254712	0.00661479190692632	0.00367453469318549	0.108287234390202	0.00227843550018102	0.00141764810389519	0.00612519416318169	0.000550348589629478	0.00141764810389519	0.000550348589629478	0.000550348589629478	0.000550348589629478	0.00172808691055154	0.000550348589629478	0.00294323866222984	0.00223774267541326	0.000550348589629478	0.00125584457644605	0.000867299514265713	0.00125584457644605	0.000867299514265713
