"Cirsium_arvense"	"Angelica_archangelica"	"Anthriscus_sylvestris"	"Epilobium_hirsutum"	"Umbellifer_sp1_M_PL_046"	"Lathyrus_pratensis"	"Unidentified_sp27_M_PL_046"	"Chamaenerium_angustifolium"	"Cirsium_pratensis"	"Rubus_fruticosus"	"Trfolium_sp1_M_PL_046"	"Trifolium_arvense"	"Torilis_japonica"	"Stachys_sylvatica"	"Ranunculus_sp1_M_PL_046"	"Silene_dioica"	"Meligethes_sp1_M_PL_046"	"Unidentified_sp1_M_PL_046"	"Unidentified_sp2_M_PL_046"	"Musca_sp1_M_PL_046"	"Unidentified_sp3_M_PL_046"	"Unidentified_sp4_M_PL_046"	"Unidentified_sp5_M_PL_046"	"Lucilia_sp1_M_PL_046"	"Unidentified_sp6_M_PL_046"	"Bombus_pascuorum"	"Bombus_terrestris"	"Pieris_sp1_M_PL_046"	"Unidentified_sp7_M_PL_046"	"Unidentified_sp8_M_PL_046"	"Meligethes_sp2_M_PL_046"	"Unidentified_sp10_M_PL_046"	"Unidentified_sp11_M_PL_046"	"Unidentified_sp12_M_PL_046"	"Unidentified_sp9_M_PL_046"	"Bombus_lapidarius"	"Unidentified_sp13_M_PL_046"	"Unidentified_sp14_M_PL_046"	"Unidentified_sp15_M_PL_046"	"Unidentified_sp16_M_PL_046"	"Unidentified_sp17_M_PL_046"	"Apis_mellifera"	"Asilus_sp1_M_PL_046"	"Andreana_sp1_M_PL_046"	"Cetonia_aurata"	"Colias_croceus"	"Unidentified_sp18_M_PL_046"	"Rhynconycha_sp1_M_PL_046"	"Unidentified_sp19_M_PL_046"	"Unidentified_sp20_M_PL_046"	"Unidentified_sp21_M_PL_046"	"Unidentified_sp22_M_PL_046"	"Vespula_sp1_M_PL_046"	"Ichneumonidae_1"	"Inachis_io"	"Pararge_aegeria"	"Unidentified_sp23_M_PL_046"	"Unidentified_sp24_M_PL_046"	"Unidentified_sp25_M_PL_046"	"Unidentified_sp26_M_PL_046"
"Cirsium_arvense"	1.05156067532744	0.0314777556519154	0.0263331515258232	0.0325867078499739	0.0268780230661307	0.0225957596388177	0.0245312536137576	0.0179082184788646	0.0227535752646412	0.014955962078538	0.0121297236114641	0.0162854468735277	0.0108164578702008	0.011549360360831	0.00636902526426261	0.00460223685714557	0.0259222596591792	0.025346980052036	0.025346980052036	0.0248484479827513	0.0246662313547406	0.0236244239163873	0.0231443641956605	0.0226778363644503	0.0223284715670193	0.0220932218790135	0.0222964697847266	0.0219124159262282	0.0220137883690247	0.0216807708062311	0.0210975489326002	0.0208955263808151	0.0208897330434315	0.0208897330434315	0.0208646036987234	0.0206307114652169	0.0203264756202279	0.020465505175249	0.00327114896559747	0.0203959113358977	0.0204849160335423	0.0200470550572393	0.0199770154200331	0.00222518475762742	0.0194230705101519	0.0194883494562049	0.00234562343774105	0.0186932375056824	0.00104944923217156	0.00114781539193184	0.00111181340962854	0.00115870678786761	0.00111096787978018	0.000584304849263711	0.000497450513301794	0.0175260112554573	0.000564893990970442	0.000491657175918218	0.000582921400961397	0.000526663030516464
"Angelica_archangelica"	0.0349752840576838	1.05746298885883	0.0317438274061449	0.0255638713226588	0.0335059767586068	0.0267671179176255	0.0241027442415594	0.0171637763901181	0.0171190898138954	0.0122198818065678	0.0174072657491966	0.009468407727997	0.0106534496490382	0.00607811875632593	0.00683801073092043	0.00226352214616711	0.0272950423681195	0.0270121020998486	0.0270121020998486	0.0266047727062963	0.0265966194416367	0.0256441689522428	0.025341002124123	0.024671491903	0.024313541820286	0.00449094115551363	0.0236556981089288	0.0044443915248622	0.0244581424579625	0.0233174907712948	0.0230590001439554	0.0232773548103864	0.0232848309553141	0.0232848309553141	0.0234700934651172	0.00293732997444626	0.00256514599344619	0.0225834698713472	0.0226947656826073	0.0224001252450733	0.0226426827225068	0.0023951903599364	0.0218807678409531	0.0016992843242139	0.00217229770606176	0.00196424608868932	0.0214571927155064	0.0208939601418917	0.0202521581629531	0.0202518258897708	0.00100989799959125	0.00111040682073111	0.00136326734722305	0.000728390799100148	0.000476771566392168	0.000582921400961397	0.000669177947940637	0.00048424771131992	0.0195826479418301	0.000634876548122899
"Anthriscus_sylvestris"	0.0315997818309879	0.0342833335986365	1.05532608514384	0.0250377957689104	0.034160231126178	0.0220504327269006	0.0255565612421357	0.0193482510400459	0.0200692678023019	0.0129416812765569	0.0144912880690115	0.00997773495011506	0.0124747798881845	0.00522108066339738	0.00725938905844215	0.0035356391476923	0.0289895945767552	0.0285476396832937	0.0285476396832937	0.0281162503074084	0.0283128015873306	0.0273134894604455	0.0267852834545174	0.0262279262210939	0.0259380581245088	0.00433915044175471	0.00462183205880934	0.0250848679750385	0.0257964144174571	0.0249160389103437	0.0245164717072953	0.0247383012686553	0.0247678853003392	0.0247678853003392	0.0247582070842998	0.0028129524146669	0.00269926866619036	0.0239589920461202	0.0242177346533899	0.0239638653756842	0.024150344948082	0.00234312596637273	0.00296238887532693	0.00173065074221236	0.00222381263812312	0.00200063756332452	0.0229847678865122	0.00190415329877367	0.00119223378154642	0.00118613736629541	0.00107030340693863	0.0216640013640518	0.021849135423011	0.000742613720134305	0.000537451417779052	0.000526663030516465	0.000551260818172514	0.000567035449462933	0.000634876548122899	0.0211065217028767
"Epilobium_hirsutum"	0.0391040494199686	0.0276089810284715	0.0250377957689104	1.04281906556638	0.0223461523476868	0.0200565661446723	0.0223841588376939	0.0200149678326532	0.0263574684404806	0.0198349313395441	0.0123928918864951	0.0172734925853302	0.00944258217432411	0.0160057885709097	0.00729011310135724	0.00536432828845989	0.0296333801184144	0.0289628390823569	0.0289628390823569	0.0283016747043721	0.0281133618321469	0.0269661711081473	0.0264928901510556	0.0260162404631135	0.0258960167509283	0.0259554852039476	0.0259199275343757	0.0255221349527476	0.0250995738719463	0.0251189798675916	0.024313318835842	0.00376654287267671	0.003639779824643	0.003639779824643	0.00368722123193403	0.0242616998093358	0.0241960816395996	0.0235811669347175	0.00309004425000255	0.00342525360583965	0.0235655387017026	0.0235877377255369	0.0232373307165065	0.0228738064465426	0.0227998713403938	0.0229599962271735	0.0223542005737608	0.00164879750405454	0.000987927114395296	0.00101269158006998	0.00122076834892715	0.00123290781650267	0.000986541835980095	0.000485785920601886	0.000555971328684812	0.000651734156999477	0.000501414153616808	0.000429208280651096	0.000511277426453176	0.000500755915378208
"Umbellifer_sp1_M_PL_046"	0.0350582909558227	0.039333103151408	0.0371306860067152	0.0242892960300943	1.05486043162841	0.0212850468512409	0.0238383471062657	0.0182067959343069	0.0165355510979025	0.0125490226960777	0.0130568808243466	0.0105773042856574	0.0108698139983355	0.0066842542586984	0.00657231516879056	0.00248619333926253	0.0305357237577871	0.0302249495903793	0.0302249495903793	0.0298066488338434	0.0297607900329498	0.0289478281415287	0.0284864823275872	0.0279842946035738	0.00539018250294329	0.00426270434187234	0.0269149115991117	0.00448451493583768	0.0276088607072206	0.02679118643503	0.00412850100186834	0.0266208870626054	0.0266092251855667	0.0266092251855667	0.0266173304551102	0.00283647152981456	0.00263912273825278	0.00366918013803771	0.026006643766074	0.0259335232255701	0.0260688024804178	0.00244098317235955	0.0251895509464574	0.00174404372158126	0.00212537031135286	0.00197013264559861	0.0248885389534974	0.0242444441620249	0.00123057852311348	0.00126051697038117	0.00101425943419257	0.00120193458396493	0.0236743622337954	0.0229317485136611	0.000505744331508526	0.000584304849263712	0.000532126171281023	0.000494082454469795	0.000728390799100147	0.000742613720134304
"Lathyrus_pratensis"	0.0338936394582266	0.0361356091887944	0.0275630409086257	0.0250707076808404	0.0244778038789271	1.0504858542888	0.0262391746380738	0.0173835944017415	0.0196148902704134	0.0138060531251864	0.0137723871328711	0.0116455769775981	0.0120974333103506	0.0110842136802745	0.00731917514125955	0.00274417925135483	0.0342097904799125	0.0338667680734931	0.0338667680734931	0.0334065663026535	0.0331703474218322	0.0322976178179947	0.0317546434587485	0.0312249362613304	0.00537707312096005	0.0303855422134828	0.0305742615130157	0.00446849366606263	0.0307495836248419	0.0043091652899546	0.0297497306969392	0.0297184622738069	0.029785467983825	0.029785467983825	0.0297652918489545	0.0289127556229545	0.00290662062813047	0.0292048726338721	0.00342112912303473	0.0032855689247018	0.00347485244793327	0.00276173056861941	0.00281247032687595	0.00199870423074068	0.00226714557360613	0.00209639858172087	0.00225397909101098	0.0017661981101921	0.00119888514535876	0.0269313243051605	0.00111618113679139	0.00109611888123955	0.00108338698945354	0.000532126171281024	0.000482877622270598	0.000564893990970443	0.0262621463572199	0.000549883332288665	0.000669177947940638	0.000551260818172514
"Unidentified_sp27_M_PL_046"	0.0367968804206364	0.0325387047261052	0.0319457015526697	0.0279801985471174	0.0274140991722055	0.0262391746380738	1.04256555880818	0.0181484632150403	0.0178225213484317	0.0174030945126654	0.0144850215281789	0.00918229587253505	0.0121037006747048	0.00861789934763595	0.00731985941625531	0.00277015955289407	0.0340996342273851	0.0337533642832733	0.0337533642832733	0.0331732611328511	0.0332861435986476	0.0323827574419136	0.0318668583408882	0.0313097421282659	0.00562379664072278	0.004778768684672	0.0049160557775498	0.00473217650153366	0.0307916851530096	0.00446809547526955	0.0296295563219916	0.029674964969445	0.029721009203736	0.029721009203736	0.0297279572038717	0.00313742534343199	0.00303427735139759	0.0291344862845351	0.0289628204757714	0.00333744229464415	0.0290744655962399	0.0280505149102283	0.00286648263243835	0.00207472606694189	0.0277320943189473	0.00205055101009835	0.00239704528569137	0.00181180862403957	0.00115968481866125	0.00125854797199083	0.0266442421206268	0.00113398406850983	0.00123487270871004	0.000595958677656642	0.000504123978195564	0.000613281340343939	0.000655979365951844	0.000550168212486583	0.000602568606038985	0.000638914031053393
"Chamaenerium_angustifolium"	0.0298470307981076	0.0257456645851771	0.0268725708889526	0.0277985664342406	0.0232642392493922	0.0193151048908239	0.0201649591278226	1.04704375647999	0.0166544258576562	0.0226347033681324	0.0183833443731106	0.0127099417651417	0.0121148629599374	0.0142496963797744	0.00943696511522323	0.00709750105984762	0.0379231021929034	0.0370359145604224	0.0370359145604224	0.0362814244481513	0.0366810364670337	0.0350867971278947	0.0345691043086631	0.033862052602005	0.0343011029025781	0.0337870787406574	0.00497799414078905	0.0341044079982557	0.0333519912559015	0.00432008311730878	0.00351726936711444	0.0320889682205586	0.00355509501853577	0.00355509501853577	0.0037114711361058	0.00324098813061728	0.0324921331968383	0.00305464642662399	0.0318156917916443	0.0316315475269733	0.00307751313586192	0.00279961154605179	0.00249856068037775	0.0311074950510555	0.00202016876067262	0.00204562568935796	0.00207593864436456	0.00147996641120249	0.00118382327305027	0.000959649188662767	0.00125861409046664	0.0010000743582695	0.00104319574928758	0.000505744331508526	0.0290845487911109	0.000497450513301794	0.000482877622270598	0.000550675589088062	0.000476771566392168	0.000537451417779052
"Cirsium_pratensis"	0.0379226254410687	0.0256786347208431	0.0278739830587527	0.036607595056223	0.0211287597362087	0.0217943225226815	0.0198028014982574	0.0166544258576562	1.04167415593996	0.0182995557973301	0.0126431149185718	0.0181975458572543	0.0104047712346029	0.0122692158955498	0.00936598623759272	0.00301583956077728	0.0372813445428751	0.036904364597778	0.036904364597778	0.0362943794045336	0.0359096526707121	0.0350463990749006	0.0343907295616166	0.0339044559109023	0.0340334237612608	0.0337750205987093	0.0337609751439434	0.0050887122736099	0.00484535114781771	0.033160135947274	0.0323725269133369	0.00362692559597895	0.00363724680251591	0.00363724680251591	0.0036505763062028	0.0322161388142603	0.00342724453208504	0.00343713369278234	0.00293629742627507	0.00334522857284107	0.00335159649354593	0.00323095756809513	0.031234440015469	0.00241822082963674	0.0307946589164866	0.0310578199564157	0.00222448269873835	0.00156689489378998	0.000961803923322504	0.00102038833567524	0.00110505523070077	0.0294928728817296	0.00101680052500568	0.000459320863830625	0.000462622940490451	0.000632043757351145	0.000544858063067038	0.000472944147027404	0.000475530272608205	0.000557479661175054
"Rubus_fruticosus"	0.029911924157076	0.0219957872518221	0.0215694687942616	0.0330582188992401	0.0192418348006525	0.0184080708335819	0.0232041260168871	0.0271616440417588	0.0219594669567961	1.03881681476285	0.0152743883965138	0.0146839813800892	0.0126953553022772	0.0173417201115413	0.0097146367992537	0.00829589482872826	0.0438230694854096	0.0427860826318186	0.0427860826318186	0.00815885547305682	0.0423441509223289	0.0407196875919488	0.0400361998355707	0.0394487233587817	0.0398485583909402	0.0396779957222559	0.039161659283284	0.0397861605867202	0.00479898748356461	0.0382657608827526	0.00364870533121296	0.00355034662879082	0.00337291812116871	0.00337291812116871	0.00338333299330874	0.00370880197443407	0.0384454865774704	0.00303872013796862	0.00317908926545567	0.00312187426503281	0.002996819123665	0.00321871816077237	0.00259531179060193	0.0369099676545947	0.00234978479093592	0.00238151419801746	0.00191818390395822	0.00132416221937279	0.000994805870341253	0.000867531164391808	0.035207330309184	0.00104137456912957	0.000849690132421156	0.000418300756535925	0.000754490112271078	0.000498532069284601	0.000460201770839547	0.000577061604648964	0.000407329393552261	0.000431389375885231
