"Potentilla_vahliana"	"Dryas_integrifolia"	"Astragalus_alpinus"	"Taraxacum_sp1_M_PL_024"	"Caltha_palustris"	"Cerastium_alpinum"	"Arnica_alpina"	"Papaver_radicatum"	"Geum_rossii"	"Oxytropis_arctica"	"Petasites_frigidus"	"Spilogona_sanctipauli"	"Bombus_polaris"	"Spilogona_almquistii"	"Colias_hecla"	"Eupogonomyia_probilofensis"	"Boloria_improba"	"Pogonomyiodes_segnis"	"Spilogona_latilamina"	"Boreellus_atriceps"	"Spilogona_dorsata"	"Spilogona_projecta"	"Spilogona_aesturium"	"Spilogona_melanosoma"	"Anarta_richardsoni"	"Colias_nastes"	"Protocalliphora_sp1_M_PL_024"	"Rhamphomyia_sp1_M_PL_024"	"Spilogona_hurdiana"
"Potentilla_vahliana"	1.15235217140315	0.0399922095650035	0	0.0332366333149415	0.0500966060222912	0.00816816135106995	0.0249968959705514	0.0182379730592592	0.00625268264706172	0	0	0.081893762808286	0	0.0875375570588642	0	0.0715183985367953	0.00333268413041696	0.0719117424731848	0.064019565077953	0.0673432284094472	0.0690292256801821	0.00537472446818444	0.00332366333149415	0.0690292256801822	0	0	0.064019565077953	0.00332366333149415	0.00500966060222912
"Dryas_integrifolia"	0.0599883143475052	1.12503943713242	0	0.0216438110950043	0.0219683397119256	0.0353258792853982	0.0352657633047884	0.0256763150039048	0.00842547345238906	0	0	0.116156282677626	0	0.117956628333447	0	0.102963597775583	0.0937532864277015	0.103505049309095	0.00333268413041696	0.00549706523991739	0.00552951810160951	0.102584756249051	0.00216438110950043	0.00552951810160951	0	0	0.00333268413041696	0.00216438110950043	0.00219683397119256
"Astragalus_alpinus"	0	0	1.27272727272727	0	0	0	0	0	0	0	0.0606060606060606	0	0.242424242424242	0	0.212121212121212	0	0	0	0	0	0	0	0	0	0	0.212121212121212	0	0	0
"Taraxacum_sp1_M_PL_024"	0.0598259399668947	0.0259725733140052	0	1.1674345527911	0.0248179439167607	0.0122643097714465	0.0222058202737749	0.0110945705733712	0.00971762272598166	0	0	0.131480341600271	0	0.136046718163743	0	0.00918901448662373	0.00216438110950043	0.00826168708433739	0.00332366333149415	0.120067118610604	0.00580545772317023	0.00523045855236205	0.11674345527911	0.00580545772317023	0	0	0.00332366333149415	0.11674345527911	0.00248179439167608
"Caltha_palustris"	0.0901738908401241	0.0263620076543107	0	0.0248179439167608	1.13663124008636	0.0121505278708804	0.0222833501542409	0.0112929984202014	0.00962137439045611	0	0	0.130102936633827	0	0.134699241466386	0	0.0109203862657952	0.00219683397119256	0.010029744178472	0.00500966060222912	0.00749145499390519	0.118672784610865	0.00523446593891267	0.00248179439167608	0.118672784610865	0	0	0.00500966060222912	0.00248179439167608	0.113663124008636
"Cerastium_alpinum"	0.0367567260798147	0.105977637856195	0	0.0306607744286161	0.0303763196772011	1.09529944553658	0.0289336312118915	0.00364649373764419	0.00168230480538951	0	0	0.295624352822493	0	0.0235522672754532	0	0.0156957820277656	0.00883146982134956	0.0117851335935281	0.00204204033776749	0.0051081177806291	0.00507967230548759	0.282656331205495	0.00306607744286161	0.00507967230548759	0	0	0.00204204033776749	0.00306607744286161	0.00303763196772011
"Arnica_alpina"	0.0749906879116543	0.0705315266095768	0	0.0370097004562915	0.0371389169237348	0.0192890874745943	1.06253065370551	0.0171149223878933	0.0147278378640827	0	0	0.199369352436792	0	0.206189730097158	0	0.187132218830141	0.00587762721746473	0.0143225071428633	0.00416614932842524	0.00786711937405439	0.00788004102079872	0.0106998990861133	0.00370097004562915	0.00788004102079872	0	0	0.00416614932842524	0.00370097004562915	0.00371389169237348
"Papaver_radicatum"	0.0820708787666663	0.0770289450117145	0	0.0277364264334281	0.0282324960505036	0.00364649373764419	0.0256723835818399	1.06763002812979	0.0213156816217485	0	0	0.0217658182955685	0	0.298419542704479	0	0.0152573026127643	0.00641907875097621	0.277886079048238	0.0045594932648148	0.0073331359081576	0.00738274286986516	0.00733070218538726	0.00277364264334281	0.00738274286986516	0	0	0.0045594932648148	0.00277364264334281	0.00282324960505036
"Geum_rossii"	0.0562741438235555	0.0505528407143344	0	0.0485881136299083	0.0481068719522805	0.00336460961077902	0.0441835135922482	0.042631363243497	1.03963187676673	0	0	0.0252136479426804	0	0.554846274734225	0	0.0147029969817668	0.00421273672619453	0.0179969188605996	0.00312634132353086	0.00798515268652169	0.00793702851875891	0.00505388912888929	0.00485881136299083	0.00793702851875892	0	0	0.00312634132353086	0.00485881136299083	0.00481068719522805
"Oxytropis_arctica"	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0
