"Clethrionomys_rutilus"	"Spermophilus_undulatus"	"Microtus_gregalis"	"Tamias_sibiricus"	"Microtus_oeconomus"	"Myopus_schisticolor"	"Sorex_araneus"	"Sciurus_vulgaris"	"Citellophilus_tesquorum"	"Megabothris_advenarius"	"Catallagia_ioffi"	"Amphipsylla_primaris"	"Catallagia_dacenkoi"	"Frontopsylla_luculenta"	"Amalaraeus_penicilliger"	"Megabothris_calcarifer"	"Ceratophyllus_indages"	"Corrodopsylla_birulai"	"Megabothris_rectangulatus"	"Oropsylla_alaskensis"	"Ceratophyllus_paradoxus"	"Amphipsylla_marikovskii"	"Neopsylla_mana"	"Rhadinopsylla_dahurica"	"Rhadinopsylla_pseudodahurica"
"Clethrionomys_rutilus"	1.16199697492559	0.0210866704127487	0.0492311247689078	0.0280146509207665	0.0393796848394422	0.0178114049903882	0.00717761221451277	0.00863521026097611	0.00330493574369367	0.0510507770446356	0.0538522421367122	0.0510507770446355	0.049145042590889	0.0498778036826236	0.0510507770446356	0.00916005079342024	0.0518112615658567	0.0552514434266594	0.055960909177987	0.00330493574369367	0.044692191343292	0.0446921913432919	0.00307694529805674	0.044692191343292	0.044692191343292
"Spermophilus_undulatus"	0.0548253430731467	1.10576645839249	0.0373767011139704	0.0281612111570125	0.0170384530874677	0.0145992530955548	0.0746704973851509	0.000895416028541114	0.123021728736774	0.00586458195152033	0.00868070306722159	0.00586458195152033	0.00575848031516357	0.115021356700147	0.00586458195152033	0.00657203602594672	0.00537249617124669	0.131596330167639	0.11925734890647	0.123021728736774	0.00210866704127487	0.00210866704127487	0.00233604381962315	0.00210866704127487	0.00210866704127487
"Microtus_gregalis"	0.0800005777494752	0.0233604381962315	1.11900036900206	0.0341358124497065	0.0714731887740251	0.0018528511762062	0.00233000025053532	0.00118009573509589	0.00272437719471237	0.0789705674251874	0.0823841486701581	0.0789705674251874	0.00354015809210829	0.0753505121803085	0.0789705674251874	0.0793072033721013	0.00708057441057533	0.00967811653179131	0.0847201924897812	0.00272437719471237	0.00307694529805674	0.00307694529805674	0.0699375230626286	0.00307694529805674	0.00307694529805674
"Tamias_sibiricus"	0.0728380923939929	0.0281612111570125	0.0546172999195303	1.07819140440681	0.0514053147215869	0.0134645651952773	0.0145426081695316	0.0201128373695923	0.00523988914395652	0.0104988225638462	0.118317963004527	0.0104988225638462	0.00616760639089599	0.00903116745274855	0.0104988225638462	0.11551649791245	0.120677024217554	0.119226635975533	0.121134084120228	0.00523988914395652	0.00280146509207665	0.00280146509207665	0.00341358124497065	0.00280146509207665	0.00280146509207665
"Microtus_oeconomus"	0.0853226504854581	0.0141987109062231	0.0952975850320335	0.0428377622679891	1.09054326707338	0.00191738402951427	0.00184044324235535	0.00137553029637923	0.00172661163101487	0.100116345057237	0.104400121284036	0.100116345057237	0.00376098641066542	0.0106576105584113	0.100116345057237	0.101118480880749	0.00825318177827538	0.0097713742684792	0.105819992374658	0.00172661163101487	0.00328164040328685	0.00328164040328685	0.00595609906450209	0.00328164040328685	0.00328164040328685
"Myopus_schisticolor"	0.115774132437523	0.036498132738887	0.00741140470482482	0.0336614129881934	0.00575215208854282	1.09898511330947	0.0338293500574572	0.00142163500843934	0.0092880382834649	0.00539541004902717	0.0087615513478465	0.00539541004902717	0.279199129574964	0.0085658773155373	0.00539541004902717	0.00430870010024946	0.00852981005063606	0.291853309157248	0.0124113646217352	0.0092880382834649	0.00445285124759705	0.00445285124759705	0.000463212794051551	0.00445285124759705	0.00445285124759705
"Sorex_araneus"	0.0311029862628887	0.124450828975252	0.00621333400142751	0.0242376802825527	0.00368088648471071	0.0225529000383048	1.12043652879171	0.000658188496486193	0.19918450436281	0.00189134261790057	0.00431511064615584	0.00189134261790057	0.006834493711995	0.0140296849750332	0.00189134261790057	0.00311884194373705	0.00394913097891716	0.208442766103061	0.016760193543681	0.19918450436281	0.00119626870241879	0.00119626870241879	0.000388333375089219	0.00119626870241879	0.00119626870241879
"Sciurus_vulgaris"	0.112257733392689	0.00447708014270557	0.00944076588076711	0.100564186847961	0.00825318177827537	0.00284327001687869	0.00197456548945858	1.0935225497846	0.000776802262513654	0.00559541814622561	0.0156518368310218	0.00559541814622561	0.00502842263470773	0.00535536101230656	0.00559541814622561	0.0113342317005337	0.561135298707583	0.0158616435820175	0.0160995448452923	0.000776802262513654	0.00431760513048805	0.00431760513048805	0.000590047867547944	0.00431760513048805	0.00431760513048805
"Citellophilus_tesquorum"	0.0214820823340088	0.307554321841935	0.0108975087788495	0.0130997228598913	0.0051798348930446	0.0092880382834649	0.298776756544216	0.000388401131256827	1.0805515582749	0.00193898114235523	0.00324895342834436	0.00193898114235523	0.00314824350678964	0.032262760418795	0.00193898114235523	0.00242271949242094	0.00233040678754096	0.0850097740676749	0.0340043856125379	0.0805515582748961	0.000826233935923417	0.000826233935923417	0.000681094298678093	0.000826233935923417	0.000826233935923417
"Megabothris_advenarius"	0.221220033860087	0.00977430325253389	0.2105881798005	0.0174980376064103	0.200232690114475	0.00359694003268478	0.00189134261790057	0.0018651393820752	0.00129265409490348	1.03835628158784	0.0401060853484844	0.0383562815878434	0.00940769784894379	0.0226476544035572	0.0383562815878434	0.0315976225077118	0.0111908362924512	0.0124501557044883	0.0410835156737378	0.00129265409490348	0.00850846284077259	0.00850846284077259	0.0131617612375312	0.00850846284077259	0.00850846284077259
"Catallagia_ioffi"	0.175019786944315	0.010850878834027	0.164768297340316	0.147897453755659	0.156600181926054	0.00438077567392325	0.00323633298461688	0.00391295920775544	0.00162447671417218	0.0300795640113633	1.04486930938693	0.0300795640113633	0.00782672418556984	0.0181146367342615	0.0300795640113633	0.0381377791198402	0.0234777552465326	0.0242409462753079	0.0459543972703319	0.00162447671417218	0.00673153026708902	0.00673153026708902	0.0102980185837698	0.00673153026708902	0.00673153026708902
"Amphipsylla_primaris"	0.221220033860087	0.00977430325253389	0.2105881798005	0.0174980376064103	0.200232690114475	0.00359694003268478	0.00189134261790057	0.0018651393820752	0.00129265409490348	0.0383562815878434	0.0401060853484844	1.03835628158784	0.00940769784894379	0.0226476544035572	0.0383562815878434	0.0315976225077118	0.0111908362924512	0.0124501557044883	0.0410835156737378	0.00129265409490348	0.00850846284077259	0.00850846284077259	0.0131617612375312	0.00850846284077259	0.00850846284077259
"Catallagia_dacenkoi"	0.319442776840779	0.0143962007879089	0.0141606323684332	0.01541901597724	0.0112829592319963	0.279199129574963	0.0102517405679925	0.00251421131735386	0.00314824350678964	0.0141115467734157	0.0156534483711397	0.0141115467734157	1.08208604304146	0.0146109202495402	0.0141115467734157	0.00336718772341742	0.0150852679041232	0.0867761881459768	0.0170930684499306	0.00314824350678964	0.0122862606477223	0.0122862606477222	0.000885039523027073	0.0122862606477222	0.0122862606477222
"Frontopsylla_luculenta"	0.216137149291369	0.191702261166912	0.200934699147489	0.0150519457545809	0.0213152211168225	0.00571058487702486	0.0140296849750332	0.00178512033743552	0.0215085069458633	0.0226476544035572	0.0241528489790153	0.0226476544035572	0.00974061349969348	1.04004161209385	0.0226476544035572	0.015839881698578	0.0107107220246131	0.0327543150210149	0.0433230750957064	0.0215085069458634	0.00831296728043726	0.00831296728043726	0.0125584186967181	0.00831296728043726	0.00831296728043726
"Amalaraeus_penicilliger"	0.221220033860087	0.00977430325253389	0.2105881798005	0.0174980376064103	0.200232690114475	0.00359694003268478	0.00189134261790057	0.0018651393820752	0.00129265409490348	0.0383562815878434	0.0401060853484844	0.0383562815878434	0.00940769784894378	0.0226476544035572	1.03835628158784	0.0315976225077118	0.0111908362924512	0.0124501557044883	0.0410835156737378	0.00129265409490348	0.00850846284077259	0.00850846284077259	0.0131617612375312	0.00850846284077259	0.00850846284077259
"Megabothris_calcarifer"	0.0396935534381544	0.0109533933765779	0.211485875658937	0.192527496520751	0.202236961761499	0.00287246673349964	0.00311884194373705	0.00377807723351123	0.00161514632828063	0.0315976225077118	0.0508503721597869	0.0315976225077118	0.00224479181561162	0.0158398816985781	0.0315976225077118	1.04932369702755	0.0226684634010674	0.0231126877959673	0.0519457114974447	0.00161514632828063	0.00152667513223671	0.00152667513223671	0.0132178672286836	0.00152667513223671	0.00152667513223671
"Ceratophyllus_indages"	0.224515466785379	0.00895416028541114	0.0188815317615342	0.201128373695923	0.0165063635565507	0.00568654003375737	0.00394913097891716	0.187045099569194	0.00155360452502731	0.0111908362924512	0.0313036736620435	0.0111908362924512	0.0100568452694155	0.0107107220246131	0.0111908362924512	0.0226684634010674	1.12227059741517	0.0317232871640351	0.0321990896905846	0.00155360452502731	0.00863521026097611	0.00863521026097611	0.00118009573509589	0.00863521026097611	0.00863521026097611
"Corrodopsylla_birulai"	0.143653752909314	0.131596330167639	0.0154849864508661	0.119226635975533	0.011725649122175	0.116741323662899	0.125065659661836	0.00317232871640351	0.03400390962707	0.00747009342269299	0.0193927570202463	0.00747009342269299	0.0347104752583907	0.019652589012609	0.00747009342269299	0.0138676126775804	0.019033972298421	1.08063704848301	0.0325523900370102	0.03400390962707	0.00552514434266593	0.00552514434266593	0.000967811653179131	0.00552514434266593	0.00552514434266593
