"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"R16"	"R17"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"C11"	"C12"	"C13"	"C14"	"C15"	"C16"
"R11"	0.0342610125366042	0.00631389134210104	0.000657977126640875	0.00631389134210104	0.000549182683958789	0.0248136836789348	0.0387337075233681	0.0334589436638841	0.0387337075233681	0.0258021855897165	1.03140438667686	0.00813029327932757	0.0365250531132706	0.021350246363878	0.01523639718491	0.00201718152272423	0.00903159218168312	0.00637458450158472	0.00356259800904595	0.00878692294334063	0.00589750455003165	0.0093375253731623	0.146369752971136	0.00894299180658678	0.0150542800891078	0.00460055959819124	0.00723097631987791	0.140240484608249	0.142639133396368	0.0144754967860993	0.0084739717642215	0.138289113697324	0.00639077025234015
"R12"	0.0259201945289969	0.0100619157049103	0.00534235064002665	0.0100619157049103	0.000538535512370876	0.0258802533183298	0.0394768115054695	0.0130413531926631	0.0394768115054695	0.0196995004969372	0.00650423462346206	1.03259058483722	0.0370436655080163	0.0370048866164331	0.0124767788351729	0.0110551809958404	0.00715835980710853	0.00791952970693748	0.00539106861925661	0.00861656819793402	0.110193613165812	0.11204924353179	0.12084946253467	0.00919487948445079	0.11910490797869	0.00499414601962342	0.00748718360309688	0.00997784435321076	0.0119123708986971	0.117531714080586	0.00656232416803553	0.008917223771653	0.00596458655222288
"R13"	0.0260331094582417	0.00490705517931864	0.00260672738411574	0.00490705517931864	0.000603917340939223	0.0217118412564751	0.0448690181042488	0.0203166710581467	0.0448690181042488	0.0234267829531049	0.0121750177044235	0.0154348606283401	1.04226030057981	0.0331420430556881	0.0161751345927468	0.00964023097709575	0.0102545497770709	0.0499891126361202	0.00539026096430619	0.00966267745502757	0.0503612595512989	0.0521402900988318	0.0600861527217958	0.0514890017252418	0.0571130847188752	0.00535657123982446	0.0502424912211907	0.0533602927259199	0.0559900393307827	0.0573480024505464	0.049310086286682	0.0522128819603886	0.00661446157983434
"R14"	0.016600787942871	0.00484271759868124	0.00255891399808586	0.00484271759868124	0.00339858665275154	0.0166604115194651	0.0493115802346159	0.0137223100865899	0.0493115802346159	0.0266770445318518	0.00711674878795932	0.0154187027568471	0.0331420430556881	1.04680128309021	0.0167587208206005	0.0181505753845259	0.00801860903929426	0.0516822865037342	0.0489675158164879	0.0543773864440247	0.0518903045528263	0.0517003075961566	0.0587218372951531	0.0518513003690184	0.0568520786904732	0.0480325461200148	0.050478498552371	0.00974532802298567	0.0121442142212808	0.0562961079578889	0.00648060647793159	0.0509869202051852	0.00645942784113444
"R15"	0.0165927808270879	0.00854630593618557	0.00061613091691463	0.00854630593618557	0.0060518141521648	0.0228035512892782	0.0404089996967526	0.0174411769442155	0.0404089996967526	0.0295485119104527	0.0101575981232733	0.0103973156959774	0.0323502691854937	0.033517441641201	1.03401493335067	0.00791889398309727	0.0140123040476298	0.00773733777556911	0.00491198429731757	0.0968290264346368	0.00729964374964422	0.00877205275902994	0.103206040553769	0.0943406090958177	0.100690542435201	0.00539954814495304	0.0931894995506689	0.0103286848351389	0.0982481339536485	0.0135548801721219	0.00615633751862718	0.00882259735241972	0.00717974803810329
"R16"	0.00430057693083062	0.00102407871341656	0.000527047154373369	0.00102407871341656	0.0090385196041099	0.0043277585859457	0.0564977085507106	0.0121701702401102	0.0564977085507106	0.0252316301185442	0.00201718152272423	0.0138189762448005	0.0289206929312873	0.0544517261535777	0.0118783409746459	1.04941107222488	0.00219606611924752	0.13944292311366	0.136976312735595	0.144616313665758	0.139563239232212	0.00892612617390069	0.0128110543490575	0.00952688574505809	0.0116896087844233	0.00706151021341236	0.00826932759241521	0.00765843369691622	0.00892280370970932	0.0115950373962141	0.00587421958902688	0.00839518920243314	0.00533768146687417
"R17"	0.0175078743728655	0.00118083322344675	0.00659100388672734	0.00118083322344675	0.000561620261743063	0.0306154025846049	0.0461531790956728	0.0168304976267363	0.0461531790956728	0.0317997912171347	0.00903159218168312	0.00894794975888566	0.0307636493312126	0.0240558271178828	0.0210184560714447	0.00219606611924752	1.03874557816493	0.00703321637128787	0.00416140808829728	0.008985924187889	0.0063380217863197	0.00907121833125566	0.0153342899344096	0.0104237087738735	0.0130031625097895	0.00547688938424807	0.136763453822095	0.0110952142109322	0.142689949487502	0.145002085508002	0.00646281296582724	0.00859408811844941	0.13623122318649
"C1"	0.00881467362995154	0.00201977641579308	0.00107355833408527	0.00201977641579308	0.00185861233263436	0.00920473770190627	0.10794396288747	0.00838812627230364	0.10794396288747	0.097819252987179	0.00424972300105648	0.00659960808911457	0.0999782252722403	0.103364573007468	0.00773733777556911	0.0929619487424397	0.00468881091419191	1.03173032051762	0.0226735984819164	0.0297377973221497	0.0274993186771712	0.0170052882926073	0.0246812845495521	0.0213301511791469	0.0235509172978269	0.0159443175384703	0.0164499937876928	0.0180598001761355	0.0192906796883735	0.023618283349876	0.0120623260452753	0.0169003986290519	0.012798857800469
"C2"	0.0077727559827512	0.001717566150886	0.00091224612327373	0.001717566150886	0.00222637293285107	0.00779054179845187	0.15061611065335	0.00781434247566928	0.15061611065335	0.013602592349829	0.00356259800904595	0.00673883577407076	0.0161707828929186	0.146902547449464	0.00736797644597636	0.136976312735595	0.00416140808829727	0.0340103977228745	1.03265648548485	0.0356219669256172	0.0340041516827901	0.0178548187021659	0.0210112215030865	0.017989265530493	0.0200077294322651	0.0162145760103868	0.0173424030616355	0.0127436173360107	0.0138777913842126	0.0200694147120221	0.0111312541049853	0.017697518333177	0.0111007214067662
"C3"	0.00830590651317151	0.00206282879971029	0.000959985526766927	0.00206282879971029	0.0666437185410505	0.00846708677367248	0.0859820352951542	0.0731694961682282	0.0859820352951542	0.0777689437572894	0.00439346147167032	0.00538535512370876	0.0144940161825414	0.081566079666037	0.0726217698259776	0.0723081568328791	0.0044929620939445	0.0223033479916123	0.0178109834628086	1.06629949665681	0.0189534363161187	0.0109632287924365	0.0277104797997246	0.0198458354630217	0.0219349045323209	0.0126609110465631	0.0159898156135458	0.0166901290825822	0.0233035634964901	0.0211196815888724	0.0117233062874045	0.0156710756241148	0.0103531375789092
"C4"	0.00951127932077069	0.00239245834094308	0.00127058725086102	0.00239245834094308	0.00157945302634322	0.00915970241353498	0.10743955956971	0.00798939700468034	0.10743955956971	0.0126622518540562	0.0039316697000211	0.0918280109715102	0.100722519102598	0.103780609105653	0.00729964374964422	0.0930421594881416	0.00422534785754647	0.0274993186771712	0.0226694344551934	0.0252712484214916	1.03604900718162	0.0255856736039958	0.0290854489400965	0.0170498337878031	0.0280233190129738	0.0116722771118785	0.0163724082764476	0.0137739229806014	0.0149103951085984	0.0279529195189424	0.01207687027455	0.0168925210331215	0.00844873494884893
"C5"	0.0837148050660456	0.00294491505599843	0.00156716695222664	0.00294491505599843	0.000783087770888324	0.0833990615722472	0.0939567038254515	0.00923482411128037	0.0939567038254515	0.012978028278755	0.00533572878466417	0.0800351739512786	0.0893833544551402	0.0886290987362684	0.00751890236488281	0.00510064352794325	0.00518355333214609	0.0145759613936634	0.0102027535440948	0.0125294043342132	0.0219305773748535	1.03173761359875	0.0358121441295103	0.0197773974980095	0.0344855477377644	0.0102140745170397	0.0145639989023246	0.0220167148952985	0.0232912342588903	0.0344776729489861	0.0154884060350123	0.0198482512471065	0.0123815809178122
"C6"	0.0510380983574696	0.0427771292699332	0.00120737197149343	0.0427771292699332	0.00106578768460479	0.0505961692616349	0.0594196186956808	0.0485784570218412	0.0594196186956808	0.0523072998831825	0.0450368470680418	0.0464805625133346	0.0554641409739654	0.0542047728878336	0.0476335571786625	0.00394186287663306	0.00471824305674142	0.0113913620997933	0.00646499123171891	0.0170526029536767	0.0134240533569676	0.0192834622235825	1.05635635062171	0.0180303529172882	0.0472568549509301	0.00858762336629891	0.0128425077263696	0.024091734433528	0.0286509779138426	0.0265621833728554	0.0126845029770115	0.0205726410641765	0.010081132123584
"C7"	0.0102565850417446	0.00275232766255438	0.00118492687735243	0.00275232766255438	0.00141755967593012	0.0832433524023176	0.0943267864341347	0.00879702815649738	0.0943267864341347	0.0865124116865384	0.0051102810323353	0.00656777106032199	0.0882668601004145	0.0888879434897458	0.0808633792249866	0.00544393471146176	0.00595640501364198	0.0182829867249831	0.0102795803031389	0.0226809548148819	0.0146141432466883	0.0197773974980095	0.0334849411321066	1.02954381934661	0.0322177968490292	0.0139247090485331	0.0207600398638442	0.0210097209473089	0.0284928865094297	0.0260683913017534	0.0108426057087952	0.0151850551499099	0.0161683048883104
"C8"	0.0572874431241688	0.0500815541375926	0.00121572827314196	0.0500815541375926	0.000997041115105498	0.0577725197539694	0.066560107624163	0.00878344406591646	0.066560107624163	0.0594873521790245	0.00547428366876648	0.0541385945357681	0.0623051833296821	0.0620204494805162	0.0549221140555643	0.0042507668306994	0.00472842273083255	0.0128459548897238	0.00727553797536912	0.015952657841688	0.0152854467343493	0.0219453485603956	0.0558490103965537	0.0205022343584731	1.05453733607611	0.00971855973048291	0.0145081371062529	0.0182333456411954	0.0234012413205132	0.026746022009123	0.0109639100890253	0.0142323809426426	0.0113362096614386
"C9"	0.00943029964629327	0.00228827288709773	0.00121861568381677	0.00228827288709773	0.00158261388082039	0.0105521565725568	0.149245103499335	0.00852133424617335	0.149245103499335	0.140646577846812	0.00460055959819125	0.00624268252452927	0.0160697137194734	0.144097638360044	0.00809932221742957	0.00706151021341236	0.00547688938424807	0.0239164763077055	0.0162145760103868	0.0253218220931263	0.0175084156678178	0.0178746304048194	0.0279097759404714	0.0243682408349329	0.026726039258828	1.02236421612605	0.0173610133298385	0.0194623594613487	0.0208219141524988	0.0268095450439689	0.0111954508334493	0.0177745890482251	0.0177042688198649
"C10"	0.00983460296578118	0.00227922040271854	0.00138206533496452	0.00227922040271854	0.00133248463446215	0.011093947577669	0.10665519779773	0.00874440959952854	0.10665519779773	0.0140303495633983	0.00482065087991861	0.0062393196692474	0.100484982442381	0.100956997104742	0.0931894995506689	0.00551288506161014	0.0911756358813964	0.0164499937876928	0.0115616020410903	0.0213197541513944	0.0163724082764476	0.016991332052712	0.027825433407134	0.0242200465078183	0.0265982513614636	0.011574008886559	1.03422211179122	0.0140895580635967	0.0332523041779937	0.0304054373692193	0.0120920875018326	0.0169012104078534	0.0194577935493069
"C11"	0.0758571264534022	0.00264531750467022	0.00135392034884277	0.00264531750467022	0.00104313306766139	0.0747482400104769	0.0845451769681838	0.0743846307375327	0.0845451769681838	0.076760463374525	0.0701202423041243	0.00623615272075673	0.0800404390888799	0.0146179920344785	0.00774651362635415	0.00382921684845811	0.00554760710546609	0.0135448501321016	0.00637180866800535	0.0166901290825822	0.010330442235451	0.0192646255333862	0.039149068454483	0.0183835058288953	0.0250708502566437	0.00973117973067433	0.0105671685476975	1.03594816862644	0.0372871623168189	0.0297862476745409	0.0186733501690429	0.028047463458495	0.0144873126180758
"C12"	0.0623907339227194	0.00260261096171779	0.00144349301925631	0.00260261096171779	0.00116517817482451	0.0624695397020757	0.0719642505141683	0.0612212883185738	0.0719642505141683	0.0644757858559993	0.0570556533585473	0.00595618544934854	0.0671880471969392	0.014573057065537	0.0589488803721891	0.00356912148388373	0.0570759797950007	0.0115744078130241	0.00555111655368503	0.0186428507971921	0.00894623706515901	0.0163038639812232	0.0372462712879953	0.0199450205566008	0.0257413654525645	0.00832876566099953	0.0199513825067962	0.0298297298534551	1.04187663402551	0.0317568464236389	0.015569637659457	0.0233088050403395	0.0187603986556903
"C13"	0.0576503194215146	0.00242310024463538	0.0481626519525434	0.00242310024463538	0.000959985526766928	0.0578750801819115	0.0673921253396898	0.055827409722913	0.0673921253396898	0.0595600727743538	0.005263817013127	0.0534235064002664	0.0625614572187779	0.0614139359540606	0.00739357100297557	0.00421637723498695	0.0527280310938188	0.0128827000090233	0.00729796898618984	0.0153597684282708	0.0152470470103322	0.021940337331173	0.0313916712588291	0.016588976282934	0.026746022009123	0.00974892547053416	0.0165847840195742	0.0216627255814843	0.0288698603851262	1.05957834295596	0.0144095523047562	0.017626443429483	0.0173982078705451
"C14"	0.113636818134992	0.00236484130660368	0.00144095523047562	0.00236484130660368	0.00117233062874045	0.0108263191203672	0.122712330836678	0.112163917151328	0.122712330836678	0.0127755868334789	0.0067791774113772	0.00656232416803553	0.118344207088037	0.0155534555470358	0.00738760502235262	0.0046993756712215	0.00517025037266179	0.0144747912543304	0.00890500328398822	0.0187572900598471	0.01449224432946	0.0216837684490172	0.0329797077402299	0.0151796479923134	0.0241206021958557	0.00895636066675948	0.0145105050021992	0.0298773602704686	0.0311392753189141	0.0317010150704637	1.02771453880735	0.0292099966315649	0.009631226260572
"C15"	0.0848021415592422	0.00248607300048708	0.0012590316735345	0.00248607300048708	0.00111936254457963	0.0106955204572909	0.0939406140089116	0.0834871732331254	0.0939406140089116	0.0128739356040255	0.0790223506841852	0.00636944555118072	0.0895077976463805	0.0874061489231746	0.00756222630207404	0.00479725097281894	0.0049109074962568	0.0144860559677587	0.0101128676189583	0.017909800713274	0.0144793037426755	0.0198482512471065	0.0382063334048991	0.0151850551499099	0.0223651700527242	0.0101569080275572	0.01448675177816	0.0320542439525657	0.0332982929147707	0.0276986968177589	0.0208642833082606	1.03438400001558	0.00779731862137104
"C16"	0.0101873386729089	0.00214173417850226	0.00173982078705451	0.00214173417850226	0.00103531375789092	0.113484653215183	0.123213859113794	0.00885087337287475	0.123213859113794	0.116332121543326	0.00511261620187212	0.00596458655222288	0.0158747077916024	0.0155026268187227	0.00861569764572395	0.00427014517349933	0.108984978549192	0.0153586293605627	0.008880577125413	0.0165650201262547	0.0101384819386187	0.0173342132849371	0.0262109435213185	0.0226356268436346	0.0249396612551648	0.0141634150558919	0.0233493522591683	0.0231797001889213	0.0375207973113806	0.0382760573151992	0.009631226260572	0.0109162460699195	1.03423338541638
