"Coffea_macrocarpa"	"Sideroxylon_puberulum"	"Phyllanthus_phillyreifolius"	"Badula_platiphylla"	"Coffea_mauritiana"	"Warneckea_trinervis"	"Antirhea_borbonica"	"Grangeria_borbonica"	"Helichrysum_proteoides"	"Mimusops_erythroxylon"	"Aphloia_theiformis"	"Agauria_salicifolia"	"Psiadia_terebinthina"	"Bertiera_zaluzania"	"Gaertnera_rotundifolia"	"Stillingia_lineata"	"Faujasiopsis_flexuosa"	"Olea_lancea"	"Cordemoya_integrifolia"	"Euodia_chapelieri"	"Monimiastrum_globosum"	"Ochna_mauritiana"	"Erythrospermum_monticolum"	"Flagellaria_indica"	"Ocotea_laevigata"	"Polyscias_mauritiana"	"Nacoleia_sp3_M_PL_065"	"Apis_mellifera"	"Technomyrmex_albipes"	"Brachymyrmex_sp2_M_PL_065"	"Pheidole_megacephala"	"Pachycerina_crinicornis"	"Stomorhina_lunata"	"Psilopa_iceryae"	"Allograpta_nasuta"	"Chaetocnema_sp2_M_PL_065"	"Nacoleia_sp4_M_PL_065"	"Melanostoma_bituberculatum"	"Mordellidae_sp1_M_PL_065"	"Paragus_borbonicus"	"Lygistorrhina_sp2_M_PL_065"	"Panara_naso"	"Zosterops_mauritianus"	"Ahasverus_advena"	"Chrysomya_megacephala"	"Drosophila_sp2_M_PL_065"	"Eilema_squalida"	"Gelechioidea_sp1_M_PL_065"	"Ischiodon_aegyptius"	"Polistes_hebraeus"	"Scopariinae_sp1_M_PL_065"	"Trichoplusia_indicator"	"Achaea_finita"	"Acopsis_viridicans"	"Aganais_borbonica"	"Agrostis_atritegulator"	"Campopleginae_sp1_M_PL_065"	"Cephonodes_trochilus"	"Cerambycidae_sp1_M_PL_065"	"Eristalinus_flaveolus"	"Foudia_madagascariense"	"Hippotion_eson"	"Limonia_sp1_M_PL_065"	"Lygaeidae_sp2_M_PL_065"	"Mordellidae_sp2_M_PL_065"	"Ornidia_obesa"	"Peribaea_sp1_M_PL_065"	"Phelsuma_cepediana"	"Pycnonotus_jocosus"	"Spodoptera_littoralis"	"Tarundia_servillei"
"Coffea_macrocarpa"	1.09499120090682	0.0145269946579019	0.00537678075484203	0.00117538384070162	0.0176265338627999	0.0116253879693787	0.00552612099173212	0.0209703524500844	0.022580756063725	0.0117341042086302	0.0107548502934805	0.00628622981035426	0.00735307995023718	0.0110866895608133	0.00702257337546931	0.00590474920718582	0.0121635908413773	0.0154182321005371	0.00470468316048678	0.0294819036071415	0.000436409331212242	0.000290376494982485	0.000124609233866434	0	0.00808587032978768	0.00808587032978768	0.088417935867714	0.0873298496574735	0.0940936632097355	0.00355230917641005	0.00134419518871051	0.0970304439574521	0.00523691197454691	0.0857083915204026	0.00443066377416796	0.0030796741734877	0.00304043527448856	0.00236028603336013	0.000146922980087702	0.00120323158323835	0.00161291114740893	0.000747655403198604	0.000484233155263398	0.000702257337546932	0.00175301371765645	0.000702257337546932	0.0782136572076298	0.0855841331094152	0.000663069044464203	0.000484233155263398	0.00174752937084036	0.000484233155263398	0.000484233155263398	0.00161291114740893	0.000484233155263398	0.000484233155263398	0	0.000484233155263398	0.00146676302607878	0.00116253879693787	0.000484233155263398	0.000484233155263398	0.00146887782189999	0.00202726514022956	0.000146922980087703	0.000702257337546931	0.000590474920718582	0.00184778159346889	0.000484233155263398	0.000484233155263398	0.00161291114740893
"Sideroxylon_puberulum"	0.00677926417368757	1.24196753218578	0.000238444273662287	0.0046628094485405	0.0115345147488959	0.00827797371111933	0.00296254363346049	0.0108341392805519	0.000703311256479844	0.00351309407171861	0.00332657286782676	0.00341636909233332	0.0122634923689506	0.00341307649023065	0.00878991889345994	0.000783392297073433	0.00442125123436182	0.000379413521928563	0.000208638739454501	0.000275175730743227	0.00388203884902427	0.000230252053658119	0.00019627649287765	0	0.000136918958755926	0.000136918958755926	0.0474006981353679	0.0467202353587775	0.00417277478909002	0.00118751651069201	5.96110684155717e-05	0.00164302750507111	0.0465844661882913	0.0013661982597925	0.0450888742598045	0.000489373277284815	0.00181530183549132	0.00192480263745854	0.000582851181067563	0.00110029692711989	5.02365183199889e-05	0.0011776589572659	0.0413989177395261	0.000878991889345994	0.000906136600819276	0.000878991889345994	0.000484233155263398	0.000553027087949205	0.000135902243121873	0.0413989177395261	0.000902844940045992	0.0413989177395261	0.0413989177395261	5.02365183199888e-05	0.0413989177395261	0.0413989177395261	0	0.0413989177395261	0.000439136758964826	0.000827797371111934	0.0413989177395261	0.0413989177395261	0.000961209562407988	0.00073687520572697	0.000582851181067563	0.000878991889345993	7.83392297073433e-05	0.000568846081705108	0.0413989177395261	0.0413989177395261	5.02365183199889e-05
"Phyllanthus_phillyreifolius"	0.0188187326419471	0.00178833205246715	1.16097356951075	0.000640270657834294	0.0184696499869699	0.0187824291251606	0.000360223000720919	0.00137043141719609	0.00223601631696252	0.0179332691701282	0.0170482974491822	0.000794674533812755	0.00172006232897677	0.01803793681881	0.000859828573151157	0.0187336094829407	0.000840204485953847	0.0165753459736972	0.0158518733219048	0.000528163977836093	4.67147936653541e-05	0.000554233850969493	5.12539982103827e-05	0	0.00015910493204371	0.00015910493204371	0.0057635680115347	0.0109264335254027	0.317037466438097	0.00308113219163792	0.290243392377687	0.00190925918452452	0.000560577523984249	0.00578778121433872	0.00370631286457564	0.00240137409747763	0.00173780613236735	0.000257541145514406	8.00338322292867e-05	0.0020166994757088	0.000159715451211609	0.000307523989262296	5.96110684155717e-05	8.59828573151156e-05	0.00375160386081013	8.59828573151157e-05	0.00134419518871051	0.00147623618316953	0.00201191941103644	5.96110684155717e-05	0.000114202618099674	5.96110684155717e-05	5.96110684155718e-05	0.000159715451211609	5.96110684155717e-05	5.96110684155717e-05	0	5.96110684155717e-05	0.00224165864626602	0.00187824291251606	5.96110684155717e-05	5.96110684155717e-05	0.00153913749891416	0.000140034080992308	8.00338322292868e-05	8.59828573151156e-05	0.00187336094829407	0.003006322803135	5.96110684155717e-05	5.96110684155717e-05	0.000159715451211609
"Badula_platiphylla"	0.00205692172122784	0.0174855354320269	0.000320135328917147	1.18772299127264	0.00124151427008288	0.00110015795265784	0.000152796497071469	0.0157107297979999	0.0307027900515683	0.00108268029565538	0.0266369577864418	0.000190572136211409	0.0153582208686649	0.000858876984165314	0.00042906466769171	0.000737349343619335	0.015325654195297	0.000920671279223067	0.000280118412802504	0.000402806965540414	0.0134079634792683	0.000281526068545849	0.000245496955671249	0	0.000340900785172213	0.000340900785172213	0.00244474395314351	0.00811496782958454	0.00560236825605007	0.155097923305742	8.00338322292868e-05	0.00409080942206655	0.16089556175122	0.00512442293136451	0.00211908470466484	0.0023283914692118	0.000151102556559759	0.00258907922222207	0.14846537390908	0.00135358667341735	0.00219305643225488	0.0014729817340275	0.000582851181067563	4.2906466769171e-05	0.000183750729627718	4.2906466769171e-05	0.000146922980087703	0.000247624721472806	0.000144116451498396	0.000582851181067563	0.00130922748316665	0.000582851181067563	0.000582851181067563	0.00219305643225488	0.000582851181067563	0.000582851181067563	0	0.000582851181067563	0.000135335036956923	0.000110015795265784	0.000582851181067563	0.000582851181067563	0.000103459522506907	0.00255427569921616	0.14846537390908	4.29064667691709e-05	7.37349343619335e-05	0.000143146164027552	0.000582851181067563	0.000582851181067563	0.00219305643225488
"Coffea_mauritiana"	0.0205642895065999	0.0288362868722397	0.00615654999565663	0.000827676180055256	1.0992810491137	0.0236467513205879	0.0068986136319852	0.0153207397653615	0.001684559166249	0.0135897117703368	0.0122256121161565	0.0317869889655331	0.0182108332508743	0.0129258700909711	0.0196948029219881	0.0073024747912948	0.000811195592347204	0.00578325841440254	0.00538698124619955	0.000686245545404937	0.000347318791448616	0.000513968860407826	0.000299283936849966	0	0.000276135743342129	0.000276135743342129	0.110377818111763	0.103387728061716	0.107739624923991	0.0022613871965984	0.00153913749891416	0.00331362892010555	0.00416782549738339	0.0031702173456239	0.0984196885170466	0.00181903962602418	0.0995535013341916	0.00279429775135299	0.000103459522506907	0.00224781691670234	0.000120325654732072	0.0017957036210998	0.000961209562407989	0.00196948029219881	0.00309492261118827	0.00196948029219881	0.00146887782189999	0.00164043920825123	0.000858739694231437	0.000961209562407989	0.00127672831378012	0.000961209562407988	0.000961209562407989	0.000120325654732072	0.000961209562407989	0.000961209562407988	0	0.000961209562407988	0.00169871397129211	0.00236467513205879	0.000961209562407988	0.000961209562407988	0.0916067540928082	0.000135199265391201	0.000103459522506907	0.00196948029219881	0.000730247479129481	0.00215431168182851	0.000961209562407988	0.000961209562407988	0.000120325654732072
"Warneckea_trinervis"	0.0162755431571302	0.024833921133358	0.00751297165006425	0.000880126362126274	0.0283761015847055	1.11028880079083	0.000508952028035119	0.00980794958206065	0.00146684402781376	0.00784440923056017	0.0147124884344337	0.00117346219845314	0.0223088192060999	0.0155651016058513	0.0144249929916405	0.0398735564518786	0.000783340315197261	0.00696628021161322	0.00657385019380622	0.000524881907455471	0.00032563193779049	0.00149639384036857	0.000406030314048569	0	0.000201442089005036	0.000201442089005036	0.0081432324485619	0.123106553784919	0.131477003876124	0.00266687177442	0.00187824291251606	0.00241730506806043	0.00390758325348588	0.00313944014245599	0.117522920148593	0.00108532572723529	0.00265804068167208	0.00267639739901338	0.000110015795265784	0.00584642391236286	0.000104774573415269	0.00243618188429142	0.000827797371111934	0.00144249929916405	0.115016235724271	0.00144249929916405	0.00116253879693787	0.00129375927380174	0.00436145410528001	0.000827797371111933	0.000817329131838386	0.000827797371111933	0.000827797371111934	0.000104774573415269	0.000827797371111934	0.000827797371111933	0	0.000827797371111933	0.000980551153820022	0.111028880079083	0.000827797371111933	0.000827797371111933	0.00236467513205879	0.000130556719199543	0.000110015795265784	0.00144249929916405	0.00398735564518787	0.00259418360097521	0.000827797371111933	0.000827797371111933	0.000104774573415269
"Antirhea_borbonica"	0.0386828469421248	0.0444381545019074	0.000720446001441837	0.000611185988285878	0.0413916817919111	0.00254476014017559	1.03413920992338	0.0383885975099046	0.00262477757980621	0.0384181751203912	0.001458845632526	0.0373349724025389	0.00315645329589061	0.00149928190818594	0.0412904990065736	0.000873885931457954	0.000951040296732651	0.00105189333353862	0.000630390251261607	0.00136626193936229	0.000450283856394581	7.81038655252015e-05	5.13752256434275e-05	0	0.000590105444185634	0.000590105444185634	0.546227358774113	0.0119032239665414	0.0126078050252322	0.000507023300133369	0.000180111500360459	0.00708126533022761	0.00540340627673497	0.00337202465821613	0.00957714232205531	0.0049897560028922	0.0127830499166273	0.0034620875671496	7.63982485357346e-05	0.000350426367803347	0.000187484112843301	0.000308251353860565	0.00148127181673025	0.00412904990065737	0.000341864607163354	0.00412904990065737	0.00276306049586606	0.00310462598070663	0.000106914559527096	0.00148127181673025	0.00319904979249204	0.00148127181673024	0.00148127181673025	0.000187484112843301	0.00148127181673025	0.00148127181673024	0	0.00148127181673024	0.0048022718900489	0.000254476014017559	0.00148127181673024	0.00148127181673024	0.0034493068159926	0.000158506716122109	7.63982485357347e-05	0.00412904990065736	8.73885931457955e-05	0.00024988031803099	0.00148127181673024	0.00148127181673024	0.000187484112843301
"Grangeria_borbonica"	0.0244654111917651	0.0270853482013798	0.000456810472398697	0.0104738198653332	0.0153207397653615	0.00817329131838386	0.00639809958498409	1.09977465085893	0.0116021979988704	0.00772964508188208	0.00735231437564858	0.00716510044099106	0.0410424277041707	0.00740918992962897	0.00838072625526027	0.00172077208098843	0.00999747167794672	0.000960022759455454	0.00039970916334886	0.00984147588976099	0.00860403544201123	0.00074533675817922	0.000655733908768308	0	0.00878950130394083	0.00878950130394083	0.102369593359745	0.10227277235431	0.0079941832669772	0.00336334164093216	0.000114202618099674	0.10547401564729	0.103248425304135	0.00448250876885276	0.00725517731987142	0.001794934063726	0.00306800342402789	0.0950680898802588	0.00130922748316665	0.00359227951677973	0.000828728428490743	0.00393440345260985	0.000902844940045993	0.000838072625526027	0.000989406339937229	0.000838072625526028	0.00174752937084036	0.00420789834328061	0.000358411397643648	0.000902844940045993	0.0916478875715777	0.000902844940045993	0.000902844940045993	0.000828728428490743	0.000902844940045993	0.000902844940045993	0	0.000902844940045993	0.00096620563523526	0.000817329131838387	0.000902844940045993	0.000902844940045993	0.00127672831378012	0.00166624527965779	0.00130922748316666	0.000838072625526027	0.000172077208098843	0.0012348649882715	0.000902844940045993	0.000902844940045993	0.000828728428490743
"Helichrysum_proteoides"	0.022580756063725	0.00150709554959967	0.000638861804846435	0.017544451458039	0.00144390785678486	0.00104774573415269	0.000374968225686602	0.00994474114188892	1.18304888341322	0.0243418981771259	0.0157979473215735	0.000432052948660928	0.00114745376369453	0.000992389928100269	0.000490552398846178	0.00069890893333354	0.0129506993866335	0.0119673400453521	0.000559004079240631	0.0090813055307972	0.000463138471635861	3.90769172602101e-05	1.91618865981085e-05	0	0.00811049614827015	0.00811049614827015	0.00599949161098563	0.00561098701095385	0.0111800815848126	0.0893295393248897	0.000159715451211609	0.0973259537792417	0.00555766165963033	0.0912666877288919	0.000420013133326491	0.0875462289445134	0.000228338891897304	0.000924349575465288	0.00219305643225488	0.000165512040307898	0.0845034916723727	0.000114971319588651	5.02365183199889e-05	4.90552398846178e-05	0.000174665466748622	4.90552398846178e-05	0.00161291114740893	0.00388323753010823	7.96601226484065e-05	5.02365183199889e-05	0.000828728428490742	5.02365183199888e-05	5.02365183199889e-05	0.0845034916723727	5.02365183199889e-05	5.02365183199888e-05	0	5.02365183199888e-05	0.00304273727214074	0.000104774573415269	5.02365183199888e-05	5.02365183199888e-05	0.000120325654732072	0.00215844989777225	0.00219305643225488	4.90552398846177e-05	6.9890893333354e-05	0.000165398321350045	5.02365183199888e-05	5.02365183199888e-05	0.0845034916723727
"Mimusops_erythroxylon"	0.0205346823651029	0.0131741027689448	0.00896663458506408	0.00108268029565539	0.0203845676555053	0.00980551153820021	0.0096045437800978	0.0115944676228231	0.0425983218099704	1.1235432092249	0.00917740954035627	0.0106978370911155	0.00174068802539635	0.00915578485023889	0.0118224877405363	0.00930898376366093	0.00111454774358098	0.00870473552915246	0.00784580526193107	0.00094502402535865	0.000162738497727844	0.00029045454327706	3.95765402307202e-05	0	0.00051926926725404	0.00051926926725404	0.153672700481565	0.00875196027927321	0.156916105238622	0.00470764056582371	0.00224165864626602	0.00623123120704848	0.00195286197273412	0.00687144213777114	0.00444570799358027	0.143485638425253	0.00437317324407099	0.00111126297068496	0.000135335036956923	0.00107595571181579	0.00304273727214075	0.000237459241384321	0.000439136758964826	0.00118224877405363	0.00191144953018611	0.00118224877405363	0.00146676302607878	0.00170301903241844	0.00100351201218536	0.000439136758964826	0.000966205635235259	0.000439136758964826	0.000439136758964826	0.00304273727214074	0.000439136758964826	0.000439136758964826	0	0.000439136758964826	0.140442901153112	0.000980551153820022	0.000439136758964826	0.000439136758964826	0.00169871397129211	0.000185757957263497	0.000135335036956923	0.00118224877405363	0.000930898376366094	0.00152596414170648	0.000439136758964826	0.000439136758964826	0.00304273727214075
