"Giraffe"	"Buffalo"	"Eland"	"Zebra"	"Waterbuck"	"Wildebeest"	"Kongoni"	"Topi"	"Warthog"	"Reedbuck"	"Impala"	"Gr_Gazelle"	"Bushbuck"	"Th_Gazelle"	"Oribi"	"Dikdik"	"lion"	"Leopard"	"hyaena"	"Cheetah"	"wild_dog"	"caracal"	"canis_meso"	"canis_aureus"
"Giraffe"	1.01739714366508	0.0173971436650762	0.0173971436650762	0.0209104890430876	0.0209104890430876	0.0219643803339093	0.0209104890430876	0.0209104890430876	0.0219643803339093	0.0219643803339093	0.0219643803339093	0.0228778258607489	0.0197722596608088	0.0228778258607489	0.0207666828683623	0.0233478305794482	0.55670859728244	0.0306128817848254	0.0273175051746906	0.0168622606531468	0.0263493442420338	0.0016677021842463	0.0016677021842463	0.00548067316103778
"Buffalo"	0.0173971436650762	1.01739714366508	0.0173971436650762	0.0209104890430876	0.0209104890430876	0.0219643803339093	0.0209104890430876	0.0209104890430876	0.0219643803339093	0.0219643803339093	0.0219643803339093	0.0228778258607489	0.0197722596608088	0.0228778258607489	0.0207666828683623	0.0233478305794482	0.55670859728244	0.0306128817848254	0.0273175051746906	0.0168622606531468	0.0263493442420338	0.0016677021842463	0.0016677021842463	0.00548067316103778
"Eland"	0.0173971436650762	0.0173971436650762	1.01739714366508	0.0209104890430876	0.0209104890430876	0.0219643803339093	0.0209104890430876	0.0209104890430876	0.0219643803339093	0.0219643803339093	0.0219643803339093	0.0228778258607489	0.0197722596608088	0.0228778258607489	0.0207666828683623	0.0233478305794482	0.55670859728244	0.0306128817848254	0.0273175051746906	0.0168622606531468	0.0263493442420338	0.0016677021842463	0.0016677021842463	0.00548067316103778
"Zebra"	0.0052276222607719	0.0052276222607719	0.0052276222607719	1.02494442503901	0.0249444250390091	0.0261255982811791	0.0249444250390091	0.0249444250390091	0.0261255982811791	0.0261255982811791	0.0261255982811791	0.0271366733702472	0.0184289673559165	0.0271366733702472	0.0190566562227092	0.0216114029511448	0.167283912344701	0.159442478953543	0.156370984394224	0.018898771874719	0.155516725286337	0.00154367163936749	0.00154367163936749	0.00606645053440868
"Waterbuck"	0.0052276222607719	0.0052276222607719	0.0052276222607719	0.0249444250390091	1.02494442503901	0.0261255982811791	0.0249444250390091	0.0249444250390091	0.0261255982811791	0.0261255982811791	0.0261255982811791	0.0271366733702472	0.0184289673559165	0.0271366733702472	0.0190566562227092	0.0216114029511448	0.167283912344701	0.159442478953543	0.156370984394224	0.018898771874719	0.155516725286337	0.00154367163936749	0.00154367163936749	0.00606645053440868
"Wildebeest"	0.00439287606678185	0.00439287606678185	0.00439287606678185	0.0209004786249433	0.0209004786249433	1.02846058176158	0.0209004786249433	0.0209004786249433	0.0284605817615795	0.0284605817615795	0.0284605817615795	0.0295863668389403	0.0154249832291661	0.0295863668389403	0.022581656139074	0.0255310905407759	0.140572034137019	0.133982720036847	0.131411889498652	0.120961650186181	0.129336363695121	0.00182364932434114	0.00182364932434114	0.00675471046416452
"Kongoni"	0.0052276222607719	0.0052276222607719	0.0052276222607719	0.0249444250390091	0.0249444250390091	0.0261255982811791	1.02494442503901	0.0249444250390091	0.0261255982811791	0.0261255982811791	0.0261255982811791	0.0271366733702472	0.0184289673559165	0.0271366733702472	0.0190566562227092	0.0216114029511448	0.167283912344701	0.159442478953543	0.156370984394224	0.018898771874719	0.155516725286337	0.00154367163936749	0.00154367163936749	0.00606645053440868
"Topi"	0.0052276222607719	0.0052276222607719	0.0052276222607719	0.0249444250390091	0.0249444250390091	0.0261255982811791	0.0249444250390091	1.02494442503901	0.0261255982811791	0.0261255982811791	0.0261255982811791	0.0271366733702472	0.0184289673559165	0.0271366733702472	0.0190566562227092	0.0216114029511448	0.167283912344701	0.159442478953543	0.156370984394224	0.018898771874719	0.155516725286337	0.00154367163936749	0.00154367163936749	0.00606645053440868
"Warthog"	0.00439287606678185	0.00439287606678185	0.00439287606678185	0.0209004786249433	0.0209004786249433	0.0284605817615795	0.0209004786249433	0.0209004786249433	1.02846058176158	0.0284605817615795	0.0284605817615795	0.0295863668389403	0.0154249832291661	0.0295863668389403	0.022581656139074	0.0255310905407759	0.140572034137019	0.133982720036847	0.131411889498652	0.120961650186181	0.129336363695121	0.00182364932434114	0.00182364932434114	0.00675471046416452
"Reedbuck"	0.00439287606678185	0.00439287606678185	0.00439287606678185	0.0209004786249433	0.0209004786249433	0.0284605817615795	0.0209004786249433	0.0209004786249433	0.0284605817615795	1.02846058176158	0.0284605817615795	0.0295863668389403	0.0154249832291661	0.0295863668389403	0.022581656139074	0.0255310905407759	0.140572034137019	0.133982720036847	0.131411889498652	0.120961650186181	0.129336363695121	0.00182364932434114	0.00182364932434114	0.00675471046416452
