"Canthium_bibracteatum"	"Psidium_cattleianum"	"Premna_serratifolia"	"Erythroxylum_sechellarum"	"Cinnamomum_verum"	"Ochna_kirkii"	"Memecylon_eleagni"	"Lasioglossum_mahense"	"Apis_mellifera"	"Ornidia_obesa"	"Parasarcophaga_hirticeps"	"Unidentified_sp1_M_PL_109"	"Xylocopa_caffra"	"Hemipyrellia_germana"	"Pachycerina_seychellensis"	"Dichaetomyia_fasciculifera"	"Hemipyrellia_sp1_M_PL_109"	"Lygistorrhina_sp1_M_PL_109"	"Plagiostenopterina_cyanosoma"	"Simosyrphus_aegyptius"
"Parasarcophaga_hirticeps"	0.0202658165281057	0.194804528221498	0.219205516409685	0.0131965463770292	0.208009789900517	0.00695730457933921	0.0042271646504932	0.0386841191287988	0.0295901525534524	0.0613851168593574	1.05885188979334	0.0137003447756053	0.0278292183173568	0.0162335718416185	0.0153499130727339	0.0137003447756053	0.034501323765657	0.00164956829712865	0.0208009789900517	0.0010567911626233
"Unidentified_sp1_M_PL_109"	0.0216506971975412	0.0136633983473967	0.583630363500233	0.0171014526626808	0.0291621181462673	0.000487978512407024	0.000970658300141086	0.044237128265919	0.0067946081009876	0.0438073714765085	0.0411010343268159	1.03647689771876	0.0019519140496281	0.0391832348684572	0.0386145793015996	0.0364768977187646	0.0393931095333913	0.0021376815828351	0.00291621181462673	0.000242664575035272
"Xylocopa_caffra"	0.0120281141370606	0.314723925275244	0.0156153123970248	0.0068924886646968	0.0142737979181566	0.296954425902687	0.00617860237179633	0.00476841216684938	0.0432502166025743	0.0432473417431678	0.0417438274760352	0.000975957024814049	1.18781770361075	0.00247947129194662	0.00183751810790115	0.000975957024814049	0.00240333681662971	0.0008615610830871	0.00142737979181566	0.00154465059294908
"Hemipyrellia_germana"	0.283962898129449	0.0173562990436263	0.313465878947658	0.0194298952378785	0.0258920294774586	0.000619867822986656	0.00593979800761025	0.0601049195528904	0.0415785860532718	0.0598457200286088	0.0243503577624277	0.0195916174342286	0.00247947129194662	1.05508697970041	0.0220203543389634	0.0195916174342286	0.0221808203819744	0.00242873690473482	0.00258920294774586	0.00148494950190256
"Pachycerina_seychellensis"	0.0217045175053087	0.012862626755308	0.308916634412797	0.295513389843983	0.0210975161388758	0.000459379526975287	0.00611260248341852	0.0610692796833489	0.0427882173839296	0.0257379342972645	0.0230248696091009	0.0193072896507998	0.00183751810790115	0.0220203543389634	1.0562464633813	0.0193072896507998	0.0214170412646874	0.0369391737304979	0.00210975161388758	0.00152815062085463
"Dichaetomyia_fasciculifera"	0.0216506971975412	0.0136633983473967	0.583630363500233	0.0171014526626808	0.0291621181462673	0.000487978512407024	0.000970658300141086	0.044237128265919	0.0067946081009876	0.0438073714765085	0.0411010343268159	0.0364768977187645	0.0019519140496281	0.0391832348684572	0.0386145793015996	1.03647689771876	0.0393931095333913	0.0021376815828351	0.00291621181462673	0.000242664575035272
"Hemipyrellia_sp1_M_PL_109"	0.0198741249222305	0.016823357716408	0.31514487626713	0.0137638919839341	0.299525111672388	0.000600834204157427	0.000934469900418012	0.0538538180472051	0.00654128930292608	0.0542362512637643	0.0517519856484855	0.0196965547666956	0.00240333681662971	0.0221808203819744	0.0214170412646874	0.0196965547666956	1.04964906593393	0.00172048649799177	0.0299525111672388	0.000233617475104503
"Lygistorrhina_sp1_M_PL_109"	0.0217583378130763	0.0120618551632194	0.0342029053253616	0.573925327025286	0.0130329141314843	0.00043078054154355	0.011254546666696	0.0779014311007788	0.0787818266668717	0.00766849711802049	0.00494870489138596	0.0021376815828351	0.0017231221661742	0.00485747380946963	0.0738783474609958	0.0021376815828351	0.00344097299598353	1.07174066587816	0.00130329141314843	0.00281363666667399
"Plagiostenopterina_cyanosoma"	0.0180975526469199	0.0199833170854193	0.0466593890340276	0.0104263313051875	0.56988810519851	0.000713689895907831	0.000898281500694938	0.0634705078284911	0.00628797050486456	0.0646651310510201	0.0624029369701551	0.00291621181462673	0.00285475958363132	0.00517840589549171	0.00421950322777516	0.00291621181462673	0.0599050223344777	0.00130329141314843	1.05698881051985	0.000224570375173734
"Simosyrphus_aegyptius"	0.0218178754301588	0.0216251083012871	0.00388263320056434	0.0225090933333919	0.00224570375173734	0.000772325296474541	0.593813927353053	0.00600810604565285	0.156697491471368	0.00589760791663975	0.0031703734878699	0.000242664575035272	0.00308930118589816	0.00296989900380513	0.00305630124170926	0.000242664575035272	0.000467234950209006	0.00281363666667399	0.000224570375173734	1.14845348183826
