"Canthium_bibracteatum"	"Psidium_cattleianum"	"Premna_serratifolia"	"Erythroxylum_sechellarum"	"Cinnamomum_verum"	"Ochna_kirkii"	"Memecylon_eleagni"	"Lasioglossum_mahense"	"Apis_mellifera"	"Ornidia_obesa"	"Parasarcophaga_hirticeps"	"Unidentified_sp1_M_PL_109"	"Xylocopa_caffra"	"Hemipyrellia_germana"	"Pachycerina_seychellensis"	"Dichaetomyia_fasciculifera"	"Hemipyrellia_sp1_M_PL_109"	"Lygistorrhina_sp1_M_PL_109"	"Plagiostenopterina_cyanosoma"	"Simosyrphus_aegyptius"
"Canthium_bibracteatum"	1.09255019812271	0.0420983994797121	0.0866027887901648	0.0435166756261525	0.0452438816172997	0.00150351426713257	0.0218178754301588	0.151945421679723	0.152725128011112	0.151768137161418	0.0151993623960793	0.0054126742993853	0.0060140570685303	0.141981449064724	0.0108522587526544	0.0054126742993853	0.00993706246111527	0.00543958445326907	0.00452438816172997	0.00545446885753971
"Psidium_cattleianum"	0.0420983994797121	1.10153373846336	0.0546535933895867	0.0241237103264388	0.0499582927135482	0.0393404906594055	0.0216251083012871	0.0166894425839728	0.15137575810901	0.151365696101087	0.146103396166123	0.00341584958684917	0.157361962637622	0.00867814952181318	0.00643131337765402	0.00341584958684917	0.00841167885820398	0.00301546379080485	0.00499582927135482	0.00540627707532179
"Premna_serratifolia"	0.0433013943950824	0.0273267966947934	1.16726072700047	0.0342029053253616	0.0583242362925345	0.000975957024814048	0.00194131660028217	0.088474256531838	0.0135892162019752	0.087614742953017	0.0822020686536317	0.0729537954375291	0.00390382809925619	0.0783664697369144	0.0772291586031993	0.0729537954375291	0.0787862190667825	0.0042753631656702	0.00583242362925345	0.000485329150070543
"Erythroxylum_sechellarum"	0.0435166756261525	0.0241237103264388	0.0684058106507231	1.14785065405057	0.0260658282629687	0.000861561083087099	0.0225090933333919	0.155802862201558	0.157563653333743	0.015336994236041	0.00989740978277191	0.0042753631656702	0.0034462443323484	0.00971494761893926	0.147756694921992	0.0042753631656702	0.00688194599196706	0.143481331756321	0.00260658282629687	0.00562727333334798
"Cinnamomum_verum"	0.0361951052938398	0.0399666341708385	0.0933187780680552	0.0208526626103749	1.13977621039702	0.00142737979181566	0.00179656300138987	0.126941015656982	0.0125759410097291	0.12933026210204	0.12480587394031	0.00583242362925345	0.00570951916726265	0.0103568117909834	0.00843900645555032	0.00583242362925345	0.119810044668955	0.00260658282629687	0.113977621039702	0.000449140750347469
"Ochna_kirkii"	0.0060140570685303	0.157361962637622	0.00780765619851239	0.0034462443323484	0.00713689895907831	1.14847721295134	0.00308930118589816	0.00238420608342469	0.0216251083012871	0.0216236708715839	0.0208719137380176	0.000487978512407024	0.593908851805375	0.00123973564597331	0.000918759053950574	0.000487978512407024	0.00120166840831486	0.00043078054154355	0.000713689895907831	0.000772325296474541
"Memecylon_eleagni"	0.0436357508603177	0.0432502166025743	0.00776526640112869	0.0450181866667838	0.00449140750347469	0.00154465059294908	1.18762785470611	0.0120162120913057	0.313394982942736	0.0117952158332795	0.00634074697573979	0.000485329150070543	0.00617860237179633	0.00593979800761026	0.00611260248341852	0.000485329150070543	0.000934469900418012	0.00562727333334798	0.000449140750347469	0.296906963676526
"Lasioglossum_mahense"	0.151945421679723	0.0166894425839728	0.176948513063676	0.155802862201558	0.158676269571228	0.000596051520856173	0.00600810604565285	1.06539544450876	0.0420567423195699	0.0480062670565645	0.0290130893465991	0.0110592820664798	0.00238420608342469	0.0300524597764452	0.0305346398416744	0.0110592820664798	0.0269269090236025	0.0194753577751947	0.0158676269571228	0.00150202651141321
"Apis_mellifera"	0.152725128011112	0.15137575810901	0.0271784324039504	0.157563653333743	0.0157199262621614	0.00540627707532179	0.156697491471368	0.0420567423195699	1.09688244029957	0.0412832554164783	0.0221926144150893	0.0016986520252469	0.0216251083012871	0.0207892930266359	0.0213941086919648	0.0016986520252469	0.00327064465146304	0.0196954566667179	0.00157199262621614	0.039174372867842
"Ornidia_obesa"	0.151768137161418	0.151365696101087	0.175229485906034	0.015336994236041	0.16166282762755	0.00540591771789598	0.00589760791663975	0.0480062670565646	0.0412832554164783	1.06500985478969	0.046038837644518	0.0109518428691271	0.0216236708715839	0.0299228600143044	0.0128689671486322	0.0109518428691271	0.0271181256318821	0.00191712427950512	0.016166282762755	0.00147440197915994
