"R1"	"R2"	"R3"	"R4"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"C11"	"C12"
"R1"	1.08176100628931	0.0503144654088051	0.10062893081761	0.10062893081761	0.00838574423480084	0.00838574423480084	0.00838574423480084	0.20125786163522	0.00838574423480084	0.20125786163522	0.188679245283019	0.00838574423480084	0.00838574423480084	0.00838574423480084	0.00838574423480084	0.00838574423480084
"R2"	0.0754716981132076	1.07208514755685	0.0928882438316401	0.0928882438316401	0.00774068698597001	0.00774068698597001	0.00774068698597001	0.288340590227383	0.00774068698597	0.288340590227383	0.0203193033381713	0.00774068698597	0.00774068698597	0.00774068698597001	0.00774068698597001	0.00774068698597001
"R3"	0.0251572327044025	0.01548137397194	1.14634736332849	0.146347363328495	0.0538622802773746	0.0538622802773746	0.0538622802773746	0.0619254958877601	0.0538622802773746	0.0619254958877601	0.0580551523947751	0.0538622802773746	0.0538622802773746	0.0538622802773746	0.0538622802773746	0.0538622802773746
"R4"	0.0251572327044025	0.01548137397194	0.146347363328495	1.14634736332849	0.0538622802773746	0.0538622802773746	0.0538622802773746	0.0619254958877601	0.0538622802773746	0.0619254958877601	0.0580551523947751	0.0538622802773746	0.0538622802773746	0.0538622802773746	0.0538622802773746	0.0538622802773746
"C1"	0.0125786163522013	0.00774068698597001	0.323173681664248	0.323173681664248	1.02693114013869	0.0269311401386873	0.0269311401386873	0.03096274794388	0.0269311401386873	0.03096274794388	0.0290275761973875	0.0269311401386873	0.0269311401386873	0.0269311401386873	0.0269311401386873	0.0269311401386873
"C2"	0.0125786163522013	0.00774068698597001	0.323173681664248	0.323173681664248	0.0269311401386873	1.02693114013869	0.0269311401386873	0.03096274794388	0.0269311401386873	0.03096274794388	0.0290275761973875	0.0269311401386873	0.0269311401386873	0.0269311401386873	0.0269311401386873	0.0269311401386873
"C3"	0.0125786163522013	0.00774068698597001	0.323173681664248	0.323173681664248	0.0269311401386873	0.0269311401386873	1.02693114013869	0.03096274794388	0.0269311401386873	0.03096274794388	0.0290275761973875	0.0269311401386873	0.0269311401386873	0.0269311401386873	0.0269311401386873	0.0269311401386873
"C4"	0.150943396226415	0.144170295113691	0.18577648766328	0.18577648766328	0.01548137397194	0.01548137397194	0.01548137397194	1.07668118045477	0.01548137397194	0.0766811804547654	0.0406386066763425	0.01548137397194	0.01548137397194	0.01548137397194	0.01548137397194	0.01548137397194
"C5"	0.0125786163522013	0.00774068698597001	0.323173681664248	0.323173681664248	0.0269311401386873	0.0269311401386873	0.0269311401386873	0.03096274794388	1.02693114013869	0.03096274794388	0.0290275761973875	0.0269311401386873	0.0269311401386873	0.0269311401386873	0.0269311401386873	0.0269311401386873
"C6"	0.150943396226415	0.144170295113691	0.18577648766328	0.18577648766328	0.01548137397194	0.01548137397194	0.01548137397194	0.0766811804547654	0.01548137397194	1.07668118045477	0.0406386066763425	0.01548137397194	0.01548137397194	0.01548137397194	0.01548137397194	0.01548137397194
"C7"	0.188679245283019	0.0135462022254475	0.2322206095791	0.2322206095791	0.019351717464925	0.019351717464925	0.019351717464925	0.0541848089017901	0.019351717464925	0.0541848089017901	1.05079825834543	0.019351717464925	0.019351717464925	0.019351717464925	0.019351717464925	0.019351717464925
"C8"	0.0125786163522013	0.00774068698597	0.323173681664248	0.323173681664248	0.0269311401386873	0.0269311401386873	0.0269311401386873	0.03096274794388	0.0269311401386873	0.03096274794388	0.0290275761973875	1.02693114013869	0.0269311401386873	0.0269311401386873	0.0269311401386873	0.0269311401386873
"C9"	0.0125786163522013	0.00774068698597	0.323173681664248	0.323173681664248	0.0269311401386873	0.0269311401386873	0.0269311401386873	0.03096274794388	0.0269311401386873	0.03096274794388	0.0290275761973875	0.0269311401386873	1.02693114013869	0.0269311401386873	0.0269311401386873	0.0269311401386873
"C10"	0.0125786163522013	0.00774068698597001	0.323173681664248	0.323173681664248	0.0269311401386873	0.0269311401386873	0.0269311401386873	0.03096274794388	0.0269311401386873	0.03096274794388	0.0290275761973875	0.0269311401386873	0.0269311401386873	1.02693114013869	0.0269311401386873	0.0269311401386873
"C11"	0.0125786163522013	0.00774068698597001	0.323173681664248	0.323173681664248	0.0269311401386873	0.0269311401386873	0.0269311401386873	0.03096274794388	0.0269311401386873	0.03096274794388	0.0290275761973875	0.0269311401386873	0.0269311401386873	0.0269311401386873	1.02693114013869	0.0269311401386873
"C12"	0.0125786163522013	0.00774068698597001	0.323173681664248	0.323173681664248	0.0269311401386873	0.0269311401386873	0.0269311401386873	0.03096274794388	0.0269311401386873	0.03096274794388	0.0290275761973875	0.0269311401386873	0.0269311401386873	0.0269311401386873	0.0269311401386873	1.02693114013869
