"Acer_rubrum"	"Hamamelis_virginiana"	"Quercus_rubra"	"Vaccinium_sp."	"Quercus_prinus"	"Quercus_alba"	"Carya_glabra"	"Cornus_florida"	"Prunus_serotina"	"Tsuga_canadensis"	"Betula_lenta"	"Castanea_dentata"	"Kalmia_latifolia"	"Fagus_grandifolia"	"Carpinus_caroliniana"	"Lindera_benzoin"	"Liriodendron_tulipifera"	"Sassafras_albidum"	"T01"	"T02"	"T03"	"T04"	"T05"	"T08"	"T11"	"T12"	"N01"	"N06"	"N07"	"N10"	"N11"	"N13"	"N17"	"N18"	"N19"	"L01"	"L02"	"L03"	"L04"	"L05"	"L07"	"L09"	"L10"	"L11"	"L17"	"L20"	"G01"	"G02"	"G03"	"G04"	"G05"	"G08"	"G09"	"G10"	"G16"	"G21"	"G27"	"G28"	"G30"	"G33"	"G39"	"G40"	"G44"	"G45"	"G48"	"G60"	"A01"	"A02"	"A04"	"A06"	"A07"	"A08"	"A14"	"A15"	"A20"
"Acer_rubrum"	1.03600981177055	0.0225103243313161	0.0288517648573909	0.0298089566350083	0.0263248932391615	0.0228237008900435	0.0281845007947257	0.0214509530005739	0.0177545954033727	0.00860292927485208	0.0147955913231907	0.0176858733440854	0.00950523675847	0.0130537120824421	0.0113740776249673	0.010443978877034	0.00754793369018542	0.00660449943596272	0.0216877062054619	0.0224191598974093	0.00306327075179751	0.0216213768408651	0.00147692822571421	0.000277415553177698	0.000743180500599704	0.000277415553177698	0.0246285366474667	0.0247254745825741	0.0238915854272481	0.0040833756735085	0.000554789424493447	0.0226501812066735	0.00175061194369614	0.0196511318320618	0.0223785482915867	0.0244738767929012	0.024127936634487	0.00368100490117309	0.00265354278739886	0.00023897025763478	0.0232660763368443	0.0226835766511372	0.0205045763835975	0.00023897025763478	0.00149279803691104	0.0219450946822646	0.0248825558565422	0.023778586847532	0.0199796944495482	0.0242181680995927	0.0245773963807394	0.0212904601066239	0.0240334201187822	0.0224492042803912	0.00290253894708312	0.00172961817078981	0.00341593771395709	0.00023897025763478	0.00023897025763478	0.000795727523110393	0.00362791474470837	0.00323988174364621	0.00139040265982893	0.00104567479602721	0.00023897025763478	0.000383052732153105	0.0219847047521255	0.00023897025763478	0.0225978453317824	0.0031094770410059	0.00023897025763478	0.0220810669092183	0.00132329242831558	0.00432655535131538	0.025121526114177
"Hamamelis_virginiana"	0.0253241148727306	1.02717479124935	0.0252807061870821	0.02443122369402	0.0282169740372942	0.0244064316862916	0.0265266428874539	0.0229417060697874	0.0189735858719267	0.00944439357594172	0.0159614267185639	0.0218095144273217	0.0104148135883978	0.0119517707169011	0.0124400499130193	0.0114069988676481	0.00940941822332193	0.00721877074628193	0.0238404166761546	0.024633101575686	0.0240906510950262	0.00281989389970917	0.001463754690625	0.000296462279248855	0.000678200149467917	0.000296462279248855	0.0270055470964862	0.0271115858250045	0.026336195830813	0.00417994634721378	0.000651799880771983	0.0248655457148181	0.00192426020216347	0.000850702960454814	0.0245879025692846	0.0267979385508938	0.0265194205142777	0.00368389670882301	0.00258626868805325	0.000262344265998381	0.0254976493956659	0.0249052866114264	0.00162466603587731	0.000262344265998381	0.00151309529863366	0.0241223599651872	0.0272831921251894	0.0260425090194152	0.00117849640643262	0.0265848391117499	0.0269510302828277	0.00267213699786922	0.0263773795403518	0.0247289671157356	0.00305680971822266	0.00185042447642888	0.00348628756929747	0.000262344265998381	0.000262344265998381	0.000908153382470774	0.00380063889839995	0.0242905260019026	0.00144215161110958	0.00106731673768284	0.000262344265998381	0.000409673322674774	0.024106157673978	0.000262344265998381	0.0248684830014206	0.00308134165490551	0.000262344265998381	0.0244239837373875	0.00140170183876029	0.00438950934826175	0.0275455363911878
"Quercus_rubra"	0.0243436765984236	0.0189605296403116	1.03391573303423	0.0254798594611494	0.0293943896682549	0.0251625269367258	0.0287205092697719	0.0213121112923098	0.0196899211201164	0.00833001758754116	0.0181377020368348	0.0186690722736921	0.00765812382464182	0.0143216690960952	0.0121663368838221	0.0121718557163183	0.00819917798284794	0.00670012091025014	0.0185935520294602	0.0192757363863893	0.0188661584720869	0.0186088339848552	0.00151988044229824	0.000307655017501819	0.000705777821582278	0.000307655017501819	0.021710330704716	0.0218803285475409	0.0210763585348035	0.0199627091086685	0.000564765668033343	0.019655019744224	0.00192678902023027	0.000848931629977192	0.0193368459213154	0.0216070226147793	0.0212457455606097	0.0195538112883406	0.0184377017602375	0.000231389377431699	0.0202579546381	0.0196448763271318	0.0174141579482051	0.000231389377431699	0.0173469047418098	0.0188889077882701	0.0219680276628026	0.0207210488762893	0.0169826281834011	0.021171356286194	0.0216036129789167	0.00274130166205085	0.0210601387431098	0.0195226354023155	0.00298210742023521	0.0018654269183876	0.0194177408666615	0.000231389377431699	0.000231389377431699	0.000869109994079206	0.0196442250624053	0.00327903314461336	0.00148209256837068	0.00112620341912908	0.000231389377431699	0.000380573415934104	0.0189309266205961	0.000231389377431699	0.0038035659335826	0.0187847686691537	0.000231389377431699	0.0033515608876477	0.00134291213067477	0.0202721164191911	0.0221994170402343
"Vaccinium_sp."	0.0251513071607883	0.018323417770515	0.0254798594611494	1.03999386757069	0.0272175663765476	0.0235141450371281	0.0256690119823511	0.0206485521243113	0.0246656670526404	0.00685081846951153	0.0139647047065112	0.0201927063653347	0.00935111154928455	0.0113919482267621	0.0108334732352651	0.0130244379131947	0.0107360453581844	0.00632469297316835	0.0186215361066449	0.0193697258228694	0.00292408253989786	0.0186064984076023	0.0173925873875439	0.000385401047697506	0.0166353052284895	0.000385401047697506	0.0217727746341681	0.0218167029213682	0.0051875383367516	0.0199686605226277	0.000550884555280106	0.0196370358044799	0.00193783014986961	0.0167156691282139	0.0193186422135846	0.0214588347427621	0.0212736573880927	0.0194774380093988	0.0184378054521055	0.000190300513041987	0.0201599845211426	0.019734221367757	0.0174804921034709	0.000190300513041987	0.00144633631118725	0.0189626257131911	0.0220160320562131	0.0207621851654765	0.00116367586273305	0.021257744931366	0.0216012852051769	0.00263480381847973	0.0211151183443314	0.00360496500582124	0.0189391539205816	0.00186996742016654	0.00344181904397194	0.000190300513041987	0.000190300513041987	0.000962915542684271	0.00382172522621418	0.0191612897349148	0.00136723975227586	0.00113012297410378	0.000190300513041987	0.000368724145076987	0.0190049131804419	0.000190300513041987	0.019513931891725	0.0189157641557647	0.000190300513041987	0.00330926133099988	0.0173301463436694	0.0201777739900341	0.0222063325692551
"Quercus_prinus"	0.0197436699293712	0.0188113160248628	0.0261283463717822	0.024193392334709	1.03670286164877	0.0305040821623096	0.0311758117476414	0.0214285880062656	0.0250081044378377	0.00695564240900531	0.0177526133312903	0.0187297561149057	0.00775542188166411	0.0109240577764742	0.0105200542411169	0.0105532064036626	0.00775401679163764	0.00869239172003047	0.0168171086403703	0.0175374265313935	0.0172231381488738	0.0168705749624377	0.0156594255685025	0.000390751631841213	0.000768773387071042	0.000390751631841213	0.0198485163799489	0.020052908849148	0.0191828857687196	0.00407040797485865	0.000527672219762353	0.0178907907170788	0.00197532286302777	0.000743645272440405	0.0175430356480258	0.0197944416227601	0.0194311108860412	0.0178874843234042	0.0167735478629383	0.000193212289139036	0.018207519796189	0.0179876889420869	0.00159726942375152	0.000193212289139036	0.0156687537045591	0.0170154272501163	0.0201828391384116	0.0189270584201685	0.00106135413391373	0.0194602628854501	0.019748584046764	0.0168448955380585	0.0193025739489169	0.0178382656564413	0.00296963181898423	0.016061232483148	0.0177485683561179	0.000193212289139037	0.000193212289139036	0.000885934607174593	0.0180127438180943	0.0173143837045971	0.0156703436791461	0.0152347712273261	0.000193212289139036	0.000382653357254744	0.0172705756542088	0.000193212289139036	0.0178815334154972	0.017218845655471	0.000193212289139036	0.00329122348748179	0.00126409353456503	0.0185093806407631	0.0203760514275507
"Quercus_alba"	0.0198787072268121	0.0188953019506774	0.0259742213540395	0.0242726658447774	0.035424095414295	1.03446841485956	0.0290298739015396	0.0216643443624374	0.0236358686021789	0.00637407970742782	0.018202312489901	0.0186904279705153	0.00865910704664253	0.0109159413073783	0.010523353427951	0.00950003771183364	0.008040207966633	0.00918437218873382	0.0191107229949615	0.0198331259563569	0.0194910233534109	0.0191317833552968	0.0179255466091509	0.000369310446909046	0.000748570850733692	0.000369310446909046	0.0221165278156284	0.0222860345425178	0.00522179970547445	0.00399403736804211	0.000510815411981404	0.0201726572550299	0.00199079656253451	0.000747384611728574	0.0198011846240369	0.0220180276102967	0.0216455278449837	0.0201332036935242	0.0028272100046228	0.000177057769650773	0.00423128280244727	0.0202285035685089	0.00156794430469315	0.000177057769650773	0.0179620378106137	0.00305124533263459	0.0224697728998105	0.0212054161034279	0.00106123302991285	0.0217123472803485	0.0220296956488393	0.0190952010332639	0.0215612592700552	0.020071758135544	0.00299474302974242	0.0182947563319646	0.0199793121704279	0.000177057769650773	0.000177057769650773	0.000885141952842994	0.0202522219503562	0.0195950882132136	0.017944933326907	0.0012760242564153	0.000177057769650773	0.000386863292186382	0.0195078826339919	0.000177057769650773	0.0202128443252775	0.0194937657212453	0.000177057769650773	0.00329369278144524	0.0012449149148162	0.0207259484245875	0.0226468306694612
"Carya_glabra"	0.0217423291845027	0.0181896979799684	0.0262587513323629	0.0234688109552924	0.0320665492261455	0.0257121740270779	1.03502937983404	0.0214466889372684	0.0243117581100471	0.00778613984172789	0.0177266973272078	0.0197414985425083	0.00872312462204274	0.0117697578642538	0.011355795691561	0.0113964796687008	0.00772326065504111	0.00888443953358455	0.00280163873935813	0.0179207864344278	0.0175402697941764	0.0172088206957379	0.00160665261520566	0.000379871220469485	0.00074657139164593	0.000379871220469485	0.0202915504243737	0.0204860777735557	0.0197046651180715	0.0185026995702775	0.000568808421957868	0.0182145209531388	0.00201058587925078	0.000769335896815382	0.0179121915238707	0.020228635751721	0.0198346380906136	0.0182176196146849	0.0171406499005776	0.000216281662270219	0.0187230366397968	0.0183201707171444	0.0159657628840127	0.000216281662270219	0.00163968040744473	0.0174591793038878	0.0206332596372039	0.0193482333285361	0.00112265918531905	0.0199130626132107	0.0201912632069578	0.0171810049497796	0.0197243779324271	0.0181865316428674	0.00305731845603181	0.016378613201346	0.0181285628035329	0.000216281662270219	0.000216281662270219	0.000915720114351012	0.018383662969694	0.0032882804962548	0.0159879244340191	0.0156113739573506	0.000216281662270219	0.000382976588165508	0.0175846673692912	0.000216281662270219	0.0182519586804845	0.0175495197164869	0.000216281662270219	0.0177255965231873	0.00129323783238493	0.0188890571097323	0.0208495412994741
"Cornus_florida"	0.0206848475362677	0.0196643194883892	0.0243566986197826	0.0235983452849272	0.0275510417223415	0.0239855241155557	0.0268083611715856	1.03690781957134	0.0221818407068419	0.0092250918424647	0.0193497068545703	0.0186643681146092	0.00936047646923931	0.0131531168125869	0.0115715036548958	0.0105804572113388	0.00918869003306446	0.00650112412353753	0.0208277513290539	0.00341782899409145	0.0211953622205538	0.0208010545945447	0.00148483205556252	0.000346591261044404	0.000715315406121391	0.000346591261044404	0.0239916856108642	0.0241079615446795	0.0233523741074161	0.0222956756048898	0.000589544838940454	0.0219201364777918	0.00198546999786113	0.000751776877230092	0.00338941863042198	0.0238016718769107	0.023511783656196	0.0218471389569632	0.0207808487240531	0.000256252551179575	0.0224150551953557	0.0218906114660247	0.0015153268813297	0.000256252551179575	0.00155320895817878	0.00293484743822396	0.0242417288463849	0.022988375461088	0.00110976080105002	0.0234424381840293	0.0239540365728399	0.0208014671873815	0.0233392612901326	0.02184796647717	0.00303811558502695	0.00183237678641192	0.00353446577429153	0.000256252551179575	0.000256252551179575	0.000850234492493346	0.00381243824060573	0.0213964330505036	0.00140253647312731	0.00111222120646466	0.000256252551179575	0.0185162110637738	0.00304110811449001	0.000256252551179575	0.0218733364824945	0.0211546129763209	0.000256252551179575	0.0215110706542238	0.00130220768981054	0.0225026500353826	0.0244979813975645
"Prunus_serotina"	0.0149804398715957	0.0142301894039451	0.0196899211201164	0.0246656670526404	0.0281341174925674	0.0228972477083608	0.026590985432864	0.0194091106184866	1.05134772008177	0.00757586806479448	0.0186642473349567	0.0198576237179919	0.00853780329639713	0.0150704710722941	0.0105986686582439	0.011459732469068	0.0106123204403206	0.0090111994969162	0.00237358723742054	0.00311720942439774	0.00283408076669532	0.00245699617864117	0.0175727712527255	0.0164273081262777	0.0168127091739752	0.0164273081262777	0.0216798169540386	0.0218811005256349	0.0211263890310283	0.0202005760184228	0.000565041203113194	0.00349604095871231	0.0182676669906786	0.000662816600875204	0.00309267601595132	0.0215273565109575	0.0211379245855919	0.0197469190054294	0.0186264167909771	0.000210440779577624	0.00399531485559059	0.0195353670077033	0.00135034283884651	0.000210440779577624	0.00145655558239701	0.0027104830753907	0.0220264015500738	0.0206189085512977	0.000981661914687256	0.0210976684848214	0.0215719318316976	0.0185800867258645	0.0209294815953535	0.0193946448021928	0.0193271357443112	0.017921841849033	0.0196564451666759	0.000210440779577625	0.000210440779577624	0.00101865451263115	0.0200335812093187	0.0193207605752394	0.00148651789525498	0.0171979309785884	0.000210440779577624	0.000346591261044404	0.0188341753231233	0.000210440779577624	0.00353696832658493	0.0189626305557577	0.000210440779577624	0.0192234204979229	0.00141207138782899	0.0203964533029181	0.0222368423296514
"Tsuga_canadensis"	0.0129043939122781	0.0125925247679223	0.0148089201556287	0.0121792328346872	0.0139112848180106	0.0109775817183479	0.0151397163589153	0.0143501428660562	0.013468209892968	1.13004723389979	0.0115611328420972	0.0207291736631186	0.00431105844631942	0.00972502457198139	0.0114307698689185	0.0107409148422946	0.00802374996829106	0.00643226790571004	0.00154952702407623	0.00205934738584302	0.00194755866529287	0.00150346442034807	0.000771011351409421	0.000210440779577624	0.000400741292619611	0.000210440779577624	0.00394584798637261	0.0354038164122205	0.0350364581295277	0.0342848369103471	0.0317603647570736	0.00227412395283318	0.00159223648019024	0.000429270770676767	0.00223693150898341	0.0351363580799441	0.0349004997935074	0.00234187739117677	0.0015387341068505	0.0313902009416608	0.0342606076770549	0.00234641328133691	0.000876941810378685	0.0313902009416608	0.000842516370431867	0.00200102092654823	0.004193242905823	0.00313917397426659	0.000726281334329147	0.0348192068817344	0.0350376901824141	0.00153307224366237	0.00342246795483357	0.0334170068287533	0.00226052317411483	0.00116715631605048	0.00242812573501576	0.0313902009416608	0.0313902009416608	0.000813211997346049	0.00270853632430126	0.00218315201553924	0.000833946640510415	0.00061993473098688	0.0313902009416608	0.000256252551179575	0.0017199969147445	0.0313902009416608	0.00220229859783881	0.00165456237755422	0.0313902009416608	0.00223085940080975	0.00112628140635048	0.00299744769519977	0.0355834438474838
