"Pistacia_lentiscus"	"Rubus_ulmifolius"	"Rhamnus_lycioides"	"Phillyrea_angustifolia"	"Myrtus_communis"	"Olea_europaea"	"Daphne_gnidium"	"Smilax_aspera"	"Asparagus_aphyllus"	"Asparagus_aculeatus"	"Lonicera_periclymenum"	"Osyris_alba"	"Crataegus_monogyna"	"Tamus_communis"	"Pyrus_bourgaeana"	"Rubia_pregrina"	"Sylvia_atricapilla"	"Turdus_merula"	"Sylvia_borin"	"Sylvia_melanocephala"	"Erithacus_rubecula"	"Cyanopica_cyanus"	"Sylvia_cantillans"	"Turdus_philomelos"	"Ficedula_hypoleuca"	"Sylvia_communis"	"Phoenicurus_phoenicurus"	"Sturnus_unicolor"	"Sylvia_hortensis"	"Luscinia_megarhynchos"	"Muscicapa_striata"	"Saxicola_torquata"	"Sylvia_undata"
"Pistacia_lentiscus"	1.06336153419037	0.0418152885432859	0.0373883113770997	0.0290023240532664	0.0338423740741866	0.0245031033700949	0.0182896953569509	0.0169947442425829	0.0120064089343193	0.00887040071270979	0.00954598244975884	0.00984535659324532	0.00997269410063309	0.00743265282675944	0.00552577807216525	0.00493668443590015	0.0481505112397044	0.0477731860318385	0.0452199243647333	0.0460892623291259	0.0432210468214806	0.0419097869360489	0.0397128770937231	0.0376320986593147	0.0369736636368687	0.0370661601450379	0.0357478726880712	0.0355753282277427	0.0354158173294896	0.0344414658768604	0.0344414658768604	0.0343287414651635	0.0329674579446027
"Rubus_ulmifolius"	0.0546815311719893	1.05244201213333	0.0468081069083796	0.0326041080424909	0.0171049883884476	0.0151173159037747	0.0227360461874865	0.0210338468453255	0.011246576961966	0.0106977836616251	0.0115916555773502	0.00862919314683907	0.00712686616171775	0.00896455960192865	0.00660258629899674	0.00594615634168292	0.0573520765519517	0.0568486432030866	0.0556261077627228	0.0554903311251981	0.0523476763025381	0.0503261215289185	0.0491575802319281	0.00658551960409006	0.0470215795874734	0.0471431652547707	0.0456611603437484	0.00419423890176806	0.0450712417996243	0.0440371570446422	0.0440371570446422	0.00330338063155334	0.0024635297480103
"Rhamnus_lycioides"	0.0529667744508913	0.0507087824840779	1.04995088828971	0.029382034829713	0.0180535130812273	0.0159581969964693	0.024228039350773	0.0170719139079282	0.0118815462621474	0.0113329089901934	0.0123070230360457	0.00910882909309337	0.0075513644780627	0.00951732229143942	0.00701498835043743	0.00629920744112316	0.0607588817856783	0.0602179728327673	0.0589327861332161	0.0587855938804236	0.0554543433810798	0.0536836775368064	0.0524556370086873	0.00658364726344688	0.0498111072336753	0.0503222590510214	0.0489867120133072	0.00429100902100221	0.0060631535549374	0.0472561377739662	0.0472561377739662	0.00334708846124437	0.00246052196144052
"Phillyrea_angustifolia"	0.0448217735368663	0.0385321276865802	0.0320531289051415	1.04093577084828	0.0232219518724716	0.0210898631428366	0.0199885182012593	0.02403009801129	0.0167120506360875	0.012234345500929	0.0132115023126406	0.0137348431019444	0.00814122149588051	0.0102544654650331	0.00755763439574723	0.00681403822034554	0.065651716680654	0.0655057735636932	0.0634951688505499	0.0635205934074492	0.0595441506828616	0.0573429249768419	0.0553611008419662	0.0537324616219017	0.0531675372892236	0.0528788530170786	0.00556359070579315	0.00466869680106622	0.0518319902515094	0.0041358394057032	0.0041358394057032	0.00365104411408116	0.00247938505059023
"Myrtus_communis"	0.0575320359261173	0.0222364849049819	0.0216642156974728	0.0255441470597187	1.053548304844	0.0363002345033401	0.0140760286070695	0.0121756312064452	0.0160698901136552	0.0110552790675227	0.0121244867608446	0.0128886380995563	0.0155249606422284	0.00907179809404924	0.00823410642712615	0.00528709137920168	0.0703205058160185	0.070449049962984	0.0154640941841083	0.0672603275297748	0.0636250402819786	0.0637521822208692	0.059506435903892	0.06017533255359	0.00548082931413417	0.00561657198560733	0.00445547439198376	0.0583268337208181	0.00457815366007281	0.00345004377719308	0.00345004377719308	0.0563862136405395	0.0543695339459095
"Olea_europaea"	0.0462836396990682	0.021836122972119	0.0212775959952924	0.0257764993968003	0.0403335938926001	1.04169326915009	0.0132805238461548	0.0153359128582544	0.019716056428061	0.0142419076499861	0.0113762572217216	0.0162531006976283	0.016918322593845	0.012061900413908	0.00899774736565285	0.0079508831521562	0.0769616124777874	0.077520741183372	0.0728382554497231	0.0735297879523271	0.0692591146086536	0.0692700403850558	0.00836227423035472	0.0656897853368988	0.0053547823144168	0.00520796881355255	0.00403630975006163	0.0633646018255373	0.00446821581461296	0.00308770090390772	0.00308770090390771	0.0612498115013067	0.00337796321519084
"Daphne_gnidium"	0.0444178315811666	0.0422240857767607	0.0415337817441822	0.0314105286019789	0.0201086122958135	0.0170749592307705	1.03807165679437	0.0162997919030897	0.0154754114749898	0.0148841872205144	0.016498390099512	0.0111687585854301	0.00471031663263014	0.00810652059201255	0.00422916215122587	0.00711933864888987	0.0913799790387846	0.0182453186274742	0.090094213560379	0.089913087733688	0.0861330577911922	0.0103497401223104	0.0828919807598016	0.00709469105370415	0.00725300649996853	0.0802367111350597	0.0788089598349698	0.00384923585123414	0.0055224322606276	0.00466098434965789	0.00466098434965789	0.00326044627215537	0.00231183742600146
"Smilax_aspera"	0.0412729503034155	0.0390628584270331	0.0292661381278768	0.03776158258917	0.0173937588663503	0.019717602246327	0.0162997919030897	1.0351739844063	0.0180660892242578	0.0174179456256225	0.0137667968283259	0.0137675958265719	0.00728540009102194	0.0106508393510684	0.00677418814042756	0.00965581137647147	0.0923723154834025	0.0925393995520653	0.0907942760908528	0.0900546621380917	0.0859698679537184	0.0109883575064154	0.00906282440545127	0.00777772318362433	0.0795931848152449	0.00681645677930116	0.00510002120706616	0.00408969560475506	0.0783737623932501	0.00393575035684547	0.00393575035684547	0.00317902059337732	0.00208359824635915
"Asparagus_aphyllus"	0.0340181586472381	0.0243675834175929	0.0237630925242947	0.0306387594994937	0.0267831501894254	0.0295740846420915	0.0180546467208214	0.0210771040949675	1.02766432982288	0.0198900076015127	0.0156116229205706	0.0227780532854673	0.00830146305835252	0.0120981210866983	0.00767391566185705	0.0110392401600649	0.1057210405549	0.105943688067822	0.103577479355329	0.10307676350479	0.0977255307483486	0.0111316447397939	0.00851048599065415	0.093291866656464	0.00582605600156483	0.00561016618912582	0.0042174953027852	0.00502037917196369	0.00483592714638588	0.00292787767986939	0.00292787767986939	0.00398269628966963	0.00233969158733121
"Asparagus_aculeatus"	0.0301593624232133	0.0278142375202254	0.0271989815764643	0.0269155601020438	0.0221105581350454	0.0256354337699749	0.0208378621087202	0.0243851238758714	0.0238680091218153	1.0231643340872	0.0180678367430141	0.0181490636212262	0.00939220739104189	0.0139766952305736	0.00881835930767913	0.0128397083192248	0.122784303909903	0.123042972091673	0.120782110431812	0.119747686952027	0.114378910011782	0.0112341019372784	0.00871427418965086	0.00844410041538865	0.00605533844910798	0.00580196260859718	0.00457852805850428	0.0045907846669021	0.00492204755008864	0.00309010933645284	0.00309010933645284	0.00341675874302186	0.00199256797802325
