"Ficus_vogelii"	"Bridelia_micrantha"	"Halleria_lucida"	"Ficus_natalensis"	"Apodytes_dimidiata"	"Trema_orientalis"	"Dovyalis_longispina"	"Sideroxylon_inerme"	"Trichilia_emetica"	"Vepris_undulata"	"Erianthemum_dregei"	"Euclea_natalensis"	"Antidesma_venosum"	"Ekebergia_capensis"	"Strelitzia_nicholai"	"Mimusops_caffra"	"Cholorocichla_flaviventris"	"Pogoniulus_bilineatus"	"Pycnonotus_barbatus"	"Buccanodon_leucotis"	"Unidentified_sp1_M_SD_008"	"Zosterops_pallidus"	"Bycanistes_buccinator"	"Lumprocolius_corruscus"	"Andropadus_importunus"	"Tauraco_porphyrocephalus"
"Ficus_vogelii"	1.03348023373353	0.026383997988509	0.0200845202076572	0.0304524990022694	0.0198548254796148	0.0198548254796148	0.0233748799006646	0.0204498703083234	0.0239572062136177	0.0141402852975604	0.0053160741025431	0.0200906255411107	0.0233471055138755	0.0304711156456839	0.00824203318142101	0.0138332357373394	0.0711199017478187	0.073822592470358	0.069618840392943	0.0651485891860288	0.066200597932577	0.0651295994552953	0.0567698859601545	0.0668116344419375	0.0666101640876974	0.0654348609918564
"Bridelia_micrantha"	0.0293155533205656	1.02860173517446	0.0217816525599451	0.0260281140177862	0.0215266130256067	0.0215266130256067	0.0253112589343783	0.0221682107355107	0.0189409297402784	0.0153554155758142	0.00578275525029743	0.0217807251574597	0.0253223936605427	0.0260250770804794	0.0089266137831999	0.0149396722913979	0.0768194705503192	0.0797529283267602	0.0751882543326393	0.070849576742358	0.0723904772818959	0.0708333700616616	0.00571054516880895	0.0721455133062781	0.0723236646611475	0.0706528662347978
"Halleria_lucida"	0.0286921717252246	0.0280049818627866	1.02655302002236	0.0279575814800316	0.0229431699764846	0.0229431699764846	0.0239690226820251	0.020139749497918	0.0159589045885703	0.0154286919785626	0.00703790862106899	0.0196500009000846	0.0240028685649089	0.0246562125444631	0.0108587544314202	0.0145371244809393	0.092493112529336	0.09606238208984	0.0913214822011509	0.0868888058213697	0.0887911019767528	0.0870573532964869	0.00549751889950406	0.0880464925533097	0.0161609853942463	0.0143474319046705
"Ficus_natalensis"	0.0338361100025215	0.0260281140177862	0.0217447855955801	1.03310386630303	0.018932644792151	0.018932644792151	0.0227693763919673	0.0195990222707155	0.0235026432043592	0.012739029838877	0.00574238932885514	0.0192029014727387	0.0227332461421608	0.0305773723767026	0.00892678328360627	0.0149624035201317	0.0765534599510122	0.0794768544971604	0.0753674240188649	0.0708876900584271	0.0716922277680153	0.0706068933884409	0.0624639678778829	0.0724870932637581	0.016109361388829	0.0710216944542758
"Apodytes_dimidiata"	0.0283640363994497	0.0276770738900657	0.0229431699764846	0.0243419718756227	1.0262527930866	0.0262527930865956	0.0236300092861615	0.0198178481525978	0.0192391304938114	0.0187500340509474	0.00704365679993862	0.0193027408158492	0.0236681407038673	0.0243169717955455	0.00720285945920017	0.0145301034606005	0.0929295594965838	0.0958909502731018	0.090839472085694	0.0142488282743193	0.0890354212858922	0.0873079977603624	0.00549570007507153	0.0881965300963653	0.0884854195241926	0.0142367877950836
"Trema_orientalis"	0.0283640363994497	0.0276770738900657	0.0229431699764846	0.0243419718756227	0.0262527930865956	1.0262527930866	0.0236300092861615	0.0198178481525978	0.0192391304938114	0.0187500340509474	0.00704365679993862	0.0193027408158492	0.0236681407038673	0.0243169717955455	0.00720285945920017	0.0145301034606005	0.0929295594965838	0.0958909502731018	0.090839472085694	0.0142488282743193	0.0890354212858922	0.0873079977603624	0.00549570007507153	0.0881965300963653	0.0884854195241926	0.0142367877950836
"Dovyalis_longispina"	0.0292185998758308	0.0284751663011756	0.020972894846772	0.0256155484409632	0.0206762581253913	0.0206762581253913	1.02775957406493	0.0214167545669508	0.0207193301634303	0.013893505554852	0.00341269458491463	0.0209828468250501	0.0248668361449556	0.028503007639584	0.00977121291923537	0.0163728451539075	0.0838255660246022	0.0863072751573701	0.0825349827723026	0.0779937631249645	0.01574302919743	0.0776797863981092	0.00594746859724156	0.0793832634368394	0.0792671315670869	0.0779844003907202
"Sideroxylon_inerme"	0.029214100440462	0.0285019852313708	0.020139749497918	0.0251987429194913	0.0198178481525978	0.0198178481525978	0.0244762909336581	1.02702967693093	0.0201170282836971	0.0150806576461226	0.00701992024973075	0.0237688650398115	0.0245029840325728	0.0251884061427492	0.00806967412598596	0.0153895555536353	0.0927153047144778	0.0958152304645748	0.0191929219996061	0.0867451773258168	0.0885652745496812	0.0146823798552256	0.00569692167272911	0.0879780263735575	0.0883378654613547	0.0869375642496431
"Trichilia_emetica"	0.0342245803051682	0.0243526239517866	0.0159589045885703	0.0302176841198904	0.0192391304938114	0.0192391304938114	0.0236792344724917	0.0201170282836971	1.03210389151842	0.011680694307965	0.00363913688243688	0.0195885253791928	0.0203091544066112	0.0335511908258734	0.00720738432384976	0.0182250389797589	0.0927929019592951	0.094903916900546	0.0913891326574476	0.0145334056007328	0.0148145685444859	0.0144125805483686	0.0789756508270529	0.0889563299938573	0.0881517160761099	0.0877364635587705
"Vepris_undulata"	0.0282805705951207	0.0276397480364656	0.0216001687699877	0.0229302537099786	0.0262500476713263	0.0262500476713263	0.0222296088877633	0.0211129207045717	0.016352972031151	1.02481803278846	0.00930926851064913	0.0211005176225606	0.0269175390540246	0.0228704314464184	0.00530937324618024	0.0103618325873537	0.121559926913606	0.124772139582299	0.0184549534111785	0.0140087596760694	0.11902306127145	0.116340428629279	0.00512658046924126	0.0158885976137013	0.117706971473127	0.013785247626715
