"Chrysobalanus_icaco"	"Dillenia_ferruginea"	"Nepenthes_pervillei"	"Apis_mellifera"	"Hemipyrellia_sp1_M_PL_117"	"Lasioglossum_mahense"	"Eristalinus_vicarians"	"Hemipyrellia_germana"	"Ornidia_obesa"	"Rhiparida_seychellensis"
"Chrysobalanus_icaco"	1.2044252044252	0.0673400673400673	0.0615680615680616	0.323232323232323	0.0153920153920154	0.00673400673400673	0.301106301106301	0.00673400673400673	0.00673400673400673	0.00673400673400673
"Dillenia_ferruginea"	0.0269360269360269	1.27946127946128	0.0269360269360269	0.141414141414141	0.00673400673400674	0.127946127946128	0.00673400673400673	0.127946127946128	0.127946127946128	0.127946127946128
"Nepenthes_pervillei"	0.0615680615680616	0.0673400673400673	1.2044252044252	0.323232323232323	0.301106301106301	0.00673400673400673	0.0153920153920154	0.00673400673400673	0.00673400673400673	0.00673400673400673
"Apis_mellifera"	0.215488215488215	0.235690235690236	0.215488215488216	1.13131313131313	0.0538720538720539	0.0235690235690236	0.0538720538720539	0.0235690235690236	0.0235690235690236	0.0235690235690236
"Hemipyrellia_sp1_M_PL_117"	0.0307840307840308	0.0336700336700337	0.602212602212602	0.161616161616162	1.15055315055315	0.00336700336700337	0.0076960076960077	0.00336700336700337	0.00336700336700337	0.00336700336700337
"Lasioglossum_mahense"	0.0134680134680135	0.63973063973064	0.0134680134680135	0.0707070707070707	0.00336700336700337	1.06397306397306	0.00336700336700337	0.063973063973064	0.063973063973064	0.063973063973064
"Eristalinus_vicarians"	0.602212602212602	0.0336700336700337	0.0307840307840308	0.161616161616162	0.0076960076960077	0.00336700336700337	1.15055315055315	0.00336700336700337	0.00336700336700337	0.00336700336700337
"Hemipyrellia_germana"	0.0134680134680135	0.63973063973064	0.0134680134680135	0.0707070707070707	0.00336700336700337	0.063973063973064	0.00336700336700337	1.06397306397306	0.063973063973064	0.063973063973064
"Ornidia_obesa"	0.0134680134680135	0.63973063973064	0.0134680134680135	0.0707070707070707	0.00336700336700337	0.063973063973064	0.00336700336700337	0.063973063973064	1.06397306397306	0.063973063973064
"Rhiparida_seychellensis"	0.0134680134680135	0.63973063973064	0.0134680134680135	0.0707070707070707	0.00336700336700337	0.063973063973064	0.00336700336700337	0.063973063973064	0.063973063973064	1.06397306397306
