"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"R16"	"R17"	"R18"	"R19"	"R20"	"R21"	"R22"	"R23"	"R24"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"C11"	"C12"	"C13"	"C14"	"C15"	"C16"	"C17"	"C18"	"C19"	"C20"	"C21"	"C22"	"C23"
"R11"	0.00043211092809542	0.000724280491003781	0.0012290506425103	0.0108227920349263	0.00858734351166005	0.00911749138863955	0.0094514094694767	0.00155447134313821	0.0191196717866148	0.00947290623879916	1.04572369844714	0.0292232162882527	0.00237857756231876	0.0116761775448637	0.0120809939388612	0.00199484261878016	0.00194307396910865	0.0228327236632778	0.0127469858139865	0.00381995266023428	0.0130388998404784	0.0321465307336116	0.0308692614642055	0.0423468709533512	0.0144856098200756	0.00830959241751679	0.145787554156791	0.00941516577865185	0.00683248926351466	0.14486991933423	0.141379161614915	0.00841302999840885	0.00320883157187098	0.00580195115232198	0.00740791438707728	0.00973057458298936	0.137424215663468	0.00292280450034857	0.0043305499029429	0.00333923280706814	0.00178524200977928	0.00308762315991342	0.0018074464376475	0.00172844371238168	0.00154346307321028	0.00154346307321028	0.00151238824833397
"R12"	0.000490085535939488	0.0072834628051864	0.000949118104503738	0.00824780081037798	0.00104560410397453	0.00158176405751926	0.00172542498825308	0.00141505314444977	0.0115942976153874	0.00187593033870202	0.0292232162882527	1.04875941504778	0.00935160364461351	0.00903975849124615	0.0121893355108293	0.00869948418387496	0.00199577177571996	0.0266313841989727	0.0103497531199697	0.0172208109255721	0.0106348832024223	0.0351705884207562	0.0298304044969608	0.0480283825220698	0.145669256103728	0.00970761369524226	0.0121155206056024	0.00811650555843963	0.00521527476239717	0.144780478363738	0.0135007320726821	0.00747714556297914	0.00504189880845146	0.00551622958373127	0.00855674618861623	0.13890158437621	0.13795464851764	0.00335550443986128	0.00424179491263322	0.00221620624483402	0.00294535729904336	0.00200287020716372	0.00269261739443035	0.00196034214375795	0.00149152022484804	0.00149152022484804	0.00171529937578821
"R13"	0.000147546511895315	0.0075612604810167	0.000770632802973403	0.00840483752558042	0.000915464253491379	0.00882467178195351	0.00129761937180544	0.00175207516201319	0.00153000699989776	0.00152795011867176	0.00237857756231876	0.00935160364461351	1.06417842934832	0.00940435069132115	0.0366545980914596	0.0167990897553072	0.00964515380681348	0.0167517635284893	0.0314505283838195	0.0112496467380396	0.0188411644121921	0.0331196249847586	0.026317179210838	0.0144595581657409	0.151225209620334	0.145679398589282	0.00662514461777368	0.00570254345532171	0.00766360929061089	0.0105646642849786	0.0118100786238921	0.00903074395526952	0.00597128689048667	0.00746385110195494	0.141228368381861	0.00623406235718089	0.00329854440304204	0.00361690001700532	0.00497732459055745	0.00217984962270254	0.00131995898720786	0.00073268268693451	0.137604128429973	0.000590186047581261	0.0013158589605419	0.0013158589605419	0.000516412791633603
"R14"	6.29435212434854e-05	0.00758498584941922	0.000527658237288265	0.0179212847892511	0.0109215743641405	0.00130031505300799	0.00109203765192888	0.0287180089359587	0.00128109987221434	0.00152739431315561	0.0116761775448637	0.00903975849124615	0.00940435069132115	1.04597474988848	0.00200064493210222	0.0197752387459129	0.0126230884572527	0.0124197741166966	0.0199404887206143	0.0212340441390452	0.0482348889228408	0.0214419606185681	0.0224624003949225	0.00616846508186157	0.151699716988384	0.0139585942946639	0.00774026848195307	0.00605969785062599	0.146881832278671	0.00585549154107793	0.144708185157646	0.00797452604079065	0.00923215987202547	0.00561445586346403	0.00687481267855287	0.00544908952459136	0.00393291434861206	0.140495245205997	0.00333747121615976	0.000568936059175596	0.00173701976285543	0.000402308599673679	0.00142562445292792	0.000251774084973942	0.00112312001974613	0.00112312001974613	0.000220302324352199
"R15"	0.000439446117793518	0.000556505118999977	0.000911396657042805	0.00101688421709994	0.00108562768524863	0.00168161615051483	0.0158054043603605	0.0128319542066951	0.0115139244920607	0.0131303730300671	0.0120809939388612	0.0121893355108293	0.0366545980914596	0.00200064493210222	1.07073642555615	0.00201246706698482	0.00202632861586812	0.0128498693338362	0.0029553747720152	0.0177382760268191	0.0171333096871146	0.0260247874380011	0.0168920707836416	0.0430657195437648	0.0111301023799995	0.0113179192355574	0.0128126316688381	0.00798513335036592	0.00523340740660672	0.14324442935161	0.00644530737339953	0.142178321900314	0.00453373842362919	0.140505176217852	0.00863350192607474	0.00724028421559103	0.00541645613267071	0.00487956720195722	0.00267820242866091	0.00204617993495715	0.00280508112847868	0.0041722954723374	0.138423877955951	0.00175778447117407	0.000844603539182079	0.000844603539182079	0.00153806141227731
"R16"	0.000284856892864799	0.00742541753665712	0.00104142709836546	0.0082139369788717	0.0108621368861605	0.00907495634113706	0.00141565031298247	0.0120442398018677	0.00135577298389175	0.00153359096763825	0.00199484261878016	0.00869948418387496	0.0167990897553072	0.0197752387459129	0.00201246706698482	1.03996037149252	0.0331147396170407	0.00285539933240163	0.0176448108917647	0.0257782361545783	0.0425554709176359	0.0187972841466568	0.0221779371086855	0.0279159755007502	0.148508350733142	0.146564057381588	0.00847561088945636	0.0081169992564541	0.145477774603337	0.00427168071511996	0.0110392721910041	0.00579525641791788	0.140012367090309	0.00636547830381704	0.00643363435643036	0.00538610742288726	0.00344268683079296	0.00936025722013713	0.00387037706963754	0.002769848623141	0.00283830170749668	0.00123294084385721	0.0023514446027865	0.00113942757145919	0.00110889685543427	0.00110889685543427	0.000996999125026795
"R17"	0.000294194907443783	0.000669268299509027	0.0110300602833229	0.00121684002797876	0.0109737844536253	0.00960974765100336	0.00163489193787564	0.0120051990016882	0.0111804493480613	0.0113784902395106	0.00194307396910865	0.00199577177571996	0.00964515380681348	0.0126230884572527	0.00202632861586812	0.0331147396170407	1.04257739462496	0.0122061796782636	0.0103815939219267	0.0354623355340375	0.0354041262176099	0.0120540859178673	0.0250754341173579	0.0288311009294907	0.0133853659901805	0.145151897677832	0.0116570944740746	0.141846926303957	0.144566353315363	0.00561273553351029	0.00766600419857631	0.00718740686897115	0.140553089081421	0.00661734536780037	0.00547157366160532	0.00578617595242827	0.00277580960002471	0.00864064268255563	0.00332161327411381	0.00538882185538453	0.00356270614277021	0.00130216416569918	0.0014589353028352	0.00117677962977513	0.00125377170586789	0.00125377170586789	0.00102968217605324
"R18"	0.00027033182911569	0.000768785668721447	0.00882816281946235	0.00906531226448522	0.00107120889609119	0.00191589082522451	0.00147710660532648	0.00153318033222672	0.0173271257077427	0.00960186053200092	0.0182661789306223	0.0213051073591781	0.0134014108227915	0.00993581929335727	0.010279895467069	0.00228431946592131	0.00976494374261089	1.04743554532368	0.0216841459959275	0.0222521777144702	0.0115591643407609	0.0419547323015168	0.0248584078416942	0.0264925192533376	0.0153757133744289	0.0116524920228833	0.0124159910982341	0.115491739235754	0.00534004257998344	0.11743113870735	0.116151372340693	0.00795207964025599	0.00486741516405938	0.00489242863059756	0.112452236645739	0.112564466388334	0.00713549258021467	0.00391260332812872	0.00435749639358237	0.00347251724430792	0.00253560266722422	0.001192345836126	0.00296016328623255	0.00108132731646276	0.00124292039208471	0.00124292039208471	0.000946161401904915
"R19"	0.000312944540681861	0.00628706303298959	0.000904226042208285	0.0147202972587028	0.00113944254442968	0.00747034264557672	0.00121231469300466	0.00174458269563102	0.0015613396687789	0.00147955946420416	0.0101975886511892	0.00827980249597576	0.0251604227070556	0.0159523909764915	0.00236429981761216	0.0141158487134118	0.00830527513754138	0.0216841459959275	1.05076735863396	0.00980492030586706	0.0235297092201835	0.0350498146101279	0.0406210784949586	0.0306685649868224	0.125741260659792	0.117936450562409	0.00883045852636758	0.00667085239966834	0.00908406121261849	0.00831976855383921	0.118065279159985	0.00614986773410815	0.00627899133990213	0.00397394078456862	0.114611870639252	0.0071896606675283	0.00543603371053007	0.00466585762081307	0.108203095680531	0.00256641951053471	0.00179565734280559	0.00129735834122062	0.00344059031558347	0.00125177816272745	0.00203105392474793	0.00203105392474793	0.00109530589238651
"R20"	0.000566811323560091	0.000530361375705061	0.0068529684719694	0.00108747484187379	0.00130577016421306	0.00621560629963966	0.009756506735562	0.011710199394229	0.00718777433226139	0.00723961021398602	0.00218283009156244	0.0098404633860412	0.00642836956459408	0.0121337395080258	0.0101361577296109	0.0147304206597591	0.0202641917337357	0.015894412653193	0.00700351450419076	1.06578830720772	0.033882054341332	0.0164513465846453	0.0105969325070349	0.0555475097088889	0.0106072275141012	0.0884740903402435	0.00920777465209247	0.0848978542955444	0.0111191797917998	0.008569383848932	0.00779958852636226	0.00796721673692292	0.0849060491494365	0.0834248267723781	0.00465139469820471	0.0819592842116979	0.00401659794251252	0.0820163003053308	0.00321403770823114	0.00473301613372594	0.0781115758615831	0.00360992408838732	0.00207056591177562	0.00226724529424036	0.000529846625351746	0.000529846625351746	0.00198383963246032
"R21"	0.000277071628943947	0.00460372302792029	0.000875830830581921	0.0107208728380535	0.00685174644555006	0.00577700712837255	0.00920634377111329	0.0174468766234101	0.00142524881281097	0.00159480180615838	0.0074507999088448	0.0060770761156699	0.0107663796641098	0.0275627936701948	0.0097904626783512	0.0243174119529348	0.0202309292672057	0.00825654595768637	0.0168069351572739	0.033882054341332	1.04900504458832	0.0183664010746661	0.0148879564073255	0.0271530196365068	0.0920744605584058	0.0890245974110995	0.00850690210857237	0.00724136479067589	0.0893079708199224	0.00609563917089915	0.0856400973418643	0.00725946949522536	0.0838873718487962	0.0810770276595915	0.00574444345704266	0.00612308661736438	0.00340513302473443	0.0837022404743176	0.00339484203739748	0.00215154293034472	0.00338989743997038	0.00250414132982269	0.00256960529280762	0.00110828651577579	0.000744397820366277	0.000744397820366277	0.000969750701303813
"R22"	0.00033079606711708	0.00405440487985018	0.00117476863902699	0.00955127196103377	0.00485215111324638	0.00900179308057674	0.00537076289691586	0.00720027034090069	0.0104269262329213	0.010985345126125	0.0160732653668058	0.0175852942103781	0.0165598124923793	0.010720980309284	0.0130123937190005	0.00939864207332842	0.00602704295893367	0.026221707688448	0.0219061341313299	0.0143949282615646	0.0160706009403328	1.0441336990025	0.025862327263862	0.0324180145774739	0.0810880975970036	0.0762813511017489	0.0768955926243445	0.00955928071637606	0.00812243243318137	0.076610003392254	0.0769561391365702	0.072366743911805	0.0052621060926495	0.00585557182797778	0.0734342332943745	0.0722646841292483	0.00665822254525087	0.00471627682418425	0.00464151601123587	0.00295177724142932	0.00218599539645011	0.00205291338439576	0.00369652577642248	0.00132318426846832	0.0012931163631931	0.0012931163631931	0.00115778623490978
"R23"	0.000314611109621311	0.00333679683442254	0.00502095913906341	0.00397768925638284	0.00817272518615925	0.00476761403154549	0.00453938214801925	0.010184477064924	0.00881494855536353	0.0133503032495047	0.0123477045856822	0.0119321617987843	0.0105268716843352	0.00898496015796901	0.00675682831345663	0.00887117484347418	0.0100301736469432	0.0124292039208471	0.0203105392474793	0.00741785275492444	0.0104215694851279	0.0206898618110896	1.09930303576533	0.0308318887428885	0.0667359366884509	0.0101726834777686	0.0661914260689563	0.0629411389304811	0.0629359323303747	0.00898592056875338	0.00897249390744412	0.0621264739600542	0.00473805189069478	0.00397655055991123	0.0608481014288339	0.00565854248915218	0.0591012739699992	0.00409477730961815	0.0580973445966888	0.00315098100703136	0.00163098550902633	0.00185770257501113	0.00216046249972398	0.00125844443848525	0.0549651517882663	0.0549651517882663	0.00110113888367459
"R24"	0.0111988149696734	0.000409462860559607	0.00788756770057441	0.000846121807347323	0.00327178613373411	0.0127925896309138	0.0180712803297176	0.0046647777360786	0.00689278944594851	0.00726881701540951	0.0120991059866718	0.0137223950063056	0.00413130233306883	0.00176241859481759	0.0123044912982185	0.00797599300021436	0.00823745740842591	0.00946161401904916	0.0109530589238651	0.0277737548544444	0.0135765098182534	0.0185245797585565	0.0220227776734918	1.09748386702799	0.00818925721119213	0.0490777272194499	0.0512893583645404	0.00939298176279633	0.00591328269985726	0.0472143473080625	0.00611322525502802	0.0449817713832999	0.044176124028701	0.0466993841948513	0.00481680520450941	0.0449989390389201	0.0435246789016537	0.00395135561412943	0.041392297169918	0.0432998425908195	0.0411796920263172	0.0422077324488098	0.00205447420391092	0.0447952598786936	0.00110113888367459	0.00110113888367459	0.0391958523938569
"C1"	0.000116989388731316	0.0544842366911293	0.000598104720247245	0.0572220041182338	0.00235736413435852	0.00251629510316893	0.00136994279259237	0.00423807699345753	0.00202226892097375	0.00179289561984812	0.00579424392803025	0.0582677024414912	0.0604900838481336	0.0606798867953538	0.00445204095199982	0.0594033402932569	0.00535414639607222	0.00768785668721447	0.0628706303298959	0.00742505925987085	0.0644521223908841	0.0648704780776029	0.0667359366884509	0.011464960095669	1.08968473382259	0.0319603440114024	0.0103978531721896	0.00609059911522353	0.0249158787470941	0.0141339466444837	0.0383287439794629	0.00936233179604992	0.0136382331003511	0.00632837618195033	0.0220083108970005	0.0130464775900227	0.0117540029911723	0.0134254164186208	0.0100333227279717	0.000978371557816239	0.000939824236264667	0.000637786659325002	0.00811776560001668	0.000467957554925265	0.00333679683442254	0.00333679683442254	0.000409462860559607
"C2"	0.000779011543165872	0.00177557466730013	0.00347657539426248	0.00308932482412103	0.00285097770954572	0.0622564759328544	0.00334553767730247	0.00389105840090135	0.00299076948874833	0.00307162269329055	0.00369315218556302	0.00431449497566322	0.0647463993730142	0.00620381968651728	0.00503018632691439	0.0651395810584834	0.064511954523481	0.0064736066793796	0.0655202503124496	0.0688131813757449	0.0692413535419662	0.0678056454237767	0.0113029816419651	0.0763431312302555	0.0355114933460026	1.05805327767123	0.0206479984047793	0.0160712738521681	0.0238541336188118	0.00973994467548019	0.0183925021954926	0.00931876246206114	0.028794020557234	0.0137739415132365	0.020095687541894	0.0130662930210871	0.00429264537833209	0.0112850254027062	0.00984371451442377	0.0139717635717886	0.00764176764220519	0.0032841300139643	0.00872207321249107	0.00311604617266349	0.000565149082098257	0.000565149082098257	0.00272654040108055
"C3"	0.000814116799437149	0.000577658509566089	0.00441124371486142	0.00163938065214916	0.0613722726799717	0.0633920116762684	0.0647704751044379	0.00369617725814413	0.0638120096743044	0.0637123979515818	0.0647944685141292	0.00538467582471216	0.00294450871901052	0.00344011932531247	0.00569450296392806	0.00376693817309172	0.00518093087736647	0.00689777283235228	0.00490581029242643	0.00716160250718303	0.00661647941777851	0.0683516378883062	0.0735460289655069	0.0797834463448405	0.0115531701913218	0.0206479984047793	1.07685554674968	0.0278831169937718	0.0216575033809621	0.027930704307848	0.014864109996163	0.0227452630197698	0.00495204113826311	0.0153404495615198	0.00949770071864867	0.00899579096360076	0.0152991032886605	0.00203019316761391	0.00701729127554801	0.0145175550061234	0.00336095183425738	0.013644487982103	0.00107987646036732	0.0032564671977486	0.00367730144827535	0.00367730144827535	0.00284940879803002
"C4"	0.00019169350536319	0.000435042793944538	0.0805071701999069	0.0012452285110903	0.00325054467407644	0.0067946255820993	0.00312387579173773	0.00392575059202137	0.0806196798343303	0.0805520897948267	0.0053800947306582	0.00463800317625122	0.00325859626018383	0.003462684486072	0.00456293334306624	0.00463828528940234	0.0810553864594039	0.0824940994541103	0.00476489457119167	0.0848978542955444	0.00724136479067589	0.0109248922472869	0.0899159127578302	0.0187859635255927	0.00870085587889076	0.020663066381359	0.0358497218491352	1.07593001549525	0.0176245084432984	0.0248623851916063	0.0113426000400406	0.0204995354044761	0.0179640090292448	0.00834331269381695	0.0143118253384001	0.0162470258263508	0.00641898514502636	0.00766850011796878	0.00564321236378185	0.0219301574157644	0.00673505971845291	0.00119157323406079	0.000977691200406259	0.000766774021452762	0.00449579563789151	0.00449579563789151	0.000670927268771167
"C5"	0.000120679238772597	0.00177970562479243	0.00148795123393254	0.00319164223920628	0.0783622308370517	0.0034798889879665	0.00260125472523983	0.0824376537648554	0.00302894196911457	0.00450267840369704	0.00390427957915123	0.0029801570070841	0.00437920530892051	0.0839324755878118	0.00299051851806098	0.0831301569161926	0.0826093447516358	0.0038143161285596	0.00648861515187035	0.0111191797917998	0.0893079708199224	0.00928277992363585	0.0899084747576781	0.0118265653997145	0.0355941124958487	0.0306696003670437	0.0278453614898084	0.0176245084432984	1.07541372833776	0.00312317574334342	0.0197671126017938	0.0203618449949983	0.0283131829450199	0.00840310250550565	0.0066532912747692	0.0025507294476585	0.00577835564686741	0.031404536310123	0.00556666258877503	0.00137434664218164	0.00121660446368979	0.000855919789910727	0.000921215478372686	0.000482716955090389	0.00449542373788391	0.00449542373788391	0.00042237733570409
"C6"	0.000963558108327807	0.00100956761746312	0.00253974459389749	0.00289380370764894	0.00221813428937081	0.00345462057902048	0.00456991184092141	0.00220265265627831	0.0795865072432854	0.00552139616184374	0.0827828110481313	0.0827317019221362	0.00603695101998775	0.00334599516633024	0.0818539596294913	0.00244096040863998	0.00320727744772016	0.0838793847909643	0.00594269182417086	0.008569383848932	0.00609563917089914	0.0875542895911474	0.0128370293839334	0.094428694616125	0.0201913523492624	0.0125227860113317	0.0359109055386617	0.0248623851916063	0.00312317574334342	1.06141801190654	0.0263793052626015	0.0210055343711641	0.00512598475546599	0.0154133519505943	0.0158508211076554	0.0281860965443097	0.0247036189696274	0.00183285981611132	0.00460857403076108	0.00458315962412511	0.00398455222549961	0.00413410535263422	0.0109863638311849	0.00385423243331123	0.00064185146919667	0.00064185146919667	0.00337245337914732
"C7"	0.000124759699082205	0.0027377674271045	0.000995579882991994	0.0790623514309826	0.00247365875699691	0.0025608664652502	0.00204745169352101	0.00430959341960944	0.00375614394991465	0.00255346119166584	0.0807880923513798	0.00771470404153262	0.00674861635650978	0.082690391518655	0.00368303278479973	0.00630815553771663	0.00438057382775789	0.0829652659576377	0.0843323422571322	0.00779958852636226	0.0856400973418643	0.0879498732989374	0.0128178484392059	0.012226450510056	0.0547553485420899	0.0236475028227762	0.0191109985664953	0.0113426000400406	0.0197671126017938	0.0263793052626015	1.06854417605429	0.00817863998324411	0.00844701339377392	0.00791254327010975	0.0237110973691846	0.0157515040950954	0.0121404009178621	0.0177288277860687	0.00951078559446123	0.00111236499507741	0.000993772412956449	0.000777900895707885	0.00130395614266369	0.000499038796328818	0.000640892421960295	0.000640892421960295	0.000436658946787716
