"Nephrosperma_vanhoutteanum"	"Erythroxylum_sechellarum"	"Dillenia_ferruginea"	"Chrysobalanus_icaco"	"Phoenicophorium_borsigianum"	"Syzygium_wrightii"	"Dillenia_suffruticosa"	"Nepenthes_pervillei"	"Memecylon_eleagni"	"Canthium_bibracteatum"	"Soulamea_terminaloides"	"Pittosporum_senacia"	"Excoecaria_benthiamiana"	"Apis_mellifera"	"Lasioglossum_mahense"	"Nectarinia_dussumieri"	"Unidentified_sp3_M_PL_129"	"Xylocopa_caffra"	"Unidentified_sp2_M_PL_129"	"Hemipyrellia_germana"	"Unidentified_sp1_M_PL_129"	"Pachycerina_seychellensis"	"Ornidia_obesa"	"Eristalinus_vicarians"	"Rhiparida_seychellensis"	"Hemipyrellia_sp1_M_PL_129"	"Mabuya_sechellensis"	"Rhynchium_brunneum"	"Phelsuma_sp1_M_PL_129"	"Chalcidoma_disjunctum"	"Dichaetomyia_fasciculifera"	"Neophyllomyza_approximatonervis"	"Simosyrphus_aegyptius"	"Tricimba_seychellensis"
"Nephrosperma_vanhoutteanum"	1.07213551443281	0.0295099859907481	0.0298315116008308	0.0160803397116645	0.0169096633566929	0.0656785435816559	0.0134055446986596	0.0178802255518445	0.0289856478683594	0.0295099859907481	0.00132729135781379	0.000349227580175605	0.0117298516113271	0.211137329003889	0.197279405828084	0.00924791097677633	0.00281827722611548	0.0033513861746649	0.00281827722611548	0.0122310621368594	0.00209536548105363	0.00737749649768702	0.00477117371526752	0.00541122853872937	0.00311588029586446	0.00178802255518445	0.00656785435816559	0.00368874824884351	0.185257106763634	0.00362320598354492	0.000132729135781379	0.000132729135781379	0.00368874824884351	0.000132729135781379
"Erythroxylum_sechellarum"	0.0221324894930611	1.12863267340205	0.0233577758541677	0.0110428681544545	0.0138470195582059	0.0129351948288275	0.0106831309656662	0.014600622576462	0.0234504144822522	0.0619660067353861	0.00105279018311984	0.00028460750471967	0.00934773959495791	0.168259312709242	0.161548561512402	0.00313399750862517	0.00230783659303432	0.00267078274141654	0.00230783659303432	0.00546977509404194	0.00170764502831802	0.14882483501718	0.00379583984306298	0.00439136406792773	0.00244105660372876	0.0014600622576462	0.00129351948288275	0.141079084175257	0.00498226773172625	0.00293130181028152	0.000105279018311984	0.000105279018311984	0.00774575084192326	0.000105279018311984
"Dillenia_ferruginea"	0.0178989069604985	0.0186862206833342	1.09245334819855	0.0289532268947097	0.0107438474608334	0.0321070429024113	0.00845398500635004	0.042523387474624	0.0192149272107951	0.0186862206833342	0.034808940647834	0.00140604232949924	0.00739723688055628	0.133150263850013	0.125344887043056	0.00803624210602609	0.00179064124347223	0.00211349625158751	0.00179064124347223	0.117281576925882	0.00843625397699542	0.00467155517083355	0.113497673567318	0.00665420464881178	0.112726228884639	0.0042523387474624	0.00321070429024113	0.00233577758541677	0.00619385545032421	0.00240186590134938	0.0034808940647834	0.0034808940647834	0.00233577758541677	0.0034808940647834
"Chrysobalanus_icaco"	0.0160803397116645	0.0147238242059394	0.0482553781578495	1.0928282227875	0.00115423295365207	0.101079175072594	0.0136245547262707	0.00299778041054712	0.0142988035205083	0.0147238242059394	0.00156279268456541	8.29195108202278e-05	0.0119214853854869	0.214586736938764	0.0134660511259408	0.192245954638509	0.000192372158942011	0.00340613868156768	0.000192372158942011	0.197071492454294	0.000497517064921367	0.00368095605148484	0.00512531585683966	0.00208712848111825	0.00498181708424149	0.000299778041054712	0.0101079175072594	0.00184047802574242	0.0127879741258701	0.00178735044006353	0.000156279268456541	0.000156279268456541	0.00184047802574242	0.000156279268456541
"Phoenicophorium_borsigianum"	0.0169096633566929	0.0184626927442745	0.0179064124347223	0.00115423295365207	1.21855553796312	0.00200951595695236	0.000790751827018487	0.0187131093603805	0.018342271873379	0.0184626927442745	0.000976550455394336	0.00035799381483227	0.000691907848641176	0.0124543412755412	0.216481276236387	0.000393323754637248	0.20309258966052	0.000197687956754622	0.20309258966052	0.00218396499810948	0.00214796288899362	0.00461567318606863	0.00366195217951028	0.00416409492021043	0.00188829628901166	0.00187131093603805	0.000200951595695237	0.00230783659303432	0.00301922882181072	0.00229278398417238	9.76550455394336e-05	9.76550455394336e-05	0.00230783659303432	9.76550455394336e-05
"Syzygium_wrightii"	0.0394071261489935	0.010348155863062	0.0321070429024113	0.0606475050435561	0.00120570957417142	1.14842104717092	0.00919986103051776	0.00242775555148582	0.0100582954692043	0.010348155863062	0.00104957610236172	6.32242118881371e-05	0.00804987840170304	0.144897811230655	0.0140666116986666	0.124950022224351	0.000200951595695237	0.00229996525762944	0.000200951595695237	0.128160726514592	0.000379345271328823	0.00258703896576549	0.00345347984538971	0.00150006248879912	0.00331566190047731	0.000242775555148582	0.114842104717092	0.00129351948288275	0.121409959075257	0.00125728693365053	0.000104957610236172	0.000104957610236172	0.00129351948288275	0.000104957610236172
"Dillenia_suffruticosa"	0.0201083170479894	0.0213662619313324	0.0211349625158751	0.0204368320894061	0.00118612774052773	0.0229996525762944	1.16309375932131	0.0024682317809519	0.0206975834311058	0.0213662619313324	0.000710508287104905	5.77952739646692e-05	0.0177070394061427	0.318726709310569	0.0138381569728235	0.00570610393919712	0.000197687956754622	0.290773439830326	0.000197687956754622	0.00781960019078464	0.000346771643788015	0.00534156548283309	0.0023603194296827	0.00283402110698341	0.002184547080298	0.00024682317809519	0.00229996525762944	0.00267078274141654	0.00565135143229434	0.00258719792888822	7.10508287104905e-05	7.10508287104905e-05	0.00267078274141654	7.10508287104905e-05
"Nepenthes_pervillei"	0.0107281353311067	0.0116804980611696	0.042523387474624	0.00179866824632827	0.0112278656162283	0.00242775555148582	0.000987292712380761	1.14791911702594	0.0429444565287414	0.0116804980611696	0.0271862259110658	0.0213655516897637	0.000863881123333165	0.015549860219997	0.130991765522664	0.000542553596203294	0.00187131093603805	0.00024682317809519	0.00187131093603805	0.00479489234366569	0.128193310138582	0.00292012451529241	0.119044250450056	0.120159968768686	0.00697096133856898	0.114791911702594	0.000242775555148582	0.0014600622576462	0.00203079811033303	0.00536805706609267	0.00271862259110658	0.00271862259110658	0.0014600622576462	0.00271862259110658
"Memecylon_eleagni"	0.0217392359012695	0.0234504144822522	0.0240186590134938	0.0107241026403812	0.0137567039050343	0.0125728693365053	0.0103487917155529	0.0536805706609267	1.12757089869075	0.0234504144822522	0.0019539431392559	0.00101153661454877	0.00905519275110878	0.162993469519958	0.160494878892066	0.00304463737371407	0.00229278398417238	0.00258719792888822	0.00229278398417238	0.00544650327506345	0.00606921968729264	0.00586260362056304	0.00776992296744205	0.146314419402437	0.00259726021527497	0.00536805706609267	0.00125728693365053	0.00293130181028152	0.00488049291719545	0.140946362336344	0.00019539431392559	0.00019539431392559	0.00293130181028152	0.00019539431392559
"Canthium_bibracteatum"	0.0221324894930611	0.0619660067353861	0.0233577758541677	0.0110428681544545	0.0138470195582059	0.0129351948288275	0.0106831309656662	0.014600622576462	0.0234504144822522	1.12863267340205	0.00105279018311984	0.00028460750471967	0.00934773959495791	0.168259312709242	0.161548561512402	0.00313399750862517	0.00230783659303432	0.00267078274141654	0.00230783659303432	0.00546977509404194	0.00170764502831802	0.14882483501718	0.00379583984306298	0.00439136406792773	0.00244105660372876	0.0014600622576462	0.00129351948288275	0.00774575084192326	0.00498226773172625	0.00293130181028152	0.000105279018311984	0.000105279018311984	0.141079084175257	0.000105279018311984
