"Oecophylla_smaragdina"	"Crematogaster_fusca"	"Anonychomyrma_gilberti"	"Crematogaster_pythia"	"Polyrhachis_foreli"	"Technomyrmex_albipes_"	"Paratrechina_vaga"	"Pheidole_platypus"	"Monomorium_floricola"	"Camponotus_vitreus"	"Leptomyrmex_unicolor"	"Tetramorium_validiusculum"	"Polyrhachis_sp1_M_PA_004"	"Turneria_bidentata"	"Rhoptromyrmex_wroughtonii"	"Polyrhachis_sp2_M_PA_004"	"Polyrhachis_yorkana"	"Tapinoma_melanocephalum"	"Camponotus_sp1_M_PA_004"	"Tetraponera_nitida"	"Crematogaster_sp1_M_PA_004"	"Camponotus_sp2_M_PA_004"	"Paratrechina_minutula"	"Pheidole_impressiceps"	"Pheidole_sp1_M_PA_004"	"Polyrhachis_sp3_M_PA_004"	"Monomorium_intrudens"	"Polyrhachis_sp4_M_PA_004"	"Tapinoma_minutum"	"Tetramorium_insolens"	"Echinopla_australis"	"Monomorium_fieldi"	"Odontomachus_cephalotes"	"Polyrhachis_cupreata"	"Polyrhachis_mucronata"	"Polyrhachis_thusnelda"	"Rhytidoponera_spoliata"	"Camponotus_sp3_M_PA_004"	"Podomyrma_sp1_M_PA_004"	"Polyrhachis_delicata"	"Strumigenys_guttulata"	"Merremia_peltata"	"Flagellaria_indica"	"Macaranga_involucrata_subsp._mallotoides"	"Homalanthus_novoguineensis"	"Entada_phaseoloides"	"Ardisia_pachyrrhachis"	"Ipomoea_indica"	"Rockinghamia_angustifolia"	"Syzygium_erythrocalyx"	"Cryptocarya_murrayi"	"Ichnocarpus_frutescens"	"Normanbya_normanbyi"	"Dysoxylum_pettigrewianum"	"Endospermum_myrmecophilum"	"Licuala_ramsayi"	"Castanospermum_australe"	"Archontophoenix_alexandrae"	"Cardwellia_sublimis"	"Clerodendrum_tracyanum"	"Mallotus_mollissimus"	"Smilax_cf._australis"	"Elaeocarpus_angustifolius"	"Glochidion_philippicum"	"Wrightia_laevis_subsp._millgar"	"Adenia_heterophylla"	"Ficus_septica"	"Jasminum_didymum"	"Macaranga_tanarius"	"Mucuna_gigantea"	"Pachygone_longifolia"	"Passiflora_sp._indet."	"Syzygium_sayeri"	"Trichosanthes_pentaphylla"	"Dysoxylum_papuanum"	"Euodia_sp1_M_PA_004"	"Syzygium_gustavioides"	"Unidentified_sp1_M_PA_004"	"Aleurites_rockinghamensis"	"Crotalaria_sp1_M_PA_004"	"Cryptocarya_hypospodia"	"Dysoxylum_mollissimum_subsp._molle"	"Embelia_caulialata"	"Mallotus_paniculatus"	"Neosepicaea_jucunda"	"Stephania_japonica"	"Syzygium_cormiflorum"	"Toona_ciliata"	"Urena_lobata"
"Oecophylla_smaragdina"	1.10444792995753	0.0316951843259013	0.0207215033233583	0.0187711530961387	0.0191778322048855	0.0102801224790088	0.0033530686330418	0.00318085211753258	0.012248918247905	0.00707894995685471	0.0136040669422097	0.00364668416036989	0.00332145151078604	0.00442438952370698	0.00247410245613324	0.00909697816472716	0.00802771363569925	0.00375135107039035	0.00202748718392644	0.00665683452284831	0.00351182161471027	0.000886259676200036	0.0033373221697778	0.00251678171241446	0.00215095723743771	0.00449436256245191	0.00088124407132514	0.00470789231968311	0.000979205716915961	0.00181235869540331	0.00468993784676499	0.00125225198215812	0.000628094908010492	0.00174509456491965	0.00175890352337714	0.00615121286429488	0.00161919697644344	0.000244522410488789	0.00116780305189243	0.000183441007697295	0.000628094908010492	0.0312078537073815	0.0314716268936208	0.0301485555845036	0.00807140433868097	0.0278611172642828	0.00446179851184695	0.00567671655291007	0.0260037752840573	0.0258892233141579	0.0280272732454184	0.00453284460485534	0.0248228110702749	0.00537949303075335	0.00195797700655655	0.0256328338087429	0.0252074002508774	0.0234840011694363	0.0243437885806233	0.00147615022967463	0.00169632049239807	0.0227779843453659	0.0239807053584401	0.00235344756420418	0.0239193190898576	0.0231053735584904	0.000848068352091874	0.0234172454188621	0.00106504104496498	0.000885352333174373	0.0236267618152244	0.0238480415950962	0.00102516074449275	0.0227779843453659	0.0220889585991506	0.000294583957920862	0.00118456379253193	0.0225906907013818	0.000139711193043409	0.000139711193043409	0.0220889585991506	0.000471112240304038	0.000545302719035746	0.000586598534254336	0.000368699126975581	0.000639261073496184	0.0220889585991506	0.0220889585991506	0.000367147231393172
"Crematogaster_fusca"	0.0344512873107623	1.05260392717809	0.0172865686998791	0.0142400066227931	0.0189066982119489	0.0152894643771763	0.0115438281525298	0.0157229275345721	0.0124496255073246	0.0172002418486563	0.00832034096032354	0.00799613315386315	0.00918008025483413	0.00585258891927499	0.00531409275619339	0.00913144339921795	0.00740613858547154	0.00738482150047809	0.0062343436043296	0.00831164815133555	0.00425002660207008	0.00405820272185877	0.00489461632021103	0.00318556174895089	0.00293891217119489	0.00290827212628228	0.00169672985333869	0.00205510315230046	0.00257313174652962	0.00279518189712872	0.000989628827087974	0.00141990590447405	0.0007225812080597	0.00430217787675625	0.00247310162457019	0.00152466594802898	0.00176178954953355	0.00125711788972336	0.00121822192849538	0.000759616299624449	0.0007225812080597	0.0348662348207175	0.033413158552241	0.0346838979868656	0.0334231171834758	0.0298050158873375	0.0290209595127614	0.0302440750784948	0.0267223923380163	0.0266648877156808	0.0292373262838891	0.0273669442959698	0.0253164302105852	0.0276565935739139	0.0261580136035178	0.00387969835027184	0.0274157651991318	0.00178149018440929	0.00259722911945321	0.0247666612519934	0.0258869255181052	0.0235717198153042	0.001849986656679	0.0252031298247859	0.024709357368211	0.00162276719912536	0.0236688404458175	0.0242019430890358	0.00154938903338826	0.00171213942337963	0.00107019223322249	0.00138143315994952	0.00169021248196539	0.0235717198153042	0.000689025746215246	0.000959155429199577	0.00108513297636003	0.00115190940780722	0.000480992839688743	0.000480992839688743	0.000689025746215245	0.000478831750281716	0.000454909702628397	0.000445000206962284	0.000487715743272916	0.00063022327373163	0.000689025746215246	0.000689025746215245	0.000546052299184866
"Anonychomyrma_gilberti"	0.0272651359517873	0.0209258463209063	1.05813149649436	0.0154527435736883	0.0217350896225611	0.0148529724806317	0.00730544959166746	0.00565187050318488	0.0170875763672824	0.0173624126076644	0.0104445073148188	0.00633764939600297	0.0155137363735105	0.00562606166592146	0.00313352933301449	0.00784604335015235	0.00767270563286168	0.0076865844298648	0.00426210005783622	0.00520209509930773	0.00500293166196063	0.00116535170271226	0.00475374579249759	0.0037281822597509	0.00335315404560778	0.0069262048134967	0.00179123559582357	0.00592922742137979	0.00296547239363418	0.00231367892813881	0.00109068393558335	0.00161203757753176	0.000811237641574734	0.00221248988802705	0.00285345395714707	0.00178121263168243	0.00207554933816675	0.00153356116244334	0.000259834255146769	0.000867244522427553	0.000811237641574734	0.0400399967978514	0.0384503656085323	0.0389394067955873	0.0381587589868124	0.0356929832618723	0.0337331263164897	0.00683075653063039	0.0317462000657631	0.0317930526667982	0.00623602212352246	0.032686137747161	0.00286539748332969	0.0337383455737536	0.00258476580014123	0.0312694150174788	0.0317793509555123	0.00185005611283327	0.0299844803621921	0.00184738338958826	0.00226280453307533	0.00100021242166414	0.0302448485881728	0.0306623720109063	0.00191661858328421	0.0290480828919205	0.000737503227787641	0.00172471540908285	0.00141181078139042	0.00106988549482315	0.000990605876956354	0.00130087193960934	0.0294829593208592	0.00100021242166414	0.000545302719035746	0.000492764549755972	0.0285700686846387	0.0010248468210896	0.000304393732986144	0.000304393732986144	0.000545302719035746	0.000657214475664708	0.02784556569722	0.000482898236677759	0.000468838472160122	0.000724502987418705	0.000545302719035746	0.000545302719035746	0.000530463302879703
"Crematogaster_pythia"	0.0293299267127168	0.0204700095202651	0.0183501329937549	1.057343074351	0.0127108669447957	0.0157377060805425	0.0136958005659223	0.0132224079669398	0.0139383067475865	0.0127706629734709	0.0115361178862827	0.00723245579669313	0.0043871593292407	0.00401343229310135	0.0102336544084042	0.0115495581980065	0.00646954046272247	0.00712225072156483	0.00610679573217579	0.00827699330730205	0.00459254273200637	0.00127094485504412	0.00661183299525335	0.00436600759972041	0.00385806354451184	0.00219593144824914	0.00204230200153077	0.00145962110138479	0.00340238368034035	0.00250592397692019	0.00692811158837751	0.00181825975666184	0.000919134824430452	0.000434787293927291	0.00121224689778558	0.000347641628757298	0.00112566006451735	0.000179264393396383	0.00164156001665374	0.00100512511694209	0.000919134824430452	0.0449562466115694	0.0455258615199478	0.0441184715726617	0.0442255051454521	0.00634298370400688	0.0389514744103385	0.0408076206061134	0.0370024040794909	0.0372192609899265	0.0393974403996898	0.00441402290244769	0.0029211581868847	0.00394381665472043	0.00405257255934564	0.036563088221517	0.00331394849349582	0.00165118953720767	0.0353144242139757	0.00171006462605108	0.00227665513083803	0.00103159874121662	0.00158725838552737	0.0021169708116776	0.0347633192569606	0.00160558549199312	0.00110612060530928	0.00145529430604314	0.034385954952636	0.0342737498287293	0.000673508941443661	0.0353605975048176	0.0012482750398888	0.00103159874121662	0.000586598534254336	0.000552207809429148	0.000906593801504281	0.00099094481317449	0.000570658356913431	0.000570658356913431	0.000586598534254336	0.00053608872106102	0.000482898236677759	0.0330419710734689	0.000334452691091779	0.000423695564826522	0.000586598534254336	0.000586598534254336	0.000562060931447948
"Polyrhachis_foreli"	0.0319630536748092	0.028990270591655	0.0275311135219108	0.0135582580744487	1.06185445138809	0.0128062160693642	0.0057162193519603	0.00550782019187849	0.0115204302216108	0.0136294237028215	0.0194130035379913	0.00646824013349264	0.0101812157338764	0.00425555424698278	0.00473956756533116	0.0128416732527961	0.00650473198276687	0.00646953862157643	0.00401057027483964	0.00772207398402154	0.00303957652382162	0.00129098696807846	0.00606746578959428	0.00151979395875866	0.00313824763140857	0.00235667738226567	0.00126129626740149	0.00281269886943873	0.00137058865211505	0.00387529822532965	0.00125654009663026	0.00189415897285858	0.000956271679268525	0.000397951458567939	0.000438266641742322	0.000380205005819267	0.00245766985865301	0.000196626924581517	0.00176625078650919	0.000217063838999772	0.000956271679268525	0.0468943646795028	0.0451890920602094	0.0459010406048892	0.00955080891598995	0.0425539118217627	0.00560657550765573	0.0419773194299452	0.0397799337032971	0.00441128480333886	0.0423900188762205	0.0404963261985085	0.0386603952985856	0.00432579234079338	0.00273459811096824	0.0396357354367193	0.00353924484388081	0.0371129096496542	0.00332332468191663	0.0018269612319862	0.00176748655825389	0.00126948434722781	0.00212713187860455	0.0379104092280752	0.00233668607738946	0.00180685753097684	0.000905614283325554	0.0366646327268308	0.00134286813255879	0.000937262380752125	0.000734312324951001	0.00137709166248027	0.00188503757474065	0.00126948434722781	0.000639261073496184	0.000425380539246659	0.0361196513670216	0.00104580682241911	0.000238175806331679	0.000238175806331679	0.000639261073496183	0.000443093470061954	0.000724502987418705	0.000423695564826522	0.000354629520581899	0.0353951483796029	0.000639261073496184	0.000639261073496184	0.000457364859620151
"Technomyrmex_albipes_"	0.0183573615696586	0.0251184057625038	0.0201576055094287	0.0179859498063343	0.0137209457886046	1.04773137118974	0.0116663020007095	0.0112504965099763	0.0106391992573701	0.0173862272762031	0.0148179676511309	0.0106378296636903	0.00705158070278502	0.00698140548774793	0.00790071344023398	0.00812542979967232	0.00920146167481169	0.00790749010717741	0.00940560047463495	0.00669326683313824	0.00268838065313291	0.00637549641736213	0.00497501250596597	0.00245636952400117	0.00426672111819525	0.00243273452542338	0.00249314077364778	0.00151291930486998	0.00382018228211803	0.00278127774004195	0.00130856792029543	0.00204414872428691	0.00104393066436329	0.00290997358372762	0.00373428299918671	0.000318550040593199	0.00123222918905537	0.000206853855207831	0.00182862417784238	0.00112339616409874	0.00104393066436329	0.050010902996181	0.0483637541116223	0.050108671889438	0.0494294312203447	0.00649631161568887	0.0441107695104873	0.0451600783964075	0.00395017768939349	0.00374075408148521	0.0438869802682172	0.0420183668630177	0.00277417265809476	0.00455078481457229	0.0411207077640904	0.0407396221357283	0.0417741893614075	0.00164773251607615	0.0397018694332745	0.0396963136269874	0.00299086748639655	0.000913199530578039	0.00145385556742913	0.00264330530469352	0.00203303269812084	0.00130681050571019	0.00110857712468368	0.00137056439019819	0.00188915476721885	0.00161068167364299	0.000446784741541472	0.00125635014291498	0.0016398881458885	0.000913199530578039	0.000367147231393172	0.00147810619850165	0.000987828162499855	0.000942238586068904	0.000486095916696227	0.000486095916696227	0.000367147231393172	0.00040919997143731	0.000530463302879703	0.000562060931447948	0.000581783790645661	0.000457364859620152	0.000367147231393172	0.000367147231393172	0.0374189775424908
"Paratrechina_vaga"	0.00698555965217042	0.0221256706256822	0.0115669618534735	0.0182610674212298	0.00714527418995037	0.0136106856674944	1.07171204527611	0.0251964556862538	0.0121210018341243	0.0114153956572706	0.00464834293183579	0.0124100957041824	0.00744708092635014	0.0052687948255102	0.00919966457161052	0.00391720149241671	0.0101769743933705	0.0111815426821961	0.0110597005880344	0.00309264917385523	0.00294709171618083	0.00157284338635771	0.00566142662581955	0.00274087378386204	0.00488378110737339	0.00479526870994406	0.00260060448019199	0.00163742610351267	0.00444444884247229	0.00317431295901809	0.0014452704657568	0.00233459153409269	0.00119041435026351	0.00505581094775232	0.00152849552368525	0.0024864562570053	0.00135039511614797	0.00229612494268162	0.000172583342577618	0.00128253363525657	0.00119041435026351	0.057208859191459	0.0557328612730616	0.0571398888126485	0.0564314799512892	0.00577410210492618	0.05246118860805	0.0533304202930736	0.0030460670763821	0.00306694736930141	0.00414200022186283	0.00356617747078994	0.0013969212196559	0.0505147487389957	0.0493454915053506	0.00227707638656296	0.00393539021485889	0.000636128273365965	0.00175910047363009	0.00166828299990372	0.0480984905932364	0.000620704032732152	0.00131641786535801	0.00192805861602924	0.00144908315413352	0.000910297304265101	0.00174081562400143	0.000858879839063831	0.0017763507503401	0.0464851496943972	0.000761325257294735	0.00107168716639604	0.00120888997000882	0.000620704032732152	0.000139711193043409	0.00069557464442495	0.000542569539317823	0.000775772092629067	0.0446546685531711	0.0446546685531711	0.000139711193043408	0.000466192378235548	0.000304393732986144	0.000570658356913431	0.000439066235459184	0.000238175806331679	0.000139711193043409	0.000139711193043408	0.000486095916696227
"Pheidole_platypus"	0.00795213029383144	0.0361627333295159	0.0107385539560513	0.0211558527471037	0.00826173028781774	0.0157506951139668	0.0302357468235046	1.04195790921086	0.0114919414203358	0.0131947140015929	0.00536022571350512	0.0143501036429473	0.00611011560047101	0.00353931545644959	0.0106526155032917	0.00455547416226011	0.0092888687328334	0.010477797154737	0.0128118717433367	0.00355839180779438	0.00340276911962961	0.0018371969599033	0.00654046964073839	0.00317393374173518	0.00562326415061342	0.00305518829156952	0.00299409755674678	0.00183487627264471	0.00512077050964654	0.00365312888514294	0.00167119962400576	0.00267499458147493	0.00136559805975881	0.00589421401845792	0.0017651204026688	0.000297371668389391	0.00153823189961056	0.000239025287645897	0.000196100804144802	0.0014833970968369	0.00136559805975881	0.065469826085806	0.0644543887812697	0.0655487068684229	0.0652694722608239	0.00640739058104418	0.0605273991684315	0.0617608634246909	0.00358572963830524	0.00361062676154704	0.00470641929947525	0.00397090422593986	0.00184376132120612	0.00525855632820974	0.0575586448619865	0.00256385369348256	0.00450757289331037	0.000732223932887505	0.00196307167229863	0.0021623596956059	0.0561249071262603	0.000945188982605235	0.00112934737958951	0.00223350213657248	0.00190284203160176	0.000883633877971867	0.0528840418372718	0.00122057999219916	0.0020563273570159	0.0540188386432029	0.000233385522973977	0.00123796291022506	0.00117196475024995	0.000945188982605235	0.000159042605876629	0.000805215752775013	0.000557984534753168	0.000739596901678716	0.00125982278431269	0.00125982278431269	0.000159042605876629	0.000441997746935994	0.000282593525159244	0.000661120398346992	0.000294942954704133	0.000275391009593924	0.000159042605876629	0.000159042605876629	0.000562524825498816
"Monomorium_floricola"	0.0235556120152019	0.0220262605129589	0.0249741500752589	0.0171548390739526	0.0132928041018586	0.0114575992002447	0.0111886170776532	0.00883995493871988	1.04627561855953	0.00971693519459661	0.00656664425829871	0.00989340371947281	0.00853351536247144	0.00667643388833532	0.00541260134686667	0.010815163569095	0.0094685851483022	0.0117590094870462	0.00712067342886818	0.00627789522490987	0.0068834462760818	0.00143688072412937	0.00781407469214698	0.0051730438073709	0.00451919989496048	0.00454178348950191	0.00241305756917608	0.00316611419528639	0.00405953891079151	0.00440904863359844	0.00140411648822433	0.0021511394355784	0.00108881161368466	0.000398326295916924	0.00140260877503009	0.00237915220808338	0.00277273029060463	0.00211267713500216	0.00192213944910531	0.00119031565172794	0.00108881161368466	0.0531163910946868	0.0518207715367821	0.0522629574568636	0.0523738886760296	0.0478912691239051	0.0469792813664155	0.0482950365360865	0.0443816297546924	0.0448797335678212	0.0461313467785275	0.00437517073139893	0.00253036271405998	0.0464788969700475	0.00345899914400219	0.0036540341319413	0.00339668997283439	0.00127901928027148	0.00243842897837256	0.00150124011912251	0.00186033172614774	0.000949943990585755	0.00222373535137089	0.0024862126828781	0.00200919064705593	0.0413696966605662	0.00092082949721771	0.00139303746064771	0.00136086711001516	0.00144427884623256	0.00106590029232488	0.00135823008342114	0.00156428746253443	0.000949943990585755	0.000471112240304038	0.000641656382217573	0.00110030794572666	0.00106289881207293	0.000466192378235548	0.000466192378235548	0.000471112240304038	0.0402413699445975	0.000657214475664708	0.00053608872106102	0.00055636949069461	0.000443093470061955	0.000471112240304038	0.000471112240304038	0.00040919997143731
"Camponotus_vitreus"	0.0136133653016437	0.0304311971168535	0.0253758338112018	0.0157177390442719	0.0157262581186402	0.0187236293743726	0.010537288299019	0.0101497800012253	0.00971693519459661	1.04131689187746	0.00874112842105706	0.00696863043404136	0.0181820640378477	0.00751208150270701	0.010758607602185	0.00425019930382422	0.0068094951570904	0.00692651591646455	0.00420858062701032	0.00858184782754435	0.00422538240208049	0.00682091165485043	0.00383613748100685	0.0025286426516633	0.00447286373055092	0.00264003276937976	0.00260639215177285	0.00306523917586025	0.00248298974909362	0.00305692914470174	0.00132847755303777	0.00217670274753443	0.00111339269092058	0.00720543105309603	0.00400969903363248	0.000329366011780208	0.00276004980703104	0.000240713809535727	0.00192224028594127	0.00115027776988302	0.00111339269092058	0.0531655028306928	0.0504188613778725	0.0534428491641877	0.050612221874853	0.0475087130116811	0.00700444998751523	0.0074039011009193	0.0036779158082005	0.00371970669834908	0.0461337668625903	0.0453356368852654	0.00224722758357056	0.00529570380978599	0.00395959657957551	0.00341334531467371	0.0457507402199914	0.00128209415560183	0.00258555104616017	0.0425177171092311	0.0434600978934657	0.000933815069442732	0.00178092969847684	0.0430405701576195	0.00214014840020492	0.00131378068304291	0.00116903676347112	0.0014580236733974	0.0414383796662436	0.00143772202432055	0.000354608808977926	0.00109556603942581	0.041854813790255	0.000933815069442732	0.000272267306032874	0.00157121730110388	0.00119199370424946	0.000697860753351024	0.000439053679125793	0.000439053679125793	0.000272267306032873	0.000373728276715254	0.000667785100294783	0.000491179345133495	0.000626006791892251	0.000524208603954673	0.000272267306032874	0.000272267306032874	0.000668701049084735
