"Diplopterys_pubipetala"	"Byrsonima_gardnerana"	"Banisteriopsis_muricata"	"Heteropterys_sp1_M_PL_059"	"Heteropterys_sp2_M_PL_059"	"Dicella_bracteosa"	"Carolus_chasei"	"Stigmaphyllon_paralias"	"Banisteriopsis_stellaris"	"Banisteriopsis_schizoptera"	"Stigmaphyllon_auriculatum"	"Stigmaphyllon_ciliatum"	"Janusia_anisandra"	"Centris_aenea"	"Centris_fuscata"	"Centris_caxiensis"	"Centris_tarsata"	"Centris_flavifrons"	"Centris_trigonoides"	"Centris_obsoleta"	"Epicharis_sp1_M_PL_059"	"Apis_mellifera"	"Centris_sp1_M_PL_059"	"Centris_sp2_M_PL_059"	"Xylocopa_sp1_M_PL_059"	"Xylocopa_grisescens"
"Diplopterys_pubipetala"	1.07432529481119	0.0277715956727393	0.0486088282812904	0.0372165786605022	0.0393284743682557	0.0194173978195319	0.0142629466769116	0.00643482490898005	0.0142629466769116	0.0142629466769116	0.015508703638226	0.0115892760516003	0.0103435190902859	0.0836527238167406	0.0836527238167406	0.0783885517325146	0.0781738836261173	0.072162315996683	0.0668453193525463	0.00202536784505376	0.0668453193525463	0.0668335828256599	0.0596847386006215	0.00202536784505377	0.00435140401133515	0.00202536784505377
"Byrsonima_gardnerana"	0.041657393509109	1.03840093524418	0.0441877762815855	0.0297924632517317	0.0333164698051943	0.0267673582319262	0.019583584347709	0.00883635061677838	0.019583584347709	0.019583584347709	0.0214014447811203	0.0160201245009956	0.0142022640675843	0.114872558018119	0.114872558018119	0.107626405602494	0.107318269016118	0.100572834379041	0.0083972337809224	0.00184115734506606	0.0083972337809224	0.0930686160980376	0.00231429963939494	0.00184115734506606	0.00370318629829929	0.00184115734506606
"Banisteriopsis_muricata"	0.0364566212109678	0.0220938881407927	1.1175767950127	0.0411445176264012	0.031326352423704	0.0155101604427917	0.0113925755780548	0.00513984214476244	0.0113925755780548	0.0113925755780548	0.0123880818119092	0.00925742700949933	0.0082619207756449	0.0668179478819117	0.0668179478819117	0.062613096048197	0.0624415726176492	0.0576461881063166	0.0534001965905926	0.0465656997921957	0.0534001965905926	0.0526698215840086	0.00202536784505376	0.0465656997921957	0.0491372321438457	0.0465656997921957
"Heteropterys_sp1_M_PL_059"	0.041868650993065	0.0223443474387988	0.0617167764396019	1.05670156251455	0.0350521599317555	0.0211864320412268	0.015532959063058	0.0070082072552537	0.015532959063058	0.015532959063058	0.0169300265840983	0.0126616802334225	0.0112646127123821	0.091106694318298	0.091106694318298	0.0853669270135172	0.0851281091425686	0.0791486216943631	0.0734451418845023	0.00257153235165008	0.0734451418845022	0.0092633231805758	0.00232603616628139	0.00257153235165008	0.0686153800088098	0.00257153235165008
"Heteropterys_sp2_M_PL_059"	0.0505651813306145	0.028556974118738	0.0537023184406354	0.0400596113505777	1.04809566840486	0.01827066193122	0.0172057373757578	0.0077100397142449	0.0172057373757578	0.0172057373757578	0.0135130931478103	0.00877496426970716	0.0124676084976547	0.100230516285184	0.100230516285184	0.0947625775620622	0.0951513756681951	0.0149089437764716	0.0824144753663266	0.00223759660169314	0.0824144753663266	0.0822904975001437	0.00280917674058969	0.00223759660169314	0.00474132231110425	0.00223759660169314
"Dicella_bracteosa"	0.0349513160751573	0.0321208298783115	0.0372243850627	0.0338982912659628	0.025578926703708	1.03112126014799	0.0227197406675204	0.0102521075228245	0.0227197406675204	0.0227197406675204	0.0248965921951061	0.0186536270032972	0.0164767754757115	0.133277397796718	0.133277397796718	0.124859303836177	0.124493359057741	0.117621272726618	0.00743846522347703	0.00155101604427917	0.00743846522347703	0.00799655784254698	0.00194173978195319	0.00155101604427917	0.00366965924840184	0.00155101604427917
"Carolus_chasei"	0.0320916300230512	0.0293753765215635	0.0341777267341643	0.031065918126116	0.0301100404075761	0.0283996758344005	1.02730952038623	0.0122315244150653	0.0273095203862324	0.0273095203862324	0.0208433640439312	0.0133216798632334	0.0197878362055346	0.159009817395849	0.159009817395849	0.150433683613955	0.151126235809386	0.0152621762743537	0.00729927733672277	0.00142407194725684	0.00729927733672277	0.00780560549730415	0.00178286833461395	0.00142407194725684	0.00336569183013909	0.00142407194725684
"Stigmaphyllon_paralias"	0.0289567120904102	0.0265090518503351	0.0308390528685746	0.0280328290210148	0.0269851389998572	0.0256302688070612	0.0244630488301307	1.02206454814057	0.0244630488301307	0.0244630488301307	0.0244102816956946	0.023231768117496	0.0232845352519321	0.286839125827351	0.286839125827351	0.0235702715639718	0.024399742227332	0.0163410796770276	0.00657322850581027	0.00128496053619061	0.00657322850581027	0.00703026434619144	0.00160870622724501	0.00128496053619061	0.00303701235000403	0.00128496053619061
"Banisteriopsis_stellaris"	0.0320916300230512	0.0293753765215635	0.0341777267341643	0.031065918126116	0.0301100404075761	0.0283996758344005	0.0273095203862324	0.0122315244150653	1.02730952038623	0.0273095203862324	0.0208433640439312	0.0133216798632334	0.0197878362055346	0.159009817395849	0.159009817395849	0.150433683613955	0.151126235809386	0.0152621762743537	0.00729927733672277	0.00142407194725684	0.00729927733672277	0.00780560549730415	0.00178286833461395	0.00142407194725684	0.00336569183013909	0.00142407194725684
"Banisteriopsis_schizoptera"	0.0320916300230512	0.0293753765215635	0.0341777267341643	0.031065918126116	0.0301100404075761	0.0283996758344005	0.0273095203862324	0.0122315244150653	0.0273095203862324	1.02730952038623	0.0208433640439312	0.0133216798632334	0.0197878362055346	0.159009817395849	0.159009817395849	0.150433683613955	0.151126235809386	0.0152621762743537	0.00729927733672277	0.00142407194725684	0.00729927733672277	0.00780560549730415	0.00178286833461395	0.00142407194725684	0.00336569183013909	0.00142407194725684
"Stigmaphyllon_auriculatum"	0.0348945831860085	0.0321021671716805	0.0371642454357276	0.0338600531681967	0.023647913008668	0.0311207402438826	0.0208433640439312	0.0122051408478473	0.0208433640439312	0.0208433640439312	1.02996459598703	0.0224825170477987	0.0133612851046994	0.158666831022015	0.158666831022015	0.149641578784637	0.0231228851370412	0.143883266799319	0.00729248814775548	0.00154851022648865	0.00729248814775547	0.00785141542238322	0.00193858795477825	0.00154851022648865	0.00366476354950094	0.00154851022648865
"Stigmaphyllon_ciliatum"	0.0347678281548008	0.0320402490019912	0.0370297080379973	0.03376448062246	0.0204749166293167	0.0310893783388287	0.0177622398176446	0.015487845411664	0.0177622398176446	0.0177622398176446	0.0299766893970649	1.02881498393285	0.0166005343534278	0.201341990351632	0.201341990351632	0.0232341092843368	0.022253778835275	0.186579939296577	0.00704722459403821	0.00154290450158322	0.00704722459403821	0.00760696530530039	0.00193154600860004	0.00154290450158322	0.00365318454048697	0.00154290450158322
"Janusia_anisandra"	0.0310305572708577	0.0284045281351686	0.0330476831025796	0.030038967233019	0.0290910864945275	0.0274612924595192	0.0263837816073795	0.015523023501288	0.0263837816073795	0.0263837816073795	0.0178150468062658	0.0166005343534278	1.02516926915454	0.201799305516745	0.201799305516745	0.0242902490567611	0.192924913065068	0.015085151929956	0.0070562768459946	0.00137698679594082	0.0070562768459946	0.00754588540519496	0.00172391984838098	0.00137698679594082	0.0032544222480045	0.00137698679594082
"Centris_aenea"	0.0579134241808204	0.0530181037006703	0.0616781057371492	0.0560656580420296	0.0539702779997143	0.0512605376141224	0.0489260976602613	0.0441290962811309	0.0489260976602613	0.0489260976602613	0.0488205633913892	0.046463536234992	0.0465690705038641	1.0736782516547	0.0736782516547024	0.0471405431279436	0.048799484454664	0.0326821593540552	0.0131464570116205	0.00256992107238122	0.0131464570116205	0.0140605286923829	0.00321741245449002	0.00256992107238122	0.00607402470000806	0.00256992107238122
"Centris_fuscata"	0.0579134241808204	0.0530181037006703	0.0616781057371492	0.0560656580420296	0.0539702779997143	0.0512605376141224	0.0489260976602613	0.044129096281131	0.0489260976602613	0.0489260976602613	0.0488205633913892	0.046463536234992	0.0465690705038641	0.0736782516547023	1.0736782516547	0.0471405431279436	0.048799484454664	0.0326821593540552	0.0131464570116205	0.00256992107238122	0.0131464570116205	0.0140605286923829	0.00321741245449002	0.00256992107238122	0.00607402470000806	0.00256992107238122
"Centris_caxiensis"	0.0705496965592631	0.0645758433614966	0.0751357152578365	0.0682935416108137	0.0663338042934436	0.0624296519180887	0.060173473445582	0.00471405431279436	0.060173473445582	0.060173473445582	0.0598566315138547	0.00697023278530105	0.00728707471702833	0.0612827060663267	0.0612827060663267	1.05772797457107	0.0514604080846794	0.0315864986150937	0.0160565576178146	0.00313065480240985	0.0160565576178145	0.0171695315472634	0.00391942758662573	0.00313065480240985	0.00739900115308571	0.00313065480240985
"Centris_tarsata"	0.0703564952635056	0.064390961409671	0.0749298871411791	0.0681024873140549	0.0666059629677365	0.0622466795288705	0.0604504943237544	0.0048799484454664	0.0604504943237544	0.0604504943237544	0.00924915405481648	0.00667613365058251	0.0578774739195204	0.0634393297910632	0.0634393297910632	0.0514604080846795	1.05995050948108	0.0251465928716255	0.0160447470527265	0.00312207863088246	0.0160447470527265	0.017154255046404	0.00390869418130587	0.00312207863088246	0.00737848408801089	0.00312207863088246
"Centris_flavifrons"	0.0927801205671639	0.0862052866106068	0.0988220367536856	0.0904555676507006	0.0149089437764716	0.0840151948047272	0.00872124358534497	0.00466887990772217	0.00872124358534497	0.00872124358534497	0.0822190095996111	0.0799628311271044	0.00646506511283828	0.0606954388003882	0.0606954388003882	0.0451235694501338	0.0359237041023222	1.05411531707135	0.0159904335409882	0.0041175848647369	0.0159904335409882	0.0175207344470366	0.00515445114262022	0.0041175848647369	0.00977105784290569	0.0041175848647369
"Centris_trigonoides"	0.150401968543229	0.0125958506713836	0.160200589771778	0.146890283769005	0.144225331891072	0.00929808152934629	0.00729927733672277	0.00328661425290513	0.00729927733672277	0.00729927733672277	0.00729248814775548	0.00528541844552865	0.00529220763449595	0.0427259852877668	0.0427259852877668	0.0401413940445364	0.0401118676318163	0.0279832586967293	1.03451314164925	0.00667502457382408	0.034513141649246	0.0263821531362985	0.00835566491906829	0.00667502457382408	0.0158556673093869	0.00667502457382408
"Centris_obsoleta"	0.0182283106054839	0.0110469440703964	0.558788397506348	0.0205722588132006	0.015663176211852	0.00775508022139583	0.00569628778902738	0.00256992107238122	0.00569628778902738	0.00569628778902738	0.00619404090595459	0.00462871350474967	0.00413096038782245	0.0334089739409558	0.0334089739409558	0.0313065480240985	0.0312207863088246	0.0288230940531583	0.0267000982952963	1.0232828498961	0.0267000982952963	0.0263349107920043	0.00101268392252688	0.0232828498960978	0.0245686160719229	0.0232828498960978
"Epicharis_sp1_M_PL_059"	0.150401968543229	0.0125958506713836	0.160200589771778	0.146890283769005	0.144225331891072	0.00929808152934629	0.00729927733672277	0.00328661425290514	0.00729927733672277	0.00729927733672277	0.00729248814775548	0.00528541844552865	0.00529220763449595	0.0427259852877668	0.0427259852877668	0.0401413940445364	0.0401118676318163	0.0279832586967293	0.034513141649246	0.00667502457382408	1.03451314164925	0.0263821531362985	0.00835566491906829	0.00667502457382408	0.0158556673093869	0.00667502457382408
"Apis_mellifera"	0.150375561357735	0.139602924147056	0.158009464752026	0.0185266463611516	0.144008370625251	0.00999569730318372	0.00780560549730415	0.00351513217309572	0.00780560549730415	0.00780560549730415	0.00785141542238322	0.0057052239789753	0.00565941405389622	0.0456967182502444	0.0456967182502444	0.0429238288681585	0.04288563761601	0.0306612852823141	0.0263821531362985	0.00658372769800108	0.0263821531362985	1.03685781475098	0.00835419785320748	0.00658372769800108	0.00774164309557305	0.00658372769800108
"Centris_sp1_M_PL_059"	0.537162647405594	0.0138857978363697	0.0243044141406452	0.0186082893302511	0.0196642371841279	0.00970869890976593	0.00713147333845582	0.00321741245449002	0.00713147333845582	0.00713147333845582	0.007754351819113	0.00579463802580013	0.00517175954514296	0.0418263619083703	0.0418263619083703	0.0391942758662573	0.0390869418130587	0.0360811579983415	0.0334226596762732	0.00101268392252688	0.0334226596762732	0.0334167914128299	1.02984236930031	0.00101268392252688	0.00217570200566758	0.00101268392252688
