"Guarea_guidonia"	"Clusia_rosea"	"Ocotea_coriacea"	"Roystonea_borinquena"	"Cupania_americana"	"Cecropia_schreberiana"	"Clusia_gundlachi"	"Hyeronima_clusioides"	"Ficus_sp1_M_SD_005"	"Margravia_rectiflora"	"Persea_americana"	"Phoradendron_sp1_M_SD_005"	"Alchornea_latifolia"	"Anthurium_scandens"	"Ardisia_obovata"	"Bursera_simaruba"	"Chrysophyllum_argenteum"	"Comocladia_glabra"	"Dendropemon_bicolor"	"Guapira_fragrans"	"Petitia_dominguensis"	"Syzigium_malaccensis"	"Unidentified_sp1_M_SD_005"	"Unidentified_sp2_M_SD_005"	"Zanthoxylum_martinicensis"	"Loxigilla_portoricensis"	"Margarops_fuscatus"	"Columba_squamosa"	"Turdus_plumbeus"	"Vireo_altiloquous"	"Spindalis_portoricensis"	"Euphonia_musica"	"Tyrannus_caudifasciatus"	"Tyrannus_dominicensis"	"Molothrus_bonariensis"	"Myarchus_antillarum"	"Coereba_flaveola"	"Vireo_latimeri"
"Guarea_guidonia"	1.11451819594692	0.0675223810283338	0.0152552670426791	0.00869553865539241	0.0148624274320783	0.0146698736041189	0.0123415095080538	0.000287564920133319	0.0114380684312595	0.0132558310611313	0.00575129840266638	0	0.00597433494872647	0	0.000287564920133319	0.00597433494872647	0.00546373348253306	0.00597433494872647	0	0.00546373348253306	0.000903441076794221	0.00546373348253306	0.00597433494872647	0.00779209757859819	0.00546373348253306	0.119486698974529	0.120202136615727	0.00903441076794221	0.109089366100375	0.0976995435452198	0.00172538952079992	0	0.0928765163289103	0.00438397961901461	0.00482302721630956	0.0976995435452198	0.00482302721630955	0.00482302721630955
"Clusia_rosea"	0.0578763265957147	1.18133710054427	0.00643162977412232	0.00111169684183621	0.0064851628083031	0.00642611145822026	0.0105752961985873	0.000255196283412219	0.0101631440012162	0.00554827402929725	0.00510392566824437	0	0.00531441461638405	0	0.000255196283412219	0.00531441461638405	0.00484872938483216	0.00531441461638405	0	0.00484872938483216	0.000412152197371117	0.00484872938483216	0.00531441461638405	0.000699544644465094	0.00484872938483216	0.106288292327681	0.106672046466307	0.00412152197371116	0.00979362502251132	0.0892042486837571	0.00153117770047331	0	0.00482302721630956	0.00188481418981581	0.0843812214674476	0.0892042486837572	0.0843812214674476	0.0843812214674476
"Ocotea_coriacea"	0.0228829005640187	0.0112553521047141	1.07058790449304	0.0276286133124886	0.0485743289160732	0.0288431149898662	0.0244425789317195	0.000393657304928337	0.00869399047101603	0.0193595136454235	0.00787314609856674	0	0.00121450167737763	0	0.000393657304928337	0.00121450167737763	0.0074794887936384	0.00121450167737763	0	0.0074794887936384	0.0157485884607035	0.0074794887936384	0.00121450167737763	0.0118800248517851	0.0074794887936384	0.0242900335475526	0.164548753460045	0.157485884607034	0.166320347924992	0.00271086210210018	0.00236194382957002	0	0.00190690838033489	0.141919209547642	0.00080395372176529	0.00271086210210018	0.00080395372176529	0.00080395372176529
"Roystonea_borinquena"	0.0260866159661772	0.00389093894642674	0.0552572266249771	1.05140773683965	0.025503115719087	0.052595813401559	0.0321302640297158	5.57932437721994e-05	0.00224814819358458	0.0225856926351868	0.00111586487544399	0	0.00118807656191279	0	5.57932437721994e-05	0.00118807656191279	0.00106007163167179	0.00118807656191279	0	0.00106007163167179	0.0298821158361312	0.00106007163167179	0.00118807656191279	0.021525621003515	0.00106007163167179	0.0237615312382558	0.0233215758967793	0.298821158361312	0.30135869404921	0.00245180887430716	0.000334759462633196	0	0.0021738846638481	0.0111576726146366	0.000277924210459053	0.00245180887430716	0.000277924210459053	0.000277924210459053
"Cupania_americana"	0.0297248548641566	0.0151320465527072	0.0647657718880976	0.017002077146058	1.07235438479173	0.0276755354724431	0.013758303749139	5.57016668884858e-05	0.0117317899972663	0.0160338950650665	0.00111403333776971	0	0.0106734583263851	0	5.57016668884858e-05	0.0106734583263851	0.00105833167088123	0.0106734583263851	0	0.00105833167088123	0.00202651375187267	0.00105833167088123	0.0106734583263851	0.0149755633941853	0.00105833167088123	0.213469166527702	0.023283296759387	0.0202651375187267	0.209657887518594	0.00355793170673024	0.000334210001330915	0	0.00247707123867972	0.186821452284634	0.00108086046805052	0.00355793170673024	0.00108086046805052	0.00108086046805052
"Cecropia_schreberiana"	0.0293397472082378	0.0149942600691806	0.0384574866531549	0.0350638756010393	0.0276755354724431	1.04565494176762	0.0319640835138676	5.46666990975118e-05	0.0116297334494306	0.015768192819455	0.00109333398195024	0	0.0105910661665779	0	5.46666990975118e-05	0.0105910661665779	0.00103866728285272	0.0105910661665779	0	0.00103866728285272	0.020334350064437	0.00103866728285272	0.0105910661665779	0.0147295255366023	0.00103866728285272	0.211821323331558	0.0228506802227599	0.20334350064437	0.206213357512432	0.00351599751038986	0.000328000194585071	0	0.00244497893401981	0.00941977507705155	0.00107101857637004	0.00351599751038986	0.00107101857637004	0.00107101857637004
"Clusia_gundlachi"	0.0246830190161075	0.0246756911300371	0.0325901052422926	0.0214201760198105	0.013758303749139	0.0319640835138676	1.03991961648127	0.000504117146181388	0.0201221332715035	0.0112009185874925	0.0100823429236278	0	0.0105439074940571	0	0.000504117146181388	0.0105439074940571	0.00957822577744637	0.0105439074940571	0	0.00957822577744637	0.0197974832097644	0.00957822577744637	0.0105439074940571	0.0016226928100461	0.00957822577744637	0.210878149881143	0.21072096710382	0.197974832097644	0.0227176993406454	0.00381946761777351	0.00302470287708833	0	0.00205691825134229	0.00636681378014308	0.00176254936643122	0.00381946761777351	0.00176254936643122	0.00176254936643122
"Hyeronima_clusioides"	0.00172538952079991	0.00178637398388553	0.00157462921971335	0.000111586487544399	0.000167105000665457	0.000164000097292535	0.00151235143854416	1.10533720383477	0.00145928647043998	0.00146539438013206	0.106744076695465	0	5.24136097481365e-05	0	0.105337203834773	5.24136097481365e-05	0.00140687286069185	5.24136097481365e-05	0	0.00140687286069185	5.30649681041809e-05	0.00140687286069185	5.24136097481365e-05	5.85215194402179e-05	0.00140687286069185	0.00104827219496273	0.0309512029352206	0.000530649681041808	0.000819301272163051	0.000271380601772769	0.63202322300864	0	0.00014378246006666	0.000224679485908411	0.000127598141706109	0.000271380601772769	0.000127598141706109	0.000127598141706109
"Ficus_sp1_M_SD_005"	0.0343142052937786	0.0355710040042567	0.0173879809420321	0.00224814819358458	0.0175976849958995	0.0174446001741459	0.0301831999072553	0.000729643235219992	1.02905967344974	0.0149878432052503	0.0145928647043998	0	0.0151964519805614	0	0.000729643235219992	0.0151964519805614	0.0138632214691798	0.0151964519805614	0	0.0138632214691798	0.00112352645751407	0.0138632214691798	0.0151964519805614	0.00112462173607051	0.0138632214691798	0.303929039611227	0.304990872321956	0.0112352645751407	0.0157447043049871	0.00540030310811894	0.00437785941131995	0	0.00285951710781488	0.00510644511707059	0.00254078600030405	0.00540030310811894	0.00254078600030405	0.00254078600030405
"Margravia_rectiflora"	0.0397674931833938	0.0194189591025404	0.038719027290847	0.0225856926351868	0.0240508425975998	0.0236522892291825	0.0168013778812387	0.000732697190066032	0.0149878432052503	1.03469340457045	0.0146539438013206	0	0.00106659659399573	0	0.000732697190066032	0.00106659659399573	0.0139212466112546	0.00106659659399573	0	0.0139212466112546	0.00181353467598837	0.0139212466112546	0.00106659659399573	0.0207721579591984	0.0139212466112546	0.0213319318799147	0.306267425447601	0.0181353467598836	0.290810211428778	0.00470102627260713	0.00439618314039619	0	0.00331395776528281	0.00884835217762251	0.00138706850732431	0.00470102627260713	0.00138706850732431	0.00138706850732431
