"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"
"R1"	1.03423445072374	0.0364865595748247	0.015650034616568	0.0366496846327875	0.0366496846327875	0.0424383201642215	0.0389017934838697	0.0342344507237425	0.015650034616568	0.0424383201642215	0.0241523390904498	0.0180168708086581	0.00707305336070358	0.297350657714792	0.31300069233136	0.00707305336070358
"R2"	0.0243243730498832	1.04809811454818	0.0111197133942323	0.026767307937294	0.026767307937294	0.0551356902933718	0.0505410494355908	0.0243243730498832	0.0111197133942323	0.0551356902933718	0.0244293488741088	0.190189931986374	0.00918928171556196	0.211274554490414	0.222394267884646	0.00918928171556196
"R3"	0.031300069233136	0.0333591401826969	1.02859431736372	0.0335082830928342	0.0335082830928342	0.0388007498644311	0.0355673540423952	0.031300069233136	0.0285943173637193	0.0388007498644311	0.0220821385969827	0.0164725675964874	0.00646679164407185	0.0432920299106668	0.571886347274386	0.00646679164407185
"R4"	0.024433123088525	0.026767307937294	0.0111694276976114	1.04398725776061	0.0439872577606055	0.0505324828465904	0.0463214426093746	0.024433123088525	0.0111694276976114	0.0505324828465904	0.195541346720805	0.0186734787901526	0.00842208047443174	0.212219126254617	0.223388553952228	0.00842208047443174
"R5"	0.024433123088525	0.026767307937294	0.0111694276976114	0.0439872577606055	1.04398725776061	0.0505324828465904	0.0463214426093746	0.024433123088525	0.0111694276976114	0.0505324828465904	0.195541346720805	0.0186734787901526	0.00842208047443174	0.212219126254617	0.223388553952228	0.00842208047443174
"R6"	0.0141461067214072	0.0275678451466859	0.00646679164407185	0.0252662414232952	0.0252662414232952	1.08765961438026	0.0386879798485739	0.0141461067214072	0.00646679164407185	0.0876596143802625	0.111201347018881	0.10737390740223	0.0979432690633771	0.122869041237365	0.129335832881437	0.0979432690633771
"R7"	0.0194508967419349	0.0379057870766931	0.00889183851059879	0.0347410819570309	0.0347410819570309	0.0580319697728609	1.05319597229179	0.0194508967419349	0.00889183851059879	0.0580319697728609	0.152901852150961	0.147639122678066	0.00967199496214349	0.168944931701377	0.177836770211976	0.00967199496214349
"R8"	0.0342344507237425	0.0364865595748247	0.015650034616568	0.0366496846327875	0.0366496846327875	0.0424383201642215	0.0389017934838697	1.03423445072374	0.015650034616568	0.0424383201642215	0.0241523390904498	0.0180168708086581	0.00707305336070358	0.297350657714792	0.31300069233136	0.00707305336070358
"R9"	0.031300069233136	0.0333591401826969	0.0285943173637193	0.0335082830928342	0.0335082830928342	0.0388007498644311	0.0355673540423952	0.031300069233136	1.02859431736372	0.0388007498644311	0.0220821385969827	0.0164725675964874	0.00646679164407185	0.0432920299106668	0.571886347274386	0.00646679164407185
"R10"	0.0141461067214072	0.0275678451466859	0.00646679164407185	0.0252662414232952	0.0252662414232952	0.0876596143802625	0.0386879798485739	0.0141461067214072	0.00646679164407185	1.08765961438026	0.111201347018881	0.10737390740223	0.0979432690633771	0.122869041237365	0.129335832881437	0.0979432690633771
"C1"	0.00966093563617992	0.0146576093244653	0.00441642771939653	0.117324808032483	0.117324808032483	0.133441616422657	0.122321481720769	0.00966093563617992	0.00441642771939653	0.133441616422657	1.07663872396303	0.0399733895062831	0.0222402694037761	0.0839121266685341	0.0883285543879306	0.0222402694037761
"C2"	0.00900843540432904	0.142642448989781	0.00411814189912185	0.0140051090926144	0.0140051090926144	0.161060861103345	0.147639122678066	0.00900843540432904	0.00411814189912185	0.161060861103345	0.0499667368828538	1.06907210868361	0.0268434768505575	0.0782446960833151	0.082362837982437	0.0268434768505575
"C3"	0.00707305336070358	0.0137839225733429	0.00323339582203592	0.0126331207116476	0.0126331207116476	0.293829807190131	0.019343989924287	0.00707305336070358	0.00323339582203592	0.293829807190131	0.0556006735094403	0.0536869537011149	1.04897163453169	0.0614345206186826	0.0646679164407185	0.0489716345316885
"C4"	0.0743376644286979	0.0792279579339051	0.00541150373883335	0.0795821723454813	0.0795821723454813	0.0921517809280238	0.0844724658506885	0.0743376644286979	0.00541150373883335	0.0921517809280238	0.0524450791678338	0.0391223480416576	0.0153586301546706	1.10281857103783	0.108230074776667	0.0153586301546706
"C5"	0.062600138466272	0.0667182803653938	0.0571886347274386	0.0670165661856685	0.0670165661856685	0.0776014997288622	0.0711347080847903	0.062600138466272	0.0571886347274386	0.0776014997288622	0.0441642771939653	0.0329451351929748	0.0129335832881437	0.0865840598213336	1.14377269454877	0.0129335832881437
"C6"	0.00707305336070358	0.0137839225733429	0.00323339582203592	0.0126331207116476	0.0126331207116476	0.293829807190131	0.019343989924287	0.00707305336070358	0.00323339582203592	0.293829807190131	0.0556006735094403	0.0536869537011149	0.0489716345316885	0.0614345206186826	0.0646679164407185	1.04897163453169
