"Sambucus_nigra"	"Bryonia_dioica"	"Crataegus_monogyna"	"Hedera_helix"	"Rubus_sp1_M_SD_011"	"Euonymus_europaeus"	"Prunus_spinosa"	"Solanum_dulcamara"	"Lonicera_periclymenum"	"Rosa_sp1_M_SD_011"	"Tamus_communis"	"Parus_palustris"	"Turdus_merula"	"Columba_palumbus"	"Parus_caeruleus"	"Turdus_philomelos"	"Erithacus_rubecula"	"Pyrrhula_pyrrhula"	"Sylvia_atricapilla"	"Turdus_iliacus"	"Fringilla_coelebs"	"Parus_major"	"Sitta_europaea"	"Turdus_pilaris"	"Aegithalos_caudatus"
"Sambucus_nigra"	1.10319001672778	0.0460485258809687	0.0282076128411684	0.0360250341983382	0.0322320135512244	0.0190725961976469	0.0143503615911102	0.0262824997294557	0.0117972567983899	0.0114231113738418	0.00470430444341402	0.0658602622077962	0.0632442960560817	0.0552452932444017	0.0567436188398074	0.0556127167560638	0.0519528286415303	0.0537943046402099	0.0539491707384004	0.0511787389129592	0.0505711032850875	0.0505711032850875	0.0503466673185666	0.00521248821596854	0.00238407452470586
"Bryonia_dioica"	0.110516462114325	1.1027193464331	0.00399419756835876	0.00523757731556977	0.0474623715507705	0.012382706796922	0.00196768011165847	0.0124709291263241	0.0253437820863151	0.00163936938218332	0.0095989108478073	0.134384751869302	0.0125598946120043	0.00593787242203555	0.125958969908063	0.0102742672315668	0.00667644866926909	0.119623024386484	0.00720709850737453	0.00533221903020916	0.114876787231407	0.114876787231407	0.00668334077581755	0.000727366442112289	0.00154783834961525
"Crataegus_monogyna"	0.0676982708188042	0.00399419756835876	1.08992948725176	0.0425904880899413	0.0269857532719098	0.0125992630065884	0.0597912554923187	0.0026857991153473	0.00139764765319179	0.0250470444471004	0.000614126618011585	0.0085977726521622	0.136573212381796	0.122334519930062	0.00626816828144164	0.118771334145478	0.00865471796893451	0.00591875636814369	0.00752744327900218	0.121778919258013	0.00322018104095272	0.00322018104095272	0.00326839447000806	0.118958157973896	0.00157490787582355
"Hedera_helix"	0.0864600820760116	0.00523757731556977	0.0425904880899413	1.07774110472706	0.027295226813223	0.0316355451833697	0.0125732985394512	0.0221101723406569	0.00203181610108886	0.0245466732781248	0.00111134886884069	0.0155588841637697	0.130551846606883	0.121772331021065	0.00736373785798531	0.118365185382856	0.115331057040461	0.0068557838327131	0.115061642615982	0.00995710198540314	0.00412626115139079	0.00412626115139079	0.00728753214327663	0.00635459856556932	0.00395444314792122
"Rubus_sp1_M_SD_011"	0.0773568325229387	0.0474623715507705	0.0269857532719098	0.027295226813223	1.0666277701632	0.0207377468161895	0.0111733951510418	0.0119063748540016	0.0243722830412508	0.0101339568934096	0.00928162225539676	0.129942711575555	0.122302016480506	0.0111847885869881	0.120725286286832	0.115314076379956	0.00854494238846843	0.11463221552652	0.00793711984544501	0.00778400920748705	0.00796943851019949	0.00796943851019949	0.00520759716412271	0.00456080785236461	0.00259221835202368
"Euonymus_europaeus"	0.0572177885929406	0.0154783834961525	0.0157490787582355	0.0395444314792122	0.0259221835202368	1.11640826459088	0.0130568328459185	0.013834434840859	0.0124250718546011	0.0124755913984433	0.0112212719558517	0.157097807381924	0.155351713631598	0.0110323233980614	0.00963039918999507	0.0105056439004743	0.145889550746487	0.00652413122634479	0.00864425681277025	0.00613512120818249	0.00393191287432111	0.00393191287432111	0.00468981366484903	0.00375104668347663	0.13955103307386
"Prunus_spinosa"	0.0574014463644409	0.00327946685276412	0.0996520924871978	0.020955497565752	0.0186223252517363	0.0174091104612247	1.09527490431978	0.00203419084227514	0.00115597902048311	0.0170012037593698	0.000547116408305293	0.00765962971627411	0.205286975596447	0.0187027868769891	0.00487090089742252	0.0163147184623203	0.00666341549607999	0.00458190614230174	0.00482630849547276	0.194902753567202	0.00271967361712811	0.00271967361712811	0.00273075873889756	0.19251102663535	0.00217613880765309
"Solanum_dulcamara"	0.105129998917823	0.0207848818772068	0.00447633185891216	0.0368502872344281	0.0198439580900027	0.0184459131211454	0.00203419084227514	1.092925089161	0.0161482127028424	0.00210630104910361	0.0145881684785914	0.20423435870028	0.0136688205493752	0.00903965379318588	0.0124803537940075	0.0104974743399103	0.0103711844851619	0.00844330061829691	0.190219626871853	0.00516708161451303	0.00645890480929664	0.00645890480929664	0.18653459814841	0.000786664992937073	0.00230573914014317
"Lonicera_periclymenum"	0.0707835407903397	0.0633594552157878	0.00349411913297948	0.00507954025272214	0.060930707603127	0.0248501437092022	0.00173396853072466	0.0242223190542636	1.05615377027495	0.00149909512556205	0.0212266736436732	0.297173431011424	0.0136697873986419	0.00418145391955816	0.279416773050227	0.00989975089848035	0.00656353618851998	0.015378330481489	0.00749432140058029	0.00358772086801621	0.00928525972117627	0.00928525972117627	0.00698636737530808	0.000638406668418725	0.00310626796365028
"Rosa_sp1_M_SD_011"	0.0685386682430506	0.0040984234554583	0.0626176111177509	0.0613666831953119	0.0253348922335241	0.0249511827968866	0.0255018056390547	0.00315945157365541	0.00149909512556205	1.05553816022674	0.000727359726343401	0.0101830361688076	0.289041435344256	0.279138747331451	0.00617388319374919	0.0177876964981191	0.0121113440126025	0.00579910941235868	0.00951902142526753	0.013367839895078	0.00326562018900627	0.00326562018900627	0.00338235310573634	0.0105120620516175	0.00311889784961082
"Tamus_communis"	0.0564516533209682	0.0479945542390365	0.00307063309005793	0.00555674434420346	0.0464081112769838	0.044885087823407	0.00164134922491588	0.0437645054357743	0.0424533472873463	0.0014547194526868	1.03965262783795	0.555136789731344	0.0141035751380817	0.00357856982830485	0.0224057555951456	0.00785570109283153	0.00851846263405322	0.011792418773309	0.0102019108954231	0.00293277373486545	0.00715160764561066	0.00715160764561066	0.00964623646100272	0.000580621513158439	0.00561063597792587
"Parus_palustris"	0.112903306641936	0.095989108478073	0.00614126618011585	0.0111134886884069	0.0928162225539676	0.0897701756468139	0.00328269844983176	0.0875290108715487	0.0849066945746926	0.0029094389053736	0.0793052556759063	1.11027357946269	0.0282071502761635	0.0071571396566097	0.0448115111902912	0.0157114021856631	0.0170369252681064	0.0235848375466181	0.0204038217908461	0.0058655474697309	0.0143032152912213	0.0143032152912213	0.0192924729220054	0.00116124302631688	0.0112212719558517
"Turdus_merula"	0.108418793238997	0.00897135329428875	0.0975522945584261	0.0932513190049167	0.0873585832003611	0.0887724077894848	0.0879801323984771	0.00585806594973222	0.00390565354246912	0.082583267241216	0.00201479644829739	0.0282071502761635	1.0787393925784	0.0442436278849299	0.0151268567533738	0.0323336693946619	0.0249391325924688	0.0141504433677565	0.0148189259437386	0.0289360345738803	0.00541458504772043	0.00541458504772043	0.00549379404324692	0.0244185848555888	0.0110965509736856
"Columba_palumbus"	0.165735879733205	0.00742234052754444	0.152918149912578	0.152215413776331	0.0139809857337352	0.0110323233980614	0.0140270901577419	0.00677974034488941	0.00209072695977908	0.139569373665725	0.000894642457076212	0.012524994399067	0.0774263487986272	1.07231136144087	0.00956867602162294	0.0388171165978146	0.023506243457941	0.00904599428167817	0.0232571597573315	0.0245353250064316	0.00764789570830466	0.00764789570830466	0.00803561837969845	0.0176296633508814	0.00137904042475768
"Parus_caeruleus"	0.170230856519422	0.157448712385078	0.00783521035180205	0.00920467232248164	0.15090660785854	0.00963039918999507	0.00365317567306689	0.00936026534550562	0.139708386525113	0.0030869415968746	0.0056014388987864	0.0784201445830097	0.0264719993184042	0.00956867602162294	1.07285558101062	0.0238876014082583	0.00921721948597347	0.0379284843793378	0.00957346381147503	0.00848533600233395	0.0228378235934838	0.0228378235934838	0.00865299657922686	0.00139238364735802	0.00120379989874938
"Turdus_philomelos"	0.166838150268191	0.0128428340394585	0.148464167681848	0.14795648172857	0.144142595474945	0.0105056439004743	0.0122360388467402	0.00787310575493269	0.00494987544924017	0.00889384824905957	0.00196392527320788	0.0274949538249103	0.0565839214406584	0.0388171165978146	0.0238876014082583	1.05100791408304	0.0230604432549242	0.0226501325459483	0.0230594220598537	0.0238373461704828	0.00823587299845381	0.00823587299845381	0.00826377388699674	0.0168857565759748	0.00131320548755929
"Erithacus_rubecula"	0.207811314566121	0.0111274144487818	0.0144245299482242	0.192218428400768	0.0142415706474474	0.194519400995316	0.00666341549607999	0.0103711844851619	0.00437569079234665	0.00807422934173497	0.00283948754468441	0.0397528256255817	0.0581913093824273	0.0313416579439213	0.012289625981298	0.0307472576732323	1.05219557273808	0.0111957032832113	0.0296091783611921	0.0112118270177575	0.00977154621846657	0.00977154621846657	0.0103873355211154	0.00255302224416908	0.0243149251244146
"Pyrrhula_pyrrhula"	0.21517721856084	0.199371707310806	0.00986459394690616	0.0114263063878552	0.191053692544199	0.00869884163512638	0.00458190614230174	0.00844330061829691	0.0102522203209926	0.00386607294157245	0.00393080625776968	0.0550312876087755	0.0330177011914319	0.0120613257089042	0.0505713125057837	0.0302001767279311	0.0111957032832113	1.04800825742554	0.0115155648485367	0.0107158278584426	0.0289028881711156	0.0289028881711156	0.0103729342097511	0.00175011041840757	0.0010873552043908
"Sylvia_atricapilla"	0.215796682953602	0.0120118308456242	0.012545738798337	0.19176940435997	0.0132285330757417	0.0115256757503603	0.00482630849547276	0.190219626871853	0.00499621426705353	0.00634601428351169	0.00340063696514102	0.0476089175119744	0.0345774938687234	0.0310095463431087	0.0127646184153	0.030745896079805	0.0296091783611922	0.0115155648485367	1.05987174003771	0.0110504870854792	0.0101927115409625	0.0101927115409625	0.0406947996017088	0.00205895862907916	0.00144070946879504
"Turdus_iliacus"	0.204714955651837	0.00888703171701526	0.202964865430021	0.0165951699756719	0.0129733486791451	0.00818016161090999	0.194902753567202	0.00516708161451303	0.00239181391201081	0.00891189326338533	0.000977591244955149	0.0136862774293721	0.0675174140057208	0.0327137666752422	0.0113137813364453	0.0317831282273104	0.0112118270177575	0.0107158278584426	0.0110504870854792	1.06131006862303	0.00941849299052806	0.00941849299052806	0.00939097008791203	0.0527802788042025	0.00102252020136375
"Fringilla_coelebs"	0.303426619710525	0.287191968078517	0.00805045260238179	0.010315652878477	0.0199235962754987	0.00786382574864222	0.00407951042569217	0.00968835721394496	0.00928525972117627	0.00326562018900627	0.00357580382280533	0.0500612535192746	0.0189510476670215	0.0152957914166093	0.0456756471869675	0.0164717459969076	0.0146573193276999	0.0433543322566734	0.0152890673114437	0.0141277394857921	1.04136197262912	0.0413619726291236	0.014257502023596	0.00148496366452021	0.000982978218580277
"Parus_major"	0.303426619710525	0.287191968078517	0.00805045260238179	0.010315652878477	0.0199235962754987	0.00786382574864222	0.00407951042569217	0.00968835721394496	0.00928525972117627	0.00326562018900627	0.00357580382280533	0.0500612535192746	0.0189510476670215	0.0152957914166093	0.0456756471869675	0.0164717459969076	0.0146573193276999	0.0433543322566734	0.0152890673114437	0.0141277394857921	0.0413619726291236	1.04136197262912	0.014257502023596	0.00148496366452021	0.000982978218580277
"Sitta_europaea"	0.3020800039114	0.0167083519395439	0.00817098617502014	0.0182188303581916	0.0130189929103068	0.00937962732969807	0.00409613810834634	0.279801897222615	0.00698636737530808	0.00338235310573634	0.00482311823050136	0.0675236552270191	0.0192282791513642	0.0160712367593969	0.0173059931584537	0.0165275477739935	0.0155810032816731	0.0155594013146267	0.0610421994025632	0.014086455131868	0.014257502023596	0.014257502023596	1.05922031636674	0.0014997883022264	0.00117245341621226
