"Berberis_vulgaris"	"Crataegus_monogyna"	"Hedera_helix"	"Taxus_baccata"	"Rosa_canina"	"Lonicera_arborea"	"Viscum_album"	"Juniperus_communis"	"Turdus_torquatus"	"Turdus_merula"	"Turdus_viscivorus"	"Turdus_iliacus"	"Turdus_philomelos"
"Berberis_vulgaris"	1.07702051445203	0.0770205144520249	0.0481694887294237	0.0481694887294237	0.0322386793453286	0.020738331742609	0.020738331742609	0.00923798413988947	0.147807746238232	0.138004171232635	0.138004171232635	0.127446475072761	0.115404102890405
"Crataegus_monogyna"	0.0770205144520249	1.07702051445203	0.0481694887294237	0.0481694887294237	0.0322386793453286	0.020738331742609	0.020738331742609	0.00923798413988947	0.147807746238232	0.138004171232635	0.138004171232635	0.127446475072761	0.115404102890405
"Hedera_helix"	0.0602118609117796	0.0602118609117796	1.05720126786619	0.0572012678661906	0.0382834317225777	0.0246267689443482	0.0246267689443482	0.0109701061661188	0.1755216986579	0.163879953338754	0.163879953338754	0.151342689148904	0.0120423721823559
"Taxus_baccata"	0.0602118609117796	0.0602118609117796	0.0572012678661906	1.05720126786619	0.0382834317225777	0.0246267689443482	0.0246267689443482	0.0109701061661188	0.1755216986579	0.163879953338754	0.163879953338754	0.151342689148904	0.0120423721823559
"Rosa_canina"	0.0537311322422143	0.0537311322422143	0.0510445756301036	0.0510445756301036	1.04810615433561	0.0309454793971744	0.0309454793971744	0.0137848044587413	0.220556871339861	0.205928099261197	0.205928099261197	0.0235073703559687	0.0107462264484429
"Lonicera_arborea"	0.0518458293565225	0.0518458293565225	0.0492535378886964	0.0492535378886964	0.0464182190957616	1.04342194758306	0.0221453518383834	0.0191490803256861	0.306385285210977	0.291274407088538	0.0359552581523681	0.0226825503434786	0.0103691658713045
"Viscum_album"	0.0518458293565225	0.0518458293565225	0.0492535378886964	0.0492535378886964	0.0464182190957616	0.0221453518383834	1.04342194758306	0.0191490803256861	0.306385285210977	0.0359552581523681	0.291274407088538	0.0226825503434786	0.0103691658713045
"Juniperus_communis"	0.0461899206994474	0.0461899206994474	0.043880424664475	0.043880424664475	0.041354413376224	0.0382981606513721	0.0382981606513721	1.03524190792652	0.563870526824325	0.0366750326982219	0.0366750326982219	0.0202080903060082	0.00923798413988947
"Turdus_torquatus"	0.0923798413988947	0.0923798413988947	0.08776084932895	0.08776084932895	0.082708826752448	0.0765963213027443	0.0765963213027443	0.0704838158530406	1.12774105364865	0.0733500653964438	0.0733500653964438	0.0404161806120164	0.0184759682797789
"Turdus_merula"	0.115003476027195	0.115003476027195	0.109253302225836	0.109253302225836	0.102964049630598	0.0970914690295127	0.0119850860507894	0.00611250544970365	0.0978000871952584	1.09174756295771	0.0704709672130284	0.050314020761898	0.0230006952054391
"Turdus_viscivorus"	0.115003476027195	0.115003476027195	0.109253302225836	0.109253302225836	0.102964049630598	0.0119850860507894	0.0970914690295127	0.00611250544970365	0.0978000871952584	0.0704709672130284	1.09174756295771	0.050314020761898	0.0230006952054391
"Turdus_iliacus"	0.159308093840951	0.159308093840951	0.151342689148904	0.151342689148904	0.0176305277669766	0.0113412751717393	0.0113412751717393	0.00505202257650206	0.0808323612240329	0.075471031142847	0.075471031142847	1.06969729105542	0.0318616187681902
"Turdus_philomelos"	0.288510257226012	0.288510257226012	0.0240847443647118	0.0240847443647118	0.0161193396726643	0.0103691658713045	0.0103691658713045	0.00461899206994474	0.0739038731191158	0.0690020856163173	0.0690020856163173	0.0637232375363805	1.0577020514452
