"Echium_wildpretii"	"Pimpinella_cumbrae"	"Pterocephalus_lasiospermus"	"Mentha_longifolia"	"Erysimum_scoparium"	"Spartocytisus_supranubius"	"Tolpis_webbii"	"Argyranthemum_teneriffae"	"Scrophularia_glabrata"	"Nepeta_teydea"	"Adenocarpus_viscosus"	"Anastoechus_latifrons"	"Anthophora_alluaudi"	"Apis_mellifera"	"Euodynerus_reflexus"	"Geron_hesperidon"	"Eristalis_tenax"	"Megachile_canariensis"	"Anthrax_anthrax"	"Eucera_gracilipes"	"Hyleaus_canariensis"	"Lasioglossum_viride"	"Linnaemyia_soror"	"Cephalodromia_sp1_M_PL_008"	"Cyclyrius_webbianus"	"Estheria_simonyi"	"Lasioglossum_actifrons"	"Melecta_curvispina"	"Osmia_canariensis"	"Andrena_wollestoni"	"Colletes_dimidiatus"	"Gasteruption_sp1_M_PL_008"	"Lucilia_sericata"	"Macroglossum_stellatarum"	"Scaeva_albomaculata"	"Stomorhina_lunata"	"Unidentified_sp1_M_PL_008"	"Anthidium_manicatum"	"Bibio_elmoi"	"Dermasothes_gracile"	"Drosophila_sp1_M_PL_008"	"Lasioglossum_chalcodes"	"Leptochilus_eatoni"	"Nyctia_lugubris"	"Peleteria_ruficornis"	"Phylloscopus_collybita"	"Serinus_canarius"	"Tachina_canariensis"	"Tachysphex_unicolor"
"Echium_wildpretii"	1.12066176517596	0.0282759669378979	0.0370117941318193	0.0289520307488428	0.0331319092941753	0.0235582550854491	0.0169357910156997	0.0179772723747904	0.0139107792716116	0.0118255231148776	0.00109224618220936	0.0376577699314015	0.0374773949078626	0.0377106775274139	0.0067596488665929	0.00660394058514583	0.0357260207826162	0.0364752176199137	0.0344548263204293	0.0352774332024981	0.0345066283268506	0.0344548263204293	0.0346297749376265	0.00335243378446261	0.004184779869666	0.0336576778820673	0.0032098176674323	0.0341079387322409	0.00325150680068322	0.00236727888767285	0.00251512656372673	0.0023317057524899	0.00260594067433571	0.0327860889418187	0.00231547688125152	0.0323358280916451	0.0324135843610236	0.00118255231148776	0.00120633461453512	0.00100985596206778	0.0012840908839136	0.03112949347711	0.00100985596206778	0.00100985596206778	0.00120633461453512	0.03112949347711	0.03112949347711	0.00120633461453512	0.000993627090829399
"Pimpinella_cumbrae"	0.0363548146344402	1.12289316793071	0.0382378780036291	0.0250845100889136	0.0114711344245925	0.0161289514320122	0.0266014609519483	0.0225714104268719	0.0241459876474778	0.00547106241482093	0.00437295537791916	0.00605480159173989	0.00579647310587618	0.0455606750687771	0.0459789791581722	0.0464105964033519	0.0451866011181622	0.0055076953502578	0.0442035352916854	0.00302657178211351	0.0436718275549952	0.0442035352916854	0.0437706149104553	0.0433781623375129	0.00298438314173063	0.00342068238256879	0.0428732287498593	0.00294905118342702	0.00303243406583903	0.00255864416683078	0.00194124077770541	0.0414689659262263	0.00297788210204903	0.00158341268329741	0.00309035190352088	0.00205504388243918	0.00262209956398721	0.000547106241482092	0.0010451879203714	0.0401033274260967	0.00161224360191942	0.00100985596206778	0.0401033274260967	0.0401033274260967	0.0010451879203714	0.00100985596206778	0.00100985596206778	0.0010451879203714	0.00172471340339127
"Pterocephalus_lasiospermus"	0.0475865924551962	0.0382378780036291	1.08962964622071	0.0231656894417591	0.03927032036246	0.0152845702105217	0.0188235848981083	0.0206442677357356	0.0236552125023278	0.00577750175294263	0.0112580697499405	0.0448040773373271	0.00736715386926666	0.0458900821585832	0.00662390061698293	0.0477100810723046	0.0437445439146394	0.0442263271620329	0.0432924908343149	0.0047122587733128	0.00471310513615692	0.0432924908343149	0.00512731590317756	0.00401670310881392	0.0418440975860789	0.041202431358378	0.00402053359608346	0.0422007103164277	0.0436933779634907	0.0020256168456052	0.00181437984954672	0.0402809830080122	0.0403899350604351	0.00328536580854512	0.0406050025437631	0.00228708685049541	0.00279644034297466	0.000577750175294262	0.000965237060073297	0.00136563850012961	0.00147459055255254	0.00132184979042212	0.00136563850012961	0.00136563850012961	0.000965237060073297	0.00132184979042212	0.00132184979042212	0.000965237060073297	0.00168965803588056
"Mentha_longifolia"	0.0434280461232642	0.0292652617703991	0.0270266376820523	1.14088001067373	0.016448096378544	0.0242567263050039	0.0124637352901907	0.0087458150077264	0.0196575249222122	0.0104670971282127	0.000694382051999135	0.00616726556782735	0.0533638210865376	0.00601146139172102	0.0531592530290836	0.00441010983998906	0.0515324101620221	0.00512055585500608	0.00462086851799497	0.00442304505211713	0.00437810189637698	0.00462086851799497	0.0504128907182923	0.00244887244798877	0.0493243089904059	0.0497082387860138	0.0499859639547919	0.00299397649353562	0.00196123739200028	0.00212657936147047	0.0488842630172389	0.00201042498044469	0.00158993813205375	0.00202873943346232	0.00236934598308845	0.0487430017259405	0.00183103568651557	0.00104670971282126	0.0475366671114054	0.0010451879203714	0.000624701071980457	0.00120633461453512	0.0010451879203714	0.0010451879203714	0.0475366671114053	0.00120633461453512	0.00120633461453512	0.0475366671114054	0.00140410892301516
"Erysimum_scoparium"	0.0596374367295156	0.0160595881944295	0.054978448507444	0.0197377156542529	1.0767426588167	0.0313326564072302	0.0194624092043167	0.0130382986872395	0.00805974835345023	0.0191623095589843	0.0151220632197743	0.0623305790885698	0.0605487636250649	0.0607028113277197	0.00684499251602079	0.0623024291094894	0.00623247359825839	0.0604143481326714	0.00476936451502213	0.059150662495177	0.0051872558949432	0.00476936451502213	0.00398386405395413	0.00272126434558796	0.056623053777885	0.00444251630175897	0.00197165785111756	0.0574572444236666	0.0595811647639014	0.00295710370900481	0.00256310795266221	0.00253707273935263	0.00289482306721154	0.0554937284055435	0.00253921232908373	0.00247900028363597	0.0025879025137973	0.00191623095589843	0.000822404818927202	0.000573556721229626	0.000931307049088535	0.00165659546470877	0.000573556721229627	0.000573556721229626	0.000822404818927202	0.00165659546470877	0.00165659546470877	0.000822404818927203	0.000575696310960731
"Spartocytisus_supranubius"	0.0471165101708982	0.0250894800053523	0.0237759981052559	0.0323423017400051	0.0348140626747002	1.07639670360927	0.04384479644607	0.00838722362743198	0.0138622783019485	0.0266368695140184	0.00106710913838206	0.0691024414688629	0.0678507575431971	0.0651935949988752	0.0684376150954839	0.00709206324497677	0.00714188327971198	0.0664387545174611	0.00404415033185252	0.0655129989015101	0.0647449614515866	0.00404415033185252	0.0041515281143186	0.00423544003717282	0.00393744182904198	0.00350553064449859	0.00323381149902102	0.00389863787240005	0.00285662320780395	0.0625401166450611	0.0611474127730152	0.00174519564680744	0.00144823019143285	0.00304949508292663	0.00183930552532689	0.00265638785502516	0.00190787935115105	0.00266368695140183	0.00134759590583355	0.000896052857334011	0.000599087401959427	0.00130879194919162	0.000896052857334012	0.000896052857334012	0.00134759590583355	0.00130879194919162	0.00130879194919162	0.00134759590583355	0.000990162735853466
"Tolpis_webbii"	0.0381055297853242	0.0465525566659095	0.0329412735716896	0.018695602935286	0.0243280115053959	0.0493253960018288	1.07123530358729	0.0213734623785394	0.00929843645614647	0.014604862884846	0.00687289756107455	0.0746043541104525	0.00791883106833381	0.00938092854144032	0.0742587413382853	0.0742525726895542	0.0716287422339525	0.073143867821968	0.00456172633669166	0.006475673580115	0.0724135845000631	0.00456172633669166	0.0050267375877963	0.0701414736678839	0.00317185808703849	0.00301394445024992	0.00310574879771557	0.0034513615698828	0.00411109902167021	0.0696925062520852	0.00351928323351629	0.00283906536562854	0.00270314994031315	0.00227488751375102	0.00184064808871366	0.00183747039411815	0.00258516282266261	0.0014604862884846	0.000778983455636918	0.00166259130949677	0.00152667588418138	0.00105848693848123	0.00166259130949677	0.00166259130949677	0.000778983455636918	0.00105848693848123	0.00105848693848123	0.000778983455636918	0.000664174032581891
"Argyranthemum_teneriffae"	0.0462272718208895	0.0451428208537439	0.0412885354714711	0.014992825727531	0.0186261409817707	0.0107835732352697	0.0244268141469021	1.11937567506243	0.00277655078806714	0.00166539034280379	0.00802773490245565	0.00598229080597586	0.0038040504975129	0.0858567248510355	0.00472757205061158	0.0875071561749579	0.0065223019945474	0.00581575177169548	0.00456925009467607	0.00298102436924194	0.00502209777197383	0.00456925009467607	0.0834764409194155	0.0830943248477028	0.00303059867362153	0.00338338250844659	0.00243526973019039	0.00368998848555467	0.00441283132725499	0.00212576328614081	0.00122378847393988	0.00308683415447196	0.0814299959141545	0.00221539793300213	0.00167291560884305	0.00190879195589405	0.0812394962455157	0.000166539034280379	0.000624701071980457	0.00161224360191942	0.0799554053616021	0.0012840908839136	0.00161224360191942	0.00161224360191942	0.000624701071980457	0.0012840908839136	0.0012840908839136	0.000624701071980457	0.00019832505629051
"Scrophularia_glabrata"	0.0357705752698584	0.0482919752949556	0.0473104250046556	0.0336986141523638	0.0115139262192146	0.0178229292453624	0.0106267845213102	0.00277655078806714	1.10862589220938	0.0160615916919228	0.000834068936247781	0.00651947737529832	0.084757317959092	0.00617218263320594	0.0855768819932751	0.00506108407316691	0.00647628148569827	0.00491331820610604	0.0835955622593424	0.00416564530683587	0.00437267726265602	0.0835955622593424	0.00432077447352633	0.00258721249226367	0.00366946326985645	0.00408739404972511	0.0823163860556474	0.00325898143767069	0.00247387158090324	0.00165433676843536	0.00239427165886862	0.00341437143927183	0.00188798309217107	0.00156932340179013	0.0808772217651216	0.00239773601384455	0.00119195214711991	0.00160615916919227	0.00140410892301516	0.00172471340339127	0.00019832505629051	0.000993627090829399	0.00172471340339127	0.00172471340339127	0.00140410892301516	0.000993627090829399	0.000993627090829399	0.00140410892301516	0.0791875637292411
"Nepeta_teydea"	0.0425718832135593	0.0153189747614986	0.0161770049082394	0.0251210331077104	0.0383246191179686	0.0479463651252331	0.0233677806157536	0.00233154647992531	0.0224862283686918	1.09882957986072	0.000858317774028902	0.117683664668639	0.118298297086874	0.00705386566984476	0.117207106349454	0.00488269213894699	0.00481460472956997	0.00780070668256688	0.00391356789745639	0.11564542820486	0.00585383179285628	0.00391356789745639	0.00294290730007149	0.00217413156424707	0.00354069084401396	0.00280701219960329	0.00319997512349563	0.00367653344268045	0.00270856057469992	0.00412417323988643	0.0037103966642231	0.00112485641677636	0.000744289209574642	0.00309878326738619	0.00218390934448654	0.00222926202430902	0.00134909134576814	0.109882957986072	0.00104670971282127	0.000547106241482093	0.000166539034280379	0.00118255231148776	0.000547106241482093	0.000547106241482093	0.00104670971282127	0.00118255231148776	0.00118255231148776	0.00104670971282127	0.00160615916919228
