"Nephrosperma_vanhoutteanum"	"Phoenicophorium_borsigianum"	"Roscheria_melanochaetes"	"Erythroxylum_sechellarum"	"Dillenia_ferruginea"	"Dillenia_suffruticosa"	"Excoecaria_benthiamiana"	"Memecylon_eleagni"	"Gastonia_crassa"	"Psychotria_pervillei"	"Syzygium_wrightii"	"Apis_mellifera"	"Lasioglossum_mahense"	"Neophyllomyza_approximatonervis"	"Forcipomyia_sp1_M_PL_128"	"Unidentified_sp6_M_PL_128"	"Xylocopa_caffra"	"Unidentified_sp1_M_PL_128"	"Mabuya_sechellensis"	"Nectarinia_dussumieri"	"Lygistorrhina_sp1_M_PL_128"	"Ornidia_obesa"	"Phelsuma_sp1_M_PL_128"	"Unidentified_sp7_M_PL_128"	"Cratopus_aurostriatus"	"Unidentified_sp5_M_PL_128"	"Hemipyrellia_germana"	"Rhiparida_seychellensis"	"Unidentified_sp3_M_PL_128"	"Unidentified_sp4_M_PL_128"	"Chalcidoma_disjunctum"	"Polistes_olivaceus"	"Simosyrphus_aegyptius"	"Unidentified_sp2_M_PL_128"
"Nephrosperma_vanhoutteanum"	1.12376467366397	0.0394020870874214	0.0611285916662362	0.023305641526122	0.00638334435615641	0.00517322548882034	0.00439358596196454	0.0263395857156047	0.0127986411009433	0.0246229143785556	0.00602104238753606	0.0790845473153617	0.0744900976586403	0.0716220942230527	0.0685442299257332	0.00246263044296384	0.00139414961114976	0.0711781884972937	0.00313661391474656	0.00674642357507904	0.0687782747897604	0.000531945363013034	0.0670271080522307	0.00246263044296384	0.0685442299257332	0.00611285916662361	0.000531945363013034	0.000531945363013034	0.00246263044296384	0.00246263044296384	0.00263395857156047	0.00263395857156047	0.000862204248136724	0.0624313707591096
"Phoenicophorium_borsigianum"	0.0443273479733491	1.1888183820021	0.00303152473687432	0.0270093992107842	0.00701696914969632	0.00587399946535229	0.00499356267489792	0.0157654400619114	0.0148579855693171	0.0149938592858891	0.00664486320316258	0.0898841281481625	0.0847161222701529	0.00464001532738742	0.00276578291665127	0.0743011488751313	0.00156374734003341	0.00434232692284242	0.00358380812874661	0.00604278796862411	0.0812653458532257	0.00058474742914136	0.0792401102463146	0.0743011488751312	0.00276578291665127	0.000303152473687432	0.00058474742914136	0.00058474742914136	0.0743011488751312	0.0743011488751312	0.00157654400619114	0.00157654400619114	0.000978999910892049	0.00246263044296384
"Roscheria_melanochaetes"	0.110031464999225	0.00485043957899892	1.16076936924662	0.00312811976380593	0.00141799559336723	0.000873205635728832	0.00073451335640091	0.0252870093848759	0.00168046539958615	0.0232617864865552	0.00129896388816894	0.0132212404152164	0.0123737891835857	0.125097519402105	0.122189796091286	0.000303152473687433	0.000263700572068741	0.124718497029773	0.000496571547959181	0.00352246115822585	0.0069373649342787	0.000118166299447269	0.00669608920690874	0.000303152473687432	0.122189796091286	0.116076936924662	0.000118166299447269	0.000118166299447269	0.000303152473687433	0.000303152473687432	0.0025287009384876	0.0025287009384876	0.000145534272621472	0.00611285916662362
"Erythroxylum_sechellarum"	0.0699169245783659	0.0720250645620911	0.00521353293967655	1.06153613415719	0.0151252714968117	0.0133334124253517	0.0113516260493325	0.0355309250331678	0.00317366331005972	0.0330872867565304	0.0130394920247542	0.204329268887984	0.192997532496899	0.00854153772622096	0.00440562688165465	0.0045015665351307	0.00348267469562625	0.00795871938497143	0.00270219255580233	0.0080985426917696	0.185308529149016	0.00126043929140097	0.00891478400782765	0.00450156653513069	0.00440562688165465	0.000521353293967655	0.00126043929140097	0.00126043929140097	0.0045015665351307	0.0045015665351307	0.00355309250331677	0.00355309250331677	0.00222223540422528	0.003884273587687
"Dillenia_ferruginea"	0.00957501653423462	0.00935595886626176	0.00118166299447269	0.00756263574840584	1.19608119239163	0.035998399952759	0.00658024178383846	0.00823562152251698	0.0157576605917089	0.0212908688315291	0.0217140741159741	0.118444352109092	0.0058620528397482	0.00331147026640144	0.000650111662460304	0.000584747429141361	0.105673166024762	0.001473673814712	0.00624528911794717	0.108580080421191	0.00237713208355537	0.0996734326993026	0.00374296955743921	0.00058474742914136	0.000650111662460304	0.000118166299447269	0.0996734326993026	0.0996734326993026	0.00058474742914136	0.00058474742914136	0.000823562152251698	0.000823562152251698	0.00599973332545983	0.000531945363013034
"Dillenia_suffruticosa"	0.015519676466461	0.0156639985742728	0.00145534272621472	0.0133334124253517	0.071996799905518	1.15819895517671	0.011924152448254	0.0145178817942668	0.0023658828227601	0.0144397820496499	0.013917448943877	0.214634744068571	0.00732020049888697	0.00281271127696444	0.0010077385207582	0.00097899991089205	0.199032892521578	0.00245952670018488	0.00271388862777286	0.0105185947094389	0.00406343956325405	0.00599973332545983	0.00223551796282212	0.000978999910892048	0.0010077385207582	0.000145534272621472	0.00599973332545983	0.00599973332545983	0.000978999910892049	0.000978999910892049	0.00145178817942668	0.00145178817942668	0.193033159196118	0.000862204248136724
"Excoecaria_benthiamiana"	0.0395422736576809	0.0399485013991833	0.00367256678200455	0.0340548781479974	0.0394814507030308	0.0357724573447619	1.03047836995369	0.0370799870196358	0.00424073483578166	0.0352430692763899	0.0338190442131805	0.548610659166363	0.0184827697046098	0.00696943331873147	0.00256404965918273	0.00249678133744896	0.00925219711604621	0.0062720483611463	0.00634329650816036	0.0140388010596283	0.0103693873430975	0.00329012089191923	0.00540036345772817	0.00249678133744896	0.00256404965918273	0.000367256678200455	0.00329012089191923	0.00329012089191923	0.00249678133744896	0.00249678133744896	0.00370799870196358	0.00370799870196358	0.00596207622412698	0.00219679298098227
"Memecylon_eleagni"	0.0474112542880884	0.0252247040990583	0.025287009384876	0.0213185550199006	0.00988274582702037	0.00871072907656009	0.00741599740392715	1.15571894236762	0.00184718293740301	0.0220060936543251	0.00851011927455481	0.133487953270689	0.126086251024621	0.0079134212168387	0.00516265951004806	0.00157654400619114	0.00227535033167838	0.12073455374681	0.0017262170353263	0.00530054089436864	0.00776359508106838	0.000823562152251698	0.00451836640065211	0.00157654400619114	0.00516265951004806	0.00252870093848759	0.000823562152251698	0.000823562152251698	0.00157654400619114	0.00157654400619114	0.115571894236762	0.115571894236762	0.00145178817942668	0.00263395857156047
"Gastonia_crassa"	0.0383959233028299	0.0396212948515122	0.00280077566597692	0.00317366331005972	0.0315153211834177	0.0023658828227601	0.00141357827859389	0.00307863822900501	1.10616228199023	0.0287250831151471	0.0760808905838056	0.0254444090146899	0.00903688087568057	0.00600381980614829	0.00241318441675491	0.00247633092821952	0.00302059056907816	0.00272104823965541	0.197040528762339	0.203257440917017	0.00513838166338668	0.00262627676528481	0.188969818110081	0.00247633092821952	0.00241318441675491	0.000280077566597692	0.00262627676528481	0.00262627676528481	0.00247633092821952	0.00247633092821952	0.000307863822900501	0.000307863822900501	0.00039431380379335	0.00213310685015722
"Psychotria_pervillei"	0.05540155735175	0.0299877185717783	0.029077233108194	0.0248154650673978	0.0319363032472936	0.0108298365372374	0.00881076731909748	0.0275076170679064	0.0215438123363603	1.06449223175377	0.0289307909725496	0.158593811743755	0.144900298228633	0.13904711657736	0.00598558760813885	0.00187423241073614	0.00446633136014737	0.00873634931492949	0.00841243388481832	0.14413532145798	0.00908800755262189	0.00266135860394113	0.00854273209744897	0.00187423241073614	0.00598558760813885	0.0029077233108194	0.00266135860394113	0.00266135860394113	0.00187423241073614	0.00187423241073614	0.00275076170679064	0.00275076170679064	0.00180497275620624	0.00307786429731945
