"Nephrosperma_vanhoutteanum"	"Memecylon_eleagni"	"Dillenia_suffruticosa"	"Chrysobalanus_icaco"	"Nepenthes_pervillei"	"Roscheria_melanochaetes"	"Cinnamomum_verum"	"Mimusops_sechellarum"	"Canthium_bibracteatum"	"Apis_mellifera"	"Lasioglossum_mahense"	"Unidentified_sp1_M_PL_126"	"Xylocopa_caffra"	"Lygistorrhina_sp1_M_PL_126"	"Unidentified_sp2_M_PL_126"	"Hemipyrellia_germana"	"Unidentified_sp3_M_PL_126"	"Unidentified_sp4_M_PL_126"	"Chalcidoma_disjunctum"	"Hemipyrellia_sp1_M_PL_126"	"Neavella_albipectus"	"Nectarinia_dussumieri"	"Parasarcophaga_hirticeps"	"Polistes_olivaceus"	"Unidentified_sp5_M_PL_126"
"Nephrosperma_vanhoutteanum"	1.14385781851463	0.0363370359941029	0	0.0133647611353241	0.0133647611353241	0.0270156850266515	0.0127283439384039	0.0755276266427943	0.0111373009461034	0.133647611353241	0.133029892290946	0.129675288127927	0	0.126973719625262	0.114385781851463	0.00222746018922068	0.00270156850266515	0.00270156850266515	0.00605617266568382	0.00318208598460097	0.00270156850266515	0.00222746018922068	0.00222746018922068	0.00222746018922068	0.00270156850266515
"Memecylon_eleagni"	0.0605617266568382	1.14789554739893	0	0.02190126310106	0.02190126310106	0.00268154694091782	0.0208583458105333	0.0392825877397796	0.0182510525842167	0.2190126310106	0.203919195188802	0.0128714253164055	0	0.0126032706223138	0.00605617266568382	0.00365021051684333	0.000268154694091782	0.000268154694091782	0.191315924566488	0.00521458645263333	0.000268154694091782	0.00365021051684333	0.00365021051684333	0.00365021051684333	0.000268154694091782
"Dillenia_suffruticosa"	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0
"Chrysobalanus_icaco"	0.0222746018922068	0.02190126310106	0	1.22284507838746	0.0228450783874628	0.000549222255674994	0.0217572175118694	0.00212330647471075	0.0190375653228857	0.228450783874628	0.0062315551185158	0.00263626682723997	0	0.00258134460167247	0.00222746018922068	0.00380751306457714	5.49222255674994e-05	5.49222255674994e-05	0.00365021051684333	0.00543930437796734	5.49222255674994e-05	0.203807513064577	0.00380751306457714	0.203807513064577	5.49222255674994e-05
"Nepenthes_pervillei"	0.0222746018922068	0.02190126310106	0	0.0228450783874628	1.22284507838746	0.000549222255674994	0.0217572175118694	0.00212330647471075	0.0190375653228857	0.228450783874628	0.0062315551185158	0.00263626682723997	0	0.00258134460167247	0.00222746018922068	0.203807513064577	5.49222255674994e-05	5.49222255674994e-05	0.00365021051684333	0.00543930437796734	5.49222255674994e-05	0.00380751306457714	0.203807513064577	0.00380751306457714	5.49222255674994e-05
"Roscheria_melanochaetes"	0.0270156850266515	0.00160892816455069	0	0.000329533353404996	0.000329533353404996	1.27807091137105	0.000313841288957139	0.0253902896474814	0.000274611127837497	0.00329533353404996	0.00720143813800384	0.134740374581017	0	0.00693328344391205	0.00270156850266515	5.49222255674994e-05	0.127807091137105	0.127807091137105	0.000268154694091782	7.84603222392848e-05	0.127807091137105	5.49222255674994e-05	5.49222255674994e-05	5.49222255674994e-05	0.127807091137105
"Cinnamomum_verum"	0.0318208598460097	0.0312875187158	0	0.0326358262678041	0.0326358262678041	0.000784603222392848	1.17393888215981	0.00303329496387249	0.0271965218898367	0.326358262678041	0.00890222159787972	0.00376609546748567	0	0.00368763514524639	0.00318208598460097	0.00543930437796734	7.84603222392848e-05	7.84603222392848e-05	0.00521458645263333	0.293484720539953	7.84603222392848e-05	0.00543930437796734	0.00543930437796734	0.00543930437796734	7.84603222392848e-05
"Mimusops_sechellarum"	0.125879377737991	0.0392825877397796	0	0.00212330647471075	0.00212330647471075	0.042317149412469	0.00202219664258166	1.11781598678883	0.00176942206225896	0.0212330647471075	0.205437700195234	0.203122317179851	0	0.198890602238604	0.012587937773799	0.000353884412451791	0.0042317149412469	0.0042317149412469	0.00654709795662994	0.000505549160645416	0.0042317149412469	0.000353884412451791	0.000353884412451791	0.000353884412451791	0.0042317149412469
"Canthium_bibracteatum"	0.055686504730517	0.05475315775265	0	0.0571126959686571	0.0571126959686571	0.00137305563918748	0.0543930437796734	0.00530826618677687	1.04759391330721	0.571126959686571	0.0155788877962895	0.00659066706809993	0	0.00645336150418117	0.0055686504730517	0.00951878266144285	0.000137305563918748	0.000137305563918748	0.00912552629210833	0.0135982609449184	0.000137305563918748	0.00951878266144285	0.00951878266144285	0.00951878266144285	0.000137305563918748
"Apis_mellifera"	0.111373009461034	0.1095063155053	0	0.114225391937314	0.114225391937314	0.00274611127837497	0.108786087559347	0.0106165323735537	0.0951878266144285	1.14225391937314	0.031157775592579	0.0131813341361999	0	0.0129067230083623	0.0111373009461034	0.0190375653228857	0.000274611127837497	0.000274611127837497	0.0182510525842167	0.0271965218898367	0.000274611127837497	0.0190375653228857	0.0190375653228857	0.0190375653228857	0.000274611127837497
