"Phoenicophorium_borsigianum"	"Nephrosperma_vanhoutteanum"	"Erythroxylum_sechellarum"	"Memecylon_eleagni"	"Canthium_bibracteatum"	"Alstonia_macrophylla"	"Lasioglossum_mahense"	"Rhiparida_seychellensis"	"Apis_mellifera"	"Phelsuma_sp1_M_PL_097"	"Unidentified_sp1_M_PL_097"	"Cratopus_aurostriatus"	"Eagris_sabadius"	"Hemipyrellia_germana"	"Hemipyrellia_sp1_M_PL_097"	"Neophyllomyza_approximatonervis"	"Rhynchium_brunneum"
"Phoenicophorium_borsigianum"	1.20841125972258	0.0226692514276315	0.0216388309081938	0.0601027271640087	0.0205112641109156	0	0.170927200924297	0.151051407465323	0.0164572494404877	0.00283365642845394	0.00360647181803229	0.161068528659324	0	0.00283365642845394	0.151051407465323	0.00341854401848593	0.00341854401848593
"Nephrosperma_vanhoutteanum"	0.0226692514276316	1.19393981419602	0.0487607317325637	0.0473799146385706	0.0205836213385484	0	0.171530177821237	0.00283365642845394	0.165265917836358	0.149242476774502	0.00812678862209395	0.0107303088682157	0	0.149242476774502	0.00283365642845394	0.00343060355642474	0.00343060355642474
"Erythroxylum_sechellarum"	0.0288517745442583	0.0650143089767515	1.15296820402326	0.060301709539999	0.0261973362490616	0	0.218311135408847	0.00360647181803229	0.210338440882638	0.00812678862209395	0.192161367337211	0.0136567567413654	0	0.00812678862209395	0.00360647181803229	0.00436622270817694	0.00436622270817694
"Memecylon_eleagni"	0.0801369695520116	0.0631732195180942	0.060301709539999	1.10377131900191	0.0259501157213161	0	0.216250964344301	0.0100171211940015	0.201908823863414	0.00789665243976177	0.0100502849233332	0.19397900769432	0	0.00789665243976177	0.0100171211940014	0.00432501928688602	0.00432501928688602
"Canthium_bibracteatum"	0.0273483521478875	0.0274448284513979	0.0261973362490616	0.0259501157213161	1.22639270076367	0	0.219939173030585	0.00341854401848593	0.0121218455514877	0.00343060355642474	0.00436622270817694	0.00774356330537195	0	0.00343060355642474	0.00341854401848593	0.204398783460612	0.204398783460612
"Alstonia_macrophylla"	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0.666666666666667	0	0	0	0
"Lasioglossum_mahense"	0.136741760739437	0.137224142256989	0.130986681245308	0.129750578606581	0.131963503818351	0	1.09969586515293	0.0170927200924297	0.0606092277574385	0.0171530177821237	0.0218311135408847	0.0387178165268598	0	0.0171530177821237	0.0170927200924297	0.0219939173030585	0.0219939173030585
"Rhiparida_seychellensis"	0.604205629861292	0.0113346257138158	0.0108194154540969	0.0300513635820044	0.0102556320554578	0	0.0854636004621483	1.07552570373266	0.00822862472024384	0.00141682821422697	0.00180323590901615	0.0805342643296622	0	0.00141682821422697	0.0755257037326615	0.00170927200924297	0.00170927200924297
"Apis_mellifera"	0.0219429992539836	0.220354557115144	0.210338440882638	0.201908823863414	0.0121218455514877	0	0.101015379595731	0.00274287490674795	1.09625219709707	0.027544319639393	0.0350564068137729	0.0363943455506502	0	0.027544319639393	0.00274287490674795	0.00202030759191462	0.00202030759191462
"Phelsuma_sp1_M_PL_097"	0.0113346257138158	0.59696990709801	0.0243803658662818	0.0236899573192853	0.0102918106692742	0	0.0857650889106184	0.00141682821422697	0.0826329589181791	1.07462123838725	0.00406339431104697	0.00536515443410786	0	0.0746212383872512	0.00141682821422697	0.00171530177821237	0.00171530177821237
"Unidentified_sp1_M_PL_097"	0.0144258872721292	0.0325071544883758	0.576484102011631	0.0301508547699995	0.0130986681245308	0	0.109155567704423	0.00180323590901615	0.105169220441319	0.00406339431104697	1.09608068366861	0.00682837837068273	0	0.00406339431104697	0.00180323590901615	0.00218311135408847	0.00218311135408847
"Cratopus_aurostriatus"	0.322137057318649	0.0214606177364314	0.0204851351120482	0.29096851154148	0.0116153449580579	0	0.0967945413171494	0.0402671321648311	0.0545915183259753	0.00268257721705393	0.00341418918534136	1.08876188408841	0	0.00268257721705393	0.0402671321648311	0.00193589082634299	0.00193589082634299
"Eagris_sabadius"	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	1.33333333333333	0	0	0	0
"Hemipyrellia_germana"	0.0113346257138158	0.59696990709801	0.0243803658662818	0.0236899573192853	0.0102918106692742	0	0.0857650889106184	0.00141682821422697	0.0826329589181791	0.0746212383872512	0.00406339431104697	0.00536515443410786	0	1.07462123838725	0.00141682821422697	0.00171530177821237	0.00171530177821237
"Hemipyrellia_sp1_M_PL_097"	0.604205629861292	0.0113346257138158	0.0108194154540969	0.0300513635820044	0.0102556320554578	0	0.0854636004621483	0.0755257037326615	0.00822862472024384	0.00141682821422697	0.00180323590901615	0.0805342643296622	0	0.00141682821422697	1.07552570373266	0.00170927200924297	0.00170927200924297
"Neophyllomyza_approximatonervis"	0.0136741760739437	0.0137224142256989	0.0130986681245308	0.0129750578606581	0.613196350381835	0	0.109969586515293	0.00170927200924297	0.00606092277574385	0.00171530177821237	0.00218311135408847	0.00387178165268598	0	0.00171530177821237	0.00170927200924297	1.10219939173031	0.102199391730306
"Rhynchium_brunneum"	0.0136741760739437	0.0137224142256989	0.0130986681245308	0.0129750578606581	0.613196350381835	0	0.109969586515293	0.00170927200924297	0.00606092277574385	0.00171530177821237	0.00218311135408847	0.00387178165268598	0	0.00171530177821237	0.00170927200924297	0.102199391730306	1.10219939173031
