"Grindelia_chiloensis"	"Discaria_trinervis"	"Baccharis_pingraea"	"Larrea_divaricata"	"Hysterionica_jasionoides"	"Rosa_rubiginosa"	"Senecio_subulatus"	"Opuntia_corrugata"	"Lathyrus_sp1_M_PL_023"	"Pyrrhocactus_strausianum"	"Rapistrum_rugosum"	"Thelesperma_megapotamicum"	"Arjona_patagonica"	"Junellia_tonini"	"Oxalis_sp1_M_PL_023"	"Senecio_filaginoides"	"Adesmia_retrofracta"	"Lecanophora_heterophylla"	"Mimulus_sp1_M_PL_023"	"Mutisia_decurrens"	"Oenothera_mendocinensis"	"Phacelia_secunda"	"Polygala_stenophylla"	"Copestylum_aricia"	"Scaeva_occidentalis"	"Megachile_sp2_M_PL_023"	"Psaenythia_rufipes"	"Unidentified_sp26_M_PL_023"	"Callonychium_mandibulare"	"Carposcalis_punctulata"	"Dialictus_sp1_M_PL_023"	"Dialictus_sp2_M_PL_023"	"Megachile_sp1_M_PL_023"	"Unidentified_sp16_M_PL_023"	"Vanessa_cardui"	"Apis_mellifera"	"Arhysosage_bifasciata"	"Centris_sp1_M_PL_023"	"Colletes_lycii"	"Compsomyiops_fulvicrura"	"Copestylum_sp1_M_PL_023"	"Sappho_sp1_M_PL_023"	"Svastrides_zebra"	"Tatochila_sp1_M_PL_023"	"Unidentified_sp1_M_PL_023"	"Unidentified_sp13_M_PL_023"	"Unidentified_sp14_M_PL_023"	"Unidentified_sp18_M_PL_023"	"Unidentified_sp25_M_PL_023"	"Unidentified_sp3_M_PL_023"	"Unidentified_sp6_M_PL_023"	"Unidentified_sp9_M_PL_023"	"Alipumilio_sp1_M_PL_023"	"Alloscirtetica_herbsti"	"Ammophila_sp1_M_PL_023"	"Anthidium_rubriceps"	"Augochloropsis_sp1_M_PL_023"	"Caenohalictus_sp1_M_PL_023"	"Caenohalictus_sp2_M_PL_023"	"Carposcalis_saltana"	"Centris_muralis"	"Chalepogenus_caeruleus"	"Diadasia_patagonica"	"Entypus_sp1_M_PL_023"	"Epicauta_sp1_M_PL_023"	"Eriopis_conexa"	"Eristalis_bogotensis"	"Eristalis_tenax"	"Hypodinerus_sp1_M_PL_023"	"Microcerella_sp1_M_PL_023"	"Notiphila_sp1_M_PL_023"	"Ocyptamus_meridionalis"	"Oxybelus_sp1_M_PL_023"	"Prionyx_sp1_M_PL_023"	"Thyridanthrax_sp1_M_PL_023"	"Toxomerus_sp1_M_PL_023"	"Unidentified_sp10_M_PL_023"	"Unidentified_sp11_M_PL_023"	"Unidentified_sp12_M_PL_023"	"Unidentified_sp15_M_PL_023"	"Unidentified_sp17_M_PL_023"	"Unidentified_sp19_M_PL_023"	"Unidentified_sp2_M_PL_023"	"Unidentified_sp20_M_PL_023"	"Unidentified_sp21_M_PL_023"	"Unidentified_sp22_M_PL_023"	"Unidentified_sp23_M_PL_023"	"Unidentified_sp24_M_PL_023"	"Unidentified_sp27_M_PL_023"	"Unidentified_sp28_M_PL_023"	"Unidentified_sp29_M_PL_023"	"Unidentified_sp4_M_PL_023"	"Unidentified_sp5_M_PL_023"	"Unidentified_sp7_M_PL_023"	"Unidentified_sp8_M_PL_023"
"Grindelia_chiloensis"	1.19079251568686	0.0430713930346927	0.0160928295131053	0.0118721811067448	0.00947728020645576	0.0117301934709378	0.00633727189603227	0.00962442991618061	0.00346717006404086	0.006550402383853	0.00339596825936207	0.00790596892355399	0.00368666413525343	0.00368666413525343	0.000251741720821448	0.00154246876393469	9.15424439350723e-05	0.0033824342496538	9.15424439350723e-05	0	0	0	0.00028267097873202	0.0242938830319714	0.0211597288316686	0.000732339551480578	0.0207541701332641	0.0196460061011293	0.0197770441503583	0.0190122789115261	0.019446200632572	0.0192925700593165	0.0202946054979228	0.0195608083803084	0.0193549867100805	0.0186846739895475	0.00229478747016474	0.000640797107545505	0.00113068391492808	0.0182807866609304	0.0185010030680158	0	0.0185010030680158	0.00184333206762671	0.00150062426907235	0.0182807866609304	0.0182807866609304	0.0182807866609304	0.0182807866609304	0.001806746536697	0.0186846739895475	0.0182807866609304	0.000769132018476655	0.0175116546424537	0.000633727189603225	0	0.000769132018476655	0.000731492250595696	0.000769132018476655	0.000769132018476655	0.000989348425562073	0.0175116546424538	0.0175116546424537	0.0175116546424537	0.000989348425562071	0.0175116546424538	0.000565994709893679	0.000769132018476655	0.000769132018476656	0.000769132018476655	0.000731492250595696	0.000769132018476655	0.000731492250595696	0.000731492250595695	0.000769132018476655	0.00117301934709378	0.000769132018476655	0.000769132018476655	0.0175116546424537	0.000385617190983673	0.000769132018476655	0.000769132018476655	0.0175116546424537	0.0175116546424538	0.000769132018476655	0.0175116546424537	0.000731492250595695	0.0175116546424537	0.000947728020645576	0.0175116546424537	0.000769132018476655	0.000769132018476655	0.0175116546424537	0.0175116546424537	0.000769132018476655
"Discaria_trinervis"	0.0523009772564125	1.23861545845406	0.0174133394204904	0.00213723498204	0.00418489294654777	0.00228490674696732	0.00720397366011323	0.000617648607063265	0.000156796357438672	0.000349700383017222	0.00387998805491902	0.00200400654299006	0.000161922530205612	0.000161922530205612	1.13845540054481e-05	0.00163957491754885	4.13983782016295e-06	0.000150439166481126	4.13983782016295e-06	0	0	0	5.08865471914286e-05	0.0258233049513945	0.0254643319698462	3.31187025613036e-05	0.00132311078618388	0.0243991779993716	0.00152162240362978	0.0236787806333603	0.00163785352256367	0.000872470820599341	0.000902634998886755	0.0018946485371791	0.000850093283579461	0.000997622693173386	0.000135489473052445	2.89788647411407e-05	0.000203546188765714	0.0228872652051562	0.000947234933646656	0	0.000947234933646655	8.09612651028057e-05	0.0229096486148837	0.0228872652051562	0.0228872652051562	0.0228872652051562	0.0228872652051562	0.000948888040708054	0.000997622693173387	0.0228872652051562	0.0221181331866795	0.000769132018476655	0.000720397366011322	0	0.0221181331866795	0.000791515428204107	0.0221181331866795	0.0221181331866796	0.000178102915170001	0.000769132018476655	0.000769132018476655	0.000769132018476654	0.00017810291517	0.000769132018476655	0.000646664675819836	0.0221181331866796	0.0221181331866796	0.0221181331866796	0.000791515428204106	0.0221181331866795	0.000791515428204106	0.000791515428204106	0.0221181331866795	0.000228490674696732	0.0221181331866795	0.0221181331866795	0.000769132018476654	0.000409893729387214	0.0221181331866795	0.0221181331866796	0.000769132018476654	0.000769132018476655	0.0221181331866796	0.000769132018476654	0.000791515428204106	0.000769132018476654	0.000418489294654777	0.000769132018476655	0.0221181331866795	0.0221181331866795	0.000769132018476654	0.000769132018476654	0.0221181331866795
"Baccharis_pingraea"	0.0497414730405073	0.04432486397943	1.18880325315253	0.000851570844371347	0.00642169692290572	0.00121066329048056	0.0133792554656046	0.0104082521164337	0.000376554387551465	0.000873672618307754	0.00570912450751147	0.0102875793359665	0.000153998368546462	0.000153998368546462	2.73405825944958e-05	0.000410403276837172	9.94203003436211e-06	0.000159473518844907	9.94203003436211e-06	0	0	0	2.02754962945559e-05	0.00646385161018546	0.0584911351758359	7.95362402748969e-05	0.00282030556049177	0.0568974447322934	0.00308825849888069	0.055559519185733	0.0560690352720832	0.00209528282974181	0.000956841113069441	0.0564826003135233	0.000808491434868926	0.00085255857964375	0.0014466436176055	6.95942102405348e-05	8.11019851782235e-05	0.0015230076787998	0.000802456487626642	0	0.00080245648762664	7.69991842732309e-05	0.0548280269351374	0.0015230076787998	0.0015230076787998	0.0015230076787998	0.0015230076787998	0.00145899187560851	0.000852558579643752	0.0015230076787998	0.000791515428204106	0.000731492250595695	0.00133792554656045	0	0.000791515428204106	0.0540365115069332	0.000791515428204106	0.000791515428204106	7.09642370309457e-05	0.000731492250595696	0.000731492250595696	0.000731492250595695	7.09642370309456e-05	0.000731492250595696	0.000951520751251912	0.000791515428204107	0.000791515428204107	0.000791515428204107	0.0540365115069332	0.000791515428204106	0.0540365115069332	0.0540365115069332	0.000791515428204106	0.000121066329048056	0.000791515428204107	0.000791515428204106	0.000731492250595695	0.000102600819209293	0.000791515428204106	0.000791515428204107	0.000731492250595695	0.000731492250595696	0.000791515428204107	0.000731492250595695	0.0540365115069332	0.000731492250595695	0.000642169692290573	0.000731492250595696	0.000791515428204107	0.000791515428204107	0.000731492250595695	0.000731492250595695	0.000791515428204107
"Larrea_divaricata"	0.0672756929382209	0.00997376324952001	0.0015612132146808	1.1823123686643	0.00726584057377306	0.00748816325741908	0.00716459043953331	0.000648272591876833	0.000198303819848757	0.000468212399534258	0.00675892663354722	0.00671406501253524	0.000208283879065699	0.000208283879065699	1.43982971507349e-05	0.00671811871596837	5.23574441844904e-06	0.000194069786451718	5.23574441844904e-06	0	0	0	0.028150294492007	0.105810369776502	0.00380794645135152	4.18859553475923e-05	0.00187500195684636	0.00195487462171635	0.00283494331836192	0.00123841557776302	0.00114134673657762	0.00110343313618814	0.00116441871871031	0.00217932349801556	0.00109349036509492	0.00173816475130398	0.00015906947390698	3.66502109291433e-05	0.112601177968028	0.00116745134073207	0.099515379147587	0	0.0995153791475867	0.000104141939532849	0.000249067152200946	0.00116745134073207	0.00116745134073207	0.00116745134073207	0.00116745134073207	0.00146527536969524	0.00173816475130398	0.00116745134073207	0.00017810291517	0.000989348425562072	0.000716459043953329	0	0.00017810291517	7.09642370309456e-05	0.00017810291517	0.00017810291517	0.098526030722025	0.000989348425562073	0.000989348425562072	0.000989348425562071	0.0985260307220247	0.000989348425562073	0.00112648777225787	0.00017810291517	0.000178102915170001	0.00017810291517	7.09642370309456e-05	0.00017810291517	7.09642370309456e-05	7.09642370309456e-05	0.00017810291517	0.000748816325741909	0.00017810291517	0.00017810291517	0.000989348425562071	0.0016795296789921	0.00017810291517	0.00017810291517	0.000989348425562071	0.000989348425562072	0.00017810291517	0.000989348425562071	7.09642370309455e-05	0.000989348425562071	0.000726584057377305	0.000989348425562072	0.00017810291517	0.00017810291517	0.000989348425562071	0.000989348425562071	0.00017810291517
"Hysterionica_jasionoides"	0.0644455054038992	0.0234354005006675	0.0141277332303926	0.00871900868852767	1.10593728241665	0.00902089318194323	0.0188697750681425	0.0169052126810726	0.000567072161755569	0.0164324050462443	0.0182641080481992	0.0273207163867571	0.000199521688556964	0.000199521688556964	4.11735562990841e-05	0.00794019788248454	1.49722022905761e-05	0.000670265853639931	1.49722022905761e-05	0	0	0	0.000207595444964944	0.125058116649132	0.117533110764103	0.000119777618324608	0.116393342021819	0.00389536451440517	0.116094908993437	0.00200838700759093	0.00370304929807022	0.0031553916327389	0.00402159512183958	0.00614335044406233	0.00104748886492406	0.0018498173388399	0.00485188575950811	0.000104805416034032	0.000830381779859777	0.00136621731530035	0.00167431207802288	0	0.00167431207802288	9.97608442784814e-05	0.00106065898694535	0.00136621731530035	0.00136621731530035	0.00136621731530035	0.00136621731530035	0.00278906682500857	0.0018498173388399	0.00136621731530035	0.000418489294654777	0.000947728020645576	0.00188697750681424	0	0.000418489294654777	0.000642169692290573	0.000418489294654777	0.000418489294654777	0.000726584057377307	0.000947728020645577	0.000947728020645576	0.000947728020645574	0.000726584057377305	0.000947728020645577	0.00304401800803319	0.000418489294654777	0.000418489294654778	0.000418489294654777	0.000642169692290573	0.000418489294654777	0.000642169692290573	0.000642169692290573	0.000418489294654777	0.000902089318194323	0.000418489294654777	0.000418489294654777	0.000947728020645575	0.00198504947062114	0.000418489294654777	0.000418489294654777	0.000947728020645576	0.000947728020645577	0.000418489294654777	0.000947728020645575	0.000642169692290573	0.000947728020645576	0.110593728241665	0.000947728020645576	0.000418489294654777	0.000418489294654777	0.000947728020645576	0.000947728020645576	0.000418489294654777
"Rosa_rubiginosa"	0.0797653156023768	0.012795477783017	0.00266345923905722	0.0089857959089029	0.00902089318194323	1.15274834541853	0.0402471337024824	0.000781384014345578	0.000235414112939623	0.000561390988695344	0.00841797689912422	0.00807209641624334	0.000246951441493427	0.000246951441493427	1.70927738768043e-05	0.00807098768583154	6.21555413701974e-06	0.000230288093068424	6.21555413701974e-06	0	0	0	0.000213947521640545	0.127118056051847	0.00785237518913517	4.97244330961579e-05	0.00226634683186386	0.00554728972108681	0.00342045806799532	0.00152257635083856	0.00139175867793503	0.00130992803437691	0.00138172855841055	0.00263943507884905	0.00129649506784049	0.116447853888946	0.000191238166575754	4.35088789591382e-05	0.00085579008656218	0.00140151002179051	0.00192183567283568	0	0.00192183567283568	0.000123475720746713	0.000349557003744788	0.00140151002179051	0.00140151002179051	0.00140151002179051	0.00140151002179051	0.119299547912101	0.116447853888947	0.00140151002179051	0.000228490674696732	0.00117301934709378	0.00402471337024823	0	0.000228490674696732	0.000121066329048056	0.000228490674696732	0.000228490674696732	0.00074881632574191	0.00117301934709378	0.00117301934709378	0.00117301934709377	0.000748816325741908	0.00117301934709378	0.00140299614985403	0.000228490674696732	0.000228490674696732	0.000228490674696732	0.000121066329048056	0.000228490674696732	0.000121066329048056	0.000121066329048056	0.000228490674696732	0.115274834541853	0.000228490674696732	0.000228490674696732	0.00117301934709378	0.00201774692145789	0.000228490674696732	0.000228490674696732	0.00117301934709378	0.00117301934709378	0.000228490674696732	0.00117301934709378	0.000121066329048056	0.00117301934709378	0.000902089318194323	0.00117301934709378	0.000228490674696732	0.000228490674696732	0.00117301934709378	0.00117301934709378	0.000228490674696732
"Senecio_subulatus"	0.0430934488930194	0.0403422524966341	0.02943436202433	0.00859750852743997	0.0188697750681425	0.0402471337024824	1.11592498448595	0.000861874605413171	0.000137366456208989	0.000518863709080249	0.018478760441561	0.00820586119921965	0.000133416250442785	0.000133416250442785	9.97380210098269e-06	0.00800143289453907	3.62683712763007e-06	0.000130946268081806	3.62683712763007e-06	0	0	0	0.000204702583986666	0.126022568088991	0.119251319464511	2.90146970210406e-05	0.00271491630694083	0.11428454855077	0.00388834822962075	0.00269205010217501	0.00207938706184033	0.000764355924648038	0.000785677608490838	0.00333929626936696	0.000700435314824619	0.00465844055985146	0.000194211610523354	2.53878598934105e-05	0.000818810335946663	0.00135412455561455	0.00135018623355656	0	0.00135018623355656	6.67081252213921e-05	0.00205832291257178	0.00135412455561455	0.00135412455561455	0.00135412455561455	0.00135412455561455	0.115617211818843	0.00465844055985147	0.00135412455561455	0.000720397366011323	0.000633727189603227	0.111592498448595	0	0.000720397366011323	0.00133792554656046	0.000720397366011323	0.000720397366011323	0.000716459043953332	0.000633727189603228	0.000633727189603227	0.000633727189603226	0.00071645904395333	0.000633727189603227	0.00307979340692684	0.000720397366011324	0.000720397366011324	0.000720397366011323	0.00133792554656046	0.000720397366011323	0.00133792554656046	0.00133792554656046	0.000720397366011323	0.00402471337024824	0.000720397366011323	0.000720397366011323	0.000633727189603227	0.00200035822363477	0.000720397366011323	0.000720397366011324	0.000633727189603227	0.000633727189603227	0.000720397366011324	0.000633727189603226	0.00133792554656045	0.000633727189603227	0.00188697750681425	0.000633727189603227	0.000720397366011324	0.000720397366011324	0.000633727189603227	0.000633727189603227	0.000720397366011324
"Opuntia_corrugata"	0.0818076542875353	0.00432354024944285	0.0286226933201926	0.000972408887815248	0.0211315158513407	0.00097673001793197	0.00107734325676646	1.10301675565232	0.0257666064832816	0.0576910801937715	0.000693813878297603	0.00126659302337534	0.000253274471478437	0.000253274471478437	0.00187084271495774	0.000258489502297171	0.000680306441802814	0.00196695159487596	0.000680306441802814	0	0	0	2.31525925670297e-05	0.00407120966118045	0.00491781288715334	0.00544245153442251	0.150808479813492	0.00268902565563634	0.00352730416188587	0.00258129132995969	0.140381179710617	0.143374582609943	0.0118017095692558	0.00271518409130601	0.00132969097526179	0.00130072674131577	0.147492274488835	0.0047621450926197	9.26103702681189e-05	0.00128025981540548	0.00128408781350718	0	0.00128408781350718	0.000126637235739218	0.00137823759043712	0.00128025981540548	0.00128025981540548	0.00128025981540548	0.00128025981540548	0.000205407327469843	0.00130072674131577	0.00128025981540548	7.7206075882908e-05	0.00120305373952258	0.000107734325676646	0	7.7206075882908e-05	0.00130103151455421	7.7206075882908e-05	7.72060758829081e-05	8.10340739846042e-05	0.00120305373952258	0.00120305373952258	0.00120305373952257	8.1034073984604e-05	0.00120305373952258	0.000115635646382934	7.72060758829081e-05	7.72060758829082e-05	7.72060758829081e-05	0.00130103151455421	7.7206075882908e-05	0.00130103151455421	0.00130103151455421	7.7206075882908e-05	9.76730017931972e-05	7.7206075882908e-05	7.7206075882908e-05	0.00120305373952258	6.46223755742929e-05	7.7206075882908e-05	7.72060758829081e-05	0.00120305373952258	0.00120305373952258	7.72060758829081e-05	0.00120305373952258	0.00130103151455421	0.00120305373952258	0.00211315158513407	0.00120305373952258	7.72060758829081e-05	7.72060758829081e-05	0.00120305373952258	0.00120305373952258	7.7206075882908e-05
"Lathyrus_sp1_M_PL_023"	0.0392945940591298	0.0014634326694276	0.00138069942102204	0.000396607639697514	0.000945120269592613	0.000392356854899371	0.000228944093681648	0.0343554753110421	1.11248933397471	0.00198361043727914	0.000126281869735135	0.000283224933243614	0.000121655089966346	0.000121655089966346	0.0807748031268767	5.56089223140991e-05	0.0293726556825006	0.000165175166706667	0.0293726556825006	0	0	0	9.44303904041702e-06	0.000875840526447061	0.000805206882788449	0.234981245460005	0.00529740985772619	0.000689647877539998	0.000719577859840007	0.000666753468171834	0.00493505515581232	0.190287185087006	0.000991051000239999	0.000687824897472656	0.000638689222323316	0.00061709736283008	0.00462503615342678	0.205608589777504	3.77721561616681e-05	0.000603994403579922	0.000610912313981603	0	0.000610912313981602	6.08275449831728e-05	8.88917908316896e-05	0.000603994403579922	0.000603994403579922	0.000603994403579922	0.00060399440357992	6.21300948581019e-05	0.000617097362830081	0.000603994403579921	2.61327262397786e-05	0.000577861677340143	2.28944093681648e-05	0	2.61327262397786e-05	6.27590645919108e-05	2.61327262397786e-05	2.61327262397786e-05	3.30506366414596e-05	0.000577861677340144	0.000577861677340143	0.000577861677340142	3.30506366414596e-05	0.000577861677340144	2.10469782891892e-05	2.61327262397786e-05	2.61327262397787e-05	2.61327262397786e-05	6.27590645919108e-05	2.61327262397786e-05	6.27590645919108e-05	6.27590645919108e-05	2.61327262397786e-05	3.92356854899372e-05	2.61327262397786e-05	2.61327262397786e-05	0.000577861677340142	1.39022305785248e-05	2.61327262397786e-05	2.61327262397786e-05	0.000577861677340142	0.000577861677340143	2.61327262397786e-05	0.000577861677340142	6.27590645919107e-05	0.000577861677340142	9.45120269592614e-05	0.000577861677340143	2.61327262397786e-05	2.61327262397786e-05	0.000577861677340142	0.000577861677340142	2.61327262397786e-05
"Pyrrhocactus_strausianum"	0.0742378936836674	0.00326387024149407	0.00320346626712843	0.000936424799068515	0.0273873417437405	0.000935651647825574	0.000864772848467081	0.0769214402583618	0.00198361043727914	1.10701758448072	0.000658647577279307	0.00116030607716424	0.000229838680135193	0.000229838680135193	0.000144024520198485	0.000287096006073848	5.23725527994492e-05	0.0337444844504417	5.23725527994492e-05	0	0	0	2.22958285492504e-05	0.00452176209566312	0.00423061528629696	0.000418980422395593	0.197948578684099	0.0013821065157097	0.00402385225121026	0.001295629230863	0.0108525258659887	0.0110375155024839	0.20246690670265	0.0014307301798875	0.00120665307070976	0.00118529889542472	0.194118110779083	0.000366607869596144	8.91833141970014e-05	0.0011500171278117	0.00116976913056454	0	0.00116976913056454	0.000114919340067596	0.000203895500220829	0.0011500171278117	0.0011500171278117	0.0011500171278117	0.0011500171278117	0.000180042449629265	0.00118529889542472	0.0011500171278117	5.82833971695369e-05	0.00109173373064217	8.64772848467079e-05	0	5.82833971695369e-05	0.000145612103051292	5.82833971695369e-05	5.8283397169537e-05	7.80353999223764e-05	0.00109173373064217	0.00109173373064217	0.00109173373064216	7.80353999223762e-05	0.00109173373064217	0.000109774596213218	5.8283397169537e-05	5.8283397169537e-05	5.8283397169537e-05	0.000145612103051292	5.8283397169537e-05	0.000145612103051292	0.000145612103051292	5.82833971695369e-05	9.35651647825575e-05	5.8283397169537e-05	5.82833971695369e-05	0.00109173373064217	7.17740015184621e-05	5.82833971695369e-05	5.8283397169537e-05	0.00109173373064217	0.00109173373064217	5.8283397169537e-05	0.00109173373064217	0.000145612103051292	0.00109173373064217	0.00273873417437405	0.00109173373064217	5.8283397169537e-05	5.8283397169537e-05	0.00109173373064217	0.00109173373064217	5.8283397169537e-05
