"Sideroxylon_cinereum"	"Molinaea_alternifolia"	"Psiadia_terebinthina"	"Toddalia_asiatica"	"Bertiera_zaluzania"	"Croton_fothergillifolius"	"Stillingia_lineata"	"Homalanthus_populifolius"	"Erythroxylum_macrocarpum"	"Dodonaea_viscosa"	"Aphloia_theiformis"	"Antirhea_borbonica"	"Chassalia_coriacea"	"Trochetia_blackburniana"	"Chaetocnema_sp1_M_PL_074"	"Apis_mellifera"	"Stomorhina_lunata"	"Fannia_pusio"	"Technomyrmex_albipes"	"Dysauxes_florida"	"Lygaeidae_sp1_M_PL_074"	"Pachycerina_crinicornis"	"Brachymyrmex_sp1_M_PL_074"	"Allograpta_nasuta"	"Lygistorrhina_sp1_M_PL_074"	"Leptotes_pirithous"	"Villa_unifasciata"	"Dioxyna_sororcula"	"Ophyra_capensis"	"Musca_domestica"	"Polistes_hebraeus"	"Stomoxys_niger"	"Syritta_nigrofemorata"	"Panara_naso"	"Chrysomya_megacephala"	"Nacoleia_sp1_M_PL_074"	"Ahasverus_advena"	"Eristalinus_flaveolus"	"Syritta_bulbus"	"Episyrphus_sp1_M_PL_074"	"Gelechioidea_sp2_M_PL_074"	"Mauritiborium_undulatus"	"Orthellia_albigena"	"Pelecophora_intemipta"	"Sarcophaga_arno"	"Stomoxys_calcitrans"	"Gelechioidea_sp1_M_PL_074"	"Palexorista_sp1_M_PL_074"	"Scatopsidae_sp1_M_PL_074"	"Scirtidae_sp1_M_PL_074"	"Unidentified_sp1_M_PL_074"
"Sideroxylon_cinereum"	1.10000441234755	0.0459485256914481	0.0236885676253817	0.0133636256166976	0.00720736381300283	0.0097349773757056	0.0171964613556762	0.0147080146825538	0.0216760154738148	0.0111965981774956	0.0210106334348817	0.0202732392577155	0.0125286540546653	0.0147962444267427	0.00868045677544267	0.0527122183476708	0.0539000643980563	0.0460964503739841	0.0034245367902398	0.0479076993547632	0.000623383358562676	0.00488705592960071	0.00301895943987425	0.0074283498542091	0.00195633455260868	0.0033084566378127	0.00315738949324756	0.00273933757114896	0.043948880788062	0.00566109195053275	0.045828161893661	0.0460030271332666	0.00570808966962868	0.00166743786311812	0.043948880788062	0.0441983228255373	0.000347677763418057	0.0457274703106515	0.000623383358562676	0.0444692305297546	0.00179064077161166	0.00239165980773091	0.0423078620133674	0.00164101877469458	0.046006923120053	0.001332951194046	0.000347677763418057	0.000919250917659615	0.000985273430627943	0.000347677763418057	0.000623383358562676
"Molinaea_alternifolia"	0.042666488142059	1.08343506704385	0.0269665884624785	0.0197994109981593	0.0205562416521226	0.026571197079996	0.0149735315188771	0.0180338481054106	0.0197477320676475	0.00638597371753329	0.0163470798848663	0.0135030588247312	0.0207544718130744	0.00359264402253151	0.046124804352044	0.0473255852391943	0.0520523237587174	0.042531781784197	0.0425935641866276	0.0450370051780552	0.000709647064802067	0.0043927538708279	0.00268735613515094	0.0466639682498279	0.00255624257398071	0.0411332959198385	0.0036296750722215	0.0034282460529337	0.0403351283119748	0.0442890117954387	0.0433021308171159	0.00528357663569267	0.0439792272062245	0.00243918638255826	0.0403351283119748	0.00319460701604234	0.00094897132428557	0.00429075524084814	0.000709647064802067	0.00324272121678976	0.00161781816951686	0.00247927472864813	0.00164101877469458	0.0386941095372802	0.00253917978032745	0.00184659550917864	0.00094897132428557	0.00112711550658816	0.000897624184893069	0.00094897132428557	0.000709647064802067
"Psiadia_terebinthina"	0.0162079673226296	0.0198701178144579	1.11166445710102	0.0200561146533412	0.00806578951257121	0.027521681782815	0.016245697114099	0.0146749246069104	0.0192846103583534	0.0171289198276957	0.0238708383513416	0.0203503581452808	0.0177510030812025	0.000640853661613735	0.0379081298502001	0.00711927148995532	0.0419548099756573	0.003410620148018	0.0036182205632126	0.0350265134984682	0.0292543278184479	0.0343675492907245	0.0317408924413549	0.0361639448427125	0.031113818223084	0.0314432251400169	0.032426325196989	0.0329181621764522	0.00133303042336474	0.00548462706960329	0.00406578784596544	0.0329976248492351	0.0340513455366281	0.0307335780752148	0.00133303042336474	0.0311496085610907	0.000982917206529107	0.00409801162693534	0.0292543278184479	0.00321120028092534	0.0305804855046335	0.0319352449699231	0.000623383358562676	0.000709647064802066	0.00078359677396611	0.00185949040463608	0.000982917206529107	0.000917182787931902	0.000876573198106973	0.000982917206529107	0.0292543278184479
"Toddalia_asiatica"	0.0217158916271336	0.0346489692467787	0.0476332723016853	1.05780180041766	0.0138256727703331	0.0351635014663715	0.0170335555115096	0.0100608008326515	0.0161717811172399	0.0360942293538551	0.0153300409025107	0.0132474865380902	0.013918849382238	0.000687481865278018	0.0762995071510417	0.00697132157499588	0.0802747451734302	0.00391817237700568	0.069758054449101	0.0722813987173536	0.00125350716583382	0.0724186225832591	0.0033218586413986	0.00825070212456363	0.00324442746379306	0.00365087446840528	0.00396611446458988	0.0716298114761768	0.00207268978842856	0.00586099187394105	0.0693452064297187	0.00430428371782106	0.00694359953399827	0.00241341128102032	0.00207268978842856	0.00291670167550806	0.0012558393380847	0.00324994440857715	0.00125350716583382	0.00505976158373459	0.0021051761048622	0.070373972138092	0.000835226601043601	0.00123746318738495	0.00100709706736311	0.00199092029795924	0.0012558393380847	0.00062880005204072	0.000735080959874541	0.0012558393380847	0.00125350716583382
"Bertiera_zaluzania"	0.0156159549281728	0.0479645638549528	0.0255416667898088	0.0184342303604442	1.04296137366918	0.042778507289256	0.0141447539092583	0.0206690073275749	0.0279028683379	0.0061790663311746	0.020893431099783	0.025924552591297	0.0177364472596648	0.00658690958487061	0.0103112455795838	0.096401189168725	0.100923628845027	0.0046157863116809	0.0913064111727284	0.0080947845134824	0.000672149126047601	0.00496983481974299	0.00284323486320479	0.0964848678649937	0.00346826515498402	0.00386320653536322	0.00511205045273624	0.00386701454959906	0.00231363378876045	0.0938751431025616	0.00494381045792695	0.00499363410449204	0.0934570450031513	0.00215018639768633	0.00231363378876046	0.00289304731408723	0.00152780383175914	0.00464995655742707	0.000672149126047601	0.00212587541029514	0.00183289529825777	0.00233921071783991	0.000600613651083569	0.00171302013767689	0.00224734104730122	0.00279611602893641	0.00152780383175914	0.00129181295797343	0.00126831219717727	0.00152780383175914	0.000672149126047601
"Croton_fothergillifolius"	0.00903962184886949	0.0265711970799959	0.0373508538481061	0.0200934294093551	0.0183336459811097	1.11142897738738	0.0100114974917187	0.0182000984179747	0.0341510085888434	0.0113588457610633	0.0139149763608761	0.0157849907849496	0.00654689051403171	0.000547299859063596	0.0480061763278458	0.00681878683228171	0.051413794056585	0.00314926220252124	0.0434265065436786	0.0455546704963576	0.000982917206529107	0.00488699591245595	0.00247107841249419	0.0473755452690285	0.0422291278282984	0.00247746274031732	0.042800877331261	0.0428792190742516	0.00129664908770363	0.0456335461712083	0.00309806263529097	0.00479347393556163	0.0448552532998765	0.00152849141603175	0.00129664908770363	0.00231715689400651	0.0396938920495491	0.00365961250196845	0.000982917206529107	0.00200935520720086	0.0017559714488	0.00318532702470241	0.000347677763418057	0.00094897132428557	0.000484502728183956	0.0412462106217693	0.0396938920495491	0.00113750615112342	0.00155231857222016	0.0396938920495491	0.000982917206529107
"Stillingia_lineata"	0.0319362853748273	0.0299470630377541	0.0440954635954117	0.0194669205845824	0.0121240747793642	0.0200229949834374	1.05933722976487	0.0208684815143074	0.0122797243502971	0.0311935678708329	0.0244618790129412	0.0210542546256704	0.00573640683860118	0.000808987000431308	0.0856495860368183	0.00722153033341927	0.089682169087349	0.0792690817117461	0.00401166703081169	0.00730721563799522	0.00116040693672136	0.0819593893598036	0.0781863451984235	0.00761176563161188	0.00243368318906542	0.0027079788055722	0.00449568490916416	0.00569166042618803	0.00229785663389666	0.0060164271560661	0.00399257307364983	0.00561016826677476	0.0809382273283064	0.00163844083993812	0.00229785663389666	0.00370461651908835	0.000715106963694192	0.00446137214951359	0.00116040693672136	0.079494727640704	0.00251940021521809	0.00497655346249384	0.00122831866826259	0.00106953796563407	0.00143056541837042	0.00127327625234406	0.000715106963694192	0.00130428009464421	0.000558169288649866	0.000715106963694192	0.00116040693672136
"Homalanthus_populifolius"	0.02390052385915	0.0315592341844686	0.0348529459414123	0.0100608008326515	0.0155017554956812	0.0318501722314557	0.0182599213250189	1.07655886844632	0.028715514538061	0.00907604031816627	0.0233402554143936	0.0192544160583895	0.00961496855574	0.000787916132429163	0.0757580820805798	0.008141738315799	0.0799737943395072	0.0706355757967866	0.00418523466772573	0.00733178693251997	0.000917182787931902	0.0048100006314467	0.00351814373893132	0.0750684457256269	0.00335993959987627	0.00284554567416507	0.0705430192205994	0.00343982568427656	0.00204636642424778	0.0734432954107559	0.0034764138559335	0.0717232945006624	0.00698129850191046	0.0017184301675769	0.00204636642424778	0.00303983470924086	0.00113750615112342	0.00472458343848511	0.000917182787931902	0.00297986770548435	0.0022138636442871	0.00230231953315314	0.000919250917659615	0.00112711550658816	0.00111622995076691	0.00244275681194437	0.00113750615112342	0.0672849292778947	0.00130525066082095	0.00113750615112342	0.000917182787931902
"Erythroxylum_macrocarpum"	0.0256171091963265	0.0251334771770059	0.033309781528065	0.0117612953579926	0.0152197463661273	0.0434649200221644	0.00781437004109813	0.0208840105731352	1.07906642177299	0.00713432251696068	0.0309251229256956	0.0181215717886599	0.0108206310415443	0.0040605530255714	0.0572860798426937	0.0569672016610592	0.0615739829607522	0.00374631756499183	0.00445333591416504	0.0558134064474375	0.000876573198106973	0.00389694855983601	0.00315280487151771	0.0569828700204256	0.0514773654872811	0.00267591663646207	0.00486674066793933	0.00375849960661506	0.00188289761552101	0.0557900417168262	0.00351969782885758	0.0539336333912707	0.00628559567783858	0.001778292451569	0.00188289761552101	0.00299444486552616	0.00155231857222016	0.052884407769134	0.000876573198106973	0.0021379695956912	0.00259463558286784	0.0022061810343949	0.000985273430627943	0.000897624184893068	0.00200041168702079	0.0506007922891741	0.00155231857222016	0.00130525066082095	0.0490484737169539	0.00155231857222016	0.000876573198106973
"Dodonaea_viscosa"	0.0242592960512404	0.014900605340911	0.0542415794543696	0.0481256391384734	0.0061790663311746	0.0265039734424811	0.036392495849305	0.0121013870908884	0.0130795912810946	1.06162838991125	0.0128331904556118	0.0163591612107606	0.00614897944745865	0.000579978328318738	0.0990463124650911	0.00496747553228255	0.102029147037108	0.00482101500700233	0.00500150959696885	0.00815452913819539	0.0014274099856413	0.0965262064893083	0.00473982900018915	0.0063067932356769	0.0029685073421433	0.0024719894160573	0.00415276473458297	0.0938508654044883	0.00146521432458574	0.00405747574571995	0.00498548172469521	0.00442427842867161	0.00704297870136418	0.00193982493959619	0.00146521432458574	0.00338290740943847	0.000946570480088609	0.00326297932552232	0.0014274099856413	0.0920015463299645	0.00214036501095307	0.0929042949243997	0.000933049848124629	0.000532164476461107	0.00107804443020431	0.001541097356502	0.000946570480088609	0.000756336693180522	0.00059452687641339	0.000946570480088609	0.0014274099856413
