"Senecio_erucaeformis"	"Calandrinia_affinis"	"Oxalis_compacta"	"Senecio_sp1_M_PL_002"	"Astragalus_curvicaulis"	"Cerastium_arvense"	"Chaetanthera_euphrasioides"	"Senecio_bustillosianus"	"Chuquiraga_oppositifolia"	"Discaria_nana"	"Laretia_acaulis"	"Senecio_francisci"	"Anarthrophyllum_cumingii"	"Anarthrophyllum_gayanum"	"Azorella_monantha"	"Euphorbia_portulacoides"	"Loasa_caespitosa"	"Nassauvia_heterophylla"	"Tropaeolum_polyph"	"Berberis_empetrifolia"	"Nassauvia_axillaris"	"Sanicula_graveolens"	"Azorella_bolacina"	"Chaetanthera_pusilla"	"Oxalis_geminata"	"Calandrinia_sericea"	"Calceolaria_biflora"	"Cerastium_montioides"	"Mutisia_sinuata"	"Oxalis_cinerea"	"Ranunculus_peduncularis"	"Stenodraba_stenophylla"	"Werneria_pygmaea"	"Acaena_pinnatifida"	"Calandrinia_dianthoides"	"Calceolaria_arachnoides"	"Cardamine_nivalis"	"Chaetanthera_apiculata"	"Erigeron_andicola"	"Nassauvia_pungens"	"Nothoscordum_andinum"	"Tristagma_bivalve"	"Viola_philippii"	"Unidentified_sp1_M_PL_002"	"Unidentified_sp2_M_PL_002"	"Scaeva_melanostom"	"Bombus_dahlbomii"	"Unidentified_sp3_M_PL_002"	"Caenohalictus_sp1_M_PL_002"	"Hypodynerus_sp1_M_PL_002"	"Yramea_modesta"	"Auca_coctei"	"Habromyia_lipoflava"	"Andinus_venustus"	"Etcheverrius_chilensis"	"Unidentified_sp4_M_PL_002"	"Unidentified_sp5_M_PL_002"	"Unidentified_sp6_M_PL_002"	"Villa_sp1_M_PL_002"	"Villa_verdensis"	"Anthidium_funereum"	"Centris_cineraria"	"Faunula_leucoglene"	"Lyophlaeba_lugubris"	"Megachile_semirufa"	"Megachile_sp1_M_PL_002"	"Megachile_sp2_M_PL_002"	"Prosopochaeta_caliginosa"	"Prosopochaeta_sp1_M_PL_002"	"Pseudolucia_chilensis"	"Unidentified_sp7_M_PL_002"	"Unidentified_sp8_M_PL_002"	"Vibrissomyia_sp1_M_PL_002"	"Alloscirtetica_sp1_M_PL_002"	"Anthidium_sp1_M_PL_002"	"Centris_nigerrima"	"Gayella_reedi"	"Hypodynerus_sp2_M_PL_002"	"Phulia_nymphula"	"Unidentified_sp10_M_PL_002"	"Unidentified_sp9_M_PL_002"	"Villa_gayi"	"Villa_hypoxantha"	"Alloscirtetica_rufitarsis"	"Ateloglutus_sp1_M_PL_002"	"Centris_cana"	"Chilicola_sp1_M_PL_002"	"Colletes_fulvipes"	"Colletes_sp1_M_PL_002"	"Dasybasis_sp1_M_PL_002"	"Hypodynerus_sp3_M_PL_002"	"Megachile_sp3_M_PL_002"	"Megachile_sp4_M_PL_002"	"Megachile_sp5_M_PL_002"	"Spathipalpus_philippii"	"Tatochila_mercedis"	"Tatochila_sp1_M_PL_002"	"Unidentified_sp11_M_PL_002"	"Unidentified_sp12_M_PL_002"	"Unidentified_sp13_M_PL_002"	"Unidentified_sp14_M_PL_002"	"Unidentified_sp15_M_PL_002"	"Unidentified_sp16_M_PL_002"	"Villa_arenari"	"Villa_flavicura"	"Villa_semifuscata"	"Yramea_lathonoides"
"Senecio_erucaeformis"	1.11560030788362	0.00630833338228568	0.0102975524855348	0.0262478363515346	0.0241026509614569	0.0116594877406554	0.00452300493995188	0.041532676699738	0.0152238419985395	0.000774810778408013	0.00244996811430354	0.00569233932694634	0.000916737712588779	0.012069148822453	0.00224702641747324	0.00247195532460808	0.0035788109257579	0.00103946851430544	0.000556130138109295	0.00437071741679998	0.00489836870649329	0.00200928952174336	0.00204186397086415	0.000451707473997147	0.00189547682875499	0.00041353557742301	0	0.000287149175725621	0.00753167338405392	0.000301226088753436	0.00472477116835903	0.00182200084571606	0.00186359319943007	0.000144193117994491	0.00159425074000156	0	0.00159425074000156	8.97513185026579e-05	0.00574834472589492	7.11307867237923e-05	0.00377827704733594	0.000269342459428519	0.000140330521065326	0.0086189587017126	0.0478275222000467	0.00259547612390083	0.0476340774566096	0.00285233234294516	0.0438272859970047	0.0453393245680313	0.00168396625278391	0.0455454354301582	0.00116512711004823	0.0436172201604632	0.00301138315998098	0.00184076241623714	0.00249230079729928	0.00345314343158048	0.0459867578071593	0.00138743309603977	0.0431125854442119	0.00250372120157702	0.00220512254445436	0.00323526960039856	0.0431246345217604	0.0431246345217604	0.000842558793284004	0.000884389886640499	0.000531898413625646	0.0422428664914703	0.000538507911015948	0.000426784720342753	0.000880911927961768	0.00241204743031814	0.000413494106386719	0	0.00129680631933172	0.000334301978269865	0.000671692893908271	0.00129703032195485	0.000493789397228907	0.000809124634030363	0.000468778454008581	9.16737712588779e-05	6.45675648673345e-05	0	0.0398428681387007	0.00120513254807284	0.00120513254807285	0.000226150246997594	0.0398428681387008	9.16737712588779e-05	0.00035788109257579	0.00035788109257579	7.52845789995245e-05	0.000429064686897284	7.52845789995245e-05	0.0398428681387007	0.000247195532460808	5.56130138109295e-05	0.000242628207010988	0.000455500211429016	0.000242628207010988	0.000226150246997594	0.000226150246997594	0.000103946851430544	0.000429064686897284
"Calandrinia_affinis"	0.00679358979630765	1.11501493275274	0.0201981258192743	0.00610339570475614	0.00683697663376318	0.00509482433198481	0.021194567659476	0.00296132051002556	0.00409097372382008	0.01548454625356	0.0121434199049568	0.00261374246699046	0.0131728257182017	0.00681721929899232	0.0163049410971573	0.00550815704305682	0.000492053947774096	0.000797471527719561	0.00344835355874957	0.0054207303780407	0.00214233156107456	0.016564990690804	0.00390463702425209	0.000128638988726635	0.00820598988363858	0.00451338010091765	0	0.00038793442968277	0.000239325335828032	0.00635277517094299	0.00519321699160181	0.0021179596716521	0.0035477995700573	0.00281879524355594	0.00185321471269559	0	0.00185321471269559	0.000387630441866623	8.90828413334907e-05	0.000537428867880396	0.00015554188089843	0.00169458485736171	0.000152692228517147	0.0542267154355747	0.0555964413808677	0.050738314384007	0.00221440230812294	0.00570939926711657	0.0467600319046871	0.00186650257078115	0.00183230674220576	0.00100925191570348	0.0476596029199879	0.00157319728530037	0.000857593258177566	0.0465227704245007	0.000879706891994432	0.00163121424366129	0.000712662730667926	0.0016120286245942	0.000668121310001181	0.00234085333340756	0.00137375686989125	0.00109344876789069	0.000732543064200424	0.000732543064200424	0.00123562932645546	0.0039241640709	0.0458060626854384	0.00120177721439913	0.00232578265119974	0.00322457320728237	0.00141145320699373	0.00102357076158739	0.000394040750652367	0	0.00165913140350833	0.0442024722930795	0.0437267782970624	0.000357174230260871	0.0449558135576099	0.00131446959957304	0.0439449181042331	0.00131728257182017	0.00129037885446333	0	0.000242628207010988	0.000341848831688159	0.000341848831688159	0.0010597283829738	0.000242628207010988	0.00131728257182017	4.92053947774096e-05	4.92053947774096e-05	2.14398314544392e-05	0.000841588575803096	2.14398314544391e-05	0.000242628207010987	0.000550815704305682	0.000344835355874957	0.0428851897212594	0.000529489917913026	0.0428851897212594	0.0010597283829738	0.0010597283829738	7.97471527719561e-05	0.000841588575803097
"Oxalis_compacta"	0.0120138112331239	0.0218813029708805	1.1115800155184	0.0135591933423639	0.00278689832631718	0.0172999173820669	0.00370651871439991	0.0127719480025504	0.0119591215629831	0.0170612826019148	0.0159053961873571	0.00733935899371907	0.000333144441345509	0.000549770522332548	0.0079270979667664	0.00125158293287309	0.0134838611530058	0.00102264061255204	0.0143338581754926	0.00240731977230888	0.00235027747499485	0.00924315647007396	0.00234801708784129	0.000342235951256301	0.000399790585959316	0.00210994929343934	0	0.00475719418571517	0.0036150611443117	0.000143523440556514	0.000461743635710358	0.000292876737603202	0.00201135260130695	0.000354863837535197	0.000256267145402802	0	0.000256267145402802	0.00867956500547142	0.0002245318742843	1.86386589937602e-05	0.000154971061645574	0.00175508545590415	0.00438392412717315	0.0561627345889327	0.00768801436208406	0.00638754907563355	0.0521135637711293	0.00538663178454939	0.00287667086430578	0.00185965273974689	0.0526070895260777	0.00357963408616124	0.0506973555848523	0.0483800895305399	0.00228157300837534	0.000999078252502033	0.00187737158484036	0.00192966653405679	0.0017962549942744	0.00176419911555513	0.00168398905713225	0.000227636412683665	0.047797156819144	0.00123329705604049	0.00120700700334066	0.00120700700334066	0.0490976059127831	0.0487966782209722	0.0030560719226393	0.00110036870923799	0.0520773900328285	0.000111831953962561	0.00223962035125213	0.000194321968549114	0.00278177193284984	0	0.00017265936045041	0.000874903019937647	0.0471574225557363	0.000718591031362653	0.00199698313456234	0.00105032180482334	0.00102691451152309	3.3314444134551e-05	0.00142177355015957	0	0.000429064686897284	0.000139344916315859	0.000139344916315859	0.000185325935719996	0.000429064686897284	3.3314444134551e-05	0.00134838611530058	0.00134838611530058	5.70393252093836e-05	0.0463158339799332	5.70393252093836e-05	0.000429064686897284	0.000125158293287309	0.00143338581754926	0.000841588575803097	7.32191844008006e-05	0.000841588575803097	0.000185325935719996	0.000185325935719996	0.000102264061255204	0.0463158339799332
"Senecio_sp1_M_PL_002"	0.0334063371746805	0.0072131040147118	0.0147918472825788	1.06996073221266	0.00234035494196961	0.0209377501612163	0.00527983137902033	0.0216294908630191	0.0132647189126175	0.00465572789332277	0.00940741737451238	0.011701575833578	0.000331605754790448	0.00949343789972663	0.00625455293918927	0.00935115046392392	0.00432326959059678	0.0247342034916234	0.00393680001676779	0.00133987767387363	0.00768766622510978	0.00558738474968049	0.00577029584516387	0.00780232358448029	0.00226706067448183	0.00332702139565646	0	0.000514773913833584	0.00397903606201521	0.0002916461855661	0.00223430508554022	0.00225761655876084	0.00228421175188944	0.00301822413268276	0.00197541448891573	0	0.00197541448891573	0.000182600780827457	0.00678788490008189	8.19554531160904e-05	0.000371068764677825	0.000308797262973704	0.000274845154588546	0.00988151241515853	0.059262434667472	0.0543280343882896	0.0551048304460641	0.055777345492391	0.00362446835274279	0.0044528251761339	0.00329814185506255	0.00534984159136202	0.00269113811383489	0.00399627822650083	0.0520154905632019	0.00167752585960008	0.0531158448723008	0.00323096180683837	0.0543030792006551	0.00475943074563901	0.0509091367506142	0.00109952211255019	0.0502977932151072	0.00220991753052388	0.00239157576077374	0.00239157576077374	0.00144233393084391	0.00209870151169354	0.00129085969585141	0.0507770059974359	0.00109560468496474	0.000491732718696542	0.00143957255547023	0.00106636153707114	0.000826006960736457	0	0.000150178322577525	0.00031058765296796	0.000893754047596365	0.0511079990861013	0.000975850171198977	0.00131087907701183	0.000541418646439932	3.31605754790447e-05	0.000387977324443564	0	0.0011930834705243	0.00011701774709848	0.00011701774709848	0.000263991568951016	0.0011930834705243	3.31605754790448e-05	0.000432326959059678	0.000432326959059678	0.00130038726408005	0.000616326970107449	0.00130038726408005	0.0011930834705243	0.000935115046392392	0.000393680001676779	0.000277427077488916	0.000564404139690209	0.000277427077488916	0.000263991568951016	0.000263991568951016	0.00247342034916234	0.00061632697010745
"Astragalus_curvicaulis"	0.0337437113460397	0.00888806962389214	0.00334427799158062	0.00257439043616656	1.12790879556178	0.0113599649138739	0.00778186227223566	0.024108062194695	0.00312290762318814	0.00251170679930356	0.00253938516422566	0.00271888720499253	0.0289395279157833	0.031962668861615	0.00250638789009315	0.000737414495628128	0.000305440266538703	0.000539305784576082	0.000246781624076403	0.00721701754960133	0.00816598533859527	0.000428200649508123	0.0022574794499225	9.28975358123388e-05	0.000679359652421045	0.00209902600810487	0	0.000259313302607543	0.000531690288279138	0.000516632508704504	0.00451489597984635	0.00018597387853319	0.00216253736222508	9.92157895963283e-05	0.000162727143716541	0	0.000162727143716541	6.33916029559678e-05	0.000337007120654143	4.40699519841758e-05	0.0054248335326384	0.00199981021850854	8.89933551146487e-05	0.0639939269922732	0.00488181431149623	0.00178588421273391	0.00365860546757163	0.00151907340315878	0.0609303637058174	0.0650980023916608	0.00106792026137578	0.0030302744655591	0.00115275686730744	0.0028101228760558	0.000619316905415592	0.00378050045376263	0.00175969473857419	0.00274926999869143	0.00269605696523315	0.00123759587151247	0.00252755340490608	0.062485659455829	0.000824360909108037	0.00312827847075933	0.0588059754358967	0.0588059754358967	0.00019456710537737	0.000404485427856513	0.000801796520639438	0.00451841718133283	0.000380349617735807	0.000264419711905055	0.00102191968495737	0.0595917066642506	5.52221890615106e-05	0	0.0592893925696675	0.00323580162326649	0.000481193748004018	0.000170948325556088	0.000395373912876675	0.00095709135930548	0.000730941945299942	0.00289395279157833	0.000209308899941964	0	0.00120513254807285	0.0563954397780891	0.0563954397780891	0.000389093113611783	0.00120513254807285	0.00289395279157833	3.05440266538703e-05	3.05440266538703e-05	1.54829226353898e-05	0.000139344916315859	1.54829226353898e-05	0.00120513254807284	7.37414495628128e-05	2.46781624076403e-05	0.000341848831688159	4.64934696332974e-05	0.000341848831688159	0.000389093113611783	0.000389093113611783	5.39305784576083e-05	0.000139344916315859
"Cerastium_arvense"	0.0163232828369175	0.00662327163158026	0.0207599008584803	0.023031525177338	0.0113599649138739	1.07281348168647	0.0394892354909013	0.0137315118935978	0.00519999075107953	0.0010665595915265	0.00141491743212292	0.0138832235691815	0.000479188623585663	0.00593835678795213	0.00101824555410155	0.00828164894715834	0.00475873553875034	0.0163546557596817	0.00645083976182962	0.012305916104796	0.013162526332671	0.000726870765487945	0.000801169458464875	0.000405716210474242	0.000301119563376584	0.000604213887949679	0	0.015124490487261	0.00405908938804173	0.000131561647809645	0.00443148363921681	0.000193780474933645	0.000481819719300186	0.000291952084216433	0.00016955791556694	0	0.00016955791556694	0.000173431970011616	0.000308858331969797	1.51049101542743e-05	0.00495919984238515	0.000312261803733246	0.00522511407381365	0.00999237771946388	0.00508673746700819	0.00525513751589579	0.058746085906676	0.00510959582663503	0.0596669601310982	0.0595103981086218	0.0627013688857638	0.00387459018874484	0.00142835139308353	0.00256787841340596	0.00270477473649494	0.000931653901242961	0.0579683429599365	0.0566936540868189	0.00247086665575837	0.0584075367322687	0.00231643748977347	0.00120975278684748	0.0555525574614879	0.00387013089936327	0.00183754822740636	0.00183754822740635	0.00198595339916134	0.00107376450079958	0.000445445737969937	0.0022236975738888	0.0010405918200697	9.06294609256455e-05	0.059396258480684	0.00116183392448891	0.001120957530058	0	0.000615917108052264	0.000302660078957807	0.00111973708570259	0.00268235308402898	0.000345600062285234	0.0556151358588687	0.00222920299114431	4.79188623585663e-05	8.88799659605415e-05	0	0.00058297438703277	0.000567998245693697	0.000567998245693698	0.00197446177454507	0.00058297438703277	4.79188623585664e-05	0.000475873553875033	0.000475873553875033	6.76193684123736e-05	0.000864995869103346	6.76193684123736e-05	0.00058297438703277	0.000828164894715834	0.000645083976182962	0.000254741216599241	4.84451187334113e-05	0.000254741216599241	0.00197446177454507	0.00197446177454507	0.00163546557596817	0.000864995869103346
"Chaetanthera_euphrasioides"	0.00633220691593263	0.0275529379573188	0.0044478224572799	0.00580781451692236	0.00778186227223566	0.0394892354909013	1.14307727719441	0.0036843059686769	0.0029151057355204	0.00302120534846774	0.00649943363378219	0.0108164956206076	0.000526724476823817	0.00071297025628924	0.00302028290743277	0.00466864012623416	0.00049094660545645	0.00905534401902083	0.00454580808634046	0.00723653835835512	0.00300779328719371	0.0043534823551468	0.00251731535728875	0.000216660258763336	0.000378520214891677	0.00559580326644613	0	0.0108482816822863	0.000365708795873653	0.000174087636450985	0.0046959942378773	0.000233637232503648	0.0022640196041217	0.00353621624076512	0.000204432578440692	0	0.000204432578440692	7.94714632895106e-05	8.99142819176607e-05	1.93833839263077e-05	0.000264084897537616	0.00205958702568101	0.000541549006480115	0.0659067848217923	0.00613297735322076	0.0636518923337722	0.00321759216212161	0.00405273205067271	0.0628818632321126	0.00316901877045139	0.00649858807776138	0.00164609285741052	0.00234046919129123	0.000838616959111468	0.00144440172508891	0.00123763402019742	0.00351996190629738	0.00353010838039672	0.000719314255341285	0.0609352346712184	0.000674357114382455	0.000513062586923089	0.00242377927921608	0.00146475675412745	0.000799458659043222	0.000799458659043222	0.000689001404899688	0.0012711306995952	0.00161352378608939	0.000561438841577534	0.000476828779737063	0.000116300303557846	0.0618403960548372	0.000460390139240707	0.000503675469179691	0	0.000441765561294165	0.00111240083065618	0.0012450543186938	0.0011695259708531	0.00160391367736715	0.0591283256342656	0.0582135922426944	5.26724476823817e-05	0.000251767112372312	0	0.000226150246997594	0.000389093113611783	0.000389093113611783	0.0571538638597206	0.000226150246997594	5.26724476823817e-05	4.90946605456449e-05	4.90946605456449e-05	3.61100431272227e-05	0.000185325935719996	3.61100431272227e-05	0.000226150246997594	0.000466864012623416	0.000454580808634046	0.0010597283829738	5.8409308125912e-05	0.0010597283829738	0.0571538638597206	0.0571538638597206	0.000905534401902083	0.000185325935719996
"Senecio_bustillosianus"	0.0581457473796333	0.00384971666303323	0.0153263376030605	0.023792439949321	0.024108062194695	0.0137315118935978	0.0036843059686769	1.07205895255335	0.0199965118420399	0.00284541511369114	0.00307059735847821	0.00922906291005412	0.000680778390729207	0.00168285141057237	0.00283506040872313	0.00830976696532524	0.00472757510772303	0.00127077438182802	0.000752712336917319	0.0193332454476668	0.0125775474955553	0.000672440789399786	0.00256729502605252	0.000541067554742377	0.000328445113830347	0.00223295288531866	0	0.000356383630125027	0.00998107075822465	6.10198873154489e-05	0.000760836561127534	0.000305628830302741	0.0023164820986609	0.000183896013172657	0.000267425226514899	0	0.000267425226514899	0.000159220968412445	0.00756814080077406	1.27265134788946e-05	0.000496442705861147	0.002049056872146	0.000196402496684195	0.065569819908672	0.00802275679544696	0.00331012823710782	0.0627206301877781	0.00401300683826597	0.0069077586845769	0.00595731247033376	0.00235682996021034	0.0606103137148852	0.00156317050584856	0.0579845548496187	0.00360711703161585	0.000386346990692435	0.00346732101295806	0.0575371555998384	0.0605451264061925	0.00176695690713438	0.0567610560058055	0.00144176608986491	0.00240664753795837	0.0575917967455704	0.0568849845723893	0.0568849845723892	0.00118662614459156	0.000978535612009012	0.00066868999251452	0.00332639351919509	0.000955325810474673	7.63590808733674e-05	0.000959886800644991	0.00137368825079199	0.000548028744464035	0	0.00127348094880767	0.000216143864574198	0.000786663425628799	0.00120855198133376	0.000232121124176251	0.000870790893113734	0.000332281323935123	6.80778390729206e-05	0.000237117926140929	0	0.0020766338349869	0.00120540310973475	0.00120540310973475	0.000184215298433845	0.0020766338349869	6.80778390729207e-05	0.000472757510772303	0.000472757510772303	9.01779257903963e-05	0.000638597400127521	9.01779257903963e-05	0.0020766338349869	0.000830976696532524	7.52712336917319e-05	0.000148066025501278	7.64072075756853e-05	0.000148066025501278	0.000184215298433845	0.000184215298433845	0.000127077438182802	0.000638597400127521
"Chuquiraga_oppositifolia"	0.0355222979965922	0.00886377640161016	0.0239182431259661	0.0243186513397987	0.0052048460386469	0.00866665125179921	0.00485850955920067	0.0333275197367331	1.04515132825864	0.00457052952593285	0.00785299370424748	0.0254561449784098	0.000250855481554584	0.000922999374645451	0.00749033800825507	0.00464951418214371	0.00732852919736096	0.00145107799569348	0.00115126893631094	0.00427340407634302	0.00409865423393502	0.00418448351977482	0.0069330168508135	0.0138957973352521	0.00361982992661499	0.00339422943531993	0	0.000460740541189133	0.0156835736790822	0.000259133455122616	0.00364581777671141	0.00384079596741986	0.00650947759536483	0.000245448311447491	0.00336069647149238	0	0.00336069647149238	0.000250449258922969	0.000538723030591076	0.000121470609372695	0.000223205224444089	0.00314878112387245	0.000328833345214586	0.100760995963918	0.100820894144771	0.00441806960605483	0.0972200391166649	0.00677662808717877	0.00399169827306637	0.00267846269332907	0.00394600014257503	0.0960732123429061	0.00312183534390746	0.09102756697185	0.0926386489016808	0.00110130276599937	0.00219616538411931	0.00309883547718386	0.00430978424472861	0.00294271125498682	0.00404042272943307	0.000377627787552349	0.00253531926889001	0.00271288327562141	0.00319527178864729	0.00319527178864729	0.00184457327694911	0.0021740700455744	0.00147082573830492	0.00246634668006096	0.00150269555353781	0.000728823656236167	0.000791443175847277	0.00035254223939689	0.00084797981336719	0	0.000285327850087803	0.000366000025140464	0.00133750794056693	0.00125050104228747	0.000863974916956859	0.000676258040549994	0.00058383995494504	2.50855481554583e-05	0.000380877460494405	0	0.00126865349987829	0.000260242301932345	0.000260242301932345	0.000242925477960034	0.00126865349987829	2.50855481554584e-05	0.000732852919736096	0.000732852919736096	0.00231596622254202	0.000996593463581922	0.00231596622254202	0.00126865349987829	0.000464951418214372	0.000115126893631094	0.000340914476985006	0.000960198991854965	0.000340914476985006	0.000242925477960034	0.000242925477960034	0.000145107799569348	0.000996593463581922
"Discaria_nana"	0.00180789181628536	0.0335498502160466	0.0341225652038296	0.00853550113775841	0.00418617799883927	0.00177759931921083	0.00503534224744624	0.00474235852281857	0.00457052952593286	1.09840303972897	0.0209422048815057	0.0105451044372181	0.000501006516485786	0.000461920508790264	0.0361295173085441	0.00763119857548875	0.000516813023797532	0.00744852193863806	0.000884591535662488	0.0039494300848654	0.00386052757811145	0.00165403593000767	0.0100963103183427	0.000253478998159919	0.000608921503615681	0.00369096486395459	0	0.000290671870600464	0.000334266432691386	0.000214676021231219	0.000575855848116083	0.000450566265582243	0.00376198853206709	0.000323221814271966	0.000394245482384463	0	0.000394245482384463	0.016900974580771	9.19550420602436e-05	2.82101677412882e-05	7.75229938185041e-05	0.00336774304968263	0.000221786029603302	0.107767777589844	0.0118273644715339	0.00581799265689539	0.00271644170261894	0.101349148580409	0.00254254512024268	0.00093027592582205	0.00266143235523963	0.00164488826277702	0.0996038745196837	0.00210433650166223	0.00168985998773279	0.00149172682791944	0.00170427543153184	0.00158279651025852	0.000735640336481949	0.00196425797529817	0.000689662815451827	0.000305601602469569	0.00189863084056367	0.00121336263401304	0.000510994390950226	0.000510994390950226	0.00156191400610557	0.003373711781536	0.0964369172293986	0.000498736940189925	0.101405847484626	0.000169261006447729	0.00041331504598297	0.00025550095082099	0.000140140455946002	0	0.000259409551590542	0.00134047950611191	0.0027121524046229	0.00113282951830737	0.00149713334571429	0.000340647078332853	0.00154214596683564	5.01006516485786e-05	0.091533586644081	0	6.45675648673345e-05	0.000209308899941963	0.000209308899941964	0.000251767112372312	6.45675648673345e-05	5.01006516485786e-05	5.16813023797532e-05	5.16813023797532e-05	4.22464996933199e-05	0.00142177355015957	4.22464996933199e-05	6.45675648673345e-05	0.000763119857548874	8.84591535662489e-05	0.00129037885446333	0.000112641566395561	0.00129037885446333	0.000251767112372312	0.000251767112372312	0.000744852193863806	0.00142177355015957
