"Catostomus_catostomus"	"Catostomus_commersoni"	"Catostomus_macrocheilus"	"Coregonus_clupeaformis"	"Cottus_cognatus"	"Lota_lota"	"Mylocheilus_caurinus"	"Oncorhynchus_nerka"	"Prosopium_coulteri"	"Prosopium_williamsoni"	"Ptychocheilus_oregonensis"	"Rhinichthys_cataractae"	"Richardsonius_balteatus"	"Salmo_gairdneri"	"Salvelinus_malma"	"Salvelinus_namaycush"	"Thymallus_arcticus"	"Acolpenteron_catostomi"	"Anoncohaptor_anomalum"	"Pellucidhaptor_pellucidhaptor"	"Pseudomurraytrema_copulata"	"Tetraonchus_borealis"	"Tetraonchus_variabilis"	"Octomacrum_lanceatus"	"Allocreadium_isosporum"	"Bunodera_luciopercae"	"Crepidostomum_farionis"	"Phyllodistomum_sp."	"Diplostomum_sp.1_(L)"	"Diplostomum_sp.2_(L)"	"Neascus_sp_(L)"	"Tetracotyle_sp._(L)"	"Glaridacris_catostomi"	"Glaridacris_sp."	"Glaridacris_vogei"	"Hunterella_nodulosa"	"Monobothrium_sp."	"Proteocephalus_ptychocheilus"	"Proteocephalus_salmonidicola"	"Proteocephalus_sp."	"Proteocephalus_tumidocollus"	"Bothriocephalus_opsariichthydis"	"Diphyllobothrium_sp._(L)"	"Eubothrium_salvelini"	"Ligula_intestinalis_(L)"	"Hysterothylacium_brachyurum"	"Raphidascaris_acus"	"Eustrongylides_sp._(L)"	"Philometroides_huronensis"	"Philonema_agubernaculum"	"Philonema_sp."	"Haplonema_hamatulum"	"Truttaedacnitis_truttae"	"Cystidicola_farionis"	"Cystidicoloides_tenuissima"	"Rhabdochona_canadensis"	"Rhabdochona_cascadilla"	"Rhabdochona_cotti"	"Rhabdochona_kisutchi"	"Rhabdochona_milleri"	"Rhabdochona_zacconis"	"Neoechinorhynchus_cristatus"	"Neoechinorhynchus_cylindratus"	"Neoechinorhynchus_rutili"	"Octospinifer_macilentus"	"Pomphorhynchus_bulbocolli"	"Ergasilus_nerkae"	"Salmincola_californiensis"	"Salmincola_edwardsii"	"Salmincola_thymalli"
"Catostomus_catostomus"	1.10897801142481	0.0959030486418612	0.0848957558313425	0.00450379724260059	0.00316938329781836	0.000444784826275581	0.000896368835061512	0.00333738715043273	7.53601561915566e-05	0.00437391231988353	0.00466262481158484	0.0029154670047173	0.00336012814626275	0.0049724232119497	0.00379602047946318	0.00330564129541859	0.00374321865765879	0.064439748051312	0.068798977535033	0.000210008009141422	0.0687989775350329	0.000207956592092155	0.000145797077329451	0.00282985852771142	0.000301574374941826	0.000155388225373428	0.00133998357277776	0.000340798622619691	0.000736772246213277	0.00456747774760849	0.000211937491435674	0.071428941615574	0.0659691190073216	0.00282985852771142	0.00282985852771142	0.00718908801143238	0.0659691190073216	0.000211937491435674	0.000111647661160682	0.000668044997866425	0.000155388225373428	0.000301574374941826	0.00121503655396637	0.00078189009974419	0.000474123283959619	0.00015612614378824	0.000211937491435674	0.000611196896814481	0.0687989775350329	0.000301185302702879	0.00103138981533201	0.00015612614378824	0.000596479702497927	0.000441091477124499	0.000363344817465583	0.000111647661160682	0.000421945500577096	0.000264115274818197	0.000111647661160682	0.000728866751179326	0.00282985852771142	0.0687989775350329	0.000210008009141422	0.00150720312383113	0.068798977535033	0.00792740066770096	0.00807919706596982	0.000339034964007794	0.000295294399795048	0.000353753669421606
"Catostomus_commersoni"	0.0784661307069773	1.09831807405201	0.0783946907026229	0.0118480250365	0.00293706083923303	0.000605783195589467	0.00483230921629841	0.00341965925450381	0.000124986438373087	0.00865698459870808	0.0127022221141009	0.0024781328120467	0.00328804977181956	0.0127718769356679	0.00397338207362474	0.0032548579819974	0.00726110760325782	0.00697238584047506	0.0568959346610211	0.000205503110738722	0.0568959346610211	0.000403394866847657	0.000288566153290269	0.0026131563567541	0.00106060465408897	0.000399121154239622	0.00229566206402826	0.000589102223934278	0.00185850901665269	0.00546912584057685	0.000577373732459131	0.0607142538951443	0.054282778304267	0.0026131563567541	0.00261315635675409	0.0525367051773001	0.054282778304267	0.000577373732459131	0.000116864178636022	0.00118781265344595	0.000399121154239622	0.00106060465408897	0.00217115411797753	0.00117535799930487	0.000450258180674808	0.000177442498194968	0.000577373732459131	0.00113341632349222	0.0568959346610211	0.00068768730752989	0.00199032867453323	0.000177442498194968	0.000985376929610213	0.000586255775370591	0.000802516021087278	0.000116864178636022	0.000782876843197853	0.000244755069936086	0.000116864178636022	0.000619533203011676	0.00261315635675409	0.0568959346610211	0.000205503110738722	0.00249972876746174	0.0568959346610211	0.0543941674691141	0.0549922271043013	0.000579946597683921	0.000297689622080322	0.000691961020137926
"Catostomus_macrocheilus"	0.0509374534988055	0.0574894398485901	1.14309021447997	0.0111920432517563	0.00422391100164726	0.00238455046428613	0.00390260277469702	0.00465774764914752	0.000141462826780794	0.00891708001177118	0.0118885736819775	0.00193643193426319	0.00459494312974414	0.0121222323413707	0.00544485853615718	0.00452766253325243	0.00588212536911624	0.0409328656770438	0.0435460220337979	0.000287183945609009	0.0435460220337978	0.00032678474272868	0.000297236000392373	0.0381030071493323	0.000930649990286861	0.000378819760667836	0.00257179695268416	0.000637583518953809	0.00177743609848368	0.0414271298251169	0.000540389712817158	0.0474425823894483	0.00544301488446551	0.0381030071493324	0.0381030071493323	0.0407161635060864	0.00544301488446551	0.000540389712817158	0.00016014289812227	0.00127574481938843	0.000378819760667836	0.000930649990286861	0.00223288613018786	0.00134649922487136	0.000639176529079614	0.000398597944550883	0.000540389712817159	0.00119963175945495	0.0435460220337978	0.000676055761060208	0.00198134932278495	0.000398597944550883	0.00108773546658539	0.000708915705917555	0.000705604503396516	0.00016014289812227	0.000827573658426167	0.000351992583470605	0.00016014289812227	0.000484107983565799	0.0381030071493323	0.0435460220337978	0.000287183945609009	0.00282925653561588	0.0435460220337978	0.0424922111425516	0.0429120201623576	0.000630356568070748	0.000411679705525183	0.000624020743121052
"Coregonus_clupeaformis"	0.00405341751834053	0.01303282754015	0.0167880648776344	1.04404556436982	0.0103929941215546	0.0108093229370294	0.0128598373478454	0.0294532604287489	0.00315344494862226	0.036914498530704	0.0244085557889645	0.00262944330445469	0.0173873494665719	0.0345993968326009	0.0332963189761386	0.0150745957045338	0.0244344406396147	0.000784792024717844	0.00137719327654284	0.00108670934166074	0.00137719327654284	0.00135746892442304	0.0012304832843568	0.000559602162587815	0.00239546354337384	0.00108123115101878	0.0604340724607955	0.00271752339706038	0.0556844511035258	0.0626698723883511	0.0011094798085893	0.0644213609591399	0.000817591113955029	0.000559602162587815	0.000559602162587815	0.00115200341441281	0.000817591113955029	0.0011094798085893	0.000979303499298195	0.0560483572481878	0.00108123115101878	0.00239546354337384	0.0593245348627704	0.00576478771985615	0.00195279218512362	0.00206023579300114	0.0011094798085893	0.00436185336190242	0.00137719327654284	0.00231171443537558	0.0584870573236296	0.00206023579300114	0.00412849547381454	0.00304726432279576	0.00243870007544182	0.000979303499298195	0.00219618915025004	0.000866082843462882	0.000979303499298195	0.000657360826113672	0.000559602162587815	0.00137719327654284	0.00108670934166074	0.0630688989724452	0.00137719327654284	0.0567754758768689	0.0581884452517197	0.00191870869015955	0.00181678103843896	0.00258795220877984
"Cottus_cognatus"	0.00475407494672754	0.00538461153859389	0.0105597775041182	0.0173216568692576	1.09512216864263	0.0122164805817161	0.0137422814701604	0.0168542988128777	0.000467300092039802	0.0307724679535671	0.0119234133499108	0.00414654518429424	0.0355789247319179	0.0190383632250311	0.0320045008499543	0.0109987423242379	0.012447725256301	0.000616107858288802	0.000860862928224888	0.00222368279574487	0.000860862928224888	0.000691540292016721	0.00102574893178557	0.000351992583470605	0.0019162014811029	0.000594948850782223	0.0975378084790148	0.00153129878483098	0.00500596712031064	0.100574958140536	0.000541973334086855	0.101590357015209	0.000508870344754283	0.000351992583470606	0.000351992583470605	0.000596747653406691	0.000508870344754282	0.000541973334086855	0.000941308848528066	0.00376949055782528	0.000594948850782223	0.00191620148110289	0.00566702094085966	0.00410939780538006	0.0934838635159639	0.00216295690669967	0.000541973334086856	0.0946014666475487	0.000860862928224887	0.00162069778256779	0.00505597970062422	0.00216295690669967	0.0031730478713313	0.00257809902054907	0.00128648914279894	0.000941308848528066	0.00276565612983172	0.091260180720219	0.000941308848528066	0.00103663629607356	0.000351992583470605	0.000860862928224888	0.00222368279574487	0.00934600184079603	0.000860862928224888	0.00362550161352422	0.00466552112077141	0.00120599009101766	0.0015523500887635	0.00171728922380229
"Lota_lota"	0.000800612687296047	0.00133272303029683	0.00715365139285838	0.0216186458740588	0.0146597766980593	1.07341023606441	0.00137269371564139	0.0218910322416366	0.00596250737398655	0.0247867597938534	0.00760712601446864	0.000446961177248938	0.0136534437131301	0.0243101715678845	0.0826195616634357	0.0153835362386135	0.0163238940864567	0.000282933529056171	0.000343511848615118	0.000853340232070634	0.000343511848615118	0.00090688300480315	0.000826225326461782	0.000238455046428613	0.000483047826767259	0.00075969286149639	0.115782560716693	0.00197586131936509	0.00241732035254083	0.117167892347738	0.00034577845520312	0.010950548842599	0.000105056802186505	0.000238455046428613	0.000238455046428613	0.000299033365987559	0.000105056802186505	0.00034577845520312	0.00242998710774811	0.00555331318578153	0.00075969286149639	0.000483047826767259	0.00807452995422627	0.00608671465572018	0.00207498829024224	0.109771010714189	0.00034577845520312	0.00461512986394564	0.000343511848615117	0.00158591818795817	0.00721988905208107	0.109771010714189	0.00487054619785147	0.00411085333635509	0.00166657586629954	0.00242998710774811	0.00119911868727375	0.00122164805817161	0.00242998710774811	0.000111740294312234	0.000238455046428613	0.000343511848615117	0.000853340232070634	0.119250147479731	0.000343511848615117	0.00331166230285179	0.0035295893527573	0.00161433376364158	0.00328462800989331	0.00173310833126493
"Mylocheilus_caurinus"	0.00161346390311072	0.0106310802758565	0.0117078083240911	0.0257196746956909	0.0164907377641925	0.00137269371564139	1.09346035457469	0.00263897235912702	0.000256275895053444	0.0183648590300953	0.0882540479192153	0.000462227399764592	0.0186994440609521	0.0124583938547118	0.0182147035514665	0.00228328164191917	0.0107053143677563	0.000479897160975853	0.000963128082605694	0.00116871525380951	0.000963128082605694	0.000594739687097574	0.000612161967669845	0.000390260277469702	0.11335758309016	0.000389324807959743	0.00507604386664207	0.0005359343834668	0.115812282078755	0.0101786763236219	0.0040115476326916	0.0113245712942325	0.000572867805135992	0.000390260277469702	0.000390260277469702	0.000873491199099543	0.000572867805135992	0.0040115476326916	0.000535726575043133	0.00258048185300458	0.000389324807959743	0.11335758309016	0.00369139532816852	0.0018106719062864	0.00254294340082555	0.000672995946607272	0.0040115476326916	0.111868152147198	0.000963128082605694	0.00100148677562959	0.00356454634806189	0.000672995946607272	0.00166406233077934	0.0012747375228196	0.000984064495057316	0.000535726575043133	0.00518026288650111	0.00137422814701604	0.000535726575043133	0.000115556849941148	0.000390260277469702	0.000963128082605694	0.00116871525380951	0.00512551790106888	0.000963128082605694	0.00717250934220528	0.116501122519102	0.000516173788066364	0.000662575555149754	0.00120690165476742
"Oncorhynchus_nerka"	0.00333738715043273	0.00417958353328243	0.00776291274857921	0.0327258449208321	0.0112361992085851	0.012161684578687	0.00146609575507057	1.05295479204467	0.00353100916937254	0.0423413010963441	0.00789742927752492	0.00286878307473158	0.0108802378975239	0.0503837231838746	0.0435776056529538	0.0230826878354775	0.0229460562053918	0.000444174155532236	0.000634155225226892	0.000680014868595246	0.000634155225226892	0.00127478090029955	0.00141137670321147	0.000258763758285974	0.000505583633576371	0.00157449134949608	0.0678286423218026	0.0600719797964221	0.00282189074821322	0.0691339856528691	0.000358974058069314	0.0702851853309238	0.000375391466940919	0.000258763758285974	0.000258763758285974	0.00044874482798063	0.000375391466940919	0.000358974058069314	0.00128169428391041	0.0628268516800895	0.00157449134949608	0.000505583633576371	0.0669584954763006	0.0640474223299595	0.00161636480264401	0.0024978627417791	0.000358974058069314	0.0037760304966777	0.000634155225226892	0.00298586805270755	0.0656761239298852	0.0024978627417791	0.00554993388303337	0.00397544253353729	0.00284927224979563	0.00128169428391041	0.00103898892666456	0.00093634993404876	0.00128169428391041	0.000717195768682895	0.000258763758285974	0.000634155225226892	0.000680014868595247	0.0706201833874508	0.000634155225226892	0.0054298791847991	0.00543989295739423	0.0028568628959115	0.00256406583032582	0.00268615760351102
"Prosopium_coulteri"	0.00067824140572401	0.00137485082210396	0.00212194240171191	0.0315344494862226	0.00280380055223881	0.0298125368699327	0.00128137947526722	0.0317790825243529	1.02641772512446	0.0349227018235685	0.00311734867091239	0.00052415004798176	0.0309755833147541	0.0355244659662572	0.0370809822902878	0.031663710923044	0.0317203816345119	0.000108411491486175	0.000170904710672719	0.00193597395717213	0.000170904710672719	0.00176224342413955	0.00116409006078562	7.07314133903969e-05	0.000269835614386376	0.00111013956144554	0.0116842209645662	0.00287564414613181	0.00378253204586964	0.0138294756291291	0.000141697666859654	0.0128416761755531	0.000100173297282322	7.0731413390397e-05	7.0731413390397e-05	0.00013322463257694	0.000100173297282322	0.000141697666859654	0.00109061712618494	0.00559693424596795	0.00111013956144554	0.000269835614386376	0.0102284122828333	0.00688944638438258	0.00216962400319203	0.00407187081317821	0.000141697666859654	0.00261649518051718	0.000170904710672719	0.00227422962223115	0.00846931723155304	0.00407187081317821	0.00512394179969631	0.00401380223825078	0.00287238298558508	0.00109061712618494	0.00207767162403178	0.000233650046019901	0.00109061712618494	0.00013103751199544	7.07314133903969e-05	0.000170904710672719	0.00193597395717213	0.528354502489229	0.000170904710672719	0.00412587439597888	0.00485216570685953	0.00286923461272576	0.00284971217746516	0.00292633348492517
"Prosopium_williamsoni"	0.00262434739193012	0.00634845537238592	0.00891708001177118	0.024609665687136	0.0123089871814268	0.00826225326461781	0.00612161967669845	0.0254047806578065	0.00232818012157123	1.08108047055066	0.00915640293032305	0.00192770455011016	0.00750006597765115	0.0410667595597205	0.0448306621498322	0.0262574342554906	0.024588463994197	0.000443033077721824	0.000731599231012093	0.000468754123603197	0.000731599231012093	0.00136602577745539	0.0360360156850222	0.000297236000392373	0.00102836210086635	0.00128333623624127	0.0444977608312942	0.00269471293945274	0.00272759950882634	0.0457726716585581	0.000416200133196502	0.047228761477699	0.00043436323061972	0.000297236000392373	0.000297236000392373	0.000585802153682642	0.00043436323061972	0.000416200133196502	0.00131854888675977	0.0399964245593502	0.00128333623624127	0.00102836210086635	0.0441045329205741	0.0415080238587619	0.00149450305538877	0.00214477421322155	0.000416200133196502	0.0389924754712374	0.000731599231012093	0.0373193519212634	0.0426457865730468	0.00214477421322155	0.0400966471555504	0.0388133109193092	0.00264936201369665	0.00131854888675977	0.000884954256799699	0.00102574893178557	0.00131854888675977	0.000481926137527541	0.000297236000392373	0.000731599231012093	0.000468754123603197	0.0465636024314247	0.000731599231012093	0.0395518374924994	0.00549400955260244	0.00274208258376852	0.00277729523428703	0.0374020414624775
