"Ehretia_tinifolia"	"Metopium_browneii"	"Ficus_padifolia"	"Talisia_olivaeformis"	"Neea_psychotrioides"	"Centurus_aurifrons"	"Icterus_gularis"	"Pteroglossus_torguatus"	"Trogon_citreolus"	"Centurus_pygmaeus"	"Megarynchus_pitangua"	"Psilorhinus_morio"	"Ramphastos_sulfuratus"	"Saltator_atriceps"	"Tityra_semifasciata"	"Amazona_albifrons"	"Aratinga_astec"	"Cissilopha_yucatanica"	"Cyanocorax_yncas"	"Dives_dives"	"Euphonia_hirundinacea"	"Icterus_chrysater"	"Myiozetetes_similis"	"Tyrannus_melancholicus"	"Euphonia_affinis"	"Icterus_auratus"	"Icterus_mesomelas"	"Icterus_prosthemelas"	"Ortalis_vetula"	"Pitangus_sulphuratus"	"Turdus_grayi"	"Cotinga_amabilis"
"Ehretia_tinifolia"	1.10761771933274	0.0731578954546609	0.0633032096881997	0.0665032204600017	0.0227512883977295	0.0293361658173495	0.0293361658173495	0.0293361658173495	0.0293361658173495	0.0279142102924914	0.0272579401779745	0.0279142102924914	0.0272579401779744	0.0279142102924914	0.0272579401779745	0.0261557878011525	0.0261557878011525	0.0261557878011525	0.0261557878011525	0.0259890025173688	0.0258359846531163	0.0261557878011525	0.0258359846531164	0.0258359846531164	0.00318037801619697	0.0242305800260299	0.0242305800260299	0.0242305800260299	0.0240775621617775	0.0239107768779937	0.0239107768779937	0.00175842249133888
"Metopium_browneii"	0.0962603887561327	1.0907553662397	0.0604680159410003	0.0578746215106088	0.0279749408858867	0.0358659791974247	0.0358659791974247	0.0358659791974247	0.0358659791974247	0.0341175453920567	0.0340573972752182	0.0341175453920568	0.0340573972752182	0.0341175453920568	0.0340573972752182	0.0324378782825846	0.0324378782825846	0.0324378782825846	0.0324378782825846	0.00541345680680141	0.0323089634698503	0.0324378782825846	0.0323089634698503	0.0323089634698503	0.00342810091484015	0.00373378969732918	0.00373378969732918	0.00373378969732918	0.030629296360378	0.00360487488459488	0.00360487488459489	0.00167966710947223
"Ficus_padifolia"	0.087921124566944	0.0638273501599448	1.10448034837737	0.040122278149927	0.0369822320791511	0.0376833099750923	0.0376833099750923	0.0376833099750923	0.0376833099750923	0.0353719204701453	0.0364294887829071	0.0353719204701454	0.0364294887829071	0.0353719204701454	0.0364294887829071	0.00469191079299633	0.00469191079299633	0.00469191079299633	0.00469191079299633	0.0336922533606732	0.0341180992779602	0.00469191079299633	0.0341180992779602	0.0341180992779602	0.032991399182096	0.0030122436835241	0.0030122436835241	0.0030122436835241	0.00343808960081111	0.032438432168488	0.032438432168488	0.0306800096771491
"Talisia_olivaeformis"	0.103911281968753	0.0687261130438479	0.0451375629186679	1.09632471764945	0.0192336577526104	0.0406028797898504	0.0406028797898504	0.0406028797898504	0.0406028797898504	0.0394007761803122	0.00634273236330494	0.0394007761803123	0.00634273236330494	0.0394007761803123	0.00634273236330495	0.038146954988127	0.038146954988127	0.038146954988127	0.038146954988127	0.0375921942581057	0.0051406287537668	0.038146954988127	0.0051406287537668	0.0051406287537668	0.00245592480172337	0.0363383730659205	0.0363383730659205	0.0363383730659205	0.00388680756158158	0.00333204683156027	0.00333204683156027	0.00125382119218522
"Neea_psychotrioides"	0.0710977762429046	0.066440484603981	0.08321002217809	0.0384673155052207	1.07411773480314	0.0738162408699072	0.0738162408699072	0.0738162408699072	0.0738162408699071	0.0066838824447111	0.072614137260369	0.00668388244471111	0.072614137260369	0.00668388244471111	0.0726141372603691	0.00437249293976416	0.00437249293976416	0.00437249293976416	0.00437249293976416	0.00493544863934319	0.00548177883517296	0.00437249293976416	0.00548177883517296	0.00548177883517296	0.069443747930143	0.00262405913439624	0.00262405913439624	0.00262405913439624	0.00317038933022601	0.00373334502980504	0.00373334502980504	0.00231138950494694
"Centurus_aurifrons"	0.146680829086748	0.136290720950214	0.135659915910332	0.129929215327521	0.118105985391851	1.02173045756496	0.0217304575649624	0.0217304575649624	0.0217304575649624	0.0143488334779717	0.0176701695859774	0.0143488334779717	0.0176701695859774	0.0143488334779717	0.0176701695859774	0.0105805024804625	0.0105805024804625	0.0105805024804625	0.0105805024804625	0.0107622355582292	0.0102885454989867	0.0105805024804625	0.0102885454989867	0.0102885454989867	0.0111499550844999	0.00699390456071999	0.00699390456071999	0.00699390456071999	0.00652021450147743	0.00670194757924418	0.00670194757924419	0.00376833099750923
"Icterus_gularis"	0.146680829086748	0.136290720950214	0.135659915910332	0.129929215327521	0.118105985391851	0.0217304575649624	1.02173045756496	0.0217304575649624	0.0217304575649624	0.0143488334779717	0.0176701695859774	0.0143488334779717	0.0176701695859774	0.0143488334779717	0.0176701695859774	0.0105805024804625	0.0105805024804625	0.0105805024804625	0.0105805024804625	0.0107622355582292	0.0102885454989866	0.0105805024804625	0.0102885454989867	0.0102885454989867	0.0111499550845	0.00699390456071999	0.00699390456071999	0.00699390456071999	0.00652021450147742	0.00670194757924419	0.00670194757924419	0.00376833099750924
"Pteroglossus_torguatus"	0.146680829086748	0.136290720950214	0.135659915910332	0.129929215327521	0.118105985391851	0.0217304575649624	0.0217304575649624	1.02173045756496	0.0217304575649624	0.0143488334779717	0.0176701695859774	0.0143488334779717	0.0176701695859774	0.0143488334779717	0.0176701695859774	0.0105805024804625	0.0105805024804625	0.0105805024804625	0.0105805024804625	0.0107622355582292	0.0102885454989867	0.0105805024804625	0.0102885454989867	0.0102885454989867	0.0111499550844999	0.00699390456071999	0.00699390456071999	0.00699390456071999	0.00652021450147742	0.00670194757924418	0.00670194757924418	0.00376833099750924
"Trogon_citreolus"	0.146680829086748	0.136290720950214	0.135659915910332	0.129929215327521	0.118105985391851	0.0217304575649624	0.0217304575649624	0.0217304575649624	1.02173045756496	0.0143488334779717	0.0176701695859774	0.0143488334779717	0.0176701695859774	0.0143488334779717	0.0176701695859774	0.0105805024804625	0.0105805024804625	0.0105805024804625	0.0105805024804625	0.0107622355582292	0.0102885454989867	0.0105805024804625	0.0102885454989867	0.0102885454989867	0.0111499550844999	0.00699390456071999	0.00699390456071999	0.00699390456071999	0.00652021450147743	0.00670194757924419	0.00670194757924419	0.00376833099750924
"Centurus_pygmaeus"	0.174463814328071	0.16205834061227	0.159173642115654	0.157603104721249	0.0133677648894222	0.0179360418474646	0.0179360418474646	0.0179360418474646	0.0179360418474646	1.01710055654187	0.0130109448249256	0.0171005565418757	0.0130109448249256	0.0171005565418757	0.0130109448249256	0.0126790664831076	0.0126790664831076	0.0126790664831076	0.0126790664831076	0.0128358633678686	0.0121754595193367	0.0126790664831076	0.0121754595193367	0.0121754595193367	0.00525697536435706	0.00841437330910046	0.00841437330910046	0.00841437330910046	0.00775396946056853	0.0079107663453296	0.0079107663453296	0.00442149005876817
