"Clethrionomys_rutilus"	"Sorex_araneus"	"Clethrionomys_glareolus"	"Microtus_arvalis"	"Microtus_agrestis"	"Sorex_caecutiens"	"Clethrionomys_rufocanus"	"Microtus_oeconomus"	"Apodemus_agrarius"	"Neomys_fodiens"	"Sorex_isodon"	"Sorex_roboratus"	"Micromys_minutus"	"Tamias_sibiricus"	"Arvicola_terrestris"	"Sorex_arcticus"	"Sorex_minutus"	"Apodemus_peninsulae"	"Sorex_minutissimus"	"Sciurus_vulgaris"	"Sicista_betulina"	"Myopus_schisticolor"	"Sorex_daphaenodon"	"Talpa_altaica"	"Cricetus_cricetus"	"Apodemus_uralensis"	"Talpa_europaea"	"Peromyscopsylla_silvatica"	"Corrodopsylla_birulai"	"Megabothris_rectangulatus"	"Doratopsylla_dasycnema"	"Palaeopsylla_soricis"	"Ctenophthalmus_uncinatus"	"Amalaraeus_penicilliger"	"Hystrichopsylla_talpae"	"Rhadinopsylla_li"	"Ceratophyllus_indages"	"Megabothris_walkeri"	"Ctenophthalmus_assimilis"	"Tarsopsylla_octodecimdentata"	"Neopsylla_pleskei"	"Frontopsylla_elata"	"Amphipsylla_sibirica"	"Neopsylla_acanthina"	"Nosopsyllus_fasciatus"	"Leptopsylla_segnis"	"Catallagia_dacenkoi"	"Megabothris_calcarifer"	"Megabothris_turbidus"	"Catallagia_ioffi"	"Ctenophthalmus_pisticus"	"Neopsylla_mana"	"Rhadinopsylla_integella"
"Clethrionomys_rutilus"	1.06729303360949	0.0149770135936304	0.0197148899715316	0.0251249493162182	0.0187111672775912	0.0210152274030387	0.0130842760009891	0.0128401687966573	0.0220084073634584	0.00701036640383255	0.0113190102062407	0.00707506184357133	0.0105231184534024	0.00306258640365625	0.00956655535736978	0.00570711896739143	0.0068886120024537	0.0153883572806448	0.00590256483583037	0.00119481135589765	0.00699405297060984	0.00732971287519641	0.00259721326114595	0.00712290467344919	0.0040477488113551	0.00278665548732925	0.0040477488113551	0.0488735361824243	0.0496561063915363	0.0505995697555889	0.0443159878561833	0.0510842215279437	0.0498728654366828	0.0461823189455341	0.0491340765284099	0.0564548365661637	0.00179050086789922	0.0033269790437284	0.0428237940041996	0.000298702838974411	0.00268521557277513	0.00263202993777529	0.00340984267905781	0.00226318387217635	0.000786014548694944	0.0408108434750447	0.0400656893317842	0.00116349374125674	0.00124810567924473	0.038117608343196	0.000382823300457031	0.000570711896739143	0.038117608343196
"Sorex_araneus"	0.0190616536646205	1.0305877787813	0.0249326902886418	0.0238400205676792	0.0238324035969068	0.0176897887766544	0.0237512176651849	0.0201400912621161	0.016976715339537	0.00840329626377637	0.0137086066341927	0.00511876656019953	0.00677695538902863	0.0121797260297898	0.0115680106898938	0.0067830083128797	0.00820532278127006	0.0125999961866846	0.00717728735596367	0.0014357578690508	0.00844396048157425	0.00884137707698291	0.00307322337884911	0.00519268231389156	0.00487535248068134	0.00326229110530718	0.00487535248068134	0.0601938838576195	0.0581419277897492	0.0605910739695947	0.0537510723598652	0.060751768692323	0.0598898060571676	0.0565645190867835	0.0594431827592814	0.0678395593126503	0.0496868768817474	0.00407436035941173	0.00501191671411354	0.0003589394672627	0.0025833406547475	0.00291378362181696	0.0501962587268068	0.00219105498836903	0.000606311262126321	0.00266477993434334	0.00241669208998628	0.00164877311398672	0.00158447169157227	0.000680773345165017	0.00152246575372373	0.00067830083128797	0.000680773345165017
"Clethrionomys_glareolus"	0.0162357917412613	0.0161329172455918	1.05200685295492	0.0278260086450928	0.0342768655383296	0.0127137923103248	0.0113078746414467	0.0253213166208402	0.0281044148768033	0.00604353178964049	0.00975035113628661	0.00603149583436548	0.00502192954742909	0.00269098056272216	0.0155321916987737	0.00491548593577453	0.00594425143607044	0.0131754870902766	0.00512753504712285	0.00104272296438628	0.00605735592381614	0.00634311262873915	0.00223306308019147	0.00609753469472433	0.00352142701145175	0.00635761536550168	0.00352142701145175	0.0424776952204354	0.0422617755633112	0.0442133143944677	0.0374365895743594	0.0435060337221284	0.0433343531008776	0.039829844533865	0.0427041478569318	0.0492686600672515	0.00169790224845259	0.0352810687388352	0.0362590454442752	0.000260680741096569	0.0337366811967611	0.0341400428812282	0.035043621177916	0.0329388931538678	0.00100372910274298	0.0028177432675463	0.00220932534360031	0.0320923469653968	0.0321655517973119	0.000579849705045048	0.00033637257034027	0.000491548593577453	0.000579849705045048
"Microtus_arvalis"	0.0251249493162182	0.018731444731748	0.0337887247833269	1.03851342358667	0.0264586410028267	0.0208271360985391	0.0131154804978147	0.020510072969076	0.0235018574482696	0.00698557637578746	0.0113149509041984	0.00701670927783967	0.00573965506679561	0.00309521167962996	0.0134608184694576	0.00565986278308128	0.00684957114231411	0.0106496317099316	0.00591350151409784	0.00118863894684404	0.0069928165773055	0.0073258099626576	0.0025748025158659	0.00708521219062705	0.00405474421577082	0.00279934535086888	0.00405474421577082	0.0490839608299249	0.0491117899960757	0.0503232675286249	0.0441948089809023	0.0505511490815826	0.0500718509451543	0.0466008028130964	0.0493434764446529	0.0561631902383807	0.00196696857137644	0.040802079813911	0.0425279144692397	0.000297159736711009	0.0028913418393484	0.0036193906934907	0.0408122079655585	0.0389229032028583	0.000839352051723913	0.00290228338294715	0.0390284415514587	0.00192606206708793	0.00193873748742569	0.000897319618436363	0.000386901459953745	0.000565986278308128	0.000897319618436363
"Microtus_agrestis"	0.0187111672775911	0.0187254599689982	0.0416219081536859	0.0264586410028267	1.04020499042673	0.014678268808786	0.0130896343319325	0.0206389391318605	0.0220140575383043	0.00696587923778684	0.0112897986358904	0.00699810557617104	0.00568407234205964	0.00309401650268433	0.0181035678726506	0.00563946807800658	0.00682981182990124	0.0106153523022192	0.00591419702970407	0.00118811496976739	0.00698257054936967	0.00731780715978651	0.00256456680247619	0.00707494878492325	0.00405357526985401	0.00282083847951287	0.00405357526985401	0.0490726826391325	0.0487989185257514	0.0503083412851421	0.0438924625853571	0.05023706209354	0.0500587832970295	0.0466469081783384	0.0493330404964018	0.056138432321509	0.00196511124148323	0.0413889100520822	0.042532907573129	0.000297028742441847	0.00307027165103299	0.0402920413314465	0.0411085943313596	0.00295534157426645	0.000786216340653725	0.00261262134362711	0.00234712087902565	0.00216230736612881	0.0383743519987521	0.000668255974199684	0.000386752062835541	0.000563946807800658	0.000668255974199684
"Sorex_caecutiens"	0.0294213183642543	0.0194587676543199	0.0216134469275521	0.0291579905379548	0.0205495763323004	1.02757751188661	0.0170735782975494	0.016567877137334	0.0183028845367737	0.00904481032718493	0.014780672011783	0.00553567729179965	0.00736161881798678	0.00397108827780616	0.0123598227618489	0.00732851790589709	0.00886676369616869	0.0136011016689092	0.00770341872900993	0.00152763544035896	0.00907308256601956	0.00953918929929063	0.00331701690467057	0.00561520689034736	0.00524996082907165	0.00348483741146273	0.00524996082907165	0.0639353487977332	0.0633707486194073	0.065517588680865	0.058383055126137	0.0657051151326749	0.0647588373092593	0.0611718011964902	0.0642754602621156	0.0721807745569609	0.00232940760120012	0.00393653410792232	0.00550925620154473	0.00038190886008974	0.00262578705788579	0.00279576642631301	0.00404853462413949	0.00233072086818511	0.000653674447741917	0.00319621445907638	0.0534709937694093	0.00138877493994051	0.00136960305595554	0.00105076137015194	0.00049638603472577	0.000732851790589709	0.00105076137015194
"Clethrionomys_rufocanus"	0.0203533182237608	0.029029266035226	0.0213593187671771	0.0204018585521563	0.0203616534052284	0.0189706425528327	1.02825771798719	0.0161344876772066	0.0177610847915304	0.00805625923191493	0.0161494923642576	0.00409632441166594	0.0060838638760761	0.0146296196812129	0.0134098950318038	0.00605073084073746	0.00781081270001354	0.0128833479410214	0.00843419300460327	0.00165970621634777	0.00989245166738121	0.0103769467509444	0.00181009570067426	0.0041928159732626	0.00570890653745349	0.00374961687419901	0.00570890653745349	0.0709573852867659	0.0114512883638385	0.0709909832991616	0.0639922918158331	0.0707805662297865	0.0701290256446402	0.0670214404026597	0.0702094462987596	0.0784211187224322	0.0602736433297281	0.00365555921361902	0.00448142619785549	0.000414926554086943	0.00260321741267732	0.00282786006151584	0.00413695286664155	0.00199117752013267	0.000634324456840372	0.00268535661900412	0.00240407415535296	0.00136160106136754	0.00135541716518773	0.000726904222277171	0.00182870246015161	0.000605073084073746	0.000726904222277171
"Microtus_oeconomus"	0.0163420330139275	0.020140091262116	0.0391329438685712	0.0261037292333694	0.026267740713277	0.0150617064884855	0.0132009444631691	1.03656512699728	0.0145286423781535	0.00837009792672253	0.0110810641201138	0.00513914585790152	0.00674627931247488	0.00366727341610024	0.0163319164745207	0.00677549121868319	0.00820538805509518	0.0125882853374444	0.00713447226621218	0.00141423928674919	0.00839560440529478	0.00882514488629657	0.00307126277948355	0.00522705401133419	0.00486544065540195	0.00328677424975134	0.00486544065540195	0.0591808161913393	0.0586817089144963	0.0606488628366718	0.00731733710108267	0.0605074767808853	0.0601348275097689	0.056710121999407	0.0594979162288082	0.0668228062988994	0.00210725367425447	0.0511587200396147	0.00541967768306279	0.000353559821687298	0.00291699391595044	0.00362872739880527	0.0510534339536897	0.00260212506629388	0.000518880084934054	0.00247650123780682	0.00226900540468488	0.0482675656190056	0.00208910253421367	0.000583644036211697	0.00045840917701253	0.000677549121868319	0.000583644036211697
"Apodemus_agrarius"	0.0220084073634584	0.013338847766779	0.0341267894932612	0.0235018574482696	0.0220140575383043	0.0130734889548383	0.0114178402231267	0.0114153618685492	1.05612076370865	0.00697707831542196	0.00968397933553762	0.00706320212337571	0.0104947806413781	0.00302291916423806	0.0127486969848235	0.00569545891240096	0.00687479675195389	0.020135989441159	0.00432786479779275	0.00119961373926384	0.00695557673008131	0.00574051953644273	0.00259522068129012	0.00712414065179108	0.00403782988112245	0.00760042139890212	0.00403782988112245	0.0484663869504399	0.0494578771018964	0.0508425490343943	0.0437199337240857	0.0505142012432741	0.0497797666958815	0.00843204372005932	0.0487698263709955	0.0566817491802162	0.00161850061449645	0.00394497114160614	0.0429073285945917	0.000299903434815959	0.0411077307865047	0.0403053377088285	0.00375448884218099	0.0395616798583472	0.0377185987038803	0.0406727573967775	0.00227904104816077	0.00152260918767703	0.0017899454433967	0.000786014548694945	0.000377864895529757	0.000569545891240096	0.000786014548694945
"Neomys_fodiens"	0.0196290259307311	0.018487251780308	0.0205480080847777	0.0195596138522049	0.0195044618658032	0.0180896206543699	0.0145012666174469	0.0184142154387896	0.0195358192831815	1.01613727819009	0.010677329848576	0.00958626038465797	0.00999805125129389	0.0067024289689395	0.011165518624584	0.0100790739064876	0.012985097118253	0.0177281770318259	0.00665114329721534	0.00264353005989831	0.0129328781877007	0.00674799878703794	0.00593139014933502	0.00975680465227212	0.00613696705403642	0.0030671552594816	0.00613696705403642	0.113807311814037	0.115785643101568	0.0145547072046952	0.00671134621228999	0.116619575021121	0.115939214841051	0.00905468587831225	0.0132448430251417	0.124906795330195	0.00248375917068657	0.00353435344703023	0.00581612634186319	0.000660882514974577	0.00279815227774351	0.00269649384832143	0.00367683815937137	0.00200061864808499	0.000697707831542197	0.00338344832104517	0.00230407531068049	0.0014413629716363	0.00130094110274273	0.000701036640383255	0.000837803621117438	0.00100790739064876	0.000701036640383255
