"Ficus_pellucido-punctata"	"Ficus_caulocarpa"	"Ficus_binnendykii"	"Ficus_pisocarpa"	"Ficus_crassiramea"	"Ficus_stupenda"	"Ficus_kerkhovenii"	"Ficus_delosyce"	"Ficus_obscura"	"Ficus_trichocarpa"	"Ficus_benjamina"	"Ficus_sundaica"	"Ficus_cucurbitina"	"Ficus_virens"	"Ficus_consociata"	"Ficus_parietalis"	"Ficus_dubia"	"Ficus_bracteata"	"Ficus_drupacea"	"Ficus_heteropleura"	"Ficus_stricta"	"Ficus_subcordata"	"Ficus_sumatrana"	"Ficus_sagittata"	"Calorhamphus_fuliginosus"	"Irene_puella"	"Megalaima_chrysopogon"	"Calyptomena_viridis"	"Chloropsis_sonnerati"	"Megalaima_australis"	"Treron_curvirostra"	"Megalaima_mystacophanos"	"Anthracoceros_malayanus"	"Hypsipetes_charlottae"	"Megalaima_henricii"	"Pycnonotus_brunneus"	"Chloropsis_cyanopogon"	"Prionochilus_percussus"	"Pycnonotus_eutilotus"	"Buceros_rhinoceros"	"Criniger_phaeocephalus"	"Dicaeum_chrysorrherum"	"Pycnonotus_cyaniventris"	"Treron_capellei"	"Gracula_religiosa"	"Pycnonotus_erythropthalmos"	"Pycnonotus_simplex"	"Anorrhinus_galeritus"	"Criniger_bres"	"Prionochilus_maculatus"	"Rhinoplax_vigil"	"Oriolus_xanthonotus"	"Alcippe_brunneicauda"	"Loriculus_galgulus"	"Pycnonotus_atriceps"	"Criniger_finschii"	"Ptilinopus_jambu"	"Rhyticeros_corrugatus"	"Chloropsis_cochinchinensis"	"Hypsipetes_criniger"	"Treron_olax"	"Corvus_enca"	"Dicaeum_agile"	"Hypsipetes_malaccensis"	"Lophura_ignita"	"Chalcophaps_indica"	"Dicaeum_concolor"	"Ducula_badia"	"Melanochlora_sultanea"	"Platysmurus_leucopterus"	"Pycnonotus_goavier"	"Zoothera_interpres"	"Anthracoceros_albirostris"	"Coracina_striata"	"Dicaeum_ignipectus"	"Dicaeum_trigonostigma"	"Harpactes_diardi"	"Hypsipetes_flavala"	"Pycnonotus_finlaysoni"	"Pycnonotus_melanoleucos"	"Pycnonotus_plumosus"	"Pycnonotus_squamatus"	"Pycnonotus_zeylanicus"	"Treron_fulvicollis"	"Turdus_obscurus"
"Ficus_pellucido-punctata"	1.04403575598853	0.0222626127366605	0.0210740755881348	0.0191029224407003	0.0164375493181531	0.0186421745315225	0.014834888432233	0.0152927734185367	0.0180259153551131	0.0155969966360023	0.0181419688973917	0.0150641275976741	0.0121275131426571	0.012009080905995	0.0105739286368881	0.0109517789888669	0.00928905496804914	0.0070215343781694	0.00653699030345385	0.00753978144808719	0.00536375402611564	0.00521017079485594	0.00477072163341401	0.00342726316612625	0.0214643800606331	0.0214974622335808	0.0214779641777653	0.0212906346044583	0.0209984446053494	0.0212027720908931	0.0207165877098289	0.0205822416491932	0.0199986020054981	0.0203272520616103	0.0201322382707874	0.0201536859793326	0.0193485921921627	0.019552477966003	0.0195750620740784	0.0187701767082861	0.0189735545964215	0.0187470158263817	0.018948058924409	0.00340795534196565	0.00319654307913688	0.0187160783225348	0.018651876676118	0.017825748254447	0.0180503693616192	0.0180330309432723	0.0176533717695662	0.0176385111986103	0.017417154270718	0.00211280379930028	0.00233893889026812	0.0171332740028439	0.0168739567196578	0.00169136993566212	0.0166495970179417	0.0167910309094419	0.00172070560347592	0.000833868046185105	0.0159932658427773	0.000869070615374526	0.00078234044571004	0.000661363708089106	0.000623478622707072	0.00055903132142353	0.000558126178879241	0.000626859891832331	0.000597545196563899	0.000604822824994408	0.000318382040678338	0.000318382040678338	0.000360518307102261	0.0153534669998314	0.0153534669998314	0.00035123459313558	0.000311939932720045	0.000360518307102261	0.000311939932720045	0.000272933656954433	0.000311939932720045	0.00035123459313558	0.00032141680226763
"Ficus_caulocarpa"	0.0236540260327018	1.03259195009912	0.0249793136986275	0.0195028401320556	0.0154673288831834	0.0150665672999574	0.0169368746376406	0.0154424028237062	0.0217754793169385	0.0145049599847461	0.0202386123846446	0.0136463135991947	0.0151824257466197	0.013345242641946	0.0106145109613614	0.0112913936790183	0.00614139608201474	0.00688370843131938	0.00546705559034147	0.00954860997889471	0.00651169676954517	0.00481559286800395	0.00614180027294336	0.00358323141880996	0.0224353831718721	0.0226646976954517	0.0223156790319434	0.0223179284030516	0.0218659081179733	0.0221379150950492	0.0216796150370746	0.0215645871774956	0.00490534417087868	0.0213251038186413	0.0210151084061913	0.021090902015146	0.0202259537489295	0.0204023005115648	0.0206822210274836	0.00363469923437438	0.0201091180418347	0.0198251589997091	0.0200715181784797	0.0191171213870383	0.0190562500461772	0.0197300777890816	0.0197136534813249	0.00269559980762706	0.0190438763299681	0.0189506923388059	0.00244685837339203	0.0185310316092267	0.0184562775941446	0.0178996591225786	0.0183987549234433	0.0181084278361077	0.00166608149742656	0.00150092361382229	0.0175032479716146	0.0177555717836384	0.0177451557634623	0.000823714117237668	0.000932669061267985	0.000876715197481516	0.000726131238839831	0.000688315842206247	0.0164793043509037	0.00061173321479781	0.000580323910815791	0.000761377025582118	0.000588701817929085	0.00052644648591622	0.000325047335534261	0.000325047335534261	0.00043550958633877	0.000347853324010321	0.000347853324010321	0.000416321894977125	0.000290099199694922	0.00043550958633877	0.000290099199694922	0.000303300969135137	0.000290099199694922	0.000416321894977124	0.000259768401723404
"Ficus_binnendykii"	0.0238839523332194	0.026644601278536	1.04780388235196	0.0177647672723184	0.0122860215648248	0.0129178454348078	0.015027374599181	0.013433780210898	0.022068755621677	0.0141664172687305	0.0204000129565618	0.0135174344144167	0.0144491221875515	0.0108711311134712	0.0101021875950233	0.0119249867313506	0.00559186011098522	0.00642652971509465	0.00490316467818175	0.0101462481154395	0.00531379285670666	0.00344409536099413	0.00647341618871985	0.00377195337268593	0.0234112483363515	0.023686046095475	0.0232809573015636	0.023324223942948	0.0227537671776993	0.0231895302811331	0.0225961205824138	0.0225835303106752	0.00446206857624259	0.0224080181752672	0.0219836338617817	0.022191520859519	0.0212808787824286	0.0215603615798459	0.021867086401065	0.00324885499422759	0.0214423628584831	0.0208738740555911	0.0212942844447003	0.00301454990346192	0.00295098082272812	0.0210058233650992	0.0210244022381456	0.00252150298872737	0.0203472921675473	0.0201882728219048	0.00219790074482326	0.00269185269787772	0.0197703509638445	0.00193064858414601	0.0197367273117323	0.0194699857450286	0.00151384963370383	0.00131733165811002	0.0187820651409521	0.0190973299096739	0.0190783675973049	0.000707660402776195	0.000870035520688149	0.000748077349483377	0.000603474973121895	0.000636828227942591	0.000744711035603295	0.000540217098640391	0.000490112672813868	0.0177917871798255	0.000597657793098439	0.000434549431028148	0.00029607945453864	0.00029607945453864	0.00044137511243354	0.00035123459313558	0.00035123459313558	0.0174633980391993	0.000283328345374611	0.00044137511243354	0.000283328345374611	0.0002470711616698	0.000283328345374611	0.0174633980391993	0.000222721473013928
"Ficus_pisocarpa"	0.021649978766127	0.0208030294741927	0.0177647672723184	1.0425318784135	0.0161459243956751	0.0192897802019872	0.0180966023815901	0.0172127782666243	0.0150378357379752	0.013626623076513	0.0135364398570572	0.016459112350641	0.0122023733654437	0.0141834532934536	0.00961470978074726	0.00964857196445023	0.00864148212759371	0.00845297006270747	0.00698624126685105	0.00876122033730138	0.00739814579714233	0.00631864592557006	0.00521939478129355	0.00375137443658196	0.0234917868686382	0.0236019747524442	0.023465366852301	0.0233313561927722	0.0231767234584246	0.0232529880875223	0.0229044880310055	0.0227488873484352	0.0222851390018136	0.0223325265178792	0.0223388015291144	0.0220421862270759	0.0214352291421351	0.0213449071	0.0215180056427455	0.0210743496313303	0.0208529890728651	0.0207292103129509	0.020858582083776	0.0207371362791556	0.0205586515012083	0.020557857203226	0.0205741193586193	0.0198605894741034	0.00273190699159285	0.0199233174899238	0.0027394530589443	0.00239991661487624	0.00219889000408057	0.0193000275107299	0.00212639188581455	0.0018237925830885	0.0018209392972252	0.00180472546981691	0.00154941791542333	0.00152227470919943	0.0186956520997832	0.000897120263107093	0.0180264957648456	0.00099005589481624	0.000886927732287435	0.000560387170510676	0.000602374002930709	0.000555704674218433	0.000613500273147727	0.000573406121935089	0.000585146997912089	0.000610960424097627	0.0173755313068916	0.0173755313068916	0.000300756714759503	0.000318382040678338	0.000318382040678338	0.000296079454538641	0.000272532461530259	0.000300756714759503	0.000272532461530259	0.000322351211214856	0.000272532461530259	0.00029607945453864	0.000332582417275642
"Ficus_crassiramea"	0.0192716095454209	0.0170673973883403	0.0127096774808532	0.0167026804093191	1.04073427690831	0.0245414024152787	0.0212936664501157	0.0180523081674416	0.0109782572470798	0.0126899003366955	0.015765749481489	0.0139310555908617	0.0181620405670461	0.0143415650915715	0.00948629350154621	0.00769803933185781	0.0129723448008964	0.0102663633351033	0.00979320216053549	0.00460848630049806	0.00701300664981005	0.00766130471396621	0.00459864353907331	0.00299406192022631	0.0242789752443884	0.0240560404010478	0.0243024683016174	0.0238563100762368	0.0241670874936883	0.0239501137199326	0.0238364079599727	0.0232314102901158	0.023345211869789	0.0227472968815766	0.0231137316345695	0.0223657245806854	0.0219899162416766	0.0218197766086027	0.00388331988643916	0.0222356304324744	0.00324480310445495	0.0213604491230683	0.0033595783068787	0.0219088818277212	0.0213619465751584	0.0029980384666097	0.00299826433873807	0.0206643637656215	0.00249506588833451	0.0027086121498123	0.0208703247746001	0.0199179861353417	0.0194631014035493	0.0199793097384245	0.00186972799953286	0.00155049405319366	0.0196835973525779	0.0199368781621056	0.0015978133420345	0.0013099303240731	0.00118592584399326	0.00118414240046278	0.000984911657398397	0.00114339944550534	0.00107206251737196	0.0182721475436513	0.000679451733443865	0.0183564680787046	0.0183380215859372	0.000624601607265268	0.000503303166752768	0.0183668220573032	0.000278378006821985	0.000278378006821985	0.000219565144941597	0.000283406022726778	0.000283406022726778	0.00021182795801422	0.000253798006733909	0.000219565144941597	0.000253798006733909	0.000325944661172081	0.000253798006733909	0.00021182795801422	0.000423127627849633
"Ficus_stupenda"	0.0218563425541988	0.0166251777102978	0.0133632883808357	0.0199549450365385	0.0245414024152787	1.04499508712687	0.0200941151423718	0.017372781745504	0.00869747761692475	0.0114989667748322	0.0091193331797485	0.0149202964787952	0.0178196260965222	0.0154729702279834	0.00835242358280939	0.00764175551883505	0.0130334372328701	0.0102946739516658	0.00984687268140268	0.0032928847021182	0.00703315578791817	0.00994833475774214	0.00457697142497851	0.00298101320629396	0.0242125216738667	0.0239277503434734	0.0243391713857733	0.0237291961885975	0.0242519642960074	0.0238685597994464	0.0239349212758865	0.0232781968437233	0.0235640169830457	0.0226842803993258	0.0232310552812916	0.0223011421421676	0.0221033931241478	0.0217456998764214	0.00370969230596821	0.0225145306511718	0.00306962923229177	0.00383860453331058	0.00317674914165369	0.0220965584645279	0.0215917304431092	0.00279954013228144	0.00282496594924275	0.0208309740198362	0.00226975301305517	0.0202140489437871	0.0210905096494014	0.00221089947882238	0.00174064654247353	0.0200904987357438	0.00167359854187174	0.00140664719721848	0.0197602203046217	0.0199932382527972	0.0192260548537998	0.00116784233725488	0.00113869842172048	0.0188743452112377	0.0186711558941444	0.0187409283322508	0.00116501486344877	0.00061311373576106	0.000664759903917091	0.000828119130043321	0.000795240871226889	0.000627712975207615	0.000478397102687808	0.0184402843024508	0.000332582417275642	0.000332582417275642	0.000173949552338495	0.00032141680226763	0.00032141680226763	0.000222721473013928	0.000229979335496645	0.000173949552338495	0.000229979335496645	0.00035165841427235	0.000229979335496645	0.000222721473013928	0.0180171566746012
"Ficus_kerkhovenii"	0.0186809706183675	0.0200733329038704	0.0166970828879789	0.0201073359795445	0.0228709750760503	0.0215825681158808	1.0301033592486	0.016141128759491	0.0137518939022421	0.014222291255028	0.0140818429022709	0.0152866480214498	0.012217612926825	0.0179106466772459	0.00992441437216861	0.00972596252484902	0.00995703173578999	0.0107872984711226	0.00920175847302181	0.00601978356436197	0.00737566019436865	0.00690569206593925	0.00564658115032928	0.00406146150654119	0.0255586208759942	0.0255003463437874	0.0255620148610874	0.0251646346614271	0.0252935417629542	0.02522195224204	0.0249739958667682	0.0245611249851662	0.0243984768705064	0.0242943945247278	0.0243323611544933	0.0238993712411503	0.0233046983281375	0.0231973634289756	0.0043273713887261	0.0231646994858118	0.0223541967710094	0.0225495324488172	0.022425645857018	0.02279950385084	0.022467806932878	0.00328111762650677	0.0220750166148569	0.0029325179877113	0.0214095685401162	0.0215506023819357	0.00296126827381427	0.00255274667042096	0.00210301398488701	0.0212086631010963	0.00208838175059362	0.0017389966316521	0.00196791376127147	0.0209135040390607	0.00151643696201655	0.00143506030275057	0.00147571721144602	0.00096368135834779	0.000981955665855461	0.0198551615293661	0.000978215203628149	0.000687698883614269	0.000591318847687179	0.00067200017754783	0.0194703152907169	0.000555957735863853	0.000622900950645659	0.000766440399860881	0.000335122266325742	0.000335122266325742	0.000275037878044842	0.000274720156152463	0.000274720156152463	0.000278284714799649	0.00028444582510056	0.000275037878044842	0.00028444582510056	0.000407060151755588	0.00028444582510056	0.000278284714799649	0.000372113243377256
"Ficus_delosyce"	0.0199982421627018	0.0190060342445614	0.0155005156279592	0.0198608979999512	0.0201352668021463	0.0193773334853699	0.0167619414040868	1.02666713229895	0.0124460322868722	0.0142930541875067	0.0128156503241177	0.0160215554726814	0.0148494079867121	0.0158547050486405	0.00998579267161569	0.010568741910454	0.0124803828727379	0.0095304134895294	0.0115972547344613	0.00603344562291956	0.00832146500110322	0.0115873998168871	0.00638964111285383	0.003251026768515	0.026341555212834	0.0261997899787239	0.0264059456309207	0.0258147744203056	0.0262890613740715	0.02598863368627	0.0259400649150709	0.0252357256842318	0.0254420505696583	0.0247044049497726	0.0250493204082914	0.0243393261623088	0.0238306261619364	0.00441052262024262	0.0237292451509951	0.0241356118710775	0.00360039420128152	0.0233220168714889	0.0230010523589752	0.0238081088789398	0.0233143048369968	0.0226603893515014	0.00318605985213087	0.0224820243667956	0.00260391298127519	0.00268912429933427	0.0227934844661224	0.00241238552524467	0.0019867236703028	0.0217235752068378	0.0215000765176108	0.00169558955423916	0.0214208160698369	0.00219409098317569	0.0015209815105111	0.00136531636953748	0.00140949435292175	0.00119827849347354	0.000959198719820482	0.00100483248459313	0.0207163469487511	0.000614152487536585	0.000634455830223819	0.000684646317603346	0.000657566094748702	0.0005958284722852	0.000556779981126385	0.000681251729095107	0.000331014966665853	0.000331014966665853	0.000248920645737444	0.000294091796510321	0.000294091796510321	0.000258341927132654	0.000285861083750135	0.000248920645737444	0.000285861083750135	0.000360334205650921	0.000285861083750135	0.000258341927132653	0.000334091956644308
"Ficus_obscura"	0.0245152448829538	0.0278726135256813	0.0264825067460124	0.0180454028855702	0.0127347784066126	0.0100890740356327	0.0148520454144215	0.0129438735783471	1.04757238460518	0.0152408538509241	0.024106451373791	0.0131436845727848	0.0069078341485436	0.0112986887978875	0.0105799339643807	0.0133427997025669	0.00457325852919985	0.00562394545877323	0.00443439649364497	0.0113694203878264	0.00490006213724959	0.00321811365421045	0.00586370935693928	0.00362225682420058	0.0267335603459172	0.0270979102307542	0.0266332012465517	0.0267540368394924	0.00551142805648164	0.00607617439247624	0.0258274357351799	0.0259211961661515	0.00422352648051949	0.0259157306004983	0.00469237871486042	0.0258060762653062	0.00409244457619218	0.0251690662137426	0.0255751908875893	0.00294839387926119	0.0251169283355329	0.0242954113242076	0.0250111434587781	0.00270359460055383	0.00272226439842186	0.0246787099179662	0.0246760589492367	0.00231584331052797	0.0240185088170876	0.0237265448533964	0.00191495570973049	0.0233614868626157	0.023427425415684	0.00191052790393082	0.0233221948952136	0.0231080309256373	0.00146021267811161	0.00119240343254849	0.00156834878886179	0.0226910684349321	0.0226458809414457	0.000477223676360415	0.000835224574200259	0.000705775812153508	0.000565752250404684	0.000721782881895576	0.000592505816987488	0.000376561375590315	0.000494603022986438	0.000598371343082258	0.000606671812368531	0.000393514697280091	0.000300756714759503	0.000300756714759503	0.0209514476921036	0.000360518307102261	0.000360518307102261	0.00044137511243354	0.000304817077018482	0.0209514476921036	0.000304817077018482	0.00025678838177017	0.000304817077018482	0.00044137511243354	0.000173949552338495
"Ficus_trichocarpa"	0.0212119154249631	0.018566348780475	0.0169997007224767	0.0163519476918156	0.0147202843905667	0.0133388014588054	0.0153600745554302	0.014864776355007	0.0152408538509241	1.05655199299112	0.0155323445793823	0.0144979639769159	0.00855065676974306	0.0129815820613943	0.0136074489869604	0.0111574469002362	0.00816103609977837	0.00744473000497355	0.00564517307358208	0.00817768198747794	0.00612785182896825	0.00303372480459349	0.00545061502752376	0.00975838101022054	0.0268862672879506	0.026985945568904	0.0272560116220239	0.0267380461182981	0.0263706765773267	0.0266746243090462	0.00511922101368033	0.0259892228253851	0.0255195167898456	0.0263887670839839	0.0256920674419377	0.0261687421391794	0.0253859974428614	0.0249917687232618	0.0252375720914411	0.00333603521404975	0.0245401613224832	0.00323767809036439	0.0245030732862677	0.00298252411464945	0.00283769340810895	0.0243153272003694	0.0247018775783957	0.00248432181085886	0.0237031637482764	0.00261590581893894	0.00221813775701481	0.0233355533248435	0.00213928589122507	0.00191175186824721	0.00213917837951454	0.0018624452825109	0.0224846527551824	0.00152326295974535	0.00130967992168947	0.00151377506687852	0.00152248990123091	0.000562209025926873	0.000814451729746949	0.000809461116537986	0.00064087970706873	0.000577388518804373	0.000484432308098173	0.000448131115137161	0.000538243831834469	0.000477661453777862	0.0219442382773408	0.000483777342230553	0.000272532461530259	0.000272532461530259	0.000304817077018482	0.000311939932720045	0.000311939932720045	0.000283328345374611	0.0211310398598224	0.000304817077018482	0.0211310398598224	0.000295035955940781	0.0211310398598224	0.000283328345374611	0.000229979335496645
