"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"R16"	"R17"	"R18"	"R19"	"R20"	"R21"	"R22"	"R23"	"R24"	"R25"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"C11"	"C12"
"R11"	0.0273866570077143	0.0167532117701686	0.0211605393931094	0.0200073050237272	0.010851332064753	0.0168909985139708	0.020190869030143	0.020190869030143	0.0214525164752308	0.0208273695790134	1.0262352406298	0.0273866570077143	0.0111522589499335	0.023979386672052	0.0211605393931094	0.000333169814096018	0.00276523172650948	0.00219315253773469	0.0121166056539299	0.00185998272363867	0.00185998272363867	0.00185998272363867	0.00219315253773469	0.00219315253773469	0.000333169814096018	0.0781192743928241	0.0710577087374412	0.0651865249415176	0.0686758637119823	0.0709192936042204	0.0139010640088047	0.0709141329326824	0.00599705665372833	0.0114441075509667	0.0729618573724039	0.0693443760468488	0.0681454067132462
"R12"	0.0277824470719336	0.018789278176615	0.0225397946641289	0.0191145238291015	0.00925201100830931	0.0164547372245004	0.0216803568043288	0.0216803568043288	0.022747062786027	0.0222264695595522	0.0224072648244935	1.02778244707193	0.00950684823374434	0.024901818158494	0.0225397946641289	0.000313325104576711	0.0024111656975352	0.00191151800754613	0.0103611738134779	0.00159819290296942	0.00159819290296942	0.00159819290296942	0.00191151800754613	0.00191151800754613	0.000313325104576711	0.0671241019247156	0.0611696232782315	0.054995062126995	0.0586277754626872	0.0610367039965014	0.0599310769425271	0.0611759249883323	0.00563985188238079	0.0575610808300296	0.0629352177887547	0.0588576691767181	0.0576125782687934
"R13"	0.0261438326427969	0.0122079209270382	0.0129548211617521	0.0197585935509411	0.0176689721366028	0.024196409127899	0.0252134721350222	0.0252134721350222	0.022066563218731	0.0126617131332843	0.0250925826373503	0.0261438326427969	1.02253098058803	0.0191045135110415	0.0129548211617521	0.000293108028467822	0.000856483437738161	0.00391658524628768	0.0053579457362747	0.00362347721781986	0.00362347721781986	0.00362347721781986	0.00391658524628768	0.00391658524628768	0.000293108028467822	0.152186043148434	0.14105998037817	0.0072606752999372	0.0104845026336293	0.0132859995375207	0.0130844875328586	0.0144785199016003	0.0052759445124208	0.0101212604982177	0.0169012622781102	0.14174160831066	0.140786382635108
"R14"	0.0273919999743434	0.0202354593453706	0.024317244947257	0.0180041934555287	0.00736316324236855	0.0151085948194135	0.0207598389731833	0.0207598389731833	0.021941149947906	0.0239801596335438	0.0215814480048468	0.0273919999743434	0.00764180540441662	1.02682725891358	0.024317244947257	0.000337085313713244	0.00258225847701797	0.00204323505197745	0.0112073493016186	0.00170614973826421	0.00170614973826421	0.00170614973826421	0.00204323505197745	0.00204323505197745	0.000337085313713244	0.0716582890070969	0.0656191984591727	0.0599152046107712	0.063524135685711	0.0658307844605092	0.0645902655409885	0.0657892348745911	0.00606753564683839	0.0623858181057742	0.0673551948991417	0.0626361841608755	0.0112948212151963
"R15"	0.0247937741305418	0.0200773386554264	0.02733071225566	0.015468914861533	0.00493021542766252	0.0125577812322844	0.0181642945974115	0.0181642945974115	0.0193052292342257	0.023828770133027	0.0190444854537985	0.0247937741305418	0.00518192846470084	0.024317244947257	1.02733071225566	0.00350194212263297	0.00573004013406512	0.00523905554134851	0.0143814316966682	0.00173711341871554	0.00173711341871554	0.00173711341871554	0.00523905554134851	0.00523905554134851	0.00350194212263297	0.0729587635860525	0.0644750872602322	0.06002290364161	0.0633170572216547	0.0653353121769226	0.0637361264113349	0.0647941533809904	0.0630349582073934	0.0618723348587545	0.0668429403429645	0.0107464459130598	0.0095305836656969
"R16"	0.00344657615034382	0.00281275034846215	0.0350194212263297	0.00252715260660497	0.00142012889728174	0.00203175153403195	0.00259412996056697	0.00259412996056697	0.00214508369586581	0.00329435300435588	0.00299852832686417	0.00344657615034382	0.00117243211387129	0.00337085313713244	0.0350194212263297	1.03172506822197	0.0321730841746833	0.0325449580205581	0.0337222809183239	0.000819889798584274	0.000819889798584274	0.000819889798584274	0.0325449580205581	0.0325449580205581	0.0317250682219738	0.0344353715405395	0.00520829840177613	0.00770564249429981	0.00815855774542849	0.00844679440771371	0.00505310651840702	0.00521969142545503	0.571051227995528	0.0047500343709205	0.0134404785812861	0.0016830029210842	0.00151446026422758
"R17"	0.0132614113364436	0.0120688543905426	0.0286502006703256	0.0119740339130364	0.0102644352511393	0.0114564885149296	0.0123078058317382	0.0123078058317382	0.012133462891955	0.0125636585829839	0.0124435427692927	0.0132614113364436	0.00171296687547632	0.0129112923850898	0.0286502006703256	0.0160865420873417	1.02502008033297	0.016719686339389	0.0181141057999064	0.000633144252047322	0.000633144252047322	0.000633144252047322	0.016719686339389	0.016719686339389	0.0160865420873417	0.0265920585859875	0.00993381661920226	0.00791686707906066	0.0100936288698096	0.0114611628511139	0.00977676494770512	0.0104680728793325	0.28955775757215	0.00821006721993109	0.268006147368968	0.00764794364632998	0.00700237902707548
"R18"	0.0105133490415037	0.00944585343644499	0.0261952777067425	0.00938070524926968	0.00794823856393717	0.00891801072537552	0.00962815621507497	0.00962815621507497	0.00312592289169822	0.00992279869646349	0.00986918641980609	0.0105133490415037	0.00783317049257536	0.0102161752598873	0.0261952777067425	0.016272479010279	0.016719686339389	1.02318295990007	0.0244547389417268	0.00691048088978699	0.00691048088978699	0.00691048088978699	0.023182959900066	0.023182959900066	0.016272479010279	0.290240197371054	0.00863562070145176	0.00763112416029601	0.0089814464610253	0.0100512415960336	0.00769448033352552	0.0082427684679592	0.292904622185023	0.00647118548934792	0.0134162198732986	0.00645428439532323	0.00594347563232886
"R19"	0.0227945823896514	0.0150724198369826	0.0287628633933364	0.0148692092406576	0.00431480070930345	0.00575346900146143	0.0106795549874908	0.0106795549874908	0.0128111556239364	0.0220184072096717	0.0218098901770738	0.0227945823896514	0.00428635658901976	0.0224146986032373	0.0287628633933364	0.00674445618366478	0.00724564231996257	0.00978189557669073	1.02631636520459	0.00303743939302595	0.00303743939302595	0.00303743939302595	0.00978189557669073	0.00978189557669073	0.00674445618366478	0.12757245450709	0.0122912924163664	0.111135797963025	0.113718880648374	0.114905497869206	0.0114731628548871	0.0126848234202801	0.121400211305966	0.010132875205813	0.0150355840889337	0.00871841065844366	0.0075976757282818
"R20"	0.0175801219326636	0.0160789565244278	0.0173711341871554	0.0162342578919344	0.0144763482305926	0.0158042699167191	0.016662182469583	0.016662182469583	0.00410676208753064	0.0165512443885711	0.016739844512748	0.0175801219326636	0.0144939088712794	0.0170614973826421	0.0173711341871554	0.000819889798584274	0.00126628850409464	0.013820961779574	0.0151871969651298	1.01300107198099	0.0130010719809897	0.0130010719809897	0.013820961779574	0.013820961779574	0.000819889798584274	0.546045023201568	0.0120629430011274	0.00755660582629221	0.00980433517662211	0.0116556887843535	0.010335854148644	0.0112658455104634	0.0147580163745169	0.00819233660777534	0.0133919611653111	0.0112255658695623	0.0103724910004302
"R21"	0.0175801219326636	0.0160789565244278	0.0173711341871554	0.0162342578919344	0.0144763482305926	0.0158042699167191	0.016662182469583	0.016662182469583	0.00410676208753064	0.0165512443885711	0.016739844512748	0.0175801219326636	0.0144939088712794	0.0170614973826421	0.0173711341871554	0.000819889798584274	0.00126628850409464	0.013820961779574	0.0151871969651298	0.0130010719809897	1.01300107198099	0.0130010719809897	0.013820961779574	0.013820961779574	0.000819889798584274	0.546045023201568	0.0120629430011274	0.00755660582629221	0.00980433517662211	0.0116556887843535	0.010335854148644	0.0112658455104634	0.0147580163745169	0.00819233660777534	0.0133919611653111	0.0112255658695623	0.0103724910004302
"R22"	0.0175801219326636	0.0160789565244278	0.0173711341871554	0.0162342578919344	0.0144763482305926	0.0158042699167191	0.016662182469583	0.016662182469583	0.00410676208753064	0.0165512443885711	0.016739844512748	0.0175801219326636	0.0144939088712794	0.0170614973826421	0.0173711341871554	0.000819889798584274	0.00126628850409464	0.013820961779574	0.0151871969651298	0.0130010719809897	0.0130010719809897	1.01300107198099	0.013820961779574	0.013820961779574	0.000819889798584274	0.546045023201568	0.0120629430011274	0.00755660582629221	0.00980433517662211	0.0116556887843535	0.010335854148644	0.0112658455104634	0.0147580163745169	0.00819233660777534	0.0133919611653111	0.0112255658695623	0.0103724910004302
"R23"	0.0105133490415037	0.00944585343644499	0.0261952777067425	0.00938070524926968	0.00794823856393717	0.00891801072537552	0.00962815621507497	0.00962815621507497	0.00312592289169822	0.00992279869646349	0.00986918641980609	0.0105133490415037	0.00783317049257536	0.0102161752598873	0.0261952777067425	0.016272479010279	0.016719686339389	0.023182959900066	0.0244547389417268	0.00691048088978699	0.00691048088978699	0.00691048088978699	1.02318295990007	0.023182959900066	0.016272479010279	0.290240197371054	0.00863562070145176	0.00763112416029601	0.0089814464610253	0.0100512415960336	0.00769448033352552	0.0082427684679592	0.292904622185023	0.00647118548934792	0.0134162198732986	0.00645428439532323	0.00594347563232886
"R24"	0.0105133490415037	0.00944585343644499	0.0261952777067425	0.00938070524926968	0.00794823856393717	0.00891801072537552	0.00962815621507497	0.00962815621507497	0.00312592289169822	0.00992279869646349	0.00986918641980609	0.0105133490415037	0.00783317049257536	0.0102161752598873	0.0261952777067425	0.016272479010279	0.016719686339389	0.023182959900066	0.0244547389417268	0.00691048088978699	0.00691048088978699	0.00691048088978699	0.023182959900066	1.02318295990007	0.016272479010279	0.290240197371054	0.00863562070145176	0.00763112416029601	0.0089814464610253	0.0100512415960336	0.00769448033352552	0.0082427684679592	0.292904622185023	0.00647118548934792	0.0134162198732986	0.00645428439532323	0.00594347563232886
"R25"	0.00344657615034382	0.00281275034846215	0.0350194212263297	0.00252715260660497	0.00142012889728174	0.00203175153403195	0.00259412996056697	0.00259412996056697	0.00214508369586581	0.00329435300435588	0.00299852832686417	0.00344657615034382	0.00117243211387129	0.00337085313713244	0.0350194212263297	0.0317250682219738	0.0321730841746833	0.0325449580205581	0.0337222809183239	0.000819889798584274	0.000819889798584274	0.000819889798584274	0.0325449580205581	0.0325449580205581	1.03172506822197	0.0344353715405395	0.00520829840177613	0.00770564249429981	0.00815855774542849	0.00844679440771371	0.00505310651840702	0.00521969142545503	0.571051227995528	0.0047500343709205	0.0134404785812861	0.0016830029210842	0.00151446026422758
"C1"	0.0351602438653272	0.0321579130488557	0.0347422683743107	0.0324685157838688	0.0289526964611852	0.0316085398334382	0.033324364939166	0.033324364939166	0.00821352417506128	0.0331024887771422	0.033479689025496	0.0351602438653272	0.0289878177425589	0.0341229947652842	0.0347422683743107	0.00163977959716855	0.00253257700818929	0.027641923559148	0.0303743939302595	0.0260021439619794	0.0260021439619794	0.0260021439619794	0.027641923559148	0.027641923559148	0.00163977959716855	1.09209004640314	0.0241258860022548	0.0151132116525844	0.0196086703532442	0.0233113775687071	0.0206717082972881	0.0225316910209267	0.0295160327490339	0.0163846732155507	0.0267839223306222	0.0224511317391245	0.0207449820008603
"C2"	0.0517589120046574	0.0480626068935223	0.0495962209694094	0.00940470040087874	0.00461888920751969	0.0470506358283696	0.0495131944728726	0.0495131944728726	0.049698017574974	0.0491955826308112	0.04919379835669	0.0517589120046574	0.0434030708855909	0.0504763065070559	0.0495962209694094	0.000400638338598164	0.00152827947987727	0.00132855703099258	0.00472742016014094	0.000927918692394415	0.000927918692394415	0.000927918692394415	0.00132855703099258	0.00132855703099258	0.000400638338598164	0.0389725850805654	1.03770739330311	0.0181276117966227	0.0244803194789102	0.0299817855314516	0.03013681441987	0.0328698032174639	0.00721149009476695	0.0261882609427887	0.0338292342383732	0.0281759252773827	0.0256521099520299
"C3"	0.0756182104246181	0.00948687192885585	0.0750286295520125	0.00868465459666227	0.00351337337065737	0.00684408995850382	0.00945086741779324	0.00945086741779324	0.0100950823849625	0.074065424240225	0.0733348405592073	0.0756182104246181	0.0036303376499686	0.0748940057634639	0.0750286295520125	0.000963205311787476	0.00197921676976517	0.001907781040074	0.0694598737268905	0.000944575728286526	0.000944575728286526	0.000944575728286526	0.001907781040074	0.001907781040074	0.000963205311787476	0.0396721805880341	0.0294573691695119	1.03325683698191	0.0349533953000269	0.0360034916797817	0.0254722100667124	0.0295463678755572	0.0173376956121746	0.0244405555859564	0.0304803437393307	0.0182287935112571	0.0144840932230839
"C4"	0.0586277754626871	0.0552304833473732	0.0575609611105952	0.0546857667391178	0.00379332279902299	0.00732988919999506	0.00997490602175682	0.00997490602175682	0.0561476815693566	0.056819274042829	0.0561893430370764	0.0586277754626871	0.00381254641222884	0.0577492142597373	0.0575609611105952	0.000741687067766226	0.0018352052490563	0.00163299026564096	0.0516904002947154	0.000891303197874737	0.000891303197874737	0.000891303197874737	0.00163299026564096	0.00163299026564096	0.000741687067766226	0.037434734310739	0.0289312866568939	0.0254206511272923	1.03540973240044	0.0365180552917463	0.0287509486078337	0.0318725787765602	0.0133503672197921	0.0248095246723535	0.0328055454387021	0.0204586847719836	0.0175712240589967
"C5"	0.0516464418431935	0.0482234293478171	0.0502579324437866	0.047798850073717	0.00404835666760545	0.00768866795461338	0.0488571515750579	0.0488571515750579	0.0493651007182516	0.0496081790278087	0.0490979724952295	0.0516464418431935	0.00408799985769867	0.0506390649696224	0.0502579324437866	0.000649753415977978	0.00176325582324829	0.00154634486092825	0.044194422257387	0.000896591444950273	0.000896591444950273	0.000896591444950273	0.00154634486092825	0.00154634486092825	0.000649753415977978	0.0376568406879115	0.0299817855314516	0.0221559948798657	0.03089989293917	1.0363284653364	0.0297305485402227	0.0324582136788466	0.0116955614876036	0.0261939298424288	0.0334050722181093	0.022679490719903	0.0201475374714219
"C6"	0.0549368205306498	0.0516310043801322	0.0531134386761125	0.0512223058094005	0.00431416385820855	0.0500412773623928	0.0526775222525437	0.0526775222525437	0.0530141572654831	0.0526923464662452	0.0104257980066035	0.0549368205306498	0.00436149584428619	0.0538252212841571	0.0531134386761125	0.000421092209867252	0.00162946082461752	0.00128241338892092	0.00478048452286962	0.000861321179053669	0.000861321179053669	0.000861321179053669	0.00128241338892092	0.00128241338892092	0.000421092209867252	0.0361754895202541	0.0326482156215259	0.0169814733778083	0.0263550362238475	0.032208094251908	1.03472521175371	0.0353044227540776	0.00757965977761053	0.0279494406861666	0.0362510584425081	0.0249232459940619	0.022231984929854
"C7"	0.0517642442208965	0.0483037429574362	0.0498416564469157	0.0480516401711285	0.00439966402545224	0.0468416021235153	0.0494019770419689	0.0494019770419689	0.0497612419556471	0.0494401417218807	0.0490943997226263	0.0517642442208965	0.00445492920049239	0.0506071037496855	0.0498416564469157	0.000401514725035002	0.00161047275066654	0.00126811822583988	0.00487877823856926	0.000866603500804874	0.000866603500804874	0.000866603500804874	0.00126811822583988	0.00126811822583988	0.000401514725035002	0.0363973470338047	0.0328698032174639	0.0181823802311121	0.0269691051186278	0.0324582136788466	0.0325886979268409	1.0353161645781	0.00722726505063004	0.0262396416930371	0.0362687407689461	0.0256731646117052	0.0231428094242209
"C8"	0.00689315230068763	0.00562550069692429	0.0700388424526594	0.00505430521320995	0.00284025779456349	0.0040635030680639	0.00518825992113393	0.00518825992113393	0.00429016739173161	0.00658870600871177	0.00599705665372833	0.00689315230068763	0.00234486422774258	0.00674170627426488	0.0700388424526594	0.0634501364439476	0.0643461683493667	0.0650899160411161	0.0674445618366478	0.00163977959716855	0.00163977959716855	0.00163977959716855	0.0650899160411161	0.0650899160411161	0.0634501364439476	0.068870743081079	0.0104165968035523	0.0154112849885996	0.016317115490857	0.0168935888154274	0.010106213036814	0.0104393828509101	1.14210245599106	0.009500068741841	0.0268809571625722	0.0033660058421684	0.00302892052845516
"C9"	0.0633171889130326	0.0601753036423647	0.0618723348587545	0.00916572800374111	0.00390610115904181	0.00792496832514143	0.0608546849001171	0.0608546849001171	0.0612759274729572	0.0613973314216625	0.01029969679587	0.0633171889130326	0.00404850419928708	0.0623858181057742	0.0618723348587545	0.00047500343709205	0.00164201344398622	0.00129423709786958	0.00506643760290652	0.000819233660777534	0.000819233660777534	0.000819233660777534	0.00129423709786958	0.00129423709786958	0.00047500343709205	0.0344078137526564	0.0340447392256253	0.0195524444687651	0.0272904771395888	0.0340521087951574	0.0335393288233999	0.0341115342009483	0.0085500618676569	1.03240040165708	0.0350103002068251	0.0217467070504571	0.0186274161451684
"C10"	0.0461524930450868	0.0426499168652462	0.044561960228643	0.0428418304389358	0.0382174832099937	0.0417624509916546	0.044042963405819	0.044042963405819	0.0442436841760884	0.0436659283232239	0.0437771144234424	0.0461524930450868	0.00450700327416271	0.0449034632660944	0.044561960228643	0.000896031905419072	0.0357341529825291	0.00178882931643981	0.00501186136297788	0.00089279741102074	0.00089279741102074	0.00089279741102074	0.00178882931643981	0.00178882931643981	0.000896031905419072	0.0374974912628711	0.0293186696732568	0.016256183327643	0.0240573999883815	0.0289510625890281	0.0290008467540065	0.0314329086664199	0.0161285742975433	0.0233402001378834	1.0451436323133	0.0272257687431515	0.0249805955798468
"C11"	0.0588576691767181	0.0087879144958077	0.00976949628459977	0.0557598770931228	0.051499214088684	0.0550797748106453	0.0570991474365708	0.0570991474365708	0.0570085816653371	0.00961649601904666	0.0567363076746945	0.0588576691767181	0.0515424030220581	0.0569419856007959	0.00976949628459977	0.000153000265553109	0.00139053520842363	0.00117350625369513	0.00396291393565621	0.00102050598814202	0.00102050598814202	0.00102050598814202	0.00117350625369513	0.00117350625369513	0.000153000265553109	0.042861251501965	0.0332988207823614	0.0132573043718234	0.0204586847719836	0.0268030344871581	0.0271889956298857	0.0303410127229243	0.00275400477995596	0.0197697336822337	0.0371260482861157	1.04116077079848	0.0383136715184434
"C12"	0.0633738360956727	0.00865493297811995	0.0095305836656969	0.0604356551296586	0.0562809773354339	0.0598323225507392	0.0617710702315687	0.0617710702315687	0.0616123823344755	0.00937913763927414	0.0613308660419216	0.0633738360956727	0.0563145530540431	0.0112948212151963	0.0095305836656969	0.000151446026422758	0.0014004758054151	0.00118869512646577	0.0037988378641409	0.00103724910004301	0.00103724910004301	0.00103724910004301	0.00118869512646577	0.00118869512646577	0.000151446026422758	0.0435644622018066	0.0333477429376389	0.0115872745784671	0.0193283464648964	0.0261917987128485	0.0266783819158248	0.0300856522514872	0.00272602847560964	0.0186274161451684	0.0374708933697702	0.0421450386702877	1.04158029760953
