"Psychotria_hoffmannseggiana"	"Psychotria_marginata"	"Psychotria_acuminata"	"Psychotria_deflexa"	"Psychotria_horizontalis"	"Psychotria_limonensis"	"Psychotria_poeppigiana"	"Psychotria_emetica"	"Psychotria_psychotrifolia"	"Psychotria_brachybotrya"	"Psychotria_pittieri"	"Psychotria_racemosa"	"Psychotria_grandis"	"Pipra_mentalis"	"Pipra_coronata"	"Catharus_ustulatus"	"Manacus_vitellinus"	"Catharus_fuscescens"	"Catharus_minimus"	"Habia_fuscicauda"	"Schiffornis_turdinus"	"Empidonax_virescens"	"Mionectes_oleagineus"	"Trogon_rufus"
"Psychotria_hoffmannseggiana"	1.06157738139697	0.0526854070537841	0.0349954332342443	0.016401414125725	0.0444584870434192	0.0258618235815156	0.0230858124946863	0.01633445444684	0.00975086619876618	0.015311724621929	0.0117288103669739	0.0164352645677274	0.00470645420075348	0.103541992416577	0.100888239960254	0.10009545161693	0.093581577165457	0.0891011258863813	0.0861887681894173	0.00435875801518426	0.0795901991750538	0.0027786554402137	0.0027786554402137	0.00376324336098458
"Psychotria_marginata"	0.0526854070537841	1.09035886097452	0.0254821574195949	0.0163446372890203	0.0344254957520687	0.0259346232746336	0.0231363821369898	0.00672167672905557	0.00980171506247217	0.0152554578203137	0.0118630898696862	0.0165934599104417	0.00473037004075545	0.10406814089662	0.101426900434334	0.0981673696411477	0.095084427871573	0.0895876562806716	0.0101434717697123	0.00435671787482653	0.0816460191448787	0.00215159348450429	0.00215159348450429	0.0778827757838941
"Psychotria_acuminata"	0.048993606527942	0.0356750203874329	1.04612231609222	0.021033994191302	0.0506471112123691	0.0264184253508753	0.0223933448606784	0.0218573308339664	0.0125522114288293	0.0198168482513068	0.00782989806860836	0.0139115620982058	0.00608166402959744	0.133796608651144	0.129410947984638	0.130763462804595	0.0190309093712706	0.117127738294238	0.116741552091911	0.00486858375998059	0.00604775906538392	0.00316544445077307	0.00316544445077307	0.00254821574195949
"Psychotria_deflexa"	0.0287024747200188	0.0286031152557856	0.0262924927391275	1.05866750579028	0.0295244379875286	0.0185618595286971	0.0600541736644625	0.00976996377810865	0.0154337274094125	0.0240827918927241	0.00938306966399453	0.016820395283593	0.0074373256195985	0.163621163631167	0.159928035796279	0.15568316069961	0.0194133502385279	0.0108880155160636	0.00896719435837608	0.138338855590232	0.00409325642684317	0.00184527737422054	0.00184527737422054	0.00204307966112754
"Psychotria_horizontalis"	0.0389011761629918	0.0301223087830601	0.0316544445077307	0.0147622189937643	1.10684652152727	0.0232744278951454	0.0207763884178459	0.014861221964119	0.0087749320978278	0.013781489939763	0.0105536913385646	0.0147891015219094	0.00423541018334477	0.0931790240335849	0.0907904382896605	0.0901180411548338	0.0841983719371427	0.0801829044578383	0.0788373129774707	0.00392291621600513	0.00493024892471799	0.0691779075954542	0.0691779075954542	0.00215159348450429
"Psychotria_limonensis"	0.0452581912676524	0.0453855907306089	0.0330230316885941	0.0185618595286971	0.0465488557902909	1.04068472246169	0.0291783801435007	0.0100151253208904	0.00873073108565545	0.0172523419148378	0.0120778359648056	0.0193472517004591	0.00726941573565346	0.159927146184376	0.0292263070000399	0.153388994925282	0.148631288607251	0.142771752820482	0.0119481159336646	0.0052380704554372	0.00647455585701866	0.00290930348689318	0.00290930348689318	0.0032418279093292
"Psychotria_poeppigiana"	0.0323201374925608	0.0323909349917858	0.0223933448606784	0.04804333893157	0.0332422214685534	0.0233427041148006	1.05681457669766	0.00825047313469911	0.0129571686454423	0.020121620172517	0.0155070946704342	0.0217284064115327	0.00622131174109851	0.136868858304167	0.134717138086876	0.128960127487343	0.122797328725266	0.0118570308053701	0.00868817286099584	0.111686875036212	0.00462221946316761	0.00207763884178459	0.00207763884178459	0.00231363821369898
"Psychotria_emetica"	0.0571705905639399	0.0235258685516945	0.0546433270849159	0.0195399275562173	0.0594448878564762	0.0200302506417808	0.0206261828367478	1.05046480406315	0.00243377778939451	0.0184136502491668	0.00230065540081876	0.00352003306992498	0.00121937766910622	0.0268263087203368	0.0242880024057658	0.287637704275902	0.0152075739274265	0.0174474523237178	0.275879452827019	0.00450510922820194	0.00576403279397389	0.00371530549102976	0.00371530549102976	0.00168041918226389
"Psychotria_psychotrifolia"	0.0341280316956816	0.0343060027186526	0.0313805285720733	0.0308674548188249	0.0350997283913112	0.0174614621713109	0.0323929216136058	0.00243377778939451	1.02770648938584	0.0290930238153965	0.0159227566304862	0.0292319561806209	0.0133091995501348	0.292802390102965	0.287945796714105	0.0249576197320161	0.0213565351269327	0.0124026139683877	0.00837794687870445	0.0070977240137137	0.00488814531530959	0.00219373302445695	0.00219373302445695	0.00245042876561804
"Psychotria_brachybotrya"	0.0357273574511676	0.0355960682473987	0.0330280804188447	0.0321103891902988	0.036750639839368	0.023003122553117	0.0335360336208616	0.0122757668327779	0.0193953492102643	1.03026853868758	0.0114736693713915	0.0208209936408271	0.00934732426943562	0.205641133927584	0.200960498816574	0.19571741059169	0.0199590220278791	0.013569643758025	0.0112206188436943	0.00736740201087351	0.00509453040704045	0.0022969149899605	0.0022969149899605	0.00254257630338562
