"Microtus_arvalis"	"Apodemus_sylvaticus"	"Prometheomys_schaposchnikowi"	"Apodemus_mystacinus"	"Microtus_majori"	"Dryomys_nitedula"	"Cricetulus_migratorius"	"Sorex_araneus"	"Chionomys_nivalis"	"Myoxus_glis"	"Ctenophthalmus_proximus"	"Ctenophthalmus_hypanis"	"Ctenophthalmus_inornatus"	"Megabothris_turbidus"	"Ctenophthalmus_shovi"	"Amphipsylla_rossica"	"Myoxopsylla_jordani"	"Nosopsyllus_fasciatus"	"Leptopsylla_segnis"	"Leptopsylla_taschenbergi"	"Hystrichopsylla_talpae"	"Amphipsylla_georgica"	"Hystrichopsylla_satunini"	"Rhadinopsylla_integella"	"Ceratophyllus_sciurorum"	"Amalaraeus_penicilliger"	"Ctenophthalmus_euxinicus"	"Palaeopsylla_caucasica"
"Microtus_arvalis"	1.08754862985201	0.0627699141477314	0.0259136487819882	0.031555631450825	0.0480099872030873	0.00599783597971887	0.0270810653705306	0.0166803405838168	0.0270810653705306	0.000695214593093768	0.0774671207831867	0.0833424831910718	0.0785887683547219	0.0848419421860015	0.0774671207831866	0.0815893925549149	0.00556171674475015	0.00371465045327355	0.00949533141743598	0.00196155981711661	0.0729339733830602	0.00466966635416967	0.0067152746534665	0.00466966635416966	0.00196155981711661	0.0679717893657507	0.00175309063615694	0.0019615598171166
"Apodemus_sylvaticus"	0.0313849570738657	1.1288907441589	0.0149235118368003	0.0434625269707772	0.0379882372093096	0.00848901650209066	0.0243517648979914	0.0141821864906505	0.0243517648979914	0.00530862329495974	0.0443919429778156	0.0487640371885721	0.0439751875312805	0.0508862913140948	0.0443919429778155	0.0463494523568623	0.0424689863596779	0.0376924205866754	0.042430383160699	0.0352778357549655	0.039613660397664	0.0377130122447647	0.0400666854122572	0.0377130122447647	0.0352778357549655	0.0019615598171166	0.00241458483170985	0.0352778357549655
"Prometheomys_schaposchnikowi"	0.0518272975639764	0.0596940473472011	1.04710294513593	0.0260935146357969	0.0373348486840412	0.0102917122638031	0.0487890306470007	0.00262583884224913	0.0487890306470007	0.000785067566338602	0.00932535262913137	0.149533387093481	0.145750319348739	0.152106315159431	0.00932535262913137	0.148083747391492	0.00628054053070881	0.00331507868158875	0.00608614653138285	0.00186543897960003	0.00743807312010113	0.0067443420443001	0.00564850672434132	0.0067443420443001	0.00186543897960003	0.00323920609774852	0.00144963970198871	0.00186543897960003
"Apodemus_mystacinus"	0.0280494501785111	0.0772667146147151	0.0115971176159097	1.09944680733813	0.0462054831066594	0.0136392668961968	0.0125136039218843	0.0231806484406128	0.0125136039218843	0.0089206372988281	0.0719993377542536	0.0720882568338503	0.00812003595423236	0.0754980735578995	0.0719993377542535	0.0110078786483986	0.0713650983906248	0.0634949630171616	0.0702462471180967	0.00241458483170985	0.007055518162033	0.00366594522389827	0.0663828057113278	0.00366594522389827	0.00241458483170985	0.00175309063615694	0.0610803781854517	0.00241458483170985
"Microtus_majori"	0.0480099872030873	0.0759764744186191	0.0186674243420206	0.0519811684949918	1.06685460931879	0.00607566536522028	0.0197548621009396	0.0253541434739151	0.0197548621009396	0.000904136514807084	0.0791668353813514	0.081225545265306	0.0116592894887153	0.0827444616066111	0.0791668353813514	0.0783377025711399	0.00723309211845667	0.00526210751974806	0.0761662111811585	0.00237426482558185	0.0720533021081993	0.0043497510356758	0.0719405206021726	0.0043497510356758	0.00237426482558185	0.00300062420019295	0.00288784269416621	0.00237426482558185
"Dryomys_nitedula"	0.0239913439188754	0.0679121320167253	0.0205834245276061	0.0613767010328857	0.0243026614608811	1.05326984884148	0.0216553723681916	0.00273987239050673	0.0216553723681916	0.0358466044079922	0.00900709158422445	0.0154544487253957	0.0105257156600415	0.278771910935765	0.00900709158422444	0.0120446320013465	0.286772835263937	0.00553207084957187	0.00750763258929473	0.00212225412552267	0.00514062946175745	0.00428779136234182	0.00705098719087694	0.00428779136234182	0.00212225412552267	0.00149945899492972	0.00340981672404921	0.00212225412552267
"Cricetulus_migratorius"	0.0433297045928489	0.0779256476735726	0.0390312245176005	0.0225244870593917	0.0316077793615033	0.00866214894727664	1.06629745501544	0.00251818024211853	0.0406564293744106	0.000780276549174231	0.00878982633615434	0.123944421132819	0.120717574530537	0.126109958369638	0.00878982633615434	0.122693060740631	0.00624221239339385	0.00368653688198757	0.00608171979910129	0.00243517648979914	0.00711876923694616	0.109064921991343	0.00566202309208153	0.0065008194272402	0.00243517648979914	0.00270810653705306	0.00125136039218843	0.00243517648979914
"Sorex_araneus"	0.0444809082235115	0.0756383279501359	0.00350111845633217	0.0695419453218384	0.0676110492637736	0.00182658159367115	0.00419696707019755	1.06144829710986	0.00419696707019755	0.000891171273817111	0.190140936016476	0.0145099197192469	0.00642078773349225	0.0149665651176647	0.190140936016475	0.0106464783124781	0.00712937019053689	0.00622713915521054	0.187360879252506	0.00236369774844175	0.00936944509139707	0.0027833944554615	0.0104528297341964	0.0027833944554615	0.00236369774844175	0.00278005676396947	0.0038634414067688	0.00236369774844175
"Chionomys_nivalis"	0.0433297045928489	0.0779256476735726	0.0390312245176005	0.0225244870593917	0.0316077793615033	0.00866214894727664	0.0406564293744106	0.00251818024211853	1.06629745501544	0.000780276549174231	0.00878982633615434	0.123944421132819	0.120717574530537	0.126109958369638	0.00878982633615434	0.122693060740631	0.00624221239339385	0.00368653688198757	0.00608171979910129	0.00243517648979914	0.00711876923694616	0.0065008194272402	0.00566202309208153	0.109064921991343	0.00243517648979914	0.00270810653705306	0.00125136039218843	0.00243517648979914
"Myoxus_glis"	0.00556171674475015	0.0849379727193558	0.00314027026535441	0.080285735689453	0.00723309211845667	0.0716932088159843	0.00390138274587115	0.00267351382145133	0.00390138274587115	1.07000505766679	0.00835989148775291	0.00908711618318788	0.00417472927637028	0.027010418387184	0.0083598914877529	0.00462679753377383	0.560040461334283	0.00711463029689392	0.00801228419120602	0.00265431164747987	0.00345398720143029	0.00304444992206698	0.00756669855429746	0.00304444992206698	0.00265431164747987	0.000347607296546884	0.00446031864941405	0.00265431164747987
