"Cedronella_canariensis"	"Galactites_tomentosa"	"Anacyclus_radiatus"	"Andryala_pinnatifida"	"Geranium_canariense"	"Laurus_azorica"	"Senecio_steetzii"	"Sonchus_cf._ortunoi"	"Echium_plantagineum"	"Cistus_monspeliensis"	"Raphanus_raphanistrum"	"Adenocarpus_foliosus"	"Ilex_canarienis"	"Leontodon_taraxacoides"	"Picconia_excelsa"	"Ranunculus_cortusaefolius"	"Sonchus_tenerrimus"	"Viola_riviniana"	"Ageretina_adenophora"	"Aichryson_laxum"	"Appolonias_barbujana"	"Argyranthemum_broussonetti"	"Carduus_tenuiflorus"	"Erica_arborea"	"Geranium_robertianum"	"Hypericum_grandifolium"	"Psoralia_bituminosa"	"Rhamnus_glandulosa"	"Silene_gallica"	"Unidentified_sp1_M_PL_012"	"Bombus_canariensis"	"Anthophora_alluaudi"	"Vanessa_indica"	"Apis_mellifera"	"Eristalis_tenax"	"Macroglossum_stellatarum"	"Artogeia_rapae"	"Cyclyrius_webbianus"	"Tachina_canariensis"	"Gonepteryx_cleopatra"	"Lasioglossum_chalcodes"	"Lasioglossum_loetum"	"Lycaena_phlaeas"	"Maniola_jurtina"	"Pararge_xiphioides"	"Pontia_daplidice"	"Thyreus_histrionicus"	"Anaspis_proteus"	"Attalus_sp1_M_PL_012"	"Bruchidius_wollastoni"	"Delia_platura"	"Empis_sp1_M_PL_012"	"Halictus_sp1_M_PL_012"	"Meliscaeva_auricollis"	"Pandoriana_pandora"	"Acmaeodera_cisti"	"Andrena_sp1_M_PL_012"	"Aricia_cramera"	"Bibio_elmoi"	"Brachypterus_sp1_M_PL_012"	"Chrysotoxum_triarcuatum"	"Cleora_fortunata"	"Colias_crocea"	"Cornutiplusia_circumflexa"	"Dasyphora_albofasciata"	"Drosophila_sp1_M_PL_012"	"Heringia_adpropinquans"	"Lampides_boeticus"	"Mordella_israelsoni"	"Myotropa_florea"	"Piezodorus_punctipes"	"Podalonia_tydei"	"Pseudogonia_fasciata"	"Sapromyza_sp1_M_PL_012"	"Siphona_sp1_M_PL_012"	"Sphecodes_marginatus"	"Sphecodes_ruficrus"	"Thaumatomyia_notata"	"Tricimba_humeralis"	"Unidentified_sp2_M_PL_012"	"Unidentified_sp3_M_PL_012"	"Unidentified_sp4_M_PL_012"	"Vanessa_atalanta"	"Vanessa_cardui"
"Cedronella_canariensis"	1.14744048977211	0.0378679937156795	0.0250753355205582	0.0193853211149926	0.014959106623133	0.00559679098724384	0.0142135852639174	0.00159755225352888	0.0131928543864442	0.00791999988816228	0.00459893339794715	0.00321222195625434	0.00230058596847828	0.00297636037974766	0.00756267738612475	0.00145374830527863	0.00393346203526471	0.00297636037974766	0.000317168966656826	0.00118682846988272	0.00118682846988272	0.000254043692331643	0.00118682846988272	0.00238491213494052	0.0018626028811521	0.00118682846988272	0.00452755206436331	0.00111375749859556	0.0018626028811521	0.0356402399550578	0.0332311971567162	0.0298016460984336	0.0283555088092026	0.0286189456192863	0.00380602759988191	0.0282370328035935	0.0274663356538199	0.0264829701450037	0.00203234953865314	0.0271653123861798	0.00242207481602677	0.0257500040094428	0.00257795994141812	0.0257373808713502	0.0254208141128981	0.00257795994141812	0.0257373808713502	0.00199995937332097	0.0252250101849459	0.000794070267212654	0.00151580390931253	0.0246946538293588	0.00135996322673228	0.0257956795501167	0.0249015363539982	0.000114110875252063	0.0239050102035855	0.00099652615041262	0.000279839549362192	0.000279839549362192	0.00076648889965786	0.0239050102035856	0.00074558927365356	0.0239050102035856	0.000279839549362192	0.000114110875252063	0.0239050102035856	0.0239050102035856	0.000835844517351941	0.0239050102035856	0.000279839549362192	0.00074558927365356	0.000835844517351941	0.000679959391960591	0.000835844517351941	0.000789643625773186	0.000789643625773187	0.000114110875252063	0.000114110875252063	0.0239050102035856	0.000279839549362192	0.000114110875252063	0.00099652615041262	0.00099652615041262
"Galactites_tomentosa"	0.0478332552198057	1.11254632208134	0.0386317549932501	0.0363189304076298	0.0156361360023963	0.00962253679621537	0.0122684065470993	0.00180800307824437	0.00911156729007324	0.00185671762259948	0.00327193091249944	0.00393739795654138	0.00270502260091878	0.00152686361998147	0.00162592830974499	0.00916753061406544	0.00484688528498294	0.00152686361998147	0.00288042146766324	0.001429846348136	0.001429846348136	0.000326724019701061	0.001429846348136	0.00288182379213992	0.000251687367198694	0.001429846348136	0.00550437471673216	0.00127517625278278	0.000251687367198694	0.0408056400890489	0.0400356977478082	0.0040269978751791	0.0351057225176752	0.034581885505679	0.0345650576119588	0.0329709916311095	0.0341703893684693	0.0329586680472236	0.00261379215760849	0.033026248300393	0.0313851501850236	0.00315270536334038	0.0319621418968109	0.0315617861084686	0.00299498477150867	0.031962141896811	0.0315617861084686	0.00102018639175429	0.00130597908751253	0.000839876531671832	0.00199845862109605	0.00167810429191814	0.0315694174451307	0.00140300822784887	0.0302740609420269	0.000129143077017455	0.000996526150412619	0.0292775347916143	0.000481126839810768	0.000481126839810769	0.000545321818749906	0.000996526150412619	0.00139688193875499	0.000996526150412619	0.000481126839810768	0.000129143077017455	0.00099652615041262	0.00099652615041262	0.00128772516644167	0.000996526150412619	0.000481126839810769	0.00139688193875499	0.00128772516644167	0.000710733454654378	0.00128772516644167	0.000681578141505515	0.000681578141505516	0.000129143077017455	0.000129143077017455	0.00099652615041262	0.000481126839810769	0.000129143077017455	0.0292775347916143	0.0292775347916143
"Anacyclus_radiatus"	0.0401205368328932	0.0489335563247835	1.12133490155311	0.0338211436671396	0.0205068942044915	0.0156776036498009	0.0153487994081013	0.00212094974462319	0.00316136832927206	0.00208723172242151	0.000604171027731591	0.00342702995508768	0.00180579156097102	0.00166907893221226	0.00179228038065669	0.00191278188708062	0.00452790885004762	0.00166907893221226	0.00361764866929536	0.000334489833443357	0.000334489833443357	0.00520192284166508	0.000334489833443357	0.000401735810198505	0.000197777204684597	0.000334489833443357	0.000386103578871566	0.00147130172752766	0.000197777204684597	0.0470816552808852	0.009365715336414	0.00316443527495355	0.0432955617030205	0.00482082972238206	0.0434117840315443	0.00427255484883234	0.0419341901660426	0.0408022129535307	0.0416153827333206	0.00231662147322939	0.00352066993915819	0.00240010509609152	0.0399663684361787	0.0395013997355639	0.0391458061238717	0.0399663684361788	0.0395013997355639	0.00128000350848653	0.00118371647108886	0.00108362796507984	0.0383099616065198	0.00168855559557979	0.00176592063821182	0.00128391461251611	0.00212356968379361	0.000151496410330228	0.00083584451735194	0.00128772516644167	0.000783880182490044	0.000783880182490045	0.000100695171288599	0.000835844517351941	0.00130081321796691	0.000835844517351941	0.000783880182490044	0.000151496410330228	0.000835844517351941	0.000835844517351941	0.0373778300517702	0.000835844517351941	0.000783880182490045	0.00130081321796691	0.0373778300517702	0.000932131554749614	0.0373778300517702	0.000852711078227848	0.000852711078227848	0.000151496410330228	0.000151496410330228	0.000835844517351941	0.000783880182490045	0.000151496410330228	0.00128772516644167	0.00128772516644167
"Andryala_pinnatifida"	0.0357882851353709	0.0530815136726898	0.0390243965390072	1.09759792890605	0.0177420949614917	0.0131472295267307	0.0130204423951177	0.00232962256046639	0.0157743054336456	0.00224554412439229	0.000752692735460973	0.00545034391548333	0.00366346913221892	0.0019343499020488	0.00198058744734731	0.00215426549137436	0.00672710221289667	0.0019343499020488	0.0040255408262455	0.00199306571874421	0.00199306571874421	0.000357537680685775	0.00199306571874421	0.00404163134652376	0.000263946488574083	0.00199306571874421	0.000389540220437919	0.00167040341347471	0.000263946488574083	0.0534529092311909	0.055805840124838	0.00422314381718533	0.0484018947543477	0.0484995761582852	0.048306489914946	0.00511226222718171	0.0473403649415246	0.0456585893883004	0.0028603014454862	0.00233724132262751	0.0444186457585659	0.0442754196843823	0.0449130001146469	0.00344328443037546	0.00285286135350645	0.0449130001146469	0.00344328443037547	0.00118071621595137	0.00111984662771894	0.00097286047334787	0.00210727207985289	0.00146894718449343	0.00193544831159858	0.00124073613549039	0.00214247121240855	0.000166401611461885	0.000745589273653559	0.00139688193875499	0.000657361476336532	0.000657361476336533	0.000125448789243496	0.00074558927365356	0.0422153049579249	0.00074558927365356	0.000657361476336532	0.000166401611461885	0.00074558927365356	0.00074558927365356	0.00130081321796691	0.000745589273653559	0.000657361476336533	0.042215304957925	0.00130081321796691	0.000806458861885986	0.00130081321796691	0.000723357910839871	0.000723357910839871	0.000166401611461885	0.000166401611461885	0.00074558927365356	0.000657361476336533	0.000166401611461885	0.00139688193875499	0.00139688193875499
"Geranium_canariense"	0.0326380508141084	0.0270078712768663	0.0279639466424884	0.0209679304090356	1.09799867197641	0.00582166225436778	0.0105714310671635	0.0180756578337413	0.01772463461432	0.0160309876754378	0.00909742241063245	0.00251536176027072	0.00423200713043225	0.00581376883898566	0.00236566869303723	0.00237387510975557	0.00256113938976929	0.00581376883898566	0.000289365974779295	0.00218418257869999	0.00218418257869999	0.000241402185789538	0.00218418257869999	0.00465941175107912	0.00376594428725341	0.00218418257869999	0.000252853244839085	0.00204782455173225	0.00376594428725341	0.0655303856554321	0.0611571122035999	0.0602551085960545	0.00463650854199017	0.0559129410129494	0.00347239169735154	0.0548803150699161	0.00376956811069289	0.00312928326325057	0.0019312174863163	0.00151711946903451	0.0514262228609226	0.00296347113837324	0.00244932387128997	0.00232282440136458	0.0515211214910924	0.00244932387128998	0.00232282440136458	0.0525808618236218	0.00335179067120022	0.0512001489610781	0.0508411620991318	0.00126726111791412	0.00130420223209327	0.0012713765652199	0.00139069284661497	0.00129111841669581	0.000679959391960591	0.000710733454654377	0.000291083112718389	0.000291083112718389	0.00151623706843874	0.000679959391960591	0.000806458861885985	0.000679959391960591	0.000291083112718389	0.0012911184166958	0.000679959391960591	0.000679959391960591	0.000932131554749613	0.000679959391960591	0.000291083112718389	0.000806458861885985	0.000932131554749614	0.0499090305443822	0.000932131554749613	0.00058730172595353	0.00058730172595353	0.00129111841669581	0.00129111841669581	0.000679959391960592	0.000291083112718389	0.00129111841669581	0.000710733454654377	0.000710733454654377
"Laurus_azorica"	0.0134322983693852	0.0182828199128092	0.0235164054747013	0.0170913983847499	0.00640382847980455	1.16874035022321	0.0246772826806751	0.00273124493371914	0.00546026575231958	0.00247059303328114	0.0004305728733463	0.00707905626359672	0.00464532518044245	0.00227085525368817	0.00233806880248333	0.00239174541326961	0.0028139142259024	0.00227085525368817	0.00536785618771515	0.00252334556545488	0.00252334556545488	0.00807891437901027	0.00252334556545488	0.000188211576022132	0.000148875638700601	0.00252334556545488	0.000138357525304175	0.00212197961498757	0.000148875638700601	0.0679033476796023	0.0706536758327367	0.00238201021920962	0.0637799497739857	0.00225853891226558	0.0644142742525819	0.00294979394240209	0.00290568660447514	0.00220220804799954	0.0646313150320822	0.000830145151825048	0.00142957142886569	0.00139222317172535	0.00192236849863735	0.00154484657166301	0.00135480284457062	0.00192236849863735	0.00154484657166301	0.000702848618265245	0.000691605054909049	0.00048617203655547	0.00107496329520843	0.00165079969828859	0.00107906319312817	0.000864356749983022	0.000760966389172961	0.000195088923837081	0.000279839549362192	0.000481126839810769	0.0584370175111605	0.0584370175111606	7.17621455577167e-05	0.000279839549362192	0.000657361476336532	0.000279839549362192	0.0584370175111605	0.000195088923837081	0.000279839549362192	0.000279839549362192	0.000783880182490045	0.000279839549362192	0.0584370175111606	0.000657361476336533	0.000783880182490045	0.000291083112718389	0.000783880182490044	0.00137096014892639	0.00137096014892639	0.000195088923837081	0.000195088923837081	0.000279839549362192	0.0584370175111606	0.000195088923837081	0.000481126839810769	0.000481126839810769
"Senecio_steetzii"	0.037902894037113	0.0258999693772096	0.0255813323468355	0.0188073056818367	0.0129206379709777	0.0274192029785279	1.10649041039397	0.00302699636932121	0.0115080948625295	0.00286889313078466	0.00629879829649142	0.00755261011259006	0.00499690012789534	0.00259789575533333	0.00264852615651295	0.00261970869404157	0.00309338137255631	0.00259789575533333	0.00566089536920274	0.00271131776260775	0.00271131776260775	0.00849271475913149	0.00271131776260775	0.000325294722546338	0.000312313390045738	0.00271131776260775	0.000267494866777946	0.00228558236528759	0.000312313390045738	0.073138635689203	0.0759168973530173	0.00499701424073181	0.0677780928997522	0.00390353667055606	0.0679307444304329	0.0655390205808568	0.0038206360994855	0.00304729075634642	0.0679417180730519	0.00160496920066768	0.00199223777829892	0.00247200944182384	0.00225764713057324	0.00232393284550655	0.00222965642995456	0.00225764713057324	0.00232393284550655	0.00106545058108431	0.00126779248090396	0.000803515752333617	0.00144001280418138	0.0622613330921051	0.00133650531501591	0.00145177516490142	0.0014712217672787	0.000216214026380086	0.000789643625773186	0.000681578141505516	0.00137096014892639	0.00137096014892639	0.0010497997160819	0.000789643625773187	0.000723357910839871	0.000789643625773186	0.00137096014892639	0.000216214026380086	0.000789643625773187	0.000789643625773187	0.000852711078227848	0.000789643625773186	0.00137096014892639	0.000723357910839872	0.000852711078227848	0.00058730172595353	0.000852711078227848	0.0614716894663319	0.0614716894663319	0.000216214026380086	0.000216214026380086	0.000789643625773187	0.00137096014892639	0.000216214026380086	0.000681578141505516	0.000681578141505516
"Sonchus_cf._ortunoi"	0.00547732201209901	0.00490743692666329	0.00454489230990684	0.00432644189800902	0.0284046051673077	0.00390177847674163	0.00389185247484156	1.24865814334845	0.0038768592409134	0.00372494810909709	0.000446128032595457	0.000201149195765062	0.00319132462350613	0.00329317808432669	0.00329787323999827	0.00330188182713571	0.00018893474587378	0.00329317808432669	7.46386129588465e-05	0.000128096179820772	0.000128096179820772	7.50399147396527e-05	0.000128096179820772	0.000175986572507536	0.000229949640641327	0.000128096179820772	4.42279913217305e-05	0.00306322844368537	0.000229949640641327	0.0980233101979317	0.00358669303498162	0.00367919425026123	0.00102274222322006	0.00211183887009043	0.000895663355506159	0.0021480126708541	0.000608385660530076	0.00056115197406163	0.000600319317917222	0.000265367947930383	0.00158666310517515	0.000603584090123398	0.000447041098809568	0.000394750362599746	0.0015567257022781	0.000447041098809568	0.000394750362599746	0.00191194310154532	0.000734935560101576	0.0904809857987278	0.00144261482702603	0.000330324901632149	0.000954613533801382	0.000938579185251629	0.000243253952269518	0.0891898673820319	0.000114110875252063	0.000129143077017455	0.000195088923837081	0.000195088923837081	7.43546720992429e-05	0.000114110875252063	0.000166401611461885	0.000114110875252063	0.000195088923837081	0.0891898673820318	0.000114110875252063	0.000114110875252063	0.000151496410330228	0.000114110875252063	0.000195088923837081	0.000166401611461885	0.000151496410330228	0.0012911184166958	0.000151496410330228	0.000216214026380086	0.000216214026380086	0.0891898673820319	0.0891898673820319	0.000114110875252063	0.000195088923837081	0.0891898673820319	0.000129143077017455	0.000129143077017455
"Echium_plantagineum"	0.0527714175457766	0.0288532964185653	0.00790342082318017	0.0341776617728989	0.0324951634595866	0.00910044292053263	0.0172621422937942	0.00452300244773231	1.04416398649924	0.00426480727789881	0.0155957792846872	0.00414773157122093	0.00699247834816018	0.00973577960442421	0.00377615301362728	0.00368545774481903	0.00417523435172392	0.00973577960442421	0.000326200012085797	0.00372718603093553	0.00372718603093553	0.000223663654934679	0.00372718603093553	0.00797077788567913	0.00647048728719957	0.00372718603093553	0.000337945782977536	0.00326529231722465	0.00647048728719957	0.104489354151189	0.104361208866195	0.103527796595193	0.00588763756399558	0.0956493346281496	0.00391440014502956	0.0939077246851649	0.00448048320788391	0.00343667461995293	0.00178930923947743	0.00202767469786522	0.00355087561150324	0.0894275955266105	0.00233727008774924	0.00212214916714912	0.00283990477750302	0.00233727008774925	0.00212214916714913	0.0021878540975098	0.00181020574518681	0.00180012448793612	0.00174050024529934	0.00205841243741447	0.00168066171037753	0.0020434427856105	0.00185870180637645	0.00032307160340945	0.00109940453220368	0.00075929727417277	0.000455022146026631	0.000455022146026632	0.00259929654744787	0.00109940453220368	0.0013145254528038	0.00109940453220368	0.000455022146026631	0.00032307160340945	0.00109940453220368	0.00109940453220368	0.000263447360772672	0.00109940453220368	0.000455022146026632	0.0013145254528038	0.000263447360772672	0.00147705288452667	0.000263447360772672	0.000959007905210788	0.000959007905210789	0.00032307160340945	0.00032307160340945	0.00109940453220368	0.000455022146026632	0.00032307160340945	0.000759297274172771	0.000759297274172771
"Cistus_monspeliensis"	0.0633599991052983	0.0117592116097967	0.0104361586121075	0.00973069120569993	0.0587802881432718	0.00823531011093714	0.00860667939235397	0.0086915455878932	0.0085296145557976	1.09888830294534	0.00112157703930649	0.000557451625712825	0.00663228154664792	0.00687133518974767	0.00708940787209305	0.00681992866029025	0.00056525116361749	0.00687133518974767	0.000167086661354769	0.000315961661900794	0.000315961661900794	0.000165038175255273	0.000315961661900794	0.000468377631717255	0.000555015305000537	0.000315961661900794	0.000296264166992781	0.00631631988474714	0.000555015305000537	0.202122236311908	0.00884692653322223	0.0088802448800086	0.00338085949336843	0.00562053158060706	0.00200503993625723	0.00567716377236491	0.00249289501716697	0.00235158222626259	0.00132030540204219	0.00177758500195669	0.00335554157040493	0.00240505854840889	0.00103158224490221	0.00197732487219721	0.00433970321433693	0.00103158224490221	0.00197732487219721	0.18581988177013	0.184468050472251	0.00329265596408914	0.00301970323297654	0.00179814883649116	0.00201443510217248	0.00309235194938364	0.0016294529184603	0.000620824684849514	0.00131999998136038	0.000309452937099914	0.000411765505546857	0.000411765505546857	0.000186929506551081	0.00131999998136038	0.000374257354065382	0.00131999998136038	0.000411765505546857	0.000620824684849514	0.00131999998136038	0.00131999998136038	0.000347871953736918	0.00131999998136038	0.000411765505546857	0.000374257354065382	0.000347871953736918	0.00267183127923963	0.000347871953736918	0.000478148855130776	0.000478148855130776	0.000620824684849514	0.000620824684849514	0.00131999998136038	0.000411765505546857	0.000620824684849514	0.000309452937099914	0.000309452937099914
