"Dracaena_reflexa"	"Stillingia_lineata"	"Myonima_violacea"	"Psiadia_terebinthina"	"Bertiera_zaluzania"	"Erythroxylum_macrocarpum"	"Homalanthus_populifolius"	"Croton_fothergillifolius"	"Molinaea_alternifolia"	"Olea_lancea"	"Psidium_cattleianum"	"Faujasiopsis_flexuosa"	"Claoxylon_linostachys"	"Aphloia_theiformis"	"Flagellaria_indica"	"Chassalia_coriacea"	"Antirhea_borbonica"	"Chaetocnema_sp1_M_PL_075"	"Stomorhina_lunata"	"Apis_mellifera"	"Technomyrmex_albipes"	"Dysauxes_florida"	"Allograpta_nasuta"	"Ophyra_capensis"	"Dioxyna_sororcula"	"Pachycerina_crinicornis"	"Ischiodon_aegyptius"	"Nacoleia_sp1_M_PL_075"	"Brachymyrmex_sp1_M_PL_075"	"Lygistorrhina_sp1_M_PL_075"	"Musca_domestica"	"Polistes_hebraeus"	"Melanostoma_bituberculatum"	"Panara_naso"	"Paragus_borbonicus"	"Chrysomya_megacephala"	"Fannia_pusio"	"Melanostoma_annulipes"	"Cerambycidae_sp1_M_PL_075"	"Episyrphus_sp1_M_PL_075"	"Eristalinus_flaveolus"	"Ornidia_obesa"	"Stomoxys_calcitrans"	"Agathidinae_sp1_M_PL_075"	"Cerambycidae_sp2_M_PL_075"	"Eumolpinae_sp1_M_PL_075"	"Eumolpinae_sp2_M_PL_075"	"Gelechioidea_sp1_M_PL_075"	"Henotesia_narcissus"	"Leptotes_pirithous"	"Mauritiborium_undulatus"	"Nacoleia_sp2_M_PL_075"	"Phorinia_sp1_M_PL_075"	"Stomoxys_niger"	"Syritta_sp1_M_PL_075"	"Villa_unifasciata"
"Dracaena_reflexa"	1.14129032969713	0.0110906630832114	0.0138299958589947	0.0113043960014331	0.0235712531871604	0.0341154408049978	0.0212396574488188	0.0203137428026876	0.0182666551399053	0.0102648841767719	0.00613279924948391	0.00274626635355806	0.000662299254882276	0.00307457285955023	0.00065786767919689	0.00645846355290131	0.00831404618265456	0.0106124204952387	0.0543332064905875	0.0485442192357372	0.00488513499158404	0.0493893285542035	0.0532839179928023	0.00180177541367593	0.00387428572202622	0.0515290056828643	0.0477111842105417	0.0469899805972259	0.000768333103277481	0.000878716312424526	0.00274493239678332	0.00267926739266491	0.00105290957647988	0.00229481919232871	0.000110383209147046	0.0438957819114279	0.00183159963978806	0.045223260501979	0.00131157790648211	0.0451141905116064	0.0438957819114279	0.00202586545742372	0.000768333103277481	0.000913332756995265	0.00101568714013438	0.00101568714013438	0.00121840860017849	0.00121840860017849	0.0438957819114279	0.000768333103277481	0.00121840860017849	0.00101568714013438	0.00121840860017849	0.0438957819114279	0.000504121049236883	0.00121840860017849
"Stillingia_lineata"	0.013107147280159	1.09571144885593	0.0112751804849991	0.0237322733633161	0.0162039789694893	0.0158780082024462	0.0354819674396173	0.0173802519412678	0.0346802364753353	0.00913617392137783	0.00997172216298932	0.0056234250377611	0.000855724363225121	0.0217657179575232	0.0121847853429038	0.00705661870608404	0.00328867282890763	0.0643013621063683	0.0648152604265918	0.0051639805982584	0.0541919162630004	0.00541919373599273	0.0599270164758178	0.0542597924255449	0.0059215908886366	0.057991586759904	0.00396263166376882	0.00219530185352718	0.000626398915833286	0.000769019643037472	0.0537567006458306	0.00607829770058938	0.0555719769375041	0.00174317483919661	0.000142620727204187	0.000504121049236883	0.0520226888220639	0.00272174401421296	0.0515002282401818	0.00107119277075282	0.000504121049236884	0.00226223410460994	0.000626398915833286	0.00173401182376677	0.000869012597063391	0.000869012597063391	0.000567071721515934	0.000567071721515935	0.000504121049236883	0.000626398915833286	0.000567071721515934	0.000869012597063391	0.000567071721515934	0.000504121049236883	0.0498050658570878	0.000567071721515934
"Myonima_violacea"	0.0199766606852145	0.0137807761483323	1.14336407034567	0.00802146742051215	0.0243655004982061	0.0130382469079308	0.00638865256653766	0.0157392715027745	0.0287964230192337	0.0113127103297045	0.013491166122136	0.00080244811131617	0.0188631726124843	0.00978412859199317	0.000681294220366214	0.00429720104123278	0.000630143209685131	0.0075827648500021	0.0109866475624949	0.0688828620684964	0.0681138026649778	0.0678545293353516	0.0724395202307739	0.00328923614079412	0.00625219503344966	0.00607619307981715	0.00441419882225141	0.00171283248083749	0.0635202261303152	0.0666640882323958	0.00246551085220357	0.0675321799674896	0.00201973854492399	0.00118185184882204	0.00314386210208072	0.000768333103277481	0.00102568970124189	0.00116762388868608	0.0011993608744413	0.00123398477856072	0.000768333103277481	0.00103861363389125	0.0635202261303152	0.00143982115096169	0.000786963575138724	0.000786963575138724	0.000465651675283242	0.000465651675283242	0.000768333103277481	0.0635202261303152	0.000465651675283242	0.000786963575138724	0.000465651675283242	0.000768333103277481	0.000626398915833286	0.000465651675283242
"Psiadia_terebinthina"	0.0209938782883758	0.0372935724280681	0.0103133152549442	1.06733524368691	0.0181647018471	0.0461575547047389	0.0241510954719673	0.031949375292387	0.0119289155234544	0.00894056039788206	0.0172125353209977	0.00789753478768963	0.00961151095364959	0.00531212828651066	0.0047004414576347	0.00666257213809515	0.00470839749293152	0.0904506531958028	0.0908673950545844	0.0043919133451255	0.00575951758585838	0.0821620820723566	0.0120766855135976	0.00295562419508056	0.0826683159479139	0.0859041546535231	0.00434986543338005	0.00358202499509745	0.000572961958608011	0.00217488045088294	0.00380105162626468	0.00355467730269433	0.00353428878331651	0.00275891278628034	0.00160191849227493	0.000807456857245222	0.00320460585009196	0.00231690032424318	0.077933394075016	0.00245594095384304	0.000807456857245223	0.0778867157885198	0.000572961958608011	0.000596445776172722	0.00159746876461935	0.00159746876461935	0.00164848409659782	0.00164848409659782	0.000807456857245222	0.000572961958608011	0.00164848409659782	0.00159746876461935	0.00164848409659782	0.000807456857245222	0.00169516238309401	0.00164848409659782
"Bertiera_zaluzania"	0.0437751844904407	0.0254633955234831	0.0313270720691221	0.0181647018471	1.04652149224245	0.0361680169991377	0.0163790080046662	0.0276264068558513	0.037892507391146	0.0169393670623303	0.00986835361340052	0.00430117003615105	0.00105323937548867	0.00534605711781486	0.000921807014366839	0.0104482167498003	0.00113733694058536	0.0127405891199885	0.0893292563730922	0.0821876352471925	0.0809253008345029	0.0821461029338271	0.0883886700291998	0.00372030957853339	0.00486486230370332	0.084328194568939	0.0796215363644986	0.00334931551987893	0.001740392892729	0.00191593278864378	0.00407574043909817	0.00529011076335321	0.0020561359625678	0.00303308435112639	0.000175539895914778	0.00168366094194003	0.00218111506954087	0.00270734894223167	0.00245490577261352	0.00297537583476637	0.00168366094194003	0.00258919359619064	0.001740392892729	0.0018946253695573	0.00138132034279257	0.00138132034279257	0.00129171489282635	0.00129171489282635	0.00168366094194003	0.001740392892729	0.00129171489282635	0.00138132034279257	0.00129171489282635	0.00168366094194003	0.00115742706924923	0.00129171489282635
"Erythroxylum_macrocarpum"	0.0316786236046408	0.0124755778733506	0.00838173015509836	0.0230787773523694	0.0180840084995688	1.15497747385288	0.011602496902486	0.0136244261480714	0.0145988050717182	0.00739317015766016	0.00761241737980807	0.00439457536097898	0.000580221248923768	0.00296630457358912	0.00251979284754186	0.0166778750893863	0.00268705721525795	0.0496868132938875	0.051266012342891	0.00462986169158151	0.003735599850615	0.0465546760670353	0.0507121725504605	0.00166780004680048	0.00391280673987486	0.0501608980179044	0.0444892592413366	0.00257139421139655	0.000465651675283242	0.000562355216770536	0.00202216803150722	0.0023276217385486	0.00156780800510004	0.0440288413429769	9.67035414872947e-05	0.00121840860017849	0.00129222777792131	0.00194356465658387	0.00221555581811375	0.0424676040949243	0.00121840860017849	0.0428976795913437	0.000465651675283242	0.000729940253585911	0.000681221307403569	0.000681221307403569	0.0412491954947458	0.0412491954947459	0.00121840860017849	0.000465651675283242	0.0412491954947458	0.000681221307403569	0.0412491954947459	0.00121840860017849	0.000567071721515934	0.0412491954947459
"Homalanthus_populifolius"	0.0345144433543306	0.0487877052294738	0.00718723413735487	0.0211322085379714	0.0143316320040829	0.0203043695793505	1.06908855789371	0.0225264949177576	0.0263513307806772	0.011576771298802	0.0188322919655723	0.0070900418361123	0.00842740884364912	0.00530315792435465	0.00434139255859982	0.00927111110755434	0.00426718136397697	0.080969128190238	0.0818310460409808	0.00551512032763554	0.00608449303559806	0.00611138164554263	0.0787043485985236	0.00419808424455427	0.0727416004184083	0.0762929338780596	0.00439388918628205	0.0035205986774333	0.000399290785408604	0.00180385892601679	0.070353224372367	0.00426298126154403	0.00396586584517037	0.00227034124099777	0.00140456814060819	0.00132747859055118	0.0690356578333331	0.0681455134589082	0.00372706643197404	0.00205263464695655	0.00132747859055118	0.00223459952340334	0.000399290785408604	0.00131756653903386	0.00112632474588788	0.00112632474588788	0.000725156056405376	0.000725156056405376	0.00132747859055118	0.000399290785408604	0.000725156056405376	0.00112632474588788	0.000725156056405376	0.00132747859055118	0.00221762296497608	0.000725156056405376
"Croton_fothergillifolius"	0.0264078656434939	0.0191182771353946	0.014165344352497	0.0223645627046709	0.0193384847990959	0.0190741966072999	0.0180211959342061	1.12132647461126	0.014971863932275	0.00690859629958836	0.0129742188036983	0.00595029999119725	0.00722970268651887	0.00395936607283898	0.00350580387885246	0.0048211755642812	0.0131959043161619	0.0689129428065224	0.0676294439998005	0.00479613879212796	0.0598522134421715	0.0615289848606517	0.00957364858356616	0.00211252655278201	0.0612924895691934	0.0635408878891778	0.00382682198694427	0.060380986949738	0.000786963575138723	0.00199191402289187	0.00274393053956502	0.00332789941122718	0.00224038432588138	0.0014847505681171	0.00120495044775315	0.00101568714013438	0.00199533734295127	0.00214201188602226	0.00246648136168274	0.00169690844753795	0.00101568714013438	0.00227869007202292	0.000786963575138724	0.00074859319661375	0.0560663237305632	0.0560663237305632	0.000681221307403569	0.000681221307403569	0.00101568714013438	0.000786963575138724	0.000681221307403569	0.0560663237305631	0.000681221307403569	0.00101568714013438	0.000869012597063391	0.000681221307403569
"Molinaea_alternifolia"	0.0237466516818769	0.0381482601228688	0.0259167807173104	0.00835024086641811	0.0265247551738022	0.0204383271004055	0.0210810646245418	0.014971863932275	1.08228459527493	0.0152663937536818	0.0171805467064233	0.00591568582256125	0.00092973356037284	0.0210309761941749	0.00389761314279947	0.00422196332381834	0.00342788133507257	0.0661774363178804	0.0697828928492368	0.060270308260471	0.059931281304646	0.00632275850388663	0.0664735421014696	0.0584771136117851	0.00453561577585814	0.0086381762696953	0.057652128143885	0.00251889628737716	0.00143982115096169	0.00159477674435716	0.0571658081265471	0.0599009776096224	0.0053372871337385	0.00143360080755563	0.000154955593395473	0.000913332756995265	0.00305157836280063	0.00223089929602912	0.00233045759993949	0.00164327301058117	0.000913332756995265	0.00132638602975863	0.00143982115096169	0.0541142297637465	0.00074859319661375	0.00074859319661375	0.000729940253585911	0.000729940253585911	0.000913332756995264	0.00143982115096169	0.000729940253585911	0.00074859319661375	0.00072994025358591	0.000913332756995265	0.00173401182376677	0.000729940253585911
"Olea_lancea"	0.0333608735745086	0.025124478283789	0.0254535982418352	0.0156459806962936	0.029643892359078	0.0258760955518105	0.0231535425976041	0.0172714907489709	0.0381659843842046	1.03344854475705	0.0212407729233671	0.0127113319900211	0.0010587425557169	0.00825223782521891	0.00728036634294208	0.00836970657690058	0.00727569392402389	0.145524701679839	0.146317747746137	0.135903987509942	0.00744540517083535	0.00771991105299216	0.142936280320659	0.00408185068753482	0.00572877538449025	0.0102898915104517	0.00623297689380552	0.003965608540551	0.00141408879121306	0.00159054588383255	0.00449741737173271	0.00647799503091237	0.00399364305406011	0.00231909736585762	0.000176457092619484	0.00128311052209649	0.00258911815252248	0.00273020693444674	0.00225959178990749	0.002207256791804	0.00128311052209649	0.00204171631944278	0.00141408879121306	0.00190829921921023	0.000863574537448545	0.000863574537448545	0.000924146269707519	0.00092414626970752	0.00128311052209649	0.00141408879121306	0.000924146269707519	0.000863574537448544	0.000924146269707519	0.00128311052209649	0.00114202174017223	0.000924146269707519
