"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"C11"	"C12"	"C13"	"C14"
"R11"	0.014702922184144	0.014702922184144	0.019491770069878	0.019491770069878	0.019491770069878	0.019491770069878	0.0193512048353985	0.0376780260979238	0.0122802217716077	0.0183268212625253	1.03550012552645	0.019491770069878	0.019491770069878	0.019491770069878	0.0443486989819977	0.00158388210649992	0.00158388210649992	0.157211586763859	0.00158388210649992	0.157341057769932	0.160281642206761	0.00158388210649992	0.137386434111366	0.0108895028573888	0.00158388210649992	0.00158388210649992	0.00452446654332873	0.0186391809176432	0.0108895028573888
"R12"	0.0139375457521736	0.0139375457521736	0.0282095645345494	0.0282095645345494	0.0282095645345494	0.0282095645345494	0.00192773666845646	0.0207050724729051	0.0125852350827461	0.0187773358044486	0.019491770069878	1.02820956453455	0.0282095645345494	0.0282095645345494	0.0345041399887058	0.00123229071388235	0.00123229071388235	0.160994618764266	0.00123229071388235	0.161353418384518	0.164140927534953	0.00123229071388235	0.00571547412343527	0.00606651201513524	0.00123229071388235	0.00123229071388235	0.00401979986431707	0.150915659681613	0.00606651201513524
"R13"	0.0139375457521736	0.0139375457521736	0.0282095645345494	0.0282095645345494	0.0282095645345494	0.0282095645345494	0.00192773666845646	0.0207050724729051	0.0125852350827461	0.0187773358044486	0.019491770069878	0.0282095645345494	1.02820956453455	0.0282095645345494	0.0345041399887058	0.00123229071388235	0.00123229071388235	0.160994618764266	0.00123229071388235	0.161353418384518	0.164140927534953	0.00123229071388235	0.00571547412343527	0.00606651201513524	0.00123229071388235	0.00123229071388235	0.00401979986431707	0.150915659681613	0.00606651201513524
"R14"	0.0139375457521736	0.0139375457521736	0.0282095645345494	0.0282095645345494	0.0282095645345494	0.0282095645345494	0.00192773666845646	0.0207050724729051	0.0125852350827461	0.0187773358044486	0.019491770069878	0.0282095645345494	0.0282095645345494	1.02820956453455	0.0345041399887058	0.00123229071388235	0.00123229071388235	0.160994618764266	0.00123229071388235	0.161353418384518	0.164140927534953	0.00123229071388235	0.00571547412343527	0.00606651201513524	0.00123229071388235	0.00123229071388235	0.00401979986431707	0.150915659681613	0.00606651201513524
"R15"	0.0221065360911485	0.0221065360911485	0.00985832571105879	0.00985832571105879	0.00985832571105879	0.00985832571105879	0.0159999696989718	0.0227354555214997	0.00446672313771619	0.00673548582252788	0.0126710568519993	0.00985832571105879	0.00985832571105879	0.00985832571105879	1.15750329014091	0.0413394032193182	0.0413394032193182	0.0589878298051039	0.0413394032193182	0.0556832033713033	0.0601045105895329	0.0413394032193182	0.0474845682357717	0.0503219933475015	0.0413394032193182	0.0413394032193182	0.0457607104375479	0.0499654382164946	0.0503219933475015
"C1"	0.0110532680455743	0.0110532680455743	0.0049291628555294	0.0049291628555294	0.0049291628555294	0.0049291628555294	0.00799998484948588	0.0113677277607498	0.0022333615688581	0.00336774291126394	0.00633552842599967	0.0049291628555294	0.0049291628555294	0.0049291628555294	0.578751645070455	1.02066970160966	0.0206697016096591	0.029493914902552	0.0206697016096591	0.0278416016856516	0.0300522552947665	0.0206697016096591	0.0237422841178859	0.0251609966737508	0.0206697016096591	0.0206697016096591	0.022880355218774	0.0249827191082473	0.0251609966737508
"C2"	0.0110532680455743	0.0110532680455743	0.0049291628555294	0.0049291628555294	0.0049291628555294	0.0049291628555294	0.00799998484948588	0.0113677277607498	0.0022333615688581	0.00336774291126394	0.00633552842599967	0.0049291628555294	0.0049291628555294	0.0049291628555294	0.578751645070455	0.0206697016096591	1.02066970160966	0.0294939149025519	0.0206697016096591	0.0278416016856516	0.0300522552947665	0.0206697016096591	0.0237422841178859	0.0251609966737508	0.0206697016096591	0.0206697016096591	0.022880355218774	0.0249827191082473	0.0251609966737508
"C3"	0.049468516688554	0.049468516688554	0.0495368057736203	0.0495368057736203	0.0495368057736203	0.0495368057736203	0.00515518367625145	0.0518411477163262	0.00539154633949535	0.0466859640400747	0.0483727959273412	0.0495368057736203	0.0495368057736203	0.0495368057736203	0.0635253551747273	0.00226876268481169	0.00226876268481169	1.07365486021506	0.00226876268481169	0.0651090434622273	0.0750027467999381	0.00226876268481169	0.0134946550981318	0.0173417589449249	0.00226876268481169	0.00226876268481169	0.0121624660225225	0.0456134677367295	0.0173417589449249
"C4"	0.0110532680455743	0.0110532680455743	0.0049291628555294	0.0049291628555294	0.0049291628555294	0.0049291628555294	0.00799998484948588	0.0113677277607498	0.0022333615688581	0.00336774291126394	0.00633552842599967	0.0049291628555294	0.0049291628555294	0.0049291628555294	0.578751645070455	0.0206697016096591	0.0206697016096591	0.0294939149025519	1.02066970160966	0.0278416016856516	0.0300522552947665	0.0206697016096591	0.0237422841178859	0.0251609966737508	0.0206697016096591	0.0206697016096591	0.022880355218774	0.0249827191082473	0.0251609966737508
"C5"	0.00813038732293546	0.00813038732293546	0.0537844727948393	0.0537844727948393	0.0537844727948393	0.0537844727948393	0.00356116222720301	0.0542592883239618	0.0479852492858326	0.0506981260967588	0.052447019256644	0.0537844727948393	0.0537844727948393	0.0537844727948393	0.0649637372665205	0.0023201334738043	0.0023201334738043	0.0705347970840795	0.0023201334738043	1.08090503194095	0.0825311094055377	0.0023201334738043	0.0139911452790821	0.00906134533658871	0.0023201334738043	0.0023201334738043	0.00394621093839139	0.0493815471692887	0.00906134533658871
"C6"	0.0464221272336266	0.0464221272336266	0.0468974078671293	0.0468974078671293	0.0468974078671293	0.0468974078671293	0.00486216454556175	0.0490607085659629	0.0415198744918319	0.0441985440204012	0.0457947549162174	0.0468974078671293	0.0468974078671293	0.0468974078671293	0.0601045105895329	0.00214658966391189	0.00214658966391189	0.0696454077427996	0.00214658966391189	0.0707409509190323	1.08002537636576	0.00214658966391189	0.0127696871665296	0.0163297682487278	0.00214658966391189	0.00214658966391189	0.0114310151106372	0.04318182154765	0.0163297682487278
"C7"	0.0110532680455743	0.0110532680455743	0.0049291628555294	0.0049291628555294	0.0049291628555294	0.0049291628555294	0.00799998484948588	0.0113677277607498	0.0022333615688581	0.00336774291126394	0.00633552842599967	0.0049291628555294	0.0049291628555294	0.0049291628555294	0.578751645070455	0.0206697016096591	0.0206697016096591	0.0294939149025519	0.0206697016096591	0.0278416016856516	0.0300522552947665	1.02066970160966	0.0237422841178859	0.0251609966737508	0.0206697016096591	0.0206697016096591	0.022880355218774	0.0249827191082473	0.0251609966737508
"C8"	0.0136023462280362	0.0136023462280362	0.00571547412343527	0.00571547412343527	0.00571547412343527	0.00571547412343527	0.141231128234172	0.14626306417714	0.00334510405570146	0.00503193594296794	0.137386434111366	0.00571547412343527	0.00571547412343527	0.00571547412343527	0.166195988825201	0.00593557102947147	0.00593557102947147	0.0438576290689282	0.00593557102947147	0.0419734358372464	0.0446939050828536	0.00593557102947147	1.05883598534718	0.0443831503288689	0.00593557102947147	0.00593557102947147	0.00865604027507872	0.0109366108874773	0.0443831503288689
"C9"	0.119880611443124	0.119880611443124	0.00485320961210819	0.00485320961210819	0.00485320961210819	0.00485320961210819	0.116117053486083	0.120390340739107	0.00253911135853165	0.00427328725302414	0.00871160228591104	0.00485320961210819	0.00485320961210819	0.00485320961210819	0.140901581373004	0.00503219933475015	0.00503219933475015	0.0450885732568048	0.00503219933475015	0.0217472288078129	0.0457233510964377	0.00503219933475015	0.0355065202630952	1.05839369226598	0.00503219933475015	0.00503219933475015	0.029008321623375	0.00927875774534482	0.0583936922659811
"C10"	0.0110532680455743	0.0110532680455743	0.0049291628555294	0.0049291628555294	0.0049291628555294	0.0049291628555294	0.00799998484948589	0.0113677277607498	0.0022333615688581	0.00336774291126394	0.00633552842599967	0.0049291628555294	0.0049291628555294	0.0049291628555294	0.578751645070455	0.0206697016096591	0.0206697016096591	0.0294939149025519	0.0206697016096591	0.0278416016856516	0.0300522552947665	0.0206697016096591	0.0237422841178859	0.0251609966737508	1.02066970160966	0.0206697016096591	0.022880355218774	0.0249827191082473	0.0251609966737508
"C11"	0.0110532680455743	0.0110532680455743	0.0049291628555294	0.0049291628555294	0.0049291628555294	0.0049291628555294	0.00799998484948588	0.0113677277607498	0.0022333615688581	0.00336774291126394	0.00633552842599967	0.0049291628555294	0.0049291628555294	0.0049291628555294	0.578751645070455	0.0206697016096591	0.0206697016096591	0.0294939149025519	0.0206697016096591	0.0278416016856516	0.0300522552947665	0.0206697016096591	0.0237422841178859	0.0251609966737508	0.0206697016096591	1.02066970160966	0.022880355218774	0.0249827191082473	0.0251609966737508
"C12"	0.18779946714704	0.18779946714704	0.00535973315242276	0.00535973315242276	0.00535973315242276	0.00535973315242276	0.0111121139203048	0.0157020625988966	0.00256287100817143	0.00458994867859185	0.00603262205777164	0.00535973315242276	0.00535973315242276	0.00535973315242276	0.21354998204189	0.00762678507292465	0.00762678507292465	0.0527040194309308	0.00762678507292465	0.0157848437535656	0.0533447371829737	0.00762678507292465	0.0115413870334383	0.0483472027056249	0.00762678507292465	0.00762678507292465	1.04518667850233	0.0123165515812946	0.0483472027056249
"C13"	0.00747933477227273	0.00747933477227273	0.0754578298408065	0.0754578298408065	0.0754578298408065	0.0754578298408065	0.00184338289863544	0.0104794351769897	0.00578521054480867	0.00863605227835426	0.00931959045882159	0.0754578298408065	0.0754578298408065	0.0754578298408065	0.0874395168788656	0.00312283988853092	0.00312283988853091	0.0741218850721854	0.00312283988853091	0.074072320753933	0.0755681877083875	0.00312283988853091	0.00546830544373866	0.00579922359084051	0.00312283988853091	0.00312283988853091	0.00461870684298546	1.06914844099924	0.00579922359084051
"C14"	0.119880611443124	0.119880611443124	0.00485320961210819	0.00485320961210819	0.00485320961210819	0.00485320961210819	0.116117053486083	0.120390340739107	0.00253911135853165	0.00427328725302414	0.00871160228591103	0.00485320961210819	0.00485320961210819	0.00485320961210819	0.140901581373004	0.00503219933475015	0.00503219933475015	0.0450885732568048	0.00503219933475015	0.0217472288078129	0.0457233510964377	0.00503219933475015	0.0355065202630952	0.0583936922659811	0.00503219933475015	0.00503219933475015	0.029008321623375	0.00927875774534482	1.05839369226598
