"Medusagyne_oppositifolia"	"Nephrosperma_vanhoutteanum"	"Deckenia_nobilis"	"Psychotria_pervillei"	"Phoenicophorium_borsigianum"	"Erythroxylum_sechellarum"	"Syzygium_wrightii"	"Diospyros_seychellarum"	"Memecylon_eleagni"	"Mimusops_sechellarum"	"Canthium_bibracteatum"	"Timonius_sechellensis"	"Apis_mellifera"	"Lasioglossum_mahense"	"Ornidia_obesa"	"Nectarinia_dussumieri"	"Phelsuma_sp1_M_PL_088"	"Neophyllomyza_approximatonervis"	"Hemipyrellia_germana"	"Megachile_seychellensis"	"Geron_seychellarum"	"Unidentified_sp2_M_PL_088"	"Mabuya_sechellensis"	"Musca_domestica"	"Parasarcophaga_hirticeps"	"Rhiparida_seychellensis"	"Rhynchium_brunneum"	"Cratopus_aurostriatus"	"Eristalinus_vicarians"	"Hemipyrellia_sp1_M_PL_088"	"Lampides_boeticus"	"Lygistorrhina_sp1_M_PL_088"	"Scaptodrosophila_sp1_M_PL_088"	"Unidentified_sp1_M_PL_088"
"Medusagyne_oppositifolia"	1.21767270116335	0.0556886832550824	0.0148329021074634	0.0145593006531209	0.00691213169969595	0.00616332994433972	0.000324175027871726	0.00527125514743054	0.0050054273114841	0.000905769127200616	0.00571400474690843	0.00028365314938776	0.0785108025025625	0.00772459273610092	0.0736428705453319	0.00226922519510208	0.00497692782250285	0.00566861948339462	0.0699688452002588	0.00363817558915274	0.00309077804533757	0.0023203618022951	8.10437569679315e-05	0.0676484833979638	0.0699688452002588	0.000576010974974662	0.0676484833979637	0.000576010974974662	0.0676484833979637	0.0676484833979638	0.000770416243042465	0.0023203618022951	0.0676484833979638	0.0023203618022951
"Nephrosperma_vanhoutteanum"	0.0417665124413118	1.15256855976749	0.0226957164576804	0.0182409503726246	0.0246951953960384	0.023086678655594	0.000655063372990326	0.0169246534864524	0.00891638003405408	0.00741987498169343	0.0157905679160416	0.000573180451366536	0.0694969226274812	0.0606652786569948	0.0554611351463951	0.00458544361093229	0.0547735562426152	0.0549935030559001	0.050344051792607	0.052254853361925	0.0509095248222612	0.0480236899903119	0.000163765843247582	0.0023203618022951	0.050344051792607	0.00205793294966986	0.0023203618022951	0.00205793294966986	0.0023203618022951	0.0023203618022951	0.00288583483194925	0.0480236899903119	0.0023203618022951	0.0480236899903119
"Deckenia_nobilis"	0.0333740297417928	0.0680871493730411	1.05690571200169	0.0293261725618707	0.0448470602870148	0.0244119139337475	0.00133727116135721	0.0101799386141925	0.0214140558631561	0.0191030105433341	0.0231769069859503	0.00117011226618756	0.159020123607053	0.150955254619838	0.140470062891088	0.00936089812950045	0.143463186217173	0.0141028089823535	0.00469107732064297	0.00538194921075817	0.00588845379892848	0.00283696455721005	0.000334317790339302	0.00185411276343293	0.00469107732064297	0.0037372550239179	0.00185411276343293	0.0037372550239179	0.00185411276343293	0.00185411276343293	0.00305148924171843	0.00283696455721005	0.00185411276343293	0.00283696455721005
"Psychotria_pervillei"	0.0327584264695221	0.0547228511178739	0.0293261725618707	1.06311403128397	0.032242913426249	0.0116776520417869	0.0218785010721134	0.00975656204596125	0.0100128424637248	0.0208751364288765	0.0278245559832843	0.0191436884380992	0.154381449940995	0.0172331429373679	0.140655056858948	0.153149507504794	0.0138515839262185	0.142493708156476	0.00410003137821819	0.00471925930806839	0.00373982530180143	0.00228011879657808	0.00546962526802834	0.00181991258164012	0.00410003137821819	0.00268690945218742	0.00181991258164012	0.00268690945218742	0.00181991258164012	0.00181991258164012	0.00145970650522336	0.00228011879657808	0.00181991258164012	0.00228011879657808
"Phoenicophorium_borsigianum"	0.0103681975495439	0.0493903907920767	0.0298980401913432	0.0214952756174994	1.13650639312082	0.0179691039070673	0.00097408809319536	0.00745964569291598	0.0157700171783623	0.0138480865444331	0.0288017675645307	0.00085232708154594	0.116620822794443	0.111492990944052	0.00905810840074984	0.00681861665236752	0.103966075703098	0.104254003089347	0.00263394392464452	0.00392284437289886	0.00430407093805327	0.00205793294966986	0.00024352202329884	0.000576010974974662	0.00263394392464452	0.0947088660934016	0.000576010974974662	0.0947088660934017	0.000576010974974662	0.000576010974974662	0.00224613798838341	0.00205793294966986	0.000576010974974662	0.00205793294966986
"Erythroxylum_sechellarum"	0.0138674923747644	0.069260035966782	0.0244119139337475	0.0116776520417869	0.0269536558606009	1.12888112324591	0.000283189738186023	0.0104681110239019	0.0223270592336149	0.00131171486830365	0.0236435940248266	0.00024779102091277	0.163663116784572	0.158815966280331	0.0081674468219335	0.00198232816730216	0.008511390779127	0.0105322783296938	0.00365625107499171	0.00550286258792471	0.143995975237687	0.00288583483194925	7.07974345465057e-05	0.000770416243042466	0.00365625107499171	0.00224613798838341	0.000770416243042465	0.00224613798838341	0.000770416243042465	0.000770416243042465	0.141110140405738	0.00288583483194925	0.000770416243042465	0.00288583483194925
"Syzygium_wrightii"	0.00145878762542277	0.00393038023794196	0.00267454232271441	0.0437570021442267	0.00292226427958608	0.000566379476372045	1.19070049679478	0.000446528865476462	0.000472339939650271	0.043309042996177	0.00123263395554599	0.0418629346954358	0.00679822831030118	0.00113592706893579	0.00604875265858315	0.334903477563487	0.01156886640593	0.00608235212716576	0.000244809600215513	0.000275398059616697	0.000234563277794087	0.000163765843247582	0.297675124198696	8.10437569679316e-05	0.000244809600215513	0.00024352202329884	8.10437569679315e-05	0.00024352202329884	8.10437569679315e-05	8.10437569679316e-05	7.07974345465057e-05	0.000163765843247582	8.10437569679315e-05	0.000163765843247582
"Diospyros_seychellarum"	0.0237206481634374	0.101547920918715	0.020359877228385	0.0195131240919225	0.022378937078748	0.0209362220478037	0.000446528865476462	1.08521896338082	0.0179156603879188	0.00151829180731941	0.0193864466054915	0.000390712757291905	0.294029771879148	0.018968076735594	0.0105331023235092	0.00312570205833524	0.00902063240022008	0.011766289740581	0.00554897715847074	0.275535904216819	0.00684819112758857	0.00423116337161311	0.000111632216369116	0.00131781378685764	0.00554897715847074	0.001864911423229	0.00131781378685763	0.001864911423229	0.00131781378685763	0.00131781378685764	0.00261702775597546	0.00423116337161311	0.00131781378685764	0.00423116337161311
"Memecylon_eleagni"	0.0225244229016784	0.0534982802043245	0.0428281117263123	0.0200256849274496	0.0473100515350867	0.0446541184672298	0.000472339939650271	0.0179156603879188	1.0399105211088	0.00191374101244452	0.0418671036752457	0.000413297447193987	0.29229584150782	0.284062358967037	0.0113371764181048	0.0033063795775519	0.0120035485220042	0.0156526605315762	0.00348045183638454	0.00670801010549322	0.00781085981691725	0.00222909500851352	0.000118084984912568	0.00125135682787103	0.00348045183638454	0.00394250429459056	0.00125135682787102	0.00394250429459056	0.00125135682787102	0.00125135682787102	0.00558176480840373	0.00222909500851352	0.00125135682787102	0.00222909500851352
"Mimusops_sechellarum"	0.00407596107240277	0.0445192498901606	0.0382060210866683	0.041750272857753	0.0415442596332994	0.00262342973660729	0.0433090429961771	0.00151829180731941	0.00191374101244452	1.07267819922459	0.00329945139425195	0.037895412621655	0.01727381489411	0.0114490155532609	0.0120759477702762	0.30316330097324	0.278262292823514	0.0110856830544594	0.00208141102722351	0.00223454169725321	0.00218289746249927	0.00185496874542336	0.0108272607490443	0.000226442281800154	0.00208141102722351	0.00346202163610829	0.000226442281800154	0.00346202163610829	0.000226442281800154	0.000226442281800154	0.000327928717075911	0.00185496874542336	0.000226442281800154	0.00185496874542336
