"Eupatorium_lanigerum"	"Eryngium_stenophyllum"	"Senecio_bravensis"	"Baccharis_coridifolia"	"Senecio_madagascariensis"	"Lathyrus_pubescens"	"Eupatorium_tenacetifolium"	"Habranthus_gracilifolius"	"Hysterionica_pinifolia"	"Hypochaeris_rosengurtii"	"Achyrocline_satureoides"	"Habranthus_andersoni"	"Oxalis_articulata"	"Sonchus_oleraceus"	"Cerastium_mollissimum"	"Gnaphalium_cheirantifolium"	"Rodophiala_bifidum"	"Astylus_quadrilineatus"	"Augochlora_semiramis"	"Unidentified_sp15_M_PL_072_05"	"Allograpta_sp1_M_PL_072_05"	"Toxomerus_sp1_M_PL_072_05"	"Unidentified_sp1_M_PL_072_05"	"Apis_mellifera"	"Euptoieta_claudia_hortensia"	"Lucilia_sericata"	"Palpada_sp1_M_PL_072_05"	"Vanessa_sp1_M_PL_072_05"	"Camponotus_sp1_M_PL_072_05"	"Chauliognathus_scriptus"	"Cochliomyia_macellaria"	"Platycheirus_sp1_M_PL_072_05"	"Unidentified_sp13_M_PL_072_05"	"Unidentified_sp4_M_PL_072_05"	"Unidentified_sp9_M_PL_072_05"	"Chilicola_sp1_M_PL_072_05"	"Chrysodina_sp1_M_PL_072_05"	"Colletes_sp1_M_PL_072_05"	"Eudesmia_australis"	"Lerodea_eufala"	"Neochrysis_sp1_M_PL_072_05"	"Parachytas_sp1_M_PL_072_05"	"Trichopoda_giacomelli"	"Unidentified_sp12_M_PL_072_05"	"Unidentified_sp18_M_PL_072_05"	"Unidentified_sp2_M_PL_072_05"	"Unidentified_sp3_M_PL_072_05"	"Xylocopa_ciliata"	"Augochlorella_ephyra"	"Bombus_bellicosus"	"Campsomeris_bistrimacula"	"Chauliognathus_sp1_M_PL_072_05"	"Chlorion_sp1_M_PL_072_05"	"Copestylum_sp1_M_PL_072_05"	"Corticea_immocerina"	"Dactylozodes_sp1_M_PL_072_05"	"Dialictus_sp1_M_PL_072_05"	"Discodon_sp1_M_PL_072_05"	"Eristalinus_taeniops"	"Eristalis_tenax"	"Halictillus_sp1_M_PL_072_05"	"Isodontia_sp1_M_PL_072_05"	"Mischocyttarus_drewseni"	"Polybia_scutellaris"	"Prionyx_sp1_M_PL_072_05"	"Pyrgus_sp1_M_PL_072_05"	"Sceliphron_asiaticum"	"Sphex_sp1_M_PL_072_05"	"Stenodynerus_sp1_M_PL_072_05"	"Strymon_eurytulus"	"Synanthedom_albicalcarata"	"Syritta_sp1_M_PL_072_05"	"Tatochila_autodice"	"Thespieus_catochra"	"Unidentified_sp10_M_PL_072_05"	"Unidentified_sp11_M_PL_072_05"	"Unidentified_sp14_M_PL_072_05"	"Unidentified_sp16_M_PL_072_05"	"Unidentified_sp17_M_PL_072_05"	"Unidentified_sp5_M_PL_072_05"	"Unidentified_sp6_M_PL_072_05"	"Unidentified_sp7_M_PL_072_05"	"Unidentified_sp8_M_PL_072_05"	"Villa_sp1_M_PL_072_05"
"Eupatorium_lanigerum"	1.18769166697957	0.0527127891296402	0.0266352887934694	0.0205873241351412	0.0106706076369496	0.00299913152411383	0.00357860442458973	0.00374714692968805	0.00602546295331122	0.00469509906671704	0.0019207473369002	0.00209120812450611	0.00385523836198428	0.000373389844878723	0.00289595361741591	0	0.0028536744744616	0.0046011371651429	0.0196733725226505	0.0191374955496753	0.0180363705168468	0.00300507323561296	0.0186483053248321	0.0170013098529476	0.0177263252141072	0.0178951224556682	0.0175338987370577	0.0175135684857202	0.0164977791265521	0.0171327427328399	0.0171941938032085	0.0173757217044955	0.0171220468467696	0.0167513822259381	0.0171941938032085	0.00130382416437568	0.0159277448957875	0.00152456598261035	0.00127096288322435	0.000950856279469207	0.0160504535734784	0.0160504535734784	0.0163705564730578	0.0160504535734784	0.0160504535734784	0.0160504535734784	0.00122157623537491	0.000343275088229166	0.000700928652459721	0.000249927627009485	0.00070092865245972	0.000823637330150628	0.0152268162433278	0.000823637330150628	0.0152268162433278	0.000447325553073717	0.0152268162433278	0.000700928652459722	0.0152268162433278	0.0152268162433278	0.000249927627009486	0.000823637330150629	0.0152268162433278	0.000823637330150629	0.0152268162433278	0.0152268162433278	0.00082363733015063	0.0152268162433278	0.0152268162433278	0.0152268162433278	0.00114374022973007	0.0152268162433278	0.000700928652459722	0.0152268162433278	0.000823637330150629	0.000823637330150628	0.000823637330150629	0.000823637330150629	0.0152268162433278	0.000823637330150629	0.0152268162433278	0	0.000700928652459722	0.0152268162433278
"Eryngium_stenophyllum"	0.0642437117517491	1.16467347178145	0.0312800115585755	0.0164840801879291	0.012553125077427	0.00564827324225251	0.0103989996929969	0.00409090378553477	0.00456582400337945	0.00439318008897673	0.00693193832175532	0.00365314072437045	0.00216216838410281	0.00171236003603813	0.000299417368920093	0	0.00024272732788045	0.0238026427931545	0.0219453644470913	0.0233902371299919	0.021654755497983	0.020899885396786	0.0213313287587308	0.0203155079625	0.00266710410809488	0.0207606007583083	0.0205770152071417	0.0207414703168903	0.0203215352883603	0.00263607135405814	0.0199374425593985	0.00179650421352056	0.0014563639672827	0.0198448185256456	0.0199374425593984	0.0199310075770239	0.00164679552906051	0.0190211811954949	0.0194978979582097	0.00129384763576426	0.0190216603267357	0.0190216603267357	0.00173941956281336	0.0190216603267358	0.0190216603267357	0.0190216603267357	0.00108209097361428	0.000898779445863908	0.00082315819890988	0.000470689436854375	0.00082315819890988	0.0181980229965851	0.000823637330150629	0.0181980229965851	0.000823637330150629	0.00129987496162462	0.00082363733015063	0.000823158198909882	0.000823637330150628	0.000823637330150629	0.000470689436854376	0.0181980229965851	0.000823637330150629	0.0181980229965851	0.000823637330150628	0.000823637330150629	0.0181980229965851	0.000823637330150628	0.000823637330150628	0.000823637330150629	0.000915782232662727	0.000823637330150629	0.000823158198909881	0.000823637330150629	0.0181980229965851	0.0181980229965851	0.0181980229965851	0.0181980229965851	0.000823637330150629	0.0181980229965851	0.000823637330150628	0	0.000823158198909881	0.000823637330150629
"Senecio_bravensis"	0.0546724348918583	0.0526821247302324	1.14073225805209	0.0123607761703411	0.0168462984473784	0.0174099528171692	0.00309308058806946	0.00630855460646604	0.00426303971311905	0.00667462822605546	0.00326389529236684	0.00569592560232874	0.000656382735483035	0.00281767299138324	0.00558549065476343	0	0.000270817814230541	0.0364617772650255	0.00411107931857701	0.0342493474423972	0.0341706452326465	0.0342851339068437	0.0327629465514898	0.0329941862015395	0.00251034233814627	0.0322300665873499	0.0326557948377847	0.0327466638320643	0.00191072192487829	0.00259094547165649	0.00221079663861078	0.0335129439285807	0.00162490688538325	0.0315433568001088	0.00221079663861077	0.00163913202200159	0.0307201986011989	0.030842428147649	0.00120979327241856	0.0314700993501699	0.0015240868513696	0.0015240868513696	0.00138763843970089	0.00152408685136961	0.0015240868513696	0.0015240868513696	0.00132144928994814	0.00215524764927657	0.0300192699487391	0.00145082940143076	0.0300192699487391	0.00082315819890988	0.000700928652459722	0.00082315819890988	0.000700928652459722	0.000386635073508683	0.000700928652459723	0.0300192699487392	0.000700928652459721	0.000700928652459722	0.00145082940143077	0.000823158198909881	0.000700928652459722	0.000823158198909882	0.000700928652459721	0.000700928652459722	0.000823158198909882	0.000700928652459721	0.000700928652459721	0.000700928652459722	0.00068670978724117	0.000700928652459722	0.0300192699487392	0.000700928652459722	0.000823158198909882	0.000823158198909881	0.000823158198909882	0.000823158198909881	0.000700928652459722	0.000823158198909881	0.000700928652459721	0	0.0300192699487392	0.000700928652459722
"Baccharis_coridifolia"	0.0892117379189452	0.0586100628904146	0.0260949719151645	1.10399728204015	0.02361655463104	0.00102573458124028	0.000929799931376044	0.00129822754261532	0.0132935816655854	0.00119035144164118	0.00622851436750421	0.000712178415289696	0.00626347639848947	0.000290592559413935	0.00033280909399477	0	0.000237457940464906	0.00401697686412892	0.0683071683651374	0.067323439936434	0.00461117361281639	0.00353714510386084	0.0657411122933963	0.00283171013140399	0.0045696989444908	0.0640794145851981	0.00294462415657416	0.00443312900899396	0.0021757474538148	0.0641638193246541	0.063392704797957	0.00199685456396862	0.00142474764278943	0.00274623224963397	0.0633927047979569	0.00247291082453878	0.00183045001697123	0.0016024920199039	0.00103200722408473	0.000772187669011193	0.00205952246239279	0.00205952246239279	0.0624769225652942	0.0020595224623928	0.00205952246239279	0.00205952246239279	0.00182397615102509	0.000158126021623507	0.000686709787241169	8.54778817700232e-05	0.000686709787241168	0.000915782232662726	0.00114374022973007	0.000915782232662726	0.00114374022973007	0.000116224991422006	0.00114374022973007	0.00068670978724117	0.00114374022973007	0.00114374022973007	8.54778817700234e-05	0.000915782232662727	0.00114374022973007	0.000915782232662728	0.00114374022973007	0.00114374022973007	0.000915782232662728	0.00114374022973007	0.00114374022973007	0.00114374022973007	0.0613331823355641	0.00114374022973007	0.00068670978724117	0.00114374022973007	0.000915782232662728	0.000915782232662727	0.000915782232662728	0.000915782232662728	0.00114374022973007	0.000915782232662728	0.00114374022973007	0	0.00068670978724117	0.00114374022973007
"Senecio_madagascariensis"	0.0594505282630048	0.0573857146396662	0.0457256672143129	0.03036414166848	1.0580815187181	0.0104915990470521	0.00665795297354339	0.0146332536925308	0.00871417585736326	0.0064857652472667	0.00752874986846217	0.0135778115018887	0.00742073730147778	0.00598720165598875	0.000357362416679584	0	0.000471153267517902	0.0863108251574805	0.0818674424549337	0.0820084806464649	0.0818338492954617	0.0803806667923615	0.00563831382451291	0.00373644500357017	0.00478760344186641	0.0045490418423425	0.00394310595752695	0.0784393964199894	0.00249108217271982	0.078026334356149	0.0033457348103869	0.00214417450007751	0.00282691960510741	0.0028621450829825	0.0033457348103869	0.00277883925836033	0.00196549329173771	0.00209995882320038	0.00172889591293771	0.00207760695254328	0.0016588380510269	0.00165883805102689	0.00244908301914211	0.0016588380510269	0.0016588380510269	0.0016588380510269	0.00291842869373676	0.00237110033458486	0.0012033070319556	0.000874299920587676	0.0012033070319556	0.000896651791244783	0.000762186259782113	0.000896651791244783	0.000762186259782113	0.000832244121692925	0.000762186259782114	0.0012033070319556	0.000762186259782113	0.000762186259782113	0.000874299920587678	0.000896651791244784	0.000762186259782113	0.000896651791244785	0.000762186259782112	0.000762186259782113	0.000896651791244785	0.000762186259782112	0.000762186259782113	0.000762186259782114	0.00168689675936	0.000762186259782114	0.0012033070319556	0.000762186259782114	0.000896651791244784	0.000896651791244783	0.000896651791244784	0.000896651791244784	0.000762186259782113	0.000896651791244784	0.000762186259782113	0	0.0012033070319556	0.000762186259782113
"Lathyrus_pubescens"	0.0194943549067399	0.0301241239586801	0.0551315172543691	0.00153860187186042	0.0122401988882275	1.17107533502338	0.00108197627131887	0.0116021667044533	0.000853673472969306	0.00108872563278043	0.000413026598019587	0.00105107616303683	0.000228065114306268	0.0267921359289171	0.0003092285506255	0	0.000309126993648391	0.0115235939259629	0.00184412032891929	0.00323448091715722	0.00330851542664151	0.101835700848878	0.00236363353118582	0.099761057717243	0.000595107361837287	0.00225692434706465	0.0023529007374247	0.0030457463858823	0.00085586409777872	0.00120970542936718	0.000806094945633885	0.001855371303753	0.00185476196189034	0.00217144646529463	0.000806094945633884	0.000573946086359272	0.00170075702844025	0.00192151883828514	0.000605936470769235	0.0990404406533792	0.000720617063863861	0.00072061706386386	0.000335405508779509	0.000720617063863863	0.000720617063863861	0.000720617063863861	0.00155698002217783	0.104287645234178	0.00145082940143076	0.0975896112519482	0.00145082940143076	0.000470689436854375	0.000249927627009486	0.000470689436854375	0.000249927627009486	0.000135247033914859	0.000249927627009486	0.00145082940143077	0.000249927627009485	0.000249927627009485	0.0975896112519485	0.000470689436854376	0.000249927627009485	0.000470689436854376	0.000249927627009485	0.000249927627009485	0.000470689436854376	0.000249927627009485	0.000249927627009485	0.000249927627009486	8.54778817700233e-05	0.000249927627009486	0.00145082940143077	0.000249927627009485	0.000470689436854376	0.000470689436854376	0.000470689436854376	0.000470689436854376	0.000249927627009485	0.000470689436854376	0.000249927627009485	0	0.00145082940143077	0.000249927627009485
"Eupatorium_tenacetifolium"	0.0348913931397498	0.0831919975439756	0.0146921327933299	0.0020920498455961	0.0116514177037009	0.00162296440697831	1.14092843715463	0.0106735890687649	0.00116547311924937	0.0103712486746214	0.000634720871472346	0.0101307619235492	0.000555927953920406	0.0102556764404791	0.000151629204833163	0	0.000323913488485333	0.153294158471528	0.00298033575619954	0.00324098491919003	0.00549877019078724	0.0039881998243367	0.00239574471953519	0.00226908262212187	0.00246053312723022	0.00225006057962902	0.00386237703397725	0.00296607970989994	0.144363255159027	0.00139579466618864	0.00186342550612034	0.000909775228998981	0.001943480930912	0.00213383558820702	0.00186342550612034	0.0014585551794927	0.000833960626582397	0.0016865100351333	0.143915929605953	0.000521882107423541	0.00174720051469833	0.00174720051469833	0.000563550544495721	0.00174720051469834	0.00174720051469833	0.00174720051469834	0.00147988277350179	0.00269916614403464	0.000386635073508682	0.000135247033914859	0.000386635073508681	0.00129987496162462	0.000447325553073716	0.00129987496162462	0.000447325553073716	0.142616054644329	0.000447325553073717	0.000386635073508682	0.000447325553073716	0.000447325553073716	0.000135247033914859	0.00129987496162462	0.000447325553073716	0.00129987496162462	0.000447325553073716	0.000447325553073716	0.00129987496162462	0.000447325553073715	0.000447325553073716	0.000447325553073716	0.000116224991422005	0.000447325553073716	0.000386635073508682	0.000447325553073716	0.00129987496162462	0.00129987496162462	0.00129987496162462	0.00129987496162462	0.000447325553073716	0.00129987496162462	0.000447325553073715	0	0.000386635073508682	0.000447325553073716
"Habranthus_gracilifolius"	0.0365346825644585	0.0327272302842782	0.0299656343807137	0.00292101197088447	0.0256081939619288	0.01740325005668	0.0106735890687649	1.08285123150914	0.0372382805074755	0.0105079906545182	0.000481259067198174	0.00976327018028879	0.00157694433980908	0.0101568084241259	0.000228538671276229	0	0.0246954176917916	0.146551043009662	0.00802021264218284	0.00388007558640391	0.00603829992184965	0.139935763787266	0.00658538917147248	0.00321859650326777	0.00726874629035076	0.00193060410803802	0.00351965744096414	0.00359748237677745	0.00231395497299847	0.00245982852060426	0.00114203478222977	0.00137123202765738	0.148172506150749	0.00176832566521111	0.00114203478222977	0.00063167773999139	0.00125696269201926	0.0012999322990001	0.00184556160678746	0.00223884016386492	0.000979756339402852	0.000979756339402851	0.000630671809037921	0.000979756339402855	0.000979756339402853	0.000979756339402853	0.140011189002077	0.00398947294408813	0.000788569325808253	0.00145027083805666	0.000788569325808253	0.000511362973191846	0.000468393366211006	0.000511362973191846	0.000468393366211006	0.00133419863359562	0.000468393366211007	0.000788569325808255	0.000468393366211006	0.000468393366211006	0.00145027083805667	0.000511362973191847	0.000468393366211006	0.000511362973191847	0.000468393366211006	0.000468393366211006	0.000511362973191847	0.000468393366211006	0.000468393366211006	0.000468393366211006	0.000162278442826915	0.000468393366211006	0.000788569325808254	0.000468393366211006	0.000511362973191847	0.000511362973191846	0.000511362973191847	0.000511362973191847	0.000468393366211006	0.000511362973191847	0.000468393366211006	0	0.000788569325808255	0.000468393366211006
"Hysterionica_pinifolia"	0.0587482637947844	0.0365265920270356	0.0202494386373155	0.029910558747567	0.0152498077503857	0.00128051020945396	0.00116547311924937	0.0372382805074757	1.07927310120704	0.0196307889041898	0.000574540411396554	0.000987899276124834	0.0305393579091823	0.000741624329239832	0.000233829606055233	0	0.000983266896836065	0.0106975282021128	0.146618857688131	0.00475139562694393	0.00319303763492783	0.00695437419428834	0.138427626192805	0.00196350001784738	0.146568958148038	0.00351848854192439	0.00512858898442453	0.00294606281589662	0.00146959500949251	0.00350415255953248	0.00298560857778451	0.0014029776363314	0.00589960138101639	0.00185679083372622	0.0029856085777845	0.00071436310327157	0.00128606283330378	0.00110360796456231	0.000716412140328603	0.000639589148261045	0.00132391086958633	0.00132391086958633	0.00241488057736207	0.00132391086958634	0.00132391086958633	0.00132391086958633	0.139563922714315	0.000292115266431121	0.000532879964139881	0.000106709184121163	0.00053287996413988	0.00057072800042243	0.000753182869163903	0.000570728000422431	0.000753182869163903	0.000145684139906172	0.000753182869163904	0.000532879964139882	0.000753182869163903	0.000753182869163903	0.000106709184121163	0.000570728000422431	0.000753182869163903	0.000570728000422432	0.000753182869163902	0.000753182869163903	0.000570728000422432	0.000753182869163902	0.000753182869163903	0.000753182869163904	0.00166169770819817	0.000753182869163904	0.000532879964139881	0.000753182869163903	0.000570728000422432	0.000570728000422431	0.000570728000422432	0.000570728000422432	0.000753182869163903	0.000570728000422431	0.000753182869163903	0	0.000532879964139881	0.000753182869163903
"Hypochaeris_rosengurtii"	0.0610362878673216	0.0468605876157518	0.0422726454316846	0.00357105432492353	0.0151334522436223	0.00217745126556086	0.0138283315661619	0.0140106542060243	0.0261743852055865	1.05746417661062	0.000554826732387687	0.0124914308535516	0.0243088685951806	0.0126439439357458	0.000344537190690076	0	0.000460699688522281	0.188933341947667	0.0121430812735938	0.00404521069487311	0.00683096981822388	0.00485838164159959	0.00609734128793004	0.00280860550242161	0.186375561245716	0.00282554313723173	0.178871180665395	0.00370811210483598	0.00324325463838586	0.00206186929260415	0.00171310509955583	0.00206722314414046	0.00276419813113368	0.00262715123029154	0.00171310509955582	0.000870903364593044	0.00189495454879542	0.00184463471917203	0.00246073812726636	0.00129389230980598	0.00151471319261563	0.00151471319261563	0.000980908418059703	0.00151471319261563	0.00151471319261563	0.00151471319261563	0.00502312992645135	0.00334244025606652	0.00111243803767591	0.000181454272130071	0.00111243803767591	0.000732196681496121	0.000782516511119507	0.000732196681496121	0.000782516511119507	0.00172854144577024	0.000782516511119508	0.00111243803767591	0.000782516511119506	0.000782516511119507	0.000181454272130072	0.000732196681496122	0.000782516511119507	0.000732196681496122	0.000782516511119506	0.000782516511119507	0.000732196681496123	0.000782516511119506	0.000782516511119507	0.000782516511119507	0.000198391906940196	0.000782516511119507	0.00111243803767591	0.000782516511119507	0.000732196681496122	0.000732196681496122	0.000732196681496122	0.000732196681496122	0.000782516511119507	0.000732196681496122	0.000782516511119507	0	0.00111243803767591	0.000782516511119507
