"Cnidoscolus_halteris"	"Tacinga_palmadora"	"Oxalis_psoraleoides"	"Melocactus_zehntneri"	"Melochia_tomentosa"	"Tabebuia_impetiginosa"	"Unidentified_sp1_M_PL_067"	"Cnidoscolus_obtusifolius"	"Cissus_simsiana"	"Bauhinia_cheilantha"	"Plumbago_scandens"	"Jatropha_mollissima"	"Encholirium_spectabile"	"Ipomoea_sp1_M_PL_067"	"Tacinga_inamoena"	"Ruellia_asperula"	"Allamanda_blanchetii"	"Cissus_verticillata"	"Pithecoseris_pacourinoides"	"Pilosocereus_sp1_M_PL_067"	"Ceiba_glaziovii"	"Conocliniopsis_prasiifolia"	"Dioclea_grandiflora"	"Hyptis_pectinata"	"Anadenanthera_macrocarpa"	"Caesalpinia_pyramidalis"	"Croton_blanchetianus"	"Pilosocereus_gounellei"	"Psidium_sp1_M_PL_067"	"Staelia_galioides"	"Walteria_rotundifolia"	"Chlorostilbon_lucidus"	"Eupetomena_macroura"	"Heliomaster_squamosus"	"Chrysolampis_mosquitus"	"Calliphlox_amethystina"
"Cnidoscolus_halteris"	1.05301310684148	0.0530131068414793	0.00280159720589947	0.00896720433314878	0.0253624514994053	0.0253624514994053	0.00280159720589947	0.00280159720589947	0.00280159720589947	0.0253624514994053	0.00896720433314878	0.0192439430432415	0.0150857127893126	0.00892010566206326	0.00896720433314878	0.00280159720589947	0.00892010566206326	0.00280159720589947	0.00280159720589947	0.00616560712724931	0.00892010566206326	0.00280159720589947	0.00892010566206326	0.00280159720589947	0.00280159720589947	0.00280159720589947	0.00611850845616379	0.00280159720589947	0.00280159720589947	0.00280159720589947	0.00280159720589947	0.162492637942169	0.135643356799485	0.134607186035603	0.123320864521113	0.110602621368296
"Tacinga_palmadora"	0.0530131068414793	1.05301310684148	0.00280159720589947	0.00896720433314878	0.0253624514994053	0.0253624514994053	0.00280159720589947	0.00280159720589947	0.00280159720589947	0.0253624514994053	0.00896720433314878	0.0192439430432415	0.0150857127893126	0.00892010566206326	0.00896720433314878	0.00280159720589947	0.00892010566206326	0.00280159720589947	0.00280159720589947	0.00616560712724931	0.00892010566206326	0.00280159720589947	0.00892010566206326	0.00280159720589947	0.00280159720589947	0.00280159720589947	0.00611850845616379	0.00280159720589947	0.00280159720589947	0.00280159720589947	0.00280159720589947	0.162492637942169	0.135643356799485	0.134607186035603	0.123320864521113	0.110602621368296
"Oxalis_psoraleoides"	0.0140079860294974	0.0140079860294974	1.0105361513377	0.0114916822887854	0.0133075867280225	0.0133075867280225	0.0105361513377017	0.0105361513377017	0.0105361513377017	0.0133075867280225	0.0114916822887854	0.0123120109600844	0.0124872580567234	0.0115317271056398	0.0114916822887854	0.0105361513377017	0.0115317271056398	0.0105361513377017	0.0105361513377017	0.000955530951083639	0.0115317271056398	0.0105361513377017	0.0115317271056398	0.0105361513377017	0.0105361513377017	0.0105361513377017	0.000995575767938059	0.0105361513377017	0.0105361513377017	0.0105361513377017	0.0105361513377017	0.611096777586701	0.0210216809238401	0.0219026668946373	0.00984394405558864	0.00280159720589947
"Melocactus_zehntneri"	0.0224180108328719	0.0224180108328719	0.00574584114439269	1.01892575489128	0.0212971102912284	0.0212971102912284	0.00574584114439269	0.00574584114439269	0.00574584114439269	0.0212971102912284	0.0189257548912761	0.0202461192017829	0.0199767459807215	0.00679683223383812	0.0189257548912761	0.00574584114439269	0.00679683223383812	0.00574584114439269	0.00574584114439269	0.0131799137468834	0.00679683223383812	0.00574584114439269	0.00679683223383812	0.00574584114439269	0.00574584114439269	0.00574584114439269	0.00105099108944543	0.00574584114439269	0.00574584114439269	0.00574584114439269	0.00574584114439269	0.333258786374776	0.289958102431434	0.0231218039677994	0.0158443717260822	0.00448360216657439
"Melochia_tomentosa"	0.0317030643742567	0.0317030643742567	0.00332689668200562	0.0106485551456142	1.03011791115554	0.0301179111555438	0.00332689668200562	0.00332689668200562	0.00332689668200562	0.0301179111555438	0.0106485551456142	0.0228521823638493	0.0179142839373087	0.0105926254737001	0.0106485551456142	0.00332689668200562	0.0105926254737001	0.00332689668200562	0.00332689668200562	0.00732165846360855	0.0105926254737001	0.00332689668200562	0.0105926254737001	0.00332689668200562	0.00332689668200562	0.00332689668200562	0.00726572879169451	0.00332689668200562	0.00332689668200562	0.00332689668200562	0.00332689668200562	0.192960007556326	0.161076486199388	0.159846033417279	0.146443526618822	0.00634061287485133
"Tabebuia_impetiginosa"	0.0317030643742567	0.0317030643742567	0.00332689668200562	0.0106485551456142	0.0301179111555438	1.03011791115554	0.00332689668200562	0.00332689668200562	0.00332689668200562	0.0301179111555438	0.0106485551456142	0.0228521823638493	0.0179142839373087	0.0105926254737001	0.0106485551456142	0.00332689668200562	0.0105926254737001	0.00332689668200562	0.00332689668200562	0.00732165846360855	0.0105926254737001	0.00332689668200562	0.0105926254737001	0.00332689668200562	0.00332689668200562	0.00332689668200562	0.00726572879169451	0.00332689668200562	0.00332689668200562	0.00332689668200562	0.00332689668200562	0.192960007556326	0.161076486199388	0.159846033417279	0.146443526618822	0.00634061287485133
"Unidentified_sp1_M_PL_067"	0.0140079860294974	0.0140079860294974	0.0105361513377017	0.0114916822887854	0.0133075867280225	0.0133075867280225	1.0105361513377	0.0105361513377017	0.0105361513377017	0.0133075867280225	0.0114916822887854	0.0123120109600844	0.0124872580567234	0.0115317271056398	0.0114916822887854	0.0105361513377017	0.0115317271056398	0.0105361513377017	0.0105361513377017	0.000955530951083639	0.0115317271056398	0.0105361513377017	0.0115317271056398	0.0105361513377017	0.0105361513377017	0.0105361513377017	0.000995575767938059	0.0105361513377017	0.0105361513377017	0.0105361513377017	0.0105361513377017	0.611096777586701	0.0210216809238401	0.0219026668946373	0.00984394405558864	0.00280159720589947
"Cnidoscolus_obtusifolius"	0.0140079860294974	0.0140079860294974	0.0105361513377017	0.0114916822887854	0.0133075867280225	0.0133075867280225	0.0105361513377017	1.0105361513377	0.0105361513377017	0.0133075867280225	0.0114916822887854	0.0123120109600844	0.0124872580567234	0.0115317271056398	0.0114916822887854	0.0105361513377017	0.0115317271056398	0.0105361513377017	0.0105361513377017	0.000955530951083639	0.0115317271056398	0.0105361513377017	0.0115317271056398	0.0105361513377017	0.0105361513377017	0.0105361513377017	0.000995575767938059	0.0105361513377017	0.0105361513377017	0.0105361513377017	0.0105361513377017	0.611096777586701	0.0210216809238401	0.0219026668946373	0.00984394405558864	0.00280159720589947
"Cissus_simsiana"	0.0140079860294974	0.0140079860294974	0.0105361513377017	0.0114916822887854	0.0133075867280225	0.0133075867280225	0.0105361513377017	0.0105361513377017	1.0105361513377	0.0133075867280225	0.0114916822887854	0.0123120109600844	0.0124872580567234	0.0115317271056398	0.0114916822887854	0.0105361513377017	0.0115317271056398	0.0105361513377017	0.0105361513377017	0.000955530951083639	0.0115317271056398	0.0105361513377017	0.0115317271056398	0.0105361513377017	0.0105361513377017	0.0105361513377017	0.000995575767938059	0.0105361513377017	0.0105361513377017	0.0105361513377017	0.0105361513377017	0.611096777586701	0.0210216809238401	0.0219026668946373	0.00984394405558864	0.00280159720589947
"Bauhinia_cheilantha"	0.0317030643742567	0.0317030643742567	0.00332689668200562	0.0106485551456142	0.0301179111555438	0.0301179111555438	0.00332689668200562	0.00332689668200562	0.00332689668200562	1.03011791115554	0.0106485551456142	0.0228521823638493	0.0179142839373087	0.0105926254737001	0.0106485551456142	0.00332689668200562	0.0105926254737001	0.00332689668200562	0.00332689668200562	0.00732165846360855	0.0105926254737001	0.00332689668200562	0.0105926254737001	0.00332689668200562	0.00332689668200562	0.00332689668200562	0.00726572879169451	0.00332689668200562	0.00332689668200562	0.00332689668200562	0.00332689668200562	0.192960007556326	0.161076486199388	0.159846033417279	0.146443526618822	0.00634061287485133
