"Nephrosperma_vanhoutteanum"	"Northea_hornei"	"Dillenia_ferruginea"	"Craterispermum_microdon"	"Erythroxylum_sechellarum"	"Syzygium_wrightii"	"Paragenipa_wrightii"	"Diospyros_seychellarum"	"Memecylon_eleagni"	"Soulamea_terminaloides"	"Excoecaria_benthiamiana"	"Apis_mellifera"	"Lasioglossum_mahense"	"Nectarinia_dussumieri"	"Rhiparida_seychellensis"	"Unidentified_sp1_M_PL_107"	"Hemipyrellia_germana"	"Neophyllomyza_approximatonervis"	"Tricimba_seychellensis"	"Phelsuma_sp1_M_PL_107"	"Unidentified_sp3_M_PL_107"	"Lygistorrhina_sp1_M_PL_107"	"Hemipyrellia_sp1_M_PL_107"	"Mabuya_sechellensis"	"Scaptodrosophila_sp1_M_PL_107"	"Dichaetomyia_fasciculifera"	"Melanostoma_annulipes"	"Unidentified_sp2_M_PL_107"	"Unidentified_sp4_M_PL_107"
"Nephrosperma_vanhoutteanum"	1.10592221544589	0.025307540399008	0.0299676156212675	0.0145705522109764	0.0145705522109764	0.0213976783929381	0.0145705522109764	0.051413796919735	0.0133563395267284	0.0359152158546843	0.00634127454015369	0.114142941722766	0.112241039785195	0.00408068426572882	0.0141736281541425	0.00485685073699214	0.0987381701879918	0.0921601846204908	0.102430537006249	0.00408068426572882	0.102430537006249	0.00428448307664458	0.00249730130177229	0.00140597446661155	0.00140597446661156	0.00140597446661156	0.00140597446661156	0.00249730130177229	0.00242842536849607
"Northea_hornei"	0.0168716935993387	1.19097377940387	0.025737919982656	0.00570353447661914	0.00570353447661914	0.0463469907799853	0.00570353447661914	0.0163369184452315	0.00522823993690088	0.0104279735731126	0.00429921418238201	0.0773858552828763	0.0148644120723018	0.0719585838143798	0.0714094420980577	0.00190117815887305	0.0755093849462126	0.00140597446661156	0.00450537993256629	0.0719585838143797	0.00450537993256628	0.00136140987043596	0.00214482666522133	0.0661652099668816	0.0661652099668816	0.0661652099668816	0.0661652099668816	0.00214482666522133	0.000950589079436523
"Dillenia_ferruginea"	0.0299676156212675	0.038606879973984	1.13335916519535	0.0147011614755358	0.0147011614755358	0.0222560101826824	0.0147011614755358	0.0299350818734088	0.0134760646859078	0.0152117221094423	0.0064173092646839	0.11551156676431	0.112940086739582	0.00492682793805663	0.101621300939192	0.00490038715851192	0.101870726339441	0.00249730130177229	0.00752717847613008	0.00492682793805663	0.00752717847613007	0.0024945901561174	0.0944465970996124	0.00214482666522133	0.00214482666522133	0.00214482666522133	0.00214482666522133	0.0944465970996125	0.00245019357925596
"Craterispermum_microdon"	0.0291411044219528	0.0171106034298574	0.0294023229510715	1.1184001245186	0.0274910336095094	0.0156182623228117	0.0274910336095094	0.0289393401006106	0.0252001141420503	0.00253342012103484	0.0120059741063251	0.216107533913851	0.211106240571603	0.00290287186978799	0.00623463102058251	0.00916367786983646	0.00778149081754002	0.00242842536849607	0.00526227373038609	0.00290287186978799	0.00526227373038609	0.00241161167505088	0.00245019357925596	0.000950589079436522	0.000950589079436523	0.000950589079436523	0.000950589079436523	0.00245019357925596	0.1864000207531
"Erythroxylum_sechellarum"	0.0291411044219528	0.0171106034298574	0.0294023229510715	0.0274910336095094	1.07294557906405	0.0156182623228117	0.0729455790640548	0.0289393401006106	0.0252001141420503	0.00253342012103484	0.0120059741063251	0.216107533913851	0.211106240571603	0.00290287186978799	0.00623463102058251	0.190981859688018	0.00778149081754002	0.00242842536849607	0.00526227373038609	0.00290287186978799	0.00526227373038609	0.00241161167505088	0.00245019357925596	0.000950589079436522	0.000950589079436523	0.000950589079436523	0.000950589079436523	0.00245019357925596	0.00458183893491823
"Syzygium_wrightii"	0.0320965175894072	0.104280729254967	0.0333840152740236	0.0117136967421088	0.0117136967421088	1.09976164876061	0.0117136967421088	0.0140280507031013	0.0107375553469331	0.00270599324353901	0.00119773293442839	0.021559192819711	0.152637158600075	0.143263579942574	0.0101953782195151	0.00390456558070293	0.148720291014527	0.00267470979911726	0.00429471289829887	0.143263579942574	0.00429471289829887	0.00116900422525844	0.0027820012728353	0.00579337384749816	0.00579337384749817	0.00579337384749817	0.00579337384749817	0.0027820012728353	0.00195228279035146
"Paragenipa_wrightii"	0.0291411044219528	0.0171106034298574	0.0294023229510715	0.0274910336095094	0.0729455790640548	0.0156182623228117	1.07294557906405	0.0289393401006106	0.0252001141420503	0.00253342012103484	0.0120059741063251	0.216107533913851	0.211106240571603	0.00290287186978799	0.00623463102058251	0.190981859688018	0.00778149081754002	0.00242842536849607	0.00526227373038609	0.00290287186978799	0.00526227373038609	0.00241161167505088	0.00245019357925596	0.000950589079436522	0.000950589079436523	0.000950589079436523	0.000950589079436523	0.00245019357925596	0.00458183893491823
"Diospyros_seychellarum"	0.0514137969197349	0.0245053776678472	0.0299350818734088	0.0144696700503053	0.0144696700503053	0.00935203380206752	0.0144696700503053	1.10725649849093	0.0132638642127798	0.0478569468410303	0.00634072337461657	0.114133020743098	0.110770253410612	0.0025304140956944	0.104103532707636	0.00482322335010176	0.00930948732845637	0.00428448307664458	0.104532015757727	0.0025304140956944	0.104532015757727	0.0922713748742444	0.0024945901561174	0.00136140987043596	0.00136140987043596	0.00136140987043596	0.00136140987043596	0.0024945901561174	0.00241161167505088
"Memecylon_eleagni"	0.0400690185801852	0.023527079716054	0.0404281940577234	0.0378001712130754	0.0378001712130754	0.0214751106938661	0.0378001712130754	0.0397915926383395	1.03465015694532	0.00348345266642291	0.016508214396197	0.297147859131545	0.290271080785955	0.00399144882095848	0.00857261765330095	0.0126000570710251	0.0106995498741175	0.0033390848816821	0.00723562637928088	0.00399144882095848	0.00723562637928088	0.00331596605319496	0.00336901617147695	0.00130705998422522	0.00130705998422522	0.00130705998422522	0.00130705998422522	0.00336901617147695	0.00630002853551257
"Soulamea_terminaloides"	0.0718304317093685	0.0312839207193379	0.0304234442188846	0.00253342012103484	0.00253342012103484	0.00360799099138534	0.00253342012103484	0.0957138936820606	0.00232230177761527	1.08940351300103	0.00114757687055045	0.020656383669908	0.0187955985130372	0.00218899446944194	0.193816692587435	0.000844473373678281	0.0107101507967964	0.00598586930911405	0.19552927928279	0.00218899446944194	0.19552927928279	0.00797615780683838	0.00253528701824038	0.00173799559551877	0.00173799559551877	0.00173799559551877	0.00173799559551877	0.00253528701824038	0.00042223668683914
"Excoecaria_benthiamiana"	0.0380476472409221	0.0386929276414381	0.0385038555881034	0.0360179223189752	0.0360179223189752	0.00479093173771356	0.0360179223189752	0.0380443402476994	0.0330164287923939	0.00344273061165134	1.03074070451649	0.553332681296747	0.0364115884145273	0.0027484735584052	0.00910241184611647	0.0120059741063251	0.00912776546082399	0.00317063727007684	0.00691478739266035	0.0027484735584052	0.00691478739266035	0.00317036168730828	0.00320865463234195	0.00214960709119101	0.00214960709119101	0.00214960709119101	0.00214960709119101	0.00320865463234195	0.00600298705316253
