"Euphorbia_obtusifolia"	"Argyranthemum_frutescens"	"Convolvulus_floridus"	"Euphorbia_canariensis"	"Lavandula_buchii"	"Galactites_tomentosa"	"Plocama_pendula"	"Bituminaria_bituminosa"	"Echium_plantagineum"	"Echium_aculeatum"	"Lotus_glaucus"	"Oxalis_pes-caprae"	"Scandix_pecten-veneris"	"Sideritis_argosphacelus"	"Ceballosia_fruticosa"	"Sideritis_nervosa"	"Fagonia_albiflora"	"Eucera_gracilipes"	"Lasioglossum_evylaeus"	"Amegilla_sp1_M_PL_058"	"Anthophora_alluardii"	"Apis_mellifera"	"Amegilla_canifrons"	"Anthophora_orotavae"	"Unidentified_sp1_M_PL_058"	"Unidentified_sp2_M_PL_058"	"Unidentified_sp3_M_PL_058"	"Amegilla_quadrifasciata"	"Lucilia_sp1_M_PL_058"	"Unidentified_sp4_M_PL_058"	"Unidentified_sp5_M_PL_058"	"Unidentified_sp6_M_PL_058"	"Hylaeus_sp1_M_PL_058"	"Unidentified_sp10_M_PL_058"	"Unidentified_sp11_M_PL_058"	"Unidentified_sp12_M_PL_058"	"Unidentified_sp13_M_PL_058"	"Unidentified_sp14_M_PL_058"	"Unidentified_sp7_M_PL_058"	"Unidentified_sp8_M_PL_058"	"Unidentified_sp9_M_PL_058"	"Andrena_vucana"	"Camponotus_rufoglaucus"	"Cyclyrius_webbianus"	"Macroglossum_stellatarum"	"Sphecodes_marginatus"	"Tachina_canariensis"	"Thysanoptera_sp1_M_PL_058"	"Unidentified_sp15_M_PL_058"	"Unidentified_sp16_M_PL_058"	"Unidentified_sp17_M_PL_058"	"Unidentified_sp18_M_PL_058"	"Unidentified_sp19_M_PL_058"	"Unidentified_sp20_M_PL_058"	"Unidentified_sp21_M_PL_058"	"Unidentified_sp22_M_PL_058"	"Unidentified_sp23_M_PL_058"	"Unidentified_sp24_M_PL_058"	"Unidentified_sp25_M_PL_058"	"Unidentified_sp26_M_PL_058"	"Unidentified_sp27_M_PL_058"	"Unidentified_sp28_M_PL_058"	"Unidentified_sp29_M_PL_058"	"Unidentified_sp30_M_PL_058"	"Unidentified_sp31_M_PL_058"	"Unidentified_sp32_M_PL_058"	"Unidentified_sp33_M_PL_058"	"Unidentified_sp34_M_PL_058"
"Euphorbia_obtusifolia"	1.13023642443084	0.0319677824303916	0.0381290436231878	0.0534781285227058	0.00826190641944563	0.011743252910417	0.021034888796412	0.00418593541302113	0.00414070011154234	0.00534868939762045	0.00248606031924063	0.00228681196975077	0.00581320992681673	0.00659875084491634	0.00239108929365837	0.0034426493578331	0.00178800956553138	0.0413956605285494	0.0430206345998446	0.0051391866780681	0.00205028856318504	0.0367019742522193	0.00205994206064572	0.00195868775971785	0.0383679772265164	0.0377858645243087	0.00429753648174768	0.000921755248870405	0.0366122096478616	0.00116008994330616	0.0366122096478616	0.00176083445222049	0.0354705031324904	0.0354705031324904	0.0343839542927489	0.0354705031324904	0.00148595261618136	0.0348309579283439	0.0348309579283438	0.0344108527105117	0.0348309579283438	0.00222825535511274	0.001168604933134	0.000344246100810234	0.000344246100810234	0.000398514882276396	0.00222825535511274	0.00114170651537113	0.000587162645520851	0.00114170651537113	0.00222825535511274	0.001168604933134	0.00114170651537113	0.00222825535511274	0.000228681196975077	0.00114170651537113	0.00114170651537113	0.000587162645520851	0.000726651240852091	0.000726651240852092	0.000726651240852091	0.0332422477773777	0.00158871015096616	0.00158871015096616	0.00158871015096616	0.00158871015096616	0.001168604933134	0.0332422477773777
"Argyranthemum_frutescens"	0.0388180215226183	1.15553008634837	0.0152011564397125	0.0250162646428941	0.0200248277806734	0.0132152066492756	0.0161240659154095	0.00762716258254136	0.00768065202219686	0.00579098370763429	0.00573147871750633	0.00298922299683671	0.000441950179421658	0.00456165892932008	0.00814764851872879	0.0041910598424409	0.00224188653775036	0.0496920157193133	0.050678505921954	0.0458253387898545	0.00356118758345398	0.00468192184870304	0.00328742873435564	0.00330655163930617	0.0450095243029995	0.00287267616624078	0.0441560360331535	0.00176888700575684	0.0434529825307908	0.00179405045634218	0.0434529825307907	0.00186656458050724	0.00218405087549172	0.00218405087549172	0.0424106381706702	0.00218405087549172	0.0421032994794938	0.00177508803369248	0.00177508803369248	0.0020374879551161	0.00177508803369248	0.00104234436012059	0.000895781439744971	0.000834367824194727	0.000834367824194727	0.00135794141978813	0.00104234436012059	0.041268931655299	0.000660760332463782	0.041268931655299	0.00104234436012059	0.000895781439744971	0.041268931655299	0.00104234436012059	0.000298922299683671	0.041268931655299	0.041268931655299	0.000660760332463781	5.52437724277073e-05	5.52437724277073e-05	5.52437724277073e-05	0.00114170651537113	0.000633381518321356	0.000633381518321356	0.000633381518321356	0.000633381518321356	0.000895781439744971	0.00114170651537113
"Convolvulus_floridus"	0.0540161451328494	0.017734682512998	1.15381798630797	0.0125333039432481	0.0100332023761496	0.00969686336263101	0.0132048543145312	0.00847384367878545	0.00853712649685941	0.00639660291029573	0.00633885132686707	0.00307730939657675	0.00787242048283924	0.0050562401128062	0.00935287469654409	0.00469465072568902	0.00249637555569667	0.0566640293457243	0.0571551544198009	0.0523031504866444	0.00341690731035059	0.00449689674070824	0.00288786589892568	0.00316989811630356	0.00396275885252836	0.051170733138455	0.0510015464147179	0.00143193467856269	0.00274431266692285	0.00121062420679546	0.00274431266692285	0.00182302682213111	0.0021109311486015	0.0021109311486015	0.00222209166928752	0.0021109311486015	0.00105143161732759	0.0496644595804648	0.0496644595804647	0.00232231316844012	0.0496644595804647	0.000522220997635339	0.000733603017473957	0.000418050099006233	0.000418050099006233	0.00155881244942402	0.000522220997635339	0.000633381518321356	0.00048484316813155	0.000633381518321356	0.000522220997635339	0.000733603017473957	0.000633381518321356	0.000522220997635339	0.000307730939657675	0.000633381518321356	0.000633381518321356	0.00048484316813155	0.000984052560354905	0.000984052560354905	0.000984052560354905	0.00158871015096616	0.0480757494294986	0.0480757494294986	0.0480757494294986	0.0480757494294986	0.000733603017473957	0.00158871015096616
"Euphorbia_canariensis"	0.0757606820738332	0.0291856420833765	0.0125333039432481	1.16660705264656	0.0038891445650329	0.00904451040949326	0.00982364005825608	0.00293737055062324	0.00284856423139401	0.00093609221423857	0.000712992639943161	0.0026126770701925	0.00805632996805567	0.00288036490897407	0.00267835756330842	0.00248108999912616	0.000345518407675305	0.00645986163721515	0.0555248613777222	0.00282590828569324	0.0010703851144819	0.00384194118185695	0.00101656204871871	0.000970621908593374	0.052877210210329	0.0523661447923618	0.00255671606598822	0.000668096276447557	0.0518792269088401	0.000875540917703618	0.0518792269088401	0.00105705201331503	0.0508368825487195	0.0508368825487195	0.00327059971523333	0.0508368825487195	0.00120439205033029	0.00275047635274808	0.00275047635274808	0.00277401313612697	0.00275047635274808	0.0486086271936067	0.000545757781014227	0.000162047690209704	0.000162047690209704	0.00044639292721807	0.0486086271936068	0.00104234436012059	0.000452225520474663	0.00104234436012059	0.0486086271936067	0.000545757781014226	0.00104234436012059	0.0486086271936067	0.00026126770701925	0.00104234436012059	0.00104234436012059	0.000452225520474663	0.00100704124600696	0.00100704124600696	0.00100704124600696	0.00222825535511274	0.000522220997635339	0.000522220997635339	0.000522220997635339	0.000522220997635339	0.000545757781014226	0.00222825535511274
"Lavandula_buchii"	0.011704367427548	0.0233622990774524	0.0100332023761496	0.0038891445650329	1.1022264715892	0.0286907585839153	0.0107333426089304	0.0220402897113027	0.0236305557620073	0.0202779488225225	0.0213470722963354	0.0249122183376835	0.000144995120004105	0.00972485008169191	0.00280696499444417	0.0100461677223911	0.00776268425671917	0.0623526462604824	0.0593705701074689	0.0565814647366085	0.0563857307179801	0.0515445849669604	0.0534923560041323	0.0536450555439292	0.00337149635601768	0.000942468280026685	0.00231654223388224	0.050254015625927	0.00134066161521467	0.0498518627458476	0.00134066161521467	0.00448683499868248	0.000506293791019938	0.000506293791019938	0.00117861392500496	0.000506293791019938	0.0467604708070782	0.000762296199816467	0.000762296199816466	0.000940542912417481	0.000762296199816467	0.000162047690209704	0.000596296811607247	0.0459261029828835	0.0459261029828834	0.000467827499074029	0.000162047690209704	0.000834367824194728	0.00143453792919576	0.000834367824194728	0.000162047690209704	0.000596296811607247	0.000834367824194727	0.000162047690209704	0.00249122183376835	0.000834367824194727	0.000834367824194727	0.00143453792919576	1.81243900005132e-05	1.81243900005132e-05	1.81243900005132e-05	0.000344246100810234	0.000418050099006233	0.000418050099006233	0.000418050099006233	0.000418050099006233	0.000596296811607248	0.000344246100810234
"Galactites_tomentosa"	0.0199635299477089	0.0185012893089859	0.0116362360351572	0.0108534124913919	0.0344289103006983	1.10103577681509	0.0186106872717085	0.0207648115734868	0.0168314935616354	0.0188062807251491	0.0142016406207079	0.0145623047807381	0.000239095111235618	0.0204252250823115	0.00323977033934871	0.00593136115445358	0.00330150821352608	0.0700539279303088	0.0683761764641149	0.0640657478330581	0.00932458596978213	0.0625411976939254	0.0611897433680055	0.00607126370052663	0.0577858644098642	0.00155411822303152	0.00271949229447059	0.0046211693717268	0.0017001484984593	0.0579425572480241	0.0017001484984593	0.0593353429405007	0.00103938816599551	0.00103938816599551	0.00124792297798463	0.00103938816599551	0.00209529826165955	0.0010720058136524	0.0010720058136524	0.00162108971617132	0.0010720058136524	0.000452225520474663	0.00103392707065047	0.00143453792919576	0.00143453792919576	0.000539961723224785	0.000452225520474663	0.000660760332463782	0.0550517888407545	0.000660760332463782	0.000452225520474663	0.00103392707065047	0.000660760332463782	0.000452225520474663	0.00145623047807381	0.000660760332463782	0.000660760332463782	0.0550517888407545	2.98868889044523e-05	2.98868889044523e-05	2.98868889044523e-05	0.000587162645520851	0.000484843168131551	0.000484843168131551	0.000484843168131551	0.000484843168131551	0.00103392707065047	0.000587162645520851
"Plocama_pendula"	0.0397325677265559	0.0250818803128592	0.017606472419375	0.0130981867443414	0.0143111234785739	0.0206785414130094	1.13728330704194	0.00712302820583101	0.00703814232024323	0.00954433519369171	0.0041819345744326	0.00395080064562891	0.000383994624568185	0.0119022088917566	0.0122318305633226	0.00602059346150765	0.00316438571569702	0.0734456485240154	0.0742614013910763	0.0058123328601286	0.00354410139682209	0.0684234443930048	0.00358936271909042	0.00339553080157964	0.0668264771713181	0.0024959650596932	0.0668504288312138	0.00158496255998939	0.0026101441538932	0.00202530394682061	0.00261014415389319	0.0031152888659393	0.00171436271414822	0.00171436271414822	0.00206438637287897	0.00171436271414822	0.00149207825135222	0.00190220795060795	0.00190220795060795	0.0643510108799084	0.00190220795060795	0.000545757781014226	0.0631824059467744	0.000596296811607247	0.000596296811607247	0.00203863842722043	0.000545757781014226	0.000895781439744972	0.00103392707065047	0.000895781439744972	0.000545757781014226	0.0631824059467744	0.000895781439744972	0.000545757781014226	0.000395080064562891	0.000895781439744972	0.000895781439744971	0.00103392707065047	4.79993280710232e-05	4.79993280710232e-05	4.79993280710232e-05	0.001168604933134	0.000733603017473957	0.000733603017473957	0.000733603017473957	0.000733603017473957	0.0631824059467744	0.001168604933134
"Bituminaria_bituminosa"	0.0118601503368932	0.0177967126925965	0.0169476873575709	0.00587474110124647	0.0440805794226055	0.0346080192891447	0.0106845423087465	1.05332853841838	0.0242887128329904	0.0202161491590335	0.020279450587453	0.0302900143948378	0.00020388430905137	0.0242863891125067	0.00474550244231097	0.00892576090675085	0.0049164986612135	0.105454803631502	0.104240818383971	0.0987598398744393	0.0987166898276886	0.00956691896360349	0.00964071115113031	0.00860544675386491	0.00355319236045863	0.00132524800883391	0.00272625327931498	0.0926430704502907	0.00122920571218215	0.00659609321321624	0.00122920571218214	0.0925435778050524	0.000593608830303697	0.000593608830303697	0.000984424832963542	0.000593608830303697	0.00247228769115368	0.00105498159098388	0.00105498159098388	0.000942413634904345	0.00105498159098388	0.000244780879218603	0.000593585683819251	0.00183669080927523	0.00183669080927523	0.000790917073718495	0.000244780879218603	0.000635596881878448	0.00173040096445723	0.000635596881878447	0.000244780879218603	0.000593585683819251	0.000635596881878447	0.000244780879218603	0.00302900143948378	0.000635596881878447	0.000635596881878447	0.00173040096445723	2.54855386314213e-05	2.54855386314213e-05	2.54855386314213e-05	0.000348827951085094	0.000706153639898788	0.000706153639898788	0.000706153639898788	0.000706153639898788	0.000593585683819251	0.000348827951085094
"Echium_plantagineum"	0.01173198364937	0.017921521385126	0.0170742529937188	0.00569712846278803	0.0472611115240146	0.0280524892693924	0.0105572134803648	0.0242887128329904	1.0422249714773	0.0291155141436904	0.0383329978312545	0.0145893677011495	0.000202959357382951	0.00955517646617482	0.00461494640534721	0.0180024799996571	0.0141105063536096	0.108998317726176	0.101191314797235	0.100344310543577	0.0990491413069677	0.00840935611892658	0.0969687695975732	0.0991826336414131	0.00321162935391766	0.00131923582298918	0.00270715113749949	0.00545220915303142	0.00122249303042777	0.00483077421375185	0.00122249303042777	0.00462108092449067	0.000582438695244696	0.000582438695244696	0.000985112677811601	0.000582438695244696	0.00260926731535035	0.00105648555070015	0.00105648555070014	0.000931570202648797	0.00105648555070015	0.000237380352616168	0.000586511860020269	0.00196921298016728	0.00196921298016728	0.000769157734224535	0.000237380352616168	0.000640054335183073	0.00140262446346962	0.000640054335183073	0.000237380352616168	0.000586511860020269	0.000640054335183072	0.000237380352616168	0.00145893677011495	0.000640054335183072	0.000640054335183072	0.00140262446346962	2.53699196728689e-05	2.53699196728689e-05	2.53699196728689e-05	0.000345058342628528	0.000711427208071618	0.000711427208071618	0.000711427208071618	0.000711427208071618	0.000586511860020269	0.000345058342628528
"Echium_aculeatum"	0.0181855439519095	0.016214754381376	0.0153518469847098	0.00224662131417257	0.0486670771740541	0.0376125614502981	0.0171798033486451	0.0242593789908402	0.0349386169724285	1.04252840775962	0.034318987534034	0.0126602678448137	0.000198923678778898	0.0156557219184125	0.000994915491393182	0.00646976698811822	0.00585013754972376	0.123732184060582	0.0161103653982558	0.117745087476198	0.115911727526372	0.111607531429662	0.114504713898502	0.0109120739354753	0.00404263812383341	0.00129300391206284	0.00233901142972771	0.00531543658263697	0.00120757653194933	0.00517444973924854	0.00120757653194933	0.00585920822821982	0.000628478161185902	0.000628478161185902	0.00111396731052548	0.000628478161185902	0.00260689325301569	0.00117452923079162	0.00117452923079162	0.00148930245913122	0.00117452923079162	9.36092214238569e-05	0.000954433519369171	0.00202779488225226	0.00202779488225225	0.00016581924856553	9.3609221423857e-05	0.00057909837076343	0.00188062807251491	0.00057909837076343	9.36092214238569e-05	0.000954433519369171	0.00057909837076343	9.36092214238569e-05	0.00126602678448137	0.00057909837076343	0.00057909837076343	0.00188062807251491	2.48654598473623e-05	2.48654598473623e-05	2.48654598473623e-05	0.000534868939762046	0.000639660291029574	0.000639660291029574	0.000639660291029574	0.000639660291029574	0.000954433519369172	0.000534868939762046
